blueprint_id,seed_lane,left_field,left_transform,operator,right_field,right_transform,label_family,label_horizon_h,expression,candidate_role,source_stage,label_order
core25e_S0_positioning_price_basis_7bdd72b98aaa04,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,zscore_168h,L0_raw_forward_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),ZScore(trade_return_24h))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_7e908125939b35,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,index_close,zscore_168h,L0_raw_forward_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),ZScore(index_close))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_8a9946b3b106fd,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,index_close,delta_4h,L0_raw_forward_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(index_close,4))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_915af98d31e3cc,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_trade_basis_bps,abs_zscore_168h,L0_raw_forward_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Abs(ZScore(mark_trade_basis_bps)))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_9e61d320147b71,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,index_close,tsrank_168h,L0_raw_forward_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),TSRank(index_close,168))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_a41087af8a3c83,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_24h,L0_raw_forward_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(trade_return_24h,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_a5e7db82c77e91,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,zscore_168h,L0_raw_forward_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),ZScore(premium_close_bps))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_a7c9bd2361f116,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_index_basis_bps,tsrank_168h,L0_raw_forward_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),TSRank(mark_index_basis_bps,168))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_b14294ab6f2217,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_close,decay_24h,L0_raw_forward_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(mark_close,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_c0b27683e629c3,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_trade_basis_bps,tsrank_168h,L0_raw_forward_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),TSRank(mark_trade_basis_bps,168))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_c6f09572bebca4,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,abs_zscore_168h,L0_raw_forward_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Abs(ZScore(premium_close_bps)))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_d45a34d225446d,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,index_close,delta_24h,L0_raw_forward_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(index_close,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_dbd1f8858fb841,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_4h,L0_raw_forward_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(trade_return_24h,4))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_e7f45b1c453b85,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_index_basis_bps,decay_24h,L0_raw_forward_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(mark_index_basis_bps,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_f118f834fe5fce,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Mul,mark_index_basis_bps,delta_24h,L0_raw_forward_return,24,"Mul(Delta(top_long_short_position_ratio_last,4),Delta(mark_index_basis_bps,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_f483d477fe5ea3,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_close,zscore_168h,L0_raw_forward_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),ZScore(mark_close))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_f4e2fb8371bc8d,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_index_basis_bps,abs_zscore_168h,L0_raw_forward_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Abs(ZScore(mark_index_basis_bps)))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_f9c519004a6d36,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_trade_basis_bps,delta_24h,L0_raw_forward_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(mark_trade_basis_bps,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_fc9619c4dc26f3,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_close,delta_24h,L0_raw_forward_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(mark_close,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_fd02d725a6918f,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Mul,mark_index_basis_bps,tsrank_168h,L0_raw_forward_return,24,"Mul(Delta(top_long_short_position_ratio_last,4),TSRank(mark_index_basis_bps,168))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_02109c6eb2431e,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Mul,mark_index_basis_bps,zscore_168h,L1_cross_sectional_relative_return,24,"Mul(Delta(top_long_short_position_ratio_last,4),ZScore(mark_index_basis_bps))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,1
core25e_S0_positioning_price_basis_035f0dcad1dc7f,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,index_close,abs_zscore_168h,L1_cross_sectional_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Abs(ZScore(index_close)))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,1
core25e_S0_positioning_price_basis_0e91dd5544b500,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_24h,L1_cross_sectional_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(trade_return_24h,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,1
core25e_S0_positioning_price_basis_1572b807bf8d0c,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_4h,L1_cross_sectional_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(trade_return_24h,4))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,1
core25e_S0_positioning_price_basis_1676250de911f4,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Mul,mark_index_basis_bps,delta_24h,L1_cross_sectional_relative_return,24,"Mul(Delta(top_long_short_position_ratio_last,4),Delta(mark_index_basis_bps,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,1
core25e_S0_positioning_price_basis_19ee89b0b1e749,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Mul,mark_index_basis_bps,delta_4h,L1_cross_sectional_relative_return,24,"Mul(Delta(top_long_short_position_ratio_last,4),Delta(mark_index_basis_bps,4))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,1
core25e_S0_positioning_price_basis_1c17ac2db9991f,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,zscore_168h,L1_cross_sectional_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),ZScore(premium_close_bps))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,1
core25e_S0_positioning_price_basis_3056f4a481566a,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,delta_4h,L1_cross_sectional_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(premium_close_bps,4))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,1
core25e_S0_positioning_price_basis_3085a0b5006e31,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_close,delta_4h,L1_cross_sectional_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(mark_close,4))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,1
core25e_S0_positioning_price_basis_315328bf882dba,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,index_close,zscore_168h,L1_cross_sectional_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),ZScore(index_close))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,1
core25e_S0_positioning_price_basis_3687cd113e31bc,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_index_basis_bps,abs_zscore_168h,L1_cross_sectional_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Abs(ZScore(mark_index_basis_bps)))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,1
core25e_S0_positioning_price_basis_462a584bc1202d,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,index_close,decay_24h,L1_cross_sectional_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(index_close,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,1
core25e_S0_positioning_price_basis_4ccc444f5c9045,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_close,abs_zscore_168h,L1_cross_sectional_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Abs(ZScore(mark_close)))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,1
core25e_S0_positioning_price_basis_5622ecb9774ae7,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_trade_basis_bps,abs_zscore_168h,L1_cross_sectional_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Abs(ZScore(mark_trade_basis_bps)))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,1
core25e_S0_positioning_price_basis_6324414f39d67f,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_index_basis_bps,zscore_168h,L1_cross_sectional_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),ZScore(mark_index_basis_bps))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,1
core25e_S0_positioning_price_basis_690bbc8108e16f,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_index_basis_bps,delta_24h,L1_cross_sectional_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(mark_index_basis_bps,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,1
core25e_S0_positioning_price_basis_6e86cfe995aaae,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_close,tsrank_168h,L1_cross_sectional_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),TSRank(mark_close,168))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,1
core25e_S0_positioning_price_basis_71ea35e8cd5133,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,tsrank_168h,L1_cross_sectional_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),TSRank(trade_return_24h,168))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,1
core25e_S0_positioning_price_basis_80f5b1b14b43e3,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Mul,mark_index_basis_bps,tsrank_168h,L1_cross_sectional_relative_return,24,"Mul(Delta(top_long_short_position_ratio_last,4),TSRank(mark_index_basis_bps,168))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,1
core25e_S0_positioning_price_basis_91be4705d969ae,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_close,zscore_168h,L1_cross_sectional_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),ZScore(mark_close))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,1
core25e_S0_positioning_price_basis_920c4e4f0b3848,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,decay_24h,L1_cross_sectional_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(premium_close_bps,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,1
core25e_S0_positioning_price_basis_96f23576c1d135,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_trade_basis_bps,delta_4h,L1_cross_sectional_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(mark_trade_basis_bps,4))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,1
core25e_S0_positioning_price_basis_9d2fe586601c13,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,index_close,delta_24h,L1_cross_sectional_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(index_close,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,1
core25e_S0_positioning_price_basis_9f37da2793e843,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_close,decay_24h,L1_cross_sectional_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(mark_close,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,1
core25e_S0_positioning_price_basis_a221c564665179,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_trade_basis_bps,decay_24h,L1_cross_sectional_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(mark_trade_basis_bps,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,1
core25e_S0_positioning_price_basis_ab72245af82a2f,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_close,delta_24h,L1_cross_sectional_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(mark_close,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,1
core25e_S0_positioning_price_basis_ab94f47354bbb1,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_trade_basis_bps,tsrank_168h,L1_cross_sectional_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),TSRank(mark_trade_basis_bps,168))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,1
core25e_S0_positioning_price_basis_b063733c23caa4,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_index_basis_bps,tsrank_168h,L1_cross_sectional_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),TSRank(mark_index_basis_bps,168))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,1
core25e_S0_positioning_price_basis_b8fc25480fd749,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,abs_zscore_168h,L1_cross_sectional_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Abs(ZScore(premium_close_bps)))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,1
core25e_S0_positioning_price_basis_cf35d76ba1923d,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_trade_basis_bps,zscore_168h,L1_cross_sectional_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),ZScore(mark_trade_basis_bps))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,1
core25e_S0_positioning_price_basis_d059531af1ab68,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_index_basis_bps,decay_24h,L1_cross_sectional_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(mark_index_basis_bps,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,1
core25e_S0_positioning_price_basis_d56224d20d535f,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_index_basis_bps,delta_4h,L1_cross_sectional_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(mark_index_basis_bps,4))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,1
core25e_S0_positioning_price_basis_d943e251dc1b0c,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,zscore_168h,L1_cross_sectional_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),ZScore(trade_return_24h))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,1
core25e_S0_positioning_price_basis_dc4c8f65757dd3,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,abs_zscore_168h,L1_cross_sectional_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Abs(ZScore(trade_return_24h)))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,1
core25e_S0_positioning_price_basis_de97defdabff9c,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,index_close,delta_4h,L1_cross_sectional_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(index_close,4))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,1
core25e_S0_positioning_price_basis_e507e543b8e9c7,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_trade_basis_bps,delta_24h,L1_cross_sectional_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(mark_trade_basis_bps,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,1
core25e_S0_positioning_price_basis_e75158e5a190ce,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,tsrank_168h,L1_cross_sectional_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),TSRank(premium_close_bps,168))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,1
core25e_S0_positioning_price_basis_e88ad427958169,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,delta_24h,L1_cross_sectional_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(premium_close_bps,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,1
core25e_S0_positioning_price_basis_f41ca1b8f1b4b8,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,index_close,tsrank_168h,L1_cross_sectional_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),TSRank(index_close,168))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,1
core25e_S0_positioning_price_basis_fd2adbe6c63150,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,decay_24h,L1_cross_sectional_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(trade_return_24h,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,1
core25e_S0_positioning_price_basis_0922438f201b00,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,zscore_168h,L3_liquidity_tier_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),ZScore(trade_return_24h))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,2
core25e_S0_positioning_price_basis_11cf2485175f17,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_24h,L3_liquidity_tier_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(trade_return_24h,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,2
core25e_S0_positioning_price_basis_1ad3c1f78c3aba,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,index_close,delta_4h,L3_liquidity_tier_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(index_close,4))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,2
