field_id,representation_id,consumer_lane,generator,runtime_entrypoint,runtime_loaded,mapping_status
Add__agg_large_notional_share_100k_plus__realized_vol_24,agg_derived::interaction_self_reproduction::Add,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
Add__agg_large_notional_share_100k_plus__ret_12,agg_derived::interaction_self_reproduction::Add,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
Add__agg_large_notional_share_100k_plus__ret_6,agg_derived::interaction_self_reproduction::Add,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
Add__agg_notional__latest_known_funding_rate,agg_derived::interaction_self_reproduction::Add,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
Add__agg_notional__mark_index_ratio,agg_derived::interaction_self_reproduction::Add,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
Add__agg_notional__premium_index,agg_derived::interaction_self_reproduction::Add,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
Add__agg_notional__realized_vol_12,agg_derived::interaction_self_reproduction::Add,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
Add__agg_notional__realized_vol_24,agg_derived::interaction_self_reproduction::Add,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
Add__agg_notional__ret_12,agg_derived::interaction_self_reproduction::Add,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
Add__agg_notional__ret_6,agg_derived::interaction_self_reproduction::Add,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
Add__agg_price_range_bps__latest_known_funding_rate,agg_derived::interaction_self_reproduction::Add,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
Add__agg_price_range_bps__mark_index_ratio,agg_derived::interaction_self_reproduction::Add,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
Add__agg_price_range_bps__premium_index,agg_derived::interaction_self_reproduction::Add,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
Add__agg_price_range_bps__realized_vol_12,agg_derived::interaction_self_reproduction::Add,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
Add__agg_price_range_bps__realized_vol_24,agg_derived::interaction_self_reproduction::Add,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
Add__agg_price_range_bps__ret_12,agg_derived::interaction_self_reproduction::Add,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
Add__agg_price_range_bps__ret_6,agg_derived::interaction_self_reproduction::Add,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
Add__agg_signed_flow_z_24h__latest_known_funding_rate,agg_derived::interaction_self_reproduction::Add,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
Add__agg_signed_flow_z_24h__mark_index_ratio,agg_derived::interaction_self_reproduction::Add,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
Add__agg_signed_flow_z_24h__premium_index,agg_derived::interaction_self_reproduction::Add,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
Add__agg_signed_flow_z_24h__realized_vol_12,agg_derived::interaction_self_reproduction::Add,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
Add__agg_signed_flow_z_24h__realized_vol_24,agg_derived::interaction_self_reproduction::Add,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
Add__agg_signed_flow_z_24h__ret_12,agg_derived::interaction_self_reproduction::Add,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
Add__agg_signed_flow_z_24h__ret_6,agg_derived::interaction_self_reproduction::Add,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
CrossSymbolRank_core3__agg_avg_agg_trade_notional,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
CrossSymbolRank_core3__agg_avg_trade_notional_24h,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
CrossSymbolRank_core3__agg_avg_trade_notional_4h,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
CrossSymbolRank_core3__agg_avg_underlying_trade_notional,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
CrossSymbolRank_core3__agg_buy_agg_trade_count,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
CrossSymbolRank_core3__agg_buy_notional,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
CrossSymbolRank_core3__agg_buy_notional_share,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
CrossSymbolRank_core3__agg_buy_quantity,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
CrossSymbolRank_core3__agg_buy_sell_notional_ratio,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
CrossSymbolRank_core3__agg_buy_sell_vwap_spread_bps,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
CrossSymbolRank_core3__agg_buy_underlying_trade_count,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
CrossSymbolRank_core3__agg_buy_vwap,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
CrossSymbolRank_core3__agg_close_price,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
CrossSymbolRank_core3__agg_close_to_open_bps,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
CrossSymbolRank_core3__agg_close_to_open_bps_sum_24h,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
CrossSymbolRank_core3__agg_close_to_open_bps_sum_4h,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
CrossSymbolRank_core3__agg_flow_accel_4h_vs_24h,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
CrossSymbolRank_core3__agg_flow_imbalance_notional,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
CrossSymbolRank_core3__agg_flow_imbalance_notional_24h,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
CrossSymbolRank_core3__agg_flow_imbalance_notional_4h,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
CrossSymbolRank_core3__agg_flow_imbalance_qty,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
CrossSymbolRank_core3__agg_high_price,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
CrossSymbolRank_core3__agg_large_count_share_100k_plus,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
CrossSymbolRank_core3__agg_large_notional_100k_plus,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
CrossSymbolRank_core3__agg_large_notional_ratio_100k_plus,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
CrossSymbolRank_core3__agg_large_notional_share_100k_plus,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
CrossSymbolRank_core3__agg_large_notional_share_24h,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
CrossSymbolRank_core3__agg_large_notional_share_4h,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
CrossSymbolRank_core3__agg_large_notional_sum_24h,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
CrossSymbolRank_core3__agg_large_notional_sum_4h,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
CrossSymbolRank_core3__agg_large_trade_count_100k_plus,agg_derived::cross_symbol_self_reproduction_core3::CrossSymbolRank,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
