candidate_id,parent_candidate_id,semantic_bucket,motif_bucket,generation_mode,expression,raw_inputs,source_max_tstat,source_replay_min_control_ratio,core_gate_status,authorizes_materialization,authorizes_numeric,authorizes_replay,authorizes_search,proposed_subgraph_id,canonical_expression,parse_status,registration_status,reject_reason,node_count,max_depth,field_count,operator_count,operator_path,preflight_rank
a7ffcore11e_d1dbc4fba532ff5c83,a7ffcore5_6527a26f6a35191da1,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),3)),Delta(global_long_short_account_ratio_mean,48))",global_long_short_account_ratio_mean;open_interest_last,1.2097512310799838,0.091684112454337,requires_core2_registration,False,False,False,False,sgx_310f7a46ea66afa95c,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),3)),Delta(global_long_short_account_ratio_mean,48))",ok,approved_for_temp_registration,,16,7,2,9,Mul>ZScore>Mean>Sub>CSRank>Mean>CSRank>Delta>Delta,235
a7ffcore11e_d80e56edbc9314e2fa,a7ffcore5_24de13cbccf306e9bd,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),3)),Delta(open_interest_last,3))",open_interest_last;top_long_short_account_ratio_last,1.2411485322894171,0.6554232211014626,requires_core2_registration,False,False,False,False,sgx_c39551c14b5fea3eb8,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),3)),Delta(open_interest_last,3))",ok,approved_for_temp_registration,,16,7,2,9,Mul>ZScore>Mean>Sub>CSRank>Mean>CSRank>Delta>Delta,236
a7ffcore11e_ddc7af9711beac20b7,a7ffcore5_6527a26f6a35191da1,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),3)),Delta(global_long_short_account_ratio_mean,6))",global_long_short_account_ratio_mean;open_interest_last,1.2097512310799838,0.091684112454337,requires_core2_registration,False,False,False,False,sgx_ca8f297e864bd47bc5,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),3)),Delta(global_long_short_account_ratio_mean,6))",ok,approved_for_temp_registration,,16,7,2,9,Mul>ZScore>Mean>Sub>CSRank>Mean>CSRank>Delta>Delta,237
a7ffcore11e_ddd52ffebbfbb6254a,a7ffcore5_24de13cbccf306e9bd,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),4)),Delta(open_interest_last,2))",open_interest_last;top_long_short_account_ratio_last,1.2411485322894171,0.6554232211014626,requires_core2_registration,False,False,False,False,sgx_77dd0a3a7768178a37,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),4)),Delta(open_interest_last,2))",ok,approved_for_temp_registration,,16,7,2,9,Mul>ZScore>Mean>Sub>CSRank>Mean>CSRank>Delta>Delta,238
a7ffcore11e_df8db7ad09b67304d9,a7ffcore5_6527a26f6a35191da1,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),4)),Delta(global_long_short_account_ratio_mean,48))",global_long_short_account_ratio_mean;open_interest_last,1.2097512310799838,0.091684112454337,requires_core2_registration,False,False,False,False,sgx_4e6c45cecdc38247a7,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),4)),Delta(global_long_short_account_ratio_mean,48))",ok,approved_for_temp_registration,,16,7,2,9,Mul>ZScore>Mean>Sub>CSRank>Mean>CSRank>Delta>Delta,239
a7ffcore11e_e1cd41c78b574ae9af,a7ffcore5_24de13cbccf306e9bd,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),3)),Delta(open_interest_last,32))",open_interest_last;top_long_short_account_ratio_last,1.2411485322894171,0.6554232211014626,requires_core2_registration,False,False,False,False,sgx_06813f199f71b1afb8,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),3)),Delta(open_interest_last,32))",ok,approved_for_temp_registration,,16,7,2,9,Mul>ZScore>Mean>Sub>CSRank>Mean>CSRank>Delta>Delta,240
a7ffcore11e_e4eff4e076eb8cbc67,a7ffcore5_6527a26f6a35191da1,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),2)),Delta(global_long_short_account_ratio_mean,6))",global_long_short_account_ratio_mean;open_interest_last,1.2097512310799838,0.091684112454337,requires_core2_registration,False,False,False,False,sgx_5cf8e14d18cf7db7b6,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),2)),Delta(global_long_short_account_ratio_mean,6))",ok,approved_for_temp_registration,,16,7,2,9,Mul>ZScore>Mean>Sub>CSRank>Mean>CSRank>Delta>Delta,241
a7ffcore11e_e5e12c2d21194ddae1,a7ffcore5_24de13cbccf306e9bd,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),2)),Delta(open_interest_last,4))",open_interest_last;top_long_short_account_ratio_last,1.2411485322894171,0.6554232211014626,requires_core2_registration,False,False,False,False,sgx_f2b0c8a6045520c605,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),2)),Delta(open_interest_last,4))",ok,approved_for_temp_registration,,16,7,2,9,Mul>ZScore>Mean>Sub>CSRank>Mean>CSRank>Delta>Delta,242
a7ffcore11e_e8c050ca94b5544a55,a7ffcore5_6527a26f6a35191da1,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),4)),Delta(global_long_short_account_ratio_mean,32))",global_long_short_account_ratio_mean;open_interest_last,1.2097512310799838,0.091684112454337,requires_core2_registration,False,False,False,False,sgx_f046fd251b74fcaaf9,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),4)),Delta(global_long_short_account_ratio_mean,32))",ok,approved_for_temp_registration,,16,7,2,9,Mul>ZScore>Mean>Sub>CSRank>Mean>CSRank>Delta>Delta,243
a7ffcore11e_ef8ceadfa18fba4a43,a7ffcore5_24de13cbccf306e9bd,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),3)),Delta(open_interest_last,6))",open_interest_last;top_long_short_account_ratio_last,1.2411485322894171,0.6554232211014626,requires_core2_registration,False,False,False,False,sgx_dcb4a486a56cd57b0a,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),3)),Delta(open_interest_last,6))",ok,approved_for_temp_registration,,16,7,2,9,Mul>ZScore>Mean>Sub>CSRank>Mean>CSRank>Delta>Delta,244
a7ffcore11e_efeeb5b717de848eab,a7ffcore5_6527a26f6a35191da1,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),3)),Delta(global_long_short_account_ratio_mean,24))",global_long_short_account_ratio_mean;open_interest_last,1.2097512310799838,0.091684112454337,requires_core2_registration,False,False,False,False,sgx_687da589b895fcd42a,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),3)),Delta(global_long_short_account_ratio_mean,24))",ok,approved_for_temp_registration,,16,7,2,9,Mul>ZScore>Mean>Sub>CSRank>Mean>CSRank>Delta>Delta,245
a7ffcore11e_fc6bdefcaa18d8c47f,a7ffcore5_6527a26f6a35191da1,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),2)),Delta(global_long_short_account_ratio_mean,4))",global_long_short_account_ratio_mean;open_interest_last,1.2097512310799838,0.091684112454337,requires_core2_registration,False,False,False,False,sgx_b92e01e3a4413657fc,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),2)),Delta(global_long_short_account_ratio_mean,4))",ok,approved_for_temp_registration,,16,7,2,9,Mul>ZScore>Mean>Sub>CSRank>Mean>CSRank>Delta>Delta,246
a7ffcore11e_0723d8827afeecc2f8,a7ffcore5_6527a26f6a35191da1,open_interest_like|positioning_like,delta_x_divergence,seed_field_rank_spread,"Sub(TSRank(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),2),TSRank(global_long_short_account_ratio_mean,16))",global_long_short_account_ratio_mean;open_interest_last,1.2097512310799838,0.091684112454337,requires_core2_registration,False,False,False,False,sgx_69d215671355154dfc,"Sub(TSRank(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),2),TSRank(global_long_short_account_ratio_mean,16))",ok,approved_for_temp_registration,,15,6,2,8,Sub>TSRank>Sub>CSRank>Mean>CSRank>Delta>TSRank,247
a7ffcore11e_096421815f1ee1255e,a7ffcore5_24de13cbccf306e9bd,open_interest_like|positioning_like,delta_x_divergence,seed_field_rank_spread,"Sub(TSRank(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),3),TSRank(open_interest_last,16))",open_interest_last;top_long_short_account_ratio_last,1.2411485322894171,0.6554232211014626,requires_core2_registration,False,False,False,False,sgx_4a815ec93221e8adb4,"Sub(TSRank(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),3),TSRank(open_interest_last,16))",ok,approved_for_temp_registration,,15,6,2,8,Sub>TSRank>Sub>CSRank>Mean>CSRank>Delta>TSRank,248
a7ffcore11e_0b357226d87805322a,a7ffcore5_24de13cbccf306e9bd,open_interest_like|positioning_like,delta_x_divergence,seed_field_rank_spread,"Sub(TSRank(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),2),TSRank(open_interest_last,32))",open_interest_last;top_long_short_account_ratio_last,1.2411485322894171,0.6554232211014626,requires_core2_registration,False,False,False,False,sgx_3e1cdd6e4500f525d0,"Sub(TSRank(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),2),TSRank(open_interest_last,32))",ok,approved_for_temp_registration,,15,6,2,8,Sub>TSRank>Sub>CSRank>Mean>CSRank>Delta>TSRank,249
a7ffcore11e_0e466317107eb485e5,a7ffcore5_6527a26f6a35191da1,open_interest_like|positioning_like,delta_x_divergence,seed_field_rank_spread,"Sub(TSRank(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),3),TSRank(global_long_short_account_ratio_mean,12))",global_long_short_account_ratio_mean;open_interest_last,1.2097512310799838,0.091684112454337,requires_core2_registration,False,False,False,False,sgx_6c34ef81593bb2e31e,"Sub(TSRank(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),3),TSRank(global_long_short_account_ratio_mean,12))",ok,approved_for_temp_registration,,15,6,2,8,Sub>TSRank>Sub>CSRank>Mean>CSRank>Delta>TSRank,250
a7ffcore11e_1a0f2f7dd695bc4d97,a7ffcore5_6527a26f6a35191da1,open_interest_like|positioning_like,delta_x_divergence,seed_field_rank_spread,"Sub(TSRank(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),2),TSRank(global_long_short_account_ratio_mean,12))",global_long_short_account_ratio_mean;open_interest_last,1.2097512310799838,0.091684112454337,requires_core2_registration,False,False,False,False,sgx_1ee42ba7ff4292d100,"Sub(TSRank(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),2),TSRank(global_long_short_account_ratio_mean,12))",ok,approved_for_temp_registration,,15,6,2,8,Sub>TSRank>Sub>CSRank>Mean>CSRank>Delta>TSRank,251
a7ffcore11e_1b5c18b9e5847ad7f4,a7ffcore5_6527a26f6a35191da1,open_interest_like|positioning_like,delta_x_divergence,seed_field_rank_spread,"Sub(TSRank(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),4),TSRank(global_long_short_account_ratio_mean,3))",global_long_short_account_ratio_mean;open_interest_last,1.2097512310799838,0.091684112454337,requires_core2_registration,False,False,False,False,sgx_8103cabe6a5986643e,"Sub(TSRank(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),4),TSRank(global_long_short_account_ratio_mean,3))",ok,approved_for_temp_registration,,15,6,2,8,Sub>TSRank>Sub>CSRank>Mean>CSRank>Delta>TSRank,252
a7ffcore11e_1e77fe7f709d7da016,a7ffcore5_24de13cbccf306e9bd,open_interest_like|positioning_like,delta_x_divergence,seed_field_rank_spread,"Sub(TSRank(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),3),TSRank(open_interest_last,4))",open_interest_last;top_long_short_account_ratio_last,1.2411485322894171,0.6554232211014626,requires_core2_registration,False,False,False,False,sgx_8abb19564d688b2436,"Sub(TSRank(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),3),TSRank(open_interest_last,4))",ok,approved_for_temp_registration,,15,6,2,8,Sub>TSRank>Sub>CSRank>Mean>CSRank>Delta>TSRank,253
a7ffcore11e_23e78ab45f0813406b,a7ffcore5_24de13cbccf306e9bd,open_interest_like|positioning_like,delta_x_divergence,seed_field_rank_spread,"Sub(TSRank(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),2),TSRank(open_interest_last,12))",open_interest_last;top_long_short_account_ratio_last,1.2411485322894171,0.6554232211014626,requires_core2_registration,False,False,False,False,sgx_89c2d1a629082ab505,"Sub(TSRank(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),2),TSRank(open_interest_last,12))",ok,approved_for_temp_registration,,15,6,2,8,Sub>TSRank>Sub>CSRank>Mean>CSRank>Delta>TSRank,254
a7ffcore11e_26685591ff312dad46,a7ffcore5_24de13cbccf306e9bd,open_interest_like|positioning_like,delta_x_divergence,seed_field_rank_spread,"Sub(TSRank(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),2),TSRank(open_interest_last,4))",open_interest_last;top_long_short_account_ratio_last,1.2411485322894171,0.6554232211014626,requires_core2_registration,False,False,False,False,sgx_8c8ffe5ad10fae09ee,"Sub(TSRank(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),2),TSRank(open_interest_last,4))",ok,approved_for_temp_registration,,15,6,2,8,Sub>TSRank>Sub>CSRank>Mean>CSRank>Delta>TSRank,255
a7ffcore11e_30fcfcd9744e8759ba,a7ffcore5_6527a26f6a35191da1,open_interest_like|positioning_like,delta_x_divergence,seed_field_rank_spread,"Sub(TSRank(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),2),TSRank(global_long_short_account_ratio_mean,96))",global_long_short_account_ratio_mean;open_interest_last,1.2097512310799838,0.091684112454337,requires_core2_registration,False,False,False,False,sgx_1360e2bd8b2f999ca3,"Sub(TSRank(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),2),TSRank(global_long_short_account_ratio_mean,96))",ok,approved_for_temp_registration,,15,6,2,8,Sub>TSRank>Sub>CSRank>Mean>CSRank>Delta>TSRank,256
a7ffcore11e_0e0f0e07398f95176c,a7ffcore5_b9beb4fd43cf7914e2,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),3)),Delta(mark_index_basis_bps,4))",mark_index_basis_bps;taker_buy_quote_volume,2.3819329985571738,0.7522188154673038,requires_core2_registration,False,False,False,False,sgx_5025e56f93f0c5fd74,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),3)),Delta(mark_index_basis_bps,4))",ok,approved_for_temp_registration,,13,7,2,7,Mul>ZScore>Mean>Mul>Sign>Mean>Delta,257
a7ffcore11e_108bca7372512beafd,a7ffcore5_b9beb4fd43cf7914e2,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),2)),Delta(mark_index_basis_bps,48))",mark_index_basis_bps;taker_buy_quote_volume,2.3819329985571738,0.7522188154673038,requires_core2_registration,False,False,False,False,sgx_231613d6aaa4dafc44,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),2)),Delta(mark_index_basis_bps,48))",ok,approved_for_temp_registration,,13,7,2,7,Mul>ZScore>Mean>Mul>Sign>Mean>Delta,258
a7ffcore11e_10950375da87ec66dc,a7ffcore5_b9beb4fd43cf7914e2,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),2)),Delta(mark_index_basis_bps,4))",mark_index_basis_bps;taker_buy_quote_volume,2.3819329985571738,0.7522188154673038,requires_core2_registration,False,False,False,False,sgx_02e3f68d9dbfaf7e51,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),2)),Delta(mark_index_basis_bps,4))",ok,approved_for_temp_registration,,13,7,2,7,Mul>ZScore>Mean>Mul>Sign>Mean>Delta,259
a7ffcore11e_123c59e7517b7ef3c6,a7ffcore5_b9beb4fd43cf7914e2,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),2)),Delta(mark_index_basis_bps,6))",mark_index_basis_bps;taker_buy_quote_volume,2.3819329985571738,0.7522188154673038,requires_core2_registration,False,False,False,False,sgx_31928ce583ba1db258,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),2)),Delta(mark_index_basis_bps,6))",ok,approved_for_temp_registration,,13,7,2,7,Mul>ZScore>Mean>Mul>Sign>Mean>Delta,260
a7ffcore11e_25214721fdab697454,a7ffcore5_b9beb4fd43cf7914e2,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),2)),Delta(mark_index_basis_bps,12))",mark_index_basis_bps;taker_buy_quote_volume,2.3819329985571738,0.7522188154673038,requires_core2_registration,False,False,False,False,sgx_b8df5629177a080295,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),2)),Delta(mark_index_basis_bps,12))",ok,approved_for_temp_registration,,13,7,2,7,Mul>ZScore>Mean>Mul>Sign>Mean>Delta,261
a7ffcore11e_26719fe4d692900140,a7ffcore5_b9beb4fd43cf7914e2,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),3)),Delta(mark_index_basis_bps,8))",mark_index_basis_bps;taker_buy_quote_volume,2.3819329985571738,0.7522188154673038,requires_core2_registration,False,False,False,False,sgx_fddd4c93d2d6b19766,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),3)),Delta(mark_index_basis_bps,8))",ok,approved_for_temp_registration,,13,7,2,7,Mul>ZScore>Mean>Mul>Sign>Mean>Delta,262
a7ffcore11e_2e9ceddde79416ef0f,a7ffcore5_b9beb4fd43cf7914e2,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),3)),Delta(mark_index_basis_bps,32))",mark_index_basis_bps;taker_buy_quote_volume,2.3819329985571738,0.7522188154673038,requires_core2_registration,False,False,False,False,sgx_98a71c5079d41b3ae3,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),3)),Delta(mark_index_basis_bps,32))",ok,approved_for_temp_registration,,13,7,2,7,Mul>ZScore>Mean>Mul>Sign>Mean>Delta,263
a7ffcore11e_2fc62db81c634185ad,a7ffcore5_b9beb4fd43cf7914e2,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),4)),Delta(mark_index_basis_bps,3))",mark_index_basis_bps;taker_buy_quote_volume,2.3819329985571738,0.7522188154673038,requires_core2_registration,False,False,False,False,sgx_b576b5645aa6c325e5,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),4)),Delta(mark_index_basis_bps,3))",ok,approved_for_temp_registration,,13,7,2,7,Mul>ZScore>Mean>Mul>Sign>Mean>Delta,264
a7ffcore11e_3de814e190a09da7c5,a7ffcore5_b9beb4fd43cf7914e2,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),3)),Delta(mark_index_basis_bps,24))",mark_index_basis_bps;taker_buy_quote_volume,2.3819329985571738,0.7522188154673038,requires_core2_registration,False,False,False,False,sgx_df8ef0828e17651b32,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),3)),Delta(mark_index_basis_bps,24))",ok,approved_for_temp_registration,,13,7,2,7,Mul>ZScore>Mean>Mul>Sign>Mean>Delta,265
a7ffcore11e_4010809000c2176ff9,a7ffcore5_b9beb4fd43cf7914e2,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),3)),Delta(mark_index_basis_bps,96))",mark_index_basis_bps;taker_buy_quote_volume,2.3819329985571738,0.7522188154673038,requires_core2_registration,False,False,False,False,sgx_a08db4695144261c56,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),3)),Delta(mark_index_basis_bps,96))",ok,approved_for_temp_registration,,13,7,2,7,Mul>ZScore>Mean>Mul>Sign>Mean>Delta,266
a7ffcore11e_4585ad5da19c8b6392,a7ffcore5_b9beb4fd43cf7914e2,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),4)),Delta(mark_index_basis_bps,2))",mark_index_basis_bps;taker_buy_quote_volume,2.3819329985571738,0.7522188154673038,requires_core2_registration,False,False,False,False,sgx_08ebfca26ea9c0a68c,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),4)),Delta(mark_index_basis_bps,2))",ok,approved_for_temp_registration,,13,7,2,7,Mul>ZScore>Mean>Mul>Sign>Mean>Delta,267
a7ffcore11e_4ff4061b56784d5e9f,a7ffcore5_b9beb4fd43cf7914e2,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),2)),Delta(mark_index_basis_bps,3))",mark_index_basis_bps;taker_buy_quote_volume,2.3819329985571738,0.7522188154673038,requires_core2_registration,False,False,False,False,sgx_75d53d7dfa2e95f5e3,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),2)),Delta(mark_index_basis_bps,3))",ok,approved_for_temp_registration,,13,7,2,7,Mul>ZScore>Mean>Mul>Sign>Mean>Delta,268
a7ffcore11e_55aaf9f22b9764a1a2,a7ffcore5_b9beb4fd43cf7914e2,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),3)),Delta(mark_index_basis_bps,72))",mark_index_basis_bps;taker_buy_quote_volume,2.3819329985571738,0.7522188154673038,requires_core2_registration,False,False,False,False,sgx_e00b4ae1cea22a9743,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),3)),Delta(mark_index_basis_bps,72))",ok,approved_for_temp_registration,,13,7,2,7,Mul>ZScore>Mean>Mul>Sign>Mean>Delta,269
a7ffcore11e_5ba23f43a8b1fe6632,a7ffcore5_b9beb4fd43cf7914e2,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),4)),Delta(mark_index_basis_bps,4))",mark_index_basis_bps;taker_buy_quote_volume,2.3819329985571738,0.7522188154673038,requires_core2_registration,False,False,False,False,sgx_16acb619e04bbb247b,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),4)),Delta(mark_index_basis_bps,4))",ok,approved_for_temp_registration,,13,7,2,7,Mul>ZScore>Mean>Mul>Sign>Mean>Delta,270
a7ffcore11e_5bc9ae1ea47c783a20,a7ffcore5_b9beb4fd43cf7914e2,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),4)),Delta(mark_index_basis_bps,12))",mark_index_basis_bps;taker_buy_quote_volume,2.3819329985571738,0.7522188154673038,requires_core2_registration,False,False,False,False,sgx_dc7c39b6ad01a3cb21,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),4)),Delta(mark_index_basis_bps,12))",ok,approved_for_temp_registration,,13,7,2,7,Mul>ZScore>Mean>Mul>Sign>Mean>Delta,271
