candidate_id,parent_candidate_id,semantic_bucket,motif_bucket,generation_mode,expression,raw_inputs,source_max_tstat,source_replay_min_control_ratio,core_gate_status,authorizes_materialization,authorizes_numeric,authorizes_replay,authorizes_search,proposed_subgraph_id,canonical_expression,parse_status,registration_status,reject_reason,node_count,max_depth,field_count,operator_count,operator_path,preflight_rank
a7ffcore11e_244bc5af746086ac32,a7ffcore5_9e4293913b29d39f8d,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),3)),Delta(trade_count_168h,12))",trade_count_168h,3.039172680437813,0.0935174603559672,requires_core2_registration,False,False,False,False,sgx_e27f463c533df68bba,"Mul(ZScore(Mean(Delta(trade_count_168h,24),3)),Delta(trade_count_168h,12))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Delta>Delta,11
a7ffcore11e_249ea435c032b9b694,a7ffcore5_f8f5a7d388d98ddbee,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),2)),Delta(trade_volume,4))",trade_volume,2.695898179199756,0.4304377754031036,requires_core2_registration,False,False,False,False,sgx_ad968d07136d454902,"Mul(ZScore(Mean(Mean(trade_volume,4),2)),Delta(trade_volume,4))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Mean>Delta,12
a7ffcore11e_29d746447d38664022,a7ffcore5_9e4293913b29d39f8d,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),2)),Delta(trade_count_168h,32))",trade_count_168h,3.039172680437813,0.0935174603559672,requires_core2_registration,False,False,False,False,sgx_cb7cafc7d47fca9003,"Mul(ZScore(Mean(Delta(trade_count_168h,24),2)),Delta(trade_count_168h,32))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Delta>Delta,13
a7ffcore11e_2a813d4a66f1f8183d,a7ffcore5_9e4293913b29d39f8d,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),3)),Delta(trade_count_168h,4))",trade_count_168h,3.039172680437813,0.0935174603559672,requires_core2_registration,False,False,False,False,sgx_9c3bd94dd2c5be079d,"Mul(ZScore(Mean(Delta(trade_count_168h,24),3)),Delta(trade_count_168h,4))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Delta>Delta,14
a7ffcore11e_343267f2e7087f5d25,a7ffcore5_9e4293913b29d39f8d,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),4)),Delta(trade_count_168h,12))",trade_count_168h,3.039172680437813,0.0935174603559672,requires_core2_registration,False,False,False,False,sgx_12f4c009c67c59b67f,"Mul(ZScore(Mean(Delta(trade_count_168h,24),4)),Delta(trade_count_168h,12))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Delta>Delta,15
a7ffcore11e_351ac7e31e9ae0d389,a7ffcore5_9e4293913b29d39f8d,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),4)),Delta(trade_count_168h,32))",trade_count_168h,3.039172680437813,0.0935174603559672,requires_core2_registration,False,False,False,False,sgx_6b7580a796caac43f8,"Mul(ZScore(Mean(Delta(trade_count_168h,24),4)),Delta(trade_count_168h,32))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Delta>Delta,16
a7ffcore11e_367ac18bfb4b2ddd30,a7ffcore5_9e4293913b29d39f8d,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),2)),Delta(trade_count_168h,12))",trade_count_168h,3.039172680437813,0.0935174603559672,requires_core2_registration,False,False,False,False,sgx_1915e3faee008d5266,"Mul(ZScore(Mean(Delta(trade_count_168h,24),2)),Delta(trade_count_168h,12))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Delta>Delta,17
a7ffcore11e_3a127ba1e5d07bad06,a7ffcore5_f8f5a7d388d98ddbee,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),2)),Delta(trade_volume,3))",trade_volume,2.695898179199756,0.4304377754031036,requires_core2_registration,False,False,False,False,sgx_e0d34436d45868ea35,"Mul(ZScore(Mean(Mean(trade_volume,4),2)),Delta(trade_volume,3))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Mean>Delta,18
a7ffcore11e_3bbaa7588ab71e0a2e,a7ffcore5_9e4293913b29d39f8d,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),3)),Delta(trade_count_168h,32))",trade_count_168h,3.039172680437813,0.0935174603559672,requires_core2_registration,False,False,False,False,sgx_851686ab96178bb479,"Mul(ZScore(Mean(Delta(trade_count_168h,24),3)),Delta(trade_count_168h,32))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Delta>Delta,19
a7ffcore11e_3e8653b7c83fd2a5b4,a7ffcore5_f8f5a7d388d98ddbee,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),3)),Delta(trade_volume,6))",trade_volume,2.695898179199756,0.4304377754031036,requires_core2_registration,False,False,False,False,sgx_90d6ac4788a0a31757,"Mul(ZScore(Mean(Mean(trade_volume,4),3)),Delta(trade_volume,6))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Mean>Delta,20
a7ffcore11e_430ff18833681d881c,a7ffcore5_9e4293913b29d39f8d,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),2)),Delta(trade_count_168h,8))",trade_count_168h,3.039172680437813,0.0935174603559672,requires_core2_registration,False,False,False,False,sgx_e13984b6b598c5885e,"Mul(ZScore(Mean(Delta(trade_count_168h,24),2)),Delta(trade_count_168h,8))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Delta>Delta,21
a7ffcore11e_4bf0e639317c5974b5,a7ffcore5_9e4293913b29d39f8d,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),2)),Delta(trade_count_168h,6))",trade_count_168h,3.039172680437813,0.0935174603559672,requires_core2_registration,False,False,False,False,sgx_15a6afedeedcb06d16,"Mul(ZScore(Mean(Delta(trade_count_168h,24),2)),Delta(trade_count_168h,6))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Delta>Delta,22
a7ffcore11e_4e324155d75d50457e,a7ffcore5_9e4293913b29d39f8d,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),3)),Delta(trade_count_168h,96))",trade_count_168h,3.039172680437813,0.0935174603559672,requires_core2_registration,False,False,False,False,sgx_d11e4e4575364625c8,"Mul(ZScore(Mean(Delta(trade_count_168h,24),3)),Delta(trade_count_168h,96))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Delta>Delta,23
a7ffcore11e_527952f0558161790f,a7ffcore5_9e4293913b29d39f8d,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),2)),Delta(trade_count_168h,16))",trade_count_168h,3.039172680437813,0.0935174603559672,requires_core2_registration,False,False,False,False,sgx_4db37b64a8e2ed957a,"Mul(ZScore(Mean(Delta(trade_count_168h,24),2)),Delta(trade_count_168h,16))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Delta>Delta,24
a7ffcore11e_5547922f53cc90e0a1,a7ffcore5_f8f5a7d388d98ddbee,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),3)),Delta(trade_volume,12))",trade_volume,2.695898179199756,0.4304377754031036,requires_core2_registration,False,False,False,False,sgx_ddb7b16a03f44e8321,"Mul(ZScore(Mean(Mean(trade_volume,4),3)),Delta(trade_volume,12))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Mean>Delta,25
a7ffcore11e_56b15561f3284df0a1,a7ffcore5_f8f5a7d388d98ddbee,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),3)),Delta(trade_volume,4))",trade_volume,2.695898179199756,0.4304377754031036,requires_core2_registration,False,False,False,False,sgx_59daba234c6bbd8d4a,"Mul(ZScore(Mean(Mean(trade_volume,4),3)),Delta(trade_volume,4))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Mean>Delta,26
a7ffcore11e_5a4cb7863fda8b7d59,a7ffcore5_9e4293913b29d39f8d,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),2)),Delta(trade_count_168h,2))",trade_count_168h,3.039172680437813,0.0935174603559672,requires_core2_registration,False,False,False,False,sgx_6d0bd2690e71ee534f,"Mul(ZScore(Mean(Delta(trade_count_168h,24),2)),Delta(trade_count_168h,2))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Delta>Delta,27
a7ffcore11e_5ca674e5e928b9e37b,a7ffcore5_9e4293913b29d39f8d,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),4)),Delta(trade_count_168h,24))",trade_count_168h,3.039172680437813,0.0935174603559672,requires_core2_registration,False,False,False,False,sgx_633b807650014b0fd2,"Mul(ZScore(Mean(Delta(trade_count_168h,24),4)),Delta(trade_count_168h,24))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Delta>Delta,28
a7ffcore11e_5fcd7ebabb6db4aee5,a7ffcore5_f8f5a7d388d98ddbee,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),3)),Delta(trade_volume,2))",trade_volume,2.695898179199756,0.4304377754031036,requires_core2_registration,False,False,False,False,sgx_e3b1bc4b9f0467d972,"Mul(ZScore(Mean(Mean(trade_volume,4),3)),Delta(trade_volume,2))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Mean>Delta,29
a7ffcore11e_62177b4a351f23dee9,a7ffcore5_f8f5a7d388d98ddbee,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),4)),Delta(trade_volume,12))",trade_volume,2.695898179199756,0.4304377754031036,requires_core2_registration,False,False,False,False,sgx_fbee43ceafb34ccc35,"Mul(ZScore(Mean(Mean(trade_volume,4),4)),Delta(trade_volume,12))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Mean>Delta,30
a7ffcore11e_649733921153c9d703,a7ffcore5_f8f5a7d388d98ddbee,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),3)),Delta(trade_volume,8))",trade_volume,2.695898179199756,0.4304377754031036,requires_core2_registration,False,False,False,False,sgx_28fca3f2e1ece3bdaa,"Mul(ZScore(Mean(Mean(trade_volume,4),3)),Delta(trade_volume,8))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Mean>Delta,31
a7ffcore11e_64b67f614412e6012e,a7ffcore5_f8f5a7d388d98ddbee,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),2)),Delta(trade_volume,72))",trade_volume,2.695898179199756,0.4304377754031036,requires_core2_registration,False,False,False,False,sgx_8bf2db65b0d3121592,"Mul(ZScore(Mean(Mean(trade_volume,4),2)),Delta(trade_volume,72))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Mean>Delta,32
a7ffcore11e_64b7c6f83d3aa012b4,a7ffcore5_9e4293913b29d39f8d,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),4)),Delta(trade_count_168h,3))",trade_count_168h,3.039172680437813,0.0935174603559672,requires_core2_registration,False,False,False,False,sgx_b983bc9ff0364d7647,"Mul(ZScore(Mean(Delta(trade_count_168h,24),4)),Delta(trade_count_168h,3))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Delta>Delta,33
a7ffcore11e_64e3d0be23d03e7369,a7ffcore5_9e4293913b29d39f8d,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),3)),Delta(trade_count_168h,2))",trade_count_168h,3.039172680437813,0.0935174603559672,requires_core2_registration,False,False,False,False,sgx_51f075019beee6d6fb,"Mul(ZScore(Mean(Delta(trade_count_168h,24),3)),Delta(trade_count_168h,2))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Delta>Delta,34
a7ffcore11e_6dfea25769981420cd,a7ffcore5_f8f5a7d388d98ddbee,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),3)),Delta(trade_volume,96))",trade_volume,2.695898179199756,0.4304377754031036,requires_core2_registration,False,False,False,False,sgx_9fc7469f5ded4460cf,"Mul(ZScore(Mean(Mean(trade_volume,4),3)),Delta(trade_volume,96))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Mean>Delta,35
a7ffcore11e_7036d028e1478c3480,a7ffcore5_f8f5a7d388d98ddbee,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),4)),Delta(trade_volume,16))",trade_volume,2.695898179199756,0.4304377754031036,requires_core2_registration,False,False,False,False,sgx_87fa9f70a8fc2edbe9,"Mul(ZScore(Mean(Mean(trade_volume,4),4)),Delta(trade_volume,16))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Mean>Delta,36
a7ffcore11e_72425732c25c5581c6,a7ffcore5_f8f5a7d388d98ddbee,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),4)),Delta(trade_volume,48))",trade_volume,2.695898179199756,0.4304377754031036,requires_core2_registration,False,False,False,False,sgx_c9fbb6c0f757591a3f,"Mul(ZScore(Mean(Mean(trade_volume,4),4)),Delta(trade_volume,48))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Mean>Delta,37
a7ffcore11e_78f015adfeae42b76a,a7ffcore5_9e4293913b29d39f8d,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),2)),Delta(trade_count_168h,4))",trade_count_168h,3.039172680437813,0.0935174603559672,requires_core2_registration,False,False,False,False,sgx_febeccc58f459eac1a,"Mul(ZScore(Mean(Delta(trade_count_168h,24),2)),Delta(trade_count_168h,4))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Delta>Delta,38
a7ffcore11e_7c8802ba202be3239e,a7ffcore5_9e4293913b29d39f8d,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),3)),Delta(trade_count_168h,48))",trade_count_168h,3.039172680437813,0.0935174603559672,requires_core2_registration,False,False,False,False,sgx_275c4a43d7ece2e689,"Mul(ZScore(Mean(Delta(trade_count_168h,24),3)),Delta(trade_count_168h,48))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Delta>Delta,39
a7ffcore11e_7f4ddd6ba1891e3a2c,a7ffcore5_f8f5a7d388d98ddbee,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),2)),Delta(trade_volume,16))",trade_volume,2.695898179199756,0.4304377754031036,requires_core2_registration,False,False,False,False,sgx_90ef35bd370bf56c29,"Mul(ZScore(Mean(Mean(trade_volume,4),2)),Delta(trade_volume,16))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Mean>Delta,40
a7ffcore11e_8076b3b8f5d3667b57,a7ffcore5_f8f5a7d388d98ddbee,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),4)),Delta(trade_volume,3))",trade_volume,2.695898179199756,0.4304377754031036,requires_core2_registration,False,False,False,False,sgx_b5b8467ca7c199c20c,"Mul(ZScore(Mean(Mean(trade_volume,4),4)),Delta(trade_volume,3))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Mean>Delta,41
a7ffcore11e_94fc8621dfeb133185,a7ffcore5_f8f5a7d388d98ddbee,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),3)),Delta(trade_volume,24))",trade_volume,2.695898179199756,0.4304377754031036,requires_core2_registration,False,False,False,False,sgx_34c36cb33fc007173c,"Mul(ZScore(Mean(Mean(trade_volume,4),3)),Delta(trade_volume,24))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Mean>Delta,42
a7ffcore11e_956312423d4c2e916f,a7ffcore5_9e4293913b29d39f8d,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),2)),Delta(trade_count_168h,96))",trade_count_168h,3.039172680437813,0.0935174603559672,requires_core2_registration,False,False,False,False,sgx_a28c6914462e5f20eb,"Mul(ZScore(Mean(Delta(trade_count_168h,24),2)),Delta(trade_count_168h,96))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Delta>Delta,43
a7ffcore11e_9bd6c6bf10234667f4,a7ffcore5_f8f5a7d388d98ddbee,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),2)),Delta(trade_volume,32))",trade_volume,2.695898179199756,0.4304377754031036,requires_core2_registration,False,False,False,False,sgx_419ea9b1cb6210ad2c,"Mul(ZScore(Mean(Mean(trade_volume,4),2)),Delta(trade_volume,32))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Mean>Delta,44
a7ffcore11e_a14dcc54936f5735ed,a7ffcore5_f8f5a7d388d98ddbee,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),4)),Delta(trade_volume,4))",trade_volume,2.695898179199756,0.4304377754031036,requires_core2_registration,False,False,False,False,sgx_f48198e0fa0d7284de,"Mul(ZScore(Mean(Mean(trade_volume,4),4)),Delta(trade_volume,4))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Mean>Delta,45
a7ffcore11e_a632ea315826e6f709,a7ffcore5_9e4293913b29d39f8d,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),4)),Delta(trade_count_168h,2))",trade_count_168h,3.039172680437813,0.0935174603559672,requires_core2_registration,False,False,False,False,sgx_c4c530ae490a57b37f,"Mul(ZScore(Mean(Delta(trade_count_168h,24),4)),Delta(trade_count_168h,2))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Delta>Delta,46
a7ffcore11e_ab0f4f226428f1d714,a7ffcore5_9e4293913b29d39f8d,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),2)),Delta(trade_count_168h,3))",trade_count_168h,3.039172680437813,0.0935174603559672,requires_core2_registration,False,False,False,False,sgx_436c72004fa058cfce,"Mul(ZScore(Mean(Delta(trade_count_168h,24),2)),Delta(trade_count_168h,3))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Delta>Delta,47
a7ffcore11e_b4a1b66887f5229433,a7ffcore5_9e4293913b29d39f8d,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),4)),Delta(trade_count_168h,48))",trade_count_168h,3.039172680437813,0.0935174603559672,requires_core2_registration,False,False,False,False,sgx_4347eafc11ae98d3cb,"Mul(ZScore(Mean(Delta(trade_count_168h,24),4)),Delta(trade_count_168h,48))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Delta>Delta,48
a7ffcore11e_b50799eaf4f797bc7c,a7ffcore5_f8f5a7d388d98ddbee,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),2)),Delta(trade_volume,96))",trade_volume,2.695898179199756,0.4304377754031036,requires_core2_registration,False,False,False,False,sgx_7d8c802fb97c2a49d9,"Mul(ZScore(Mean(Mean(trade_volume,4),2)),Delta(trade_volume,96))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Mean>Delta,49
a7ffcore11e_b514f1d161dff9f248,a7ffcore5_9e4293913b29d39f8d,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),3)),Delta(trade_count_168h,6))",trade_count_168h,3.039172680437813,0.0935174603559672,requires_core2_registration,False,False,False,False,sgx_0d09f16e2962231704,"Mul(ZScore(Mean(Delta(trade_count_168h,24),3)),Delta(trade_count_168h,6))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Delta>Delta,50
a7ffcore11e_b83343f0b5d2a912a3,a7ffcore5_f8f5a7d388d98ddbee,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),2)),Delta(trade_volume,2))",trade_volume,2.695898179199756,0.4304377754031036,requires_core2_registration,False,False,False,False,sgx_80b8991edddade9d26,"Mul(ZScore(Mean(Mean(trade_volume,4),2)),Delta(trade_volume,2))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Mean>Delta,51
a7ffcore11e_ba17063cc2461e45d0,a7ffcore5_9e4293913b29d39f8d,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),3)),Delta(trade_count_168h,16))",trade_count_168h,3.039172680437813,0.0935174603559672,requires_core2_registration,False,False,False,False,sgx_0a02715cd8144921e7,"Mul(ZScore(Mean(Delta(trade_count_168h,24),3)),Delta(trade_count_168h,16))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Delta>Delta,52
a7ffcore11e_c3387ffb991aa0de74,a7ffcore5_f8f5a7d388d98ddbee,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),3)),Delta(trade_volume,3))",trade_volume,2.695898179199756,0.4304377754031036,requires_core2_registration,False,False,False,False,sgx_245e2b8ff981c25dae,"Mul(ZScore(Mean(Mean(trade_volume,4),3)),Delta(trade_volume,3))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Mean>Delta,53
