left,right,intersection_hours,jaccard,left_covered_by_right,right_covered_by_left
oi_expansion_24h_p90,session=asia_utc_00_07,688,0.08200238379022647,0.3557394002068252,0.09630459126539753
oi_expansion_24h_p90,volume_burst,293,0.07846813069094805,0.1514994829369183,0.13999044433827043
session=europe_utc_08_13,volume_burst,542,0.07844840063685049,0.101157148189623,0.25895843287147635
extreme_drawdown_30d_p05,session=us_utc_14_21,670,0.07829846908963421,0.3216514642342775,0.09378499440089585
oi_contraction_24h_p10,session=asia_utc_00_07,661,0.07760037567504109,0.3248157248157248,0.09252519596864502
funding_negative_extreme,oi_expansion_24h_p90,925,0.07732820598562114,0.08445174837943942,0.4782833505687694
extreme_drawdown_30d_p05,session=europe_utc_08_13,533,0.07715691951360741,0.2558809409505521,0.09947741694662188
basis_dislocation_p90,oi_contraction_24h_p10,617,0.07604140990879961,0.09214456391875747,0.30319410319410317
liquidity_shock_low_volume,pre_funding_1h_proxy,339,0.07442371020856202,0.1530474040632054,0.1265397536394177
oi_expansion_24h_p90,session=us_utc_14_21,623,0.07368421052631578,0.32213029989658737,0.08720604703247481
basis_dislocation_p95,volume_burst,468,0.07301092043681748,0.09780564263322884,0.2236024844720497
perp_pressure_proxy,session=late_utc_22_23,343,0.07254653130287649,0.10441400304414003,0.19204927211646136
basis_dislocation_p95,liquidity_shock_low_volume,471,0.07213968448460714,0.09843260188087774,0.2126410835214447
oi_contraction_24h_p10,session=europe_utc_08_13,490,0.07098363030566421,0.24078624078624078,0.09145203434117208
perp_pressure_proxy,pre_funding_1h_proxy,394,0.07073608617594256,0.11993911719939117,0.14706980216498694
pre_funding_1h_proxy,volume_burst,314,0.07043517272319426,0.11720791340052258,0.15002388915432394
basis_dislocation_p95,pre_funding_1h_proxy,491,0.07041445575792342,0.10261233019853709,0.18327734229189996
market_crash_like,volume_burst,162,0.07037358818418767,0.4366576819407008,0.07740086000955566
perp_pressure_proxy,post_funding_1h_proxy,390,0.06996770721205597,0.1187214611872146,0.1455767077267637
basis_dislocation_p90,session=late_utc_22_23,549,0.06920458842808522,0.08198924731182795,0.30739081746920494
oi_expansion_24h_p90,session=europe_utc_08_13,460,0.06733021077283373,0.2378490175801448,0.085852930197835
basis_dislocation_p95,oi_contraction_24h_p10,425,0.06645817044566067,0.08881922675026123,0.20884520884520885
forced_deleveraging_proxy,volume_burst,144,0.06380150642445724,0.4675324675324675,0.06880076445293837
funding_negative_extreme,session=late_utc_22_23,753,0.06282329384281662,0.06874828814023555,0.4216125419932811
extreme_drawdown_30d_p05,market_crash_like,142,0.061418685121107264,0.06817090734517522,0.38274932614555257
funding_boundary_8h_proxy,perp_pressure_proxy,342,0.060832443970117396,0.1276595744680851,0.10410958904109589
basis_dislocation_p90,oi_expansion_24h_p90,488,0.059936133628101206,0.07287933094384708,0.25232678386763185
extreme_drawdown_30d_p05,volume_burst,231,0.05855513307984791,0.11089774363898224,0.11036789297658862
extreme_drawdown_30d_p05,funding_boundary_8h_proxy,263,0.058457434985552344,0.12626020163226115,0.09817095931317656
oi_contraction_24h_p10,post_funding_1h_proxy,260,0.05837449483610238,0.12776412776412777,0.09705113848450915
oi_expansion_24h_p90,post_funding_1h_proxy,253,0.05802752293577982,0.13081695966907964,0.09443822321761851
oi_expansion_24h_p90,pre_funding_1h_proxy,253,0.05802752293577982,0.13081695966907964,0.09443822321761851
extreme_drawdown_30d_p05,post_funding_1h_proxy,261,0.057987113974672294,0.12530004800768124,0.09742441209406495
basis_dislocation_p95,session=late_utc_22_23,360,0.05796168088874577,0.07523510971786834,0.20156774916013437
post_funding_1h_proxy,volume_burst,257,0.056921373200442965,0.09593131765584173,0.12279025322503584
extreme_drawdown_30d_p05,pre_funding_1h_proxy,256,0.056813138038171326,0.12289966394623139,0.09555804404628593
oi_contraction_24h_p10,pre_funding_1h_proxy,253,0.05671374131360681,0.12432432432432433,0.09443822321761851
funding_boundary_8h_proxy,oi_expansion_24h_p90,247,0.05657352267521759,0.09219858156028368,0.12771458117890383
funding_boundary_8h_proxy,oi_contraction_24h_p10,252,0.05647691618108472,0.0940649496080627,0.12383292383292384
extreme_drawdown_30d_p05,liquidity_shock_low_volume,224,0.054982817869415807,0.10753720595295248,0.10112866817155756
basis_dislocation_p95,oi_expansion_24h_p90,340,0.05329989026493181,0.07105538140020899,0.17580144777662876
session=asia_utc_00_07,volume_burst,454,0.051690766252988726,0.0635498320268757,0.21691352126134736
extreme_drawdown_30d_p05,perp_pressure_proxy,250,0.04884720593982024,0.1200192030724916,0.076103500761035
extreme_vol_168h_p95,oi_contraction_24h_p10,128,0.04769001490312966,0.16473616473616473,0.0628992628992629
extreme_drawdown_30d_p05,forced_deleveraging_proxy,108,0.04730617608409987,0.05184829572731637,0.35064935064935066
oi_contraction_24h_p10,session=late_utc_22_23,172,0.047136201699095645,0.08452088452088452,0.09630459126539753
extreme_drawdown_30d_p05,session=late_utc_22_23,171,0.046241211465657114,0.08209313490158425,0.09574468085106383
oi_expansion_24h_p90,session=late_utc_22_23,163,0.04582513353949958,0.08428128231644261,0.09126539753639418
oi_expansion_24h_p90,perp_pressure_proxy,218,0.04359128174365127,0.11271975180972078,0.06636225266362253
funding_boundary_8h_proxy,funding_positive_extreme,122,0.043277758070237676,0.04553938036580814,0.46564885496183206
funding_abs_extreme_p90,funding_boundary_8h_proxy,122,0.041244083840432724,0.30423940149625933,0.04553938036580814
perp_pressure_proxy,volume_burst,191,0.03682282629651051,0.05814307458143075,0.09125656951743909
basis_dislocation_p95,derivative_dislocation_proxy,174,0.03595041322314049,0.03636363636363636,0.759825327510917
oi_contraction_24h_p10,perp_pressure_proxy,184,0.03582554517133956,0.09041769041769042,0.056012176560121765
basis_dislocation_p95,funding_abs_extreme_p90,174,0.03471667996807662,0.03636363636363636,0.4339152119700748
extreme_vol_168h_p95,session=us_utc_14_21,263,0.034343170540611125,0.3384813384813385,0.03681410974244121
basis_dislocation_p90,derivative_dislocation_proxy,229,0.03419952210274791,0.03419952210274791,1.0
basis_dislocation_p90,funding_abs_extreme_p90,229,0.033343040186371575,0.03419952210274791,0.571072319201995
extreme_vol_168h_p95,session=europe_utc_08_13,197,0.033176153587066354,0.25353925353925355,0.036767450541246735
extreme_vol_168h_p95,session=asia_utc_00_07,253,0.032994261867501304,0.3256113256113256,0.035414333706606946
extreme_vol_168h_p95,liquidity_shock_low_volume,94,0.03243616287094548,0.12097812097812098,0.042437923250564336
derivative_dislocation_proxy,funding_boundary_8h_proxy,87,0.030840127614321162,0.3799126637554585,0.032474804031354984
extreme_vol_168h_p95,pre_funding_1h_proxy,97,0.028877642155403394,0.12483912483912483,0.036207540126913025
extreme_vol_168h_p95,oi_expansion_24h_p90,76,0.028842504743833017,0.0978120978120978,0.03929679420889348
extreme_vol_168h_p95,post_funding_1h_proxy,96,0.02857142857142857,0.12355212355212356,0.03583426651735722
extreme_vol_168h_p95,funding_boundary_8h_proxy,95,0.02826539720321333,0.12226512226512226,0.03546099290780142
liquidity_shock_low_volume,post_funding_1h_proxy,133,0.02793530770846461,0.0600451467268623,0.04964539007092199
extreme_vol_168h_p95,market_crash_like,30,0.026833631484794274,0.03861003861003861,0.08086253369272237
extreme_vol_168h_p95,forced_deleveraging_proxy,28,0.026490066225165563,0.036036036036036036,0.09090909090909091
liquidity_shock_low_volume,oi_contraction_24h_p10,109,0.026322144409562907,0.049209932279909704,0.053562653562653564
extreme_vol_168h_p95,funding_negative_extreme,297,0.025977433744424034,0.38223938223938225,0.027115858668857847
extreme_vol_168h_p95,session=late_utc_22_23,64,0.025610244097639057,0.08236808236808237,0.03583426651735722
liquidity_shock_low_volume,session=europe_utc_08_13,186,0.025179369162041425,0.08397291196388262,0.03471444568868981
basis_dislocation_p90,funding_positive_extreme,160,0.023536334215945868,0.023894862604540025,0.6106870229007634
basis_dislocation_p95,funding_positive_extreme,113,0.022902310498581272,0.02361546499477534,0.4312977099236641
session=late_utc_22_23,volume_burst,80,0.021058173203474598,0.04479283314669653,0.038222646918299095
funding_abs_extreme_p90,volume_burst,50,0.020458265139116204,0.12468827930174564,0.023889154323936932
funding_abs_extreme_p90,oi_expansion_24h_p90,45,0.019650655021834062,0.11221945137157108,0.02326783867631851
funding_positive_extreme,volume_burst,45,0.01948051948051948,0.1717557251908397,0.02150023889154324
funding_abs_extreme_p90,session=europe_utc_08_13,110,0.019472473004071518,0.2743142144638404,0.020530048525569243
basis_dislocation_p90,extreme_vol_168h_p95,136,0.01853618645222843,0.02031063321385902,0.17503217503217502
funding_abs_extreme_p90,session=asia_utc_00_07,136,0.01835605344850857,0.33915211970074816,0.019036954087346025
liquidity_shock_low_volume,oi_expansion_24h_p90,74,0.01815950920245399,0.033408577878103835,0.038262668045501554
market_crash_like,session=us_utc_14_21,132,0.017878911011783828,0.3557951482479784,0.018477043673012318
funding_abs_extreme_p90,session=us_utc_14_21,126,0.016983420946219168,0.314214463840399,0.017637178051511757
funding_boundary_8h_proxy,market_crash_like,50,0.016666666666666666,0.01866368047779022,0.1347708894878706
market_crash_like,post_funding_1h_proxy,50,0.016666666666666666,0.1347708894878706,0.01866368047779022
market_crash_like,session=asia_utc_00_07,123,0.016639610389610388,0.33153638814016173,0.01721724524076148
market_crash_like,session=europe_utc_08_13,89,0.01578014184397163,0.2398921832884097,0.016610675625233298
funding_positive_extreme,session=europe_utc_08_13,87,0.015723838785469003,0.3320610687022901,0.016237402015677492
funding_abs_extreme_p90,liquidity_shock_low_volume,40,0.015527950310559006,0.09975062344139651,0.01805869074492099
market_crash_like,pre_funding_1h_proxy,46,0.015312916111850865,0.12398921832884097,0.017170586039567004
forced_deleveraging_proxy,post_funding_1h_proxy,45,0.015295717199184228,0.1461038961038961,0.0167973124300112
basis_dislocation_p95,extreme_vol_168h_p95,82,0.014963503649635036,0.017136886102403343,0.10553410553410554
forced_deleveraging_proxy,session=us_utc_14_21,106,0.01442962156275524,0.34415584415584416,0.014837625979843226
funding_abs_extreme_p90,funding_negative_extreme,160,0.014293371448990531,0.39900249376558605,0.01460786998995709
forced_deleveraging_proxy,funding_boundary_8h_proxy,42,0.014261460101867572,0.13636363636363635,0.015677491601343786
funding_negative_extreme,market_crash_like,158,0.01415009851334408,0.014425271615082625,0.42587601078167114
forced_deleveraging_proxy,session=asia_utc_00_07,103,0.014015512314600626,0.3344155844155844,0.014417693169092945
forced_deleveraging_proxy,pre_funding_1h_proxy,41,0.013917175831636116,0.1331168831168831,0.01530421799178798
basis_dislocation_p90,market_crash_like,97,0.013916786226685796,0.01448626045400239,0.261455525606469
forced_deleveraging_proxy,session=europe_utc_08_13,77,0.01377706208624083,0.25,0.01437103396789847
funding_abs_extreme_p90,session=late_utc_22_23,29,0.013438368860055607,0.07231920199501247,0.016237402015677492
extreme_vol_168h_p95,volume_burst,37,0.013060360042357924,0.047619047619047616,0.017677974199713332
funding_positive_extreme,oi_expansion_24h_p90,28,0.012915129151291513,0.10687022900763359,0.014477766287487074
market_crash_like,session=late_utc_22_23,27,0.01267605633802817,0.07277628032345014,0.015117581187010079
basis_dislocation_p95,market_crash_like,61,0.01197252208047105,0.012748171368861024,0.16442048517520216
derivative_dislocation_proxy,session=europe_utc_08_13,66,0.011954356094910343,0.28820960698689957,0.012318029115341545
basis_dislocation_p90,forced_deleveraging_proxy,82,0.011846287200231146,0.012246117084826763,0.2662337662337662
derivative_dislocation_proxy,session=asia_utc_00_07,86,0.011801838891176067,0.37554585152838427,0.012038073908174692
derivative_dislocation_proxy,volume_burst,27,0.011764705882352941,0.11790393013100436,0.012900143334925944
forced_deleveraging_proxy,funding_negative_extreme,130,0.011679094420986434,0.42207792207792205,0.011868894366840134
funding_positive_extreme,session=us_utc_14_21,85,0.011610435732823384,0.3244274809160305,0.011898096304591266
funding_positive_extreme,session=asia_utc_00_07,85,0.011610435732823384,0.3244274809160305,0.011898096304591266
extreme_drawdown_30d_p05,oi_expansion_24h_p90,46,0.011583983883152859,0.022083533365338453,0.023784901758014478
derivative_dislocation_proxy,perp_pressure_proxy,40,0.011514104778353483,0.17467248908296942,0.0121765601217656
funding_abs_extreme_p90,perp_pressure_proxy,40,0.010970927043335162,0.09975062344139651,0.0121765601217656
forced_deleveraging_proxy,session=late_utc_22_23,22,0.010617760617760617,0.07142857142857142,0.012318029115341545
funding_abs_extreme_p90,post_funding_1h_proxy,31,0.010167267956707117,0.0773067331670823,0.011571481896229937
funding_abs_extreme_p90,oi_contraction_24h_p10,24,0.009950248756218905,0.059850374064837904,0.011793611793611793
basis_dislocation_p95,forced_deleveraging_proxy,50,0.009914733293674401,0.01044932079414838,0.16233766233766234
funding_abs_extreme_p90,pre_funding_1h_proxy,30,0.009836065573770493,0.07481296758104738,0.011198208286674132
derivative_dislocation_proxy,oi_expansion_24h_p90,21,0.00980392156862745,0.09170305676855896,0.010858324715615306
derivative_dislocation_proxy,session=us_utc_14_21,68,0.009308692676249144,0.29694323144104806,0.009518477043673012
funding_boundary_8h_proxy,liquidity_shock_low_volume,40,0.008240626287597858,0.014930944382232176,0.01805869074492099
funding_positive_extreme,liquidity_shock_low_volume,17,0.006910569105691057,0.0648854961832061,0.007674943566591422
derivative_dislocation_proxy,oi_contraction_24h_p10,15,0.006669630947087594,0.06550218340611354,0.007371007371007371
funding_positive_extreme,market_crash_like,4,0.006359300476947536,0.015267175572519083,0.01078167115902965
market_crash_like,perp_pressure_proxy,22,0.006053935057787562,0.05929919137466307,0.006697108066971081
derivative_dislocation_proxy,funding_negative_extreme,67,0.006027890238416554,0.2925764192139738,0.006117045558294531
forced_deleveraging_proxy,funding_abs_extreme_p90,4,0.005673758865248227,0.012987012987012988,0.00997506234413965
derivative_dislocation_proxy,liquidity_shock_low_volume,13,0.0053475935828877,0.056768558951965066,0.005869074492099322
forced_deleveraging_proxy,perp_pressure_proxy,19,0.005316172355903749,0.06168831168831169,0.00578386605783866
forced_deleveraging_proxy,funding_positive_extreme,3,0.005291005291005291,0.00974025974025974,0.011450381679389313
funding_abs_extreme_p90,market_crash_like,4,0.005208333333333333,0.00997506234413965,0.01078167115902965
funding_positive_extreme,oi_contraction_24h_p10,11,0.004811898512685914,0.04198473282442748,0.005405405405405406
derivative_dislocation_proxy,session=late_utc_22_23,9,0.00448654037886341,0.039301310043668124,0.005039193729003359
derivative_dislocation_proxy,post_funding_1h_proxy,11,0.0037970314118053157,0.048034934497816595,0.004106009705113848
funding_positive_extreme,post_funding_1h_proxy,11,0.0037542662116040954,0.04198473282442748,0.004106009705113848
derivative_dislocation_proxy,pre_funding_1h_proxy,8,0.002758620689655172,0.034934497816593885,0.0029861888764464353
funding_positive_extreme,session=late_utc_22_23,5,0.0024473813020068525,0.019083969465648856,0.002799552071668533
funding_positive_extreme,pre_funding_1h_proxy,5,0.0017029972752043597,0.019083969465648856,0.001866368047779022
forced_deleveraging_proxy,liquidity_shock_low_volume,4,0.0015879317189360857,0.012987012987012988,0.0018058690744920992
liquidity_shock_low_volume,market_crash_like,4,0.001549186676994578,0.0018058690744920992,0.01078167115902965
extreme_vol_168h_p95,perp_pressure_proxy,5,0.0012324377618930244,0.006435006435006435,0.0015220700152207
derivative_dislocation_proxy,extreme_vol_168h_p95,1,0.0009950248756218905,0.004366812227074236,0.001287001287001287
extreme_vol_168h_p95,funding_abs_extreme_p90,1,0.0008496176720475786,0.001287001287001287,0.0024937655860349127
funding_positive_extreme,perp_pressure_proxy,2,0.0005641748942172073,0.007633587786259542,0.0006088280060882801
derivative_dislocation_proxy,extreme_drawdown_30d_p05,1,0.00043271311120726956,0.004366812227074236,0.00048007681228996637
extreme_drawdown_30d_p05,funding_abs_extreme_p90,1,0.0004027386226339106,0.00048007681228996637,0.0024937655860349127
