candidate_id,semantic_bucket,motif_bucket,generation_mode,clue_rows,label_count,horizon_count,best_abs_corr,best_original_score,min_control_ratio,core14_rank,proposed_subgraph_id,expression,raw_inputs
a7ffcore11e_8e9f45a5dc22a8ab8f,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,6,3,4,0.0083158548344278,0.0313617885573749,0.4822605645509981,11,sgx_d30a0b6e461c83e4d1,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),2)),Delta(global_long_short_account_ratio_mean,12))",global_long_short_account_ratio_mean;open_interest_last
a7ffcore11e_34c80c6d72709214b6,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,6,3,4,0.0056924397860679,0.3545324980354856,0.4948149668590947,12,sgx_61b332cba6831bbe3f,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Delta(trade_high,4)))),3)),Delta(trade_count,16))",trade_count;trade_high
a7ffcore11e_0700ec30c6b8fb8e9c,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,6,3,3,0.0067459749144152,0.1785527746133719,0.2120715965183493,13,sgx_5e3946d362c967ce83,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_low,24)))),3)),Delta(trade_count,48))",trade_count;trade_low
a7ffcore11e_b7855a480a99f124c1,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,6,3,3,0.0164243725038402,0.1361926518396926,0.4415819132112544,14,sgx_065bb57b1d33f478ee,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),3)),Delta(open_interest_last,24))",open_interest_last;top_long_short_account_ratio_last
a7ffcore11e_b22e934b8b01b76133,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,6,2,3,0.0499790037165038,0.0499790037165038,0.2270860538029096,15,sgx_3deb2d4567f406c3b3,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),4)),Delta(mark_index_basis_bps,6))",mark_index_basis_bps;taker_buy_quote_volume
a7ffcore11e_c21abf533e137c4adb,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,6,2,3,0.0535246867092134,0.0535246867092134,0.2598253641580449,16,sgx_3c1471b0d42deb58d9,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),3)),Delta(mark_index_basis_bps,6))",mark_index_basis_bps;taker_buy_quote_volume
a7ffcore11e_2589c8bd01327ba35c,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,6,2,3,0.0131061423269913,0.0131061423269913,0.3880190612136893,17,sgx_81743b7bfce3a03c8a,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),3)),Delta(open_interest_last,48))",open_interest_last;top_long_short_account_ratio_last
a7ffcore11e_5ba23f43a8b1fe6632,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,6,2,3,0.0424770735526936,0.0424770735526936,0.4336467235530571,18,sgx_16acb619e04bbb247b,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),4)),Delta(mark_index_basis_bps,4))",mark_index_basis_bps;taker_buy_quote_volume
a7ffcore11e_12acb7538ac2c1de85,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,6,2,3,0.0133342416774809,0.0133342416774809,0.4475595981928938,19,sgx_937cd0fba2796e20b9,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Delta(trade_low,24)))),2)),Delta(trade_count,8))",trade_count;trade_low
a7ffcore11e_4ce0c8b245d5808abe,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,6,2,3,0.0154138129953325,0.0154138129953325,0.4548879040208773,20,sgx_c9b44717b08745b74d,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_low,24)))),2)),Delta(trade_count,32))",trade_count;trade_low
a7ffcore11e_8f6b5c507d07d416bf,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,6,2,3,0.0131176736078085,0.0131176736078085,0.531504369796127,21,sgx_fcf5e1cb9efacf6dad,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),2)),Delta(open_interest_last,48))",open_interest_last;top_long_short_account_ratio_last
a7ffcore11e_6265acb2b7aaeed67c,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,6,2,3,0.0092236574451807,0.0092236574451807,0.6147530659945027,22,sgx_8d73fe62ef31819a88,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),3)),Delta(open_interest_last,96))",open_interest_last;top_long_short_account_ratio_last
a7ffcore11e_0ba480ce00fc18d6d2,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,5,3,4,0.0098728344201007,0.040720475648745,0.4125404350312515,23,sgx_5b2934dc7851c26f16,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,8)))),3)),Delta(trade_count,3))",trade_count;trade_high
a7ffcore11e_b7574831145f932936,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,5,3,3,0.0163781622963211,0.1177527021821081,0.18076401816513,24,sgx_cf5475b29526c26e30,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),2)),Delta(open_interest_last,16))",open_interest_last;top_long_short_account_ratio_last
a7ffcore11e_af83cce5829bc7c751,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,5,3,3,0.0161380536977661,0.1127471445063661,0.2749554933662737,25,sgx_51beb2621b71554317,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),3)),Delta(open_interest_last,16))",open_interest_last;top_long_short_account_ratio_last
a7ffcore11e_7b72349fd51af1e863,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,5,3,3,0.0079828975814745,0.1456751352623335,0.330453230688708,26,sgx_36a41d223c0ce96a0a,"Mul(ZScore(Mean(Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_mean,4),24)),2)),Delta(open_interest_mean,48))",open_interest_mean;taker_buy_quote_volume
a7ffcore11e_c6c5696a8e9141f9bf,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,5,3,3,0.0304556391896153,0.1942491019188383,0.3893079370711423,27,sgx_6aeea054808b968ff8,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),4)),Delta(mark_index_basis_bps,48))",mark_index_basis_bps;taker_buy_quote_volume
a7ffcore11e_01b7a408bae766f6b9,open_interest_like,single,seed_field_mul_delta,5,3,3,0.010479410389978,0.0456033415031406,0.4520624282623037,28,sgx_a9275b60132863bf8e,"Mul(ZScore(Mean(open_interest_change_24h,3)),Delta(open_interest_change_24h,12))",open_interest_change_24h
a7ffcore11e_a8bc245f20ba6f090e,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,5,3,3,0.0550181220929474,0.2063584267951393,0.6227314342579094,29,sgx_36a3866dbd8d6aed0b,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),2)),Delta(mark_index_basis_bps,32))",mark_index_basis_bps;taker_buy_quote_volume
a7ffcore11e_2e9ceddde79416ef0f,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,5,3,3,0.0552398466718965,0.2016498009068806,0.6828784875727522,30,sgx_98a71c5079d41b3ae3,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),3)),Delta(mark_index_basis_bps,32))",mark_index_basis_bps;taker_buy_quote_volume
a7ffcore11e_620048b49bc3dfd43f,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,5,3,3,0.0520420992223774,0.2000347857769908,0.7297369274012059,31,sgx_2059848c42a40203e3,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),4)),Delta(mark_index_basis_bps,32))",mark_index_basis_bps;taker_buy_quote_volume
a7ffcore11e_3133e9ebd2783af2e9,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,5,3,2,0.0066478072318998,0.0151478671268488,0.2453555602813596,32,sgx_a0575a87429fe53ff5,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Delta(trade_high,4)))),3)),Delta(trade_count,48))",trade_count;trade_high
a7ffcore11e_3a24520d5c00abc2a3,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,5,3,2,0.0097357925545906,0.0396357910415961,0.3838161232496818,33,sgx_ac752b1cb86017b252,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),4)),Delta(global_long_short_account_ratio_mean,24))",global_long_short_account_ratio_mean;open_interest_last
a7ffcore11e_301ad66263f3276961,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,5,2,4,0.0161293086540685,0.0161293086540685,0.3607152882451414,34,sgx_9fce670c92ae44ba44,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),3)),Delta(trade_count,8))",trade_count;trade_high
a7ffcore11e_cfcfbc2592d847facd,liquidity_like,single,seed_field_mul_delta,5,2,3,0.0183586681932651,0.0183586681932651,0.2168543848021346,35,sgx_def5be8772255d3598,"Mul(ZScore(Mean(Mean(trade_volume,4),4)),Delta(trade_volume,24))",trade_volume
a7ffcore11e_94fc8621dfeb133185,liquidity_like,single,seed_field_mul_delta,5,2,3,0.0180613177131051,0.0180613177131051,0.2254105922137263,36,sgx_34c36cb33fc007173c,"Mul(ZScore(Mean(Mean(trade_volume,4),3)),Delta(trade_volume,24))",trade_volume
a7ffcore11e_1c294ee13a07d9e36a,liquidity_like,single,seed_field_mul_delta,5,2,3,0.0177321921261381,0.0177321921261381,0.2341736381994437,37,sgx_3c8b93e2f6fa8e9d5b,"Mul(ZScore(Mean(Mean(trade_volume,4),2)),Delta(trade_volume,24))",trade_volume
a7ffcore11e_2672660b483c4cfb0e,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,5,2,3,0.0072943214968799,0.0072943214968799,0.2806472848978926,38,sgx_18a666a26e291293c3,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Delta(trade_high,4)))),4)),Delta(trade_count,8))",trade_count;trade_high
a7ffcore11e_123c59e7517b7ef3c6,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,5,2,3,0.0526015623299985,0.0526015623299985,0.3354163528644105,39,sgx_31928ce583ba1db258,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),2)),Delta(mark_index_basis_bps,6))",mark_index_basis_bps;taker_buy_quote_volume
a7ffcore11e_27a089db152c503fe2,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,5,2,3,0.0100121846685354,0.0100121846685354,0.3577056350090576,40,sgx_e4564ad857a18b9dca,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Delta(trade_low,24)))),2)),Delta(trade_count,2))",trade_count;trade_low
a7ffcore11e_0e0f0e07398f95176c,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,5,2,3,0.0465748680968588,0.0465748680968588,0.4339637322084959,41,sgx_5025e56f93f0c5fd74,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),3)),Delta(mark_index_basis_bps,4))",mark_index_basis_bps;taker_buy_quote_volume
a7ffcore11e_7dd7c256aff9e3f288,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,5,2,3,0.0130676676367976,0.0130676676367976,0.4649387549641806,42,sgx_614a2804b552e64c1b,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),4)),Delta(open_interest_last,48))",open_interest_last;top_long_short_account_ratio_last
a7ffcore11e_4eb3d22fbf77328491,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,5,2,3,0.0142895345083205,0.0142895345083205,0.4659191865304753,43,sgx_718ac6c9c058f70a32,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),3)),Delta(open_interest_last,12))",open_interest_last;top_long_short_account_ratio_last
a7ffcore11e_37bd4029b21e5907ea,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,5,2,3,0.0155273339849962,0.0155273339849962,0.5117833738004,44,sgx_026fe25d4c5bd5a677,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,8)))),3)),Delta(trade_count,8))",trade_count;trade_high
a7ffcore11e_8d768d363bfaad4110,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,5,2,3,0.0161135023119148,0.0161135023119148,0.51629156375968,45,sgx_7093258540977318a1,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),4)),Delta(open_interest_last,24))",open_interest_last;top_long_short_account_ratio_last
a7ffcore11e_498cf2fdb232c85d26,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,5,2,3,0.0149902491704943,0.0149902491704943,0.5299620787477489,46,sgx_d5e047159b734dc721,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),4)),Delta(open_interest_last,32))",open_interest_last;top_long_short_account_ratio_last
a7ffcore11e_597c2efceacc2a97eb,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,5,2,3,0.0147885454092253,0.0147885454092253,0.5392256901163746,47,sgx_70171a683b78304599,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),2)),Delta(open_interest_last,32))",open_interest_last;top_long_short_account_ratio_last
a7ffcore11e_915089a6e339233ea8,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,5,2,3,0.044269395874964,0.044269395874964,0.5480700643549091,48,sgx_f2162073fcd54989f6,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),2)),Delta(mark_index_basis_bps,16))",mark_index_basis_bps;taker_buy_quote_volume
a7ffcore11e_2a2d48956a572ac1ab,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,4,3,3,0.0065763830766673,0.4540017717012015,0.2176107892427559,49,sgx_db392cbbb4b91c9cf5,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Delta(trade_low,24)))),4)),Delta(trade_count,16))",trade_count;trade_low
a7ffcore11e_0d924ccf8c5f90f8cf,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,4,3,3,0.0050725454034973,0.1994990550870831,0.2547724017692405,50,sgx_0d2eff03986c496990,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Delta(trade_low,24)))),4)),Delta(trade_count,2))",trade_count;trade_low
a7ffcore11e_7d56c9ecbc9ab9d958,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,4,3,3,0.0071407301308535,0.1506611894166529,0.3889698060275464,51,sgx_4f47d799f8fe57797b,"Mul(ZScore(Mean(Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_mean,4),24)),4)),Delta(open_interest_mean,6))",open_interest_mean;taker_buy_quote_volume
a7ffcore11e_317c3a2eaa7e3a189f,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,4,3,3,0.0049245292663896,0.1575258603829493,0.4106615925269858,52,sgx_5c81b5c58626ddbf3b,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Delta(trade_high,4)))),2)),Delta(trade_count,8))",trade_count;trade_high
a7ffcore11e_a8d20b6bdd9fb53e86,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,4,3,3,0.044484485035908,0.0868757242744581,0.5492273336606582,53,sgx_71059c4607df6a947f,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),2)),Delta(mark_index_basis_bps,72))",mark_index_basis_bps;taker_buy_quote_volume
a7ffcore11e_47e7feb2ae3fd724af,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,4,3,3,0.0062166372943176,0.373250549412829,0.5683810402046899,54,sgx_822987b3797cfcd887,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Delta(trade_high,8)))),3)),Delta(trade_count,16))",trade_count;trade_high
a7ffcore11e_64a42c6a53db48773f,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,4,3,2,0.0118595091550387,0.0905747939504516,0.3601536212023872,55,sgx_ebc1d074c307ead600,"Mul(ZScore(Mean(Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_mean,4),24)),2)),Delta(open_interest_mean,16))",open_interest_mean;taker_buy_quote_volume
a7ffcore11e_1aec87731a157bc5be,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,4,3,2,0.0069170088235982,0.1422214356698059,0.4183843817825277,56,sgx_e5e5d799da6cc496d5,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Delta(trade_low,24)))),3)),Delta(trade_count,6))",trade_count;trade_low
a7ffcore11e_20915977e99a094b82,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,4,3,2,0.010119978779635,0.0396470391109075,0.4719874933434356,57,sgx_bdcfc7dbc663f5d615,"Mul(ZScore(Mean(Mul(ZScore(taker_buy_quote_volume),Delta(Delta(open_interest_mean,8),24)),2)),Delta(open_interest_mean,72))",open_interest_mean;taker_buy_quote_volume
a7ffcore11e_6d0ecabcabd36f16e1,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,4,2,3,0.0056510706971643,0.1435429966799427,0.3168829661642073,58,sgx_c62064d28a20bc00be,"Mul(ZScore(Mean(Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_last,4),24)),2)),Delta(open_interest_last,12))",open_interest_last;taker_buy_quote_volume
a7ffcore11e_6dfea25769981420cd,liquidity_like,single,seed_field_mul_delta,4,2,3,0.0118153601926321,0.0488773822287025,0.3257058563587204,59,sgx_9fc7469f5ded4460cf,"Mul(ZScore(Mean(Mean(trade_volume,4),3)),Delta(trade_volume,96))",trade_volume
a7ffcore11e_b50799eaf4f797bc7c,liquidity_like,single,seed_field_mul_delta,4,2,3,0.0115658489333795,0.042433495873841,0.330307013346887,60,sgx_7d8c802fb97c2a49d9,"Mul(ZScore(Mean(Mean(trade_volume,4),2)),Delta(trade_volume,96))",trade_volume
a7ffcore11e_1f36c1dcba2d435ade,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,4,2,3,0.0091983373890891,0.0091983373890891,0.347166169809517,61,sgx_cc270160585cf6f621,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),3)),Delta(open_interest_last,72))",open_interest_last;top_long_short_account_ratio_last
a7ffcore11e_954ca2e0b13697327e,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,4,2,3,0.0092923843603355,0.0092923843603355,0.3654548178904382,62,sgx_c21bd8abed3e410a9b,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),4)),Delta(open_interest_last,72))",open_interest_last;top_long_short_account_ratio_last
a7ffcore11e_927921c104d8413250,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,4,2,3,0.0046905826983644,0.1981527154797455,0.3688490247203926,63,sgx_9daeb62d0a7576ea4a,"Mul(ZScore(Mean(Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_last,4),24)),2)),Delta(open_interest_last,6))",open_interest_last;taker_buy_quote_volume
a7ffcore11e_efeeb5b717de848eab,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,4,2,3,0.0096766885517182,0.0096766885517182,0.3958753472690216,64,sgx_687da589b895fcd42a,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),3)),Delta(global_long_short_account_ratio_mean,24))",global_long_short_account_ratio_mean;open_interest_last
a7ffcore11e_24d118bdee2c46d2f8,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,4,2,3,0.0081197810634933,0.0081197810634933,0.3960998517312388,65,sgx_d70de00d31f3785af7,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),2)),Delta(open_interest_last,96))",open_interest_last;top_long_short_account_ratio_last
a7ffcore11e_40f891be37b850af13,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,4,2,3,0.0059357153326053,0.1905236900365285,0.3993670738676485,66,sgx_f54e63f04f5fcd9e55,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),3)),Delta(trade_count,48))",trade_count;trade_high
a7ffcore11e_ceecd13760f1f015e9,liquidity_like,single,seed_field_mul_delta,4,2,3,0.0092211516152234,0.0092211516152234,0.4419641157056352,67,sgx_6568fc64bfd78f6656,"Mul(ZScore(Mean(Mean(trade_volume,4),2)),Delta(trade_volume,48))",trade_volume
a7ffcore11e_72425732c25c5581c6,liquidity_like,single,seed_field_mul_delta,4,2,3,0.0090346962285992,0.0090346962285992,0.4451156559055419,68,sgx_c9fbb6c0f757591a3f,"Mul(ZScore(Mean(Mean(trade_volume,4),4)),Delta(trade_volume,48))",trade_volume
a7ffcore11e_dbe18bd5192060448c,liquidity_like,single,seed_field_mul_delta,4,2,3,0.0091270917963698,0.0091270917963698,0.4912437102560571,69,sgx_909a2e519723397894,"Mul(ZScore(Mean(Mean(trade_volume,4),3)),Delta(trade_volume,48))",trade_volume
a7ffcore11e_7e3618c56bcb4eab93,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,4,2,3,0.0144492364787642,0.0144492364787642,0.5653125230574698,70,sgx_9c919f19109c486ed9,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),2)),Delta(open_interest_last,12))",open_interest_last;top_long_short_account_ratio_last
a7ffcore11e_39a12c5e1a821ba4d7,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,4,2,3,0.0054003513172067,0.2615392809120639,0.6216561192437898,71,sgx_82045e2195a1a4a52e,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Delta(trade_low,24)))),4)),Delta(trade_count,3))",trade_count;trade_low
