shard,decision,label_family,count
06,HOLD_A7FF12S06_CONTROL_DOMINATED,L5_vol_adjusted_return,91
06,HOLD_A7FF12S06_CONTROL_DOMINATED,L7_ranked_future_return,98
06,HOLD_A7FF12S06_COST2_PROXY_FRAGILE,L0_raw_forward_return,1
06,HOLD_A7FF12S06_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,20
06,HOLD_A7FF12S06_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,19
06,HOLD_A7FF12S06_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,18
06,HOLD_A7FF12S06_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,26
06,HOLD_A7FF12S06_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,37
06,HOLD_A7FF12S06_PRE_MAY_UNSTABLE,L0_raw_forward_return,250
06,HOLD_A7FF12S06_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,250
06,HOLD_A7FF12S06_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,260
06,HOLD_A7FF12S06_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,235
06,HOLD_A7FF12S06_PRE_MAY_UNSTABLE,L7_ranked_future_return,214
07,A7FF12S07_NUMERIC_CLUE,L0_raw_forward_return,4
07,A7FF12S07_NUMERIC_CLUE,L1_cross_sectional_relative_return,6
07,A7FF12S07_NUMERIC_CLUE,L3_liquidity_tier_relative_return,5
07,A7FF12S07_NUMERIC_CLUE,L5_vol_adjusted_return,11
07,A7FF12S07_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,11
07,HOLD_A7FF12S07_CONTROL_DOMINATED,L0_raw_forward_return,92
07,HOLD_A7FF12S07_CONTROL_DOMINATED,L1_cross_sectional_relative_return,90
07,HOLD_A7FF12S07_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,86
07,HOLD_A7FF12S07_CONTROL_DOMINATED,L5_vol_adjusted_return,91
07,HOLD_A7FF12S07_CONTROL_DOMINATED,L7_ranked_future_return,104
07,HOLD_A7FF12S07_COST2_PROXY_FRAGILE,L0_raw_forward_return,1
07,HOLD_A7FF12S07_COST2_PROXY_FRAGILE,L1_cross_sectional_relative_return,1
07,HOLD_A7FF12S07_COST2_PROXY_FRAGILE,L3_liquidity_tier_relative_return,1
07,HOLD_A7FF12S07_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,11
07,HOLD_A7FF12S07_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,11
07,HOLD_A7FF12S07_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,12
07,HOLD_A7FF12S07_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,22
07,HOLD_A7FF12S07_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,38
07,HOLD_A7FF12S07_PRE_MAY_UNSTABLE,L0_raw_forward_return,252
07,HOLD_A7FF12S07_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,252
07,HOLD_A7FF12S07_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,256
07,HOLD_A7FF12S07_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,236
07,HOLD_A7FF12S07_PRE_MAY_UNSTABLE,L7_ranked_future_return,207
