subgraph_id,expression,raw_inputs,candidate_roles,semantic_pairs,motifs,formula_gen_gate
sg_58770d2c8446e487,"Mean(trade_count,8)",trade_count,exploratory_signal_probe;role_mixed_allowed,liquidity_like;liquidity_like|volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;single;smooth_mul;spread_rank,diagnostic_or_repair_root_only
sg_43c06e61b81b6480,"ZScore(Mean(taker_buy_quote_volume,8))",taker_buy_quote_volume,exploratory_signal_probe;role_mixed_allowed,taker_flow_like;taker_flow_like|basis_premium_like;taker_flow_like|open_interest_like,flow_x_leverage;gated_sign;relative_shock;safe_div_abs;single;smooth_mul,diagnostic_or_repair_root_only
sg_95a8dd474d522716,"ZScore(Mean(taker_buy_quote_volume,24))",taker_buy_quote_volume,exploratory_signal_probe;role_mixed_allowed,taker_flow_like;taker_flow_like|basis_premium_like;taker_flow_like|open_interest_like,flow_x_leverage;gated_sign;relative_shock;safe_div_abs;single;smooth_mul,diagnostic_or_repair_root_only
sg_9ad48ccaeda9d19c,realized_vol_168h,realized_vol_168h,exploratory_signal_probe;role_mixed_allowed,liquidity_like|volatility_like;volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;single;smooth_mul;spread_rank,diagnostic_or_repair_root_only
sg_9d0d001296fbe7e1,open_interest_value_mean,open_interest_value_mean,exploratory_signal_probe;role_mixed_allowed,open_interest_like;taker_flow_like|open_interest_like,flow_x_leverage;gated_sign;relative_shock;safe_div_abs;single;smooth_mul,diagnostic_or_repair_root_only
sg_12235930bbad6330,"Delta(taker_buy_quote_volume,24)",taker_buy_quote_volume,exploratory_signal_probe;role_mixed_allowed,taker_flow_like;taker_flow_like|basis_premium_like;taker_flow_like|open_interest_like,flow_x_leverage;gated_sign;relative_shock;safe_div_abs;single;smooth_mul,diagnostic_or_repair_root_only
sg_2ea7bb7cddb7dd7d,"Mean(trade_count,24)",trade_count,exploratory_signal_probe;role_mixed_allowed,liquidity_like;liquidity_like|volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;single;smooth_mul;spread_rank,diagnostic_or_repair_root_only
sg_c2f22fb1b3ddcaed,"Mean(open_interest_mean,4)",open_interest_mean,exploratory_signal_probe;role_mixed_allowed,open_interest_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage;gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;single;smooth_mul;spread_rank,diagnostic_or_repair_root_only
sg_1e43b3b279160e11,"ZScore(Mean(trade_count,4))",trade_count,exploratory_signal_probe;role_mixed_allowed,liquidity_like;liquidity_like|volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;single;smooth_mul;spread_rank,diagnostic_or_repair_root_only
sg_1d81b3d17579bfd1,"Delta(trade_count,4)",trade_count,exploratory_signal_probe;role_mixed_allowed,liquidity_like;liquidity_like|volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;single;smooth_mul;spread_rank,diagnostic_or_repair_root_only
sg_3e40148d309cb6f8,"Delta(trade_count,8)",trade_count,exploratory_signal_probe;role_mixed_allowed,liquidity_like;liquidity_like|volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;single;smooth_mul;spread_rank,diagnostic_or_repair_root_only
sg_a15719f9fa742d1b,"Delta(trade_count,24)",trade_count,exploratory_signal_probe;role_mixed_allowed,liquidity_like;liquidity_like|volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;single;smooth_mul;spread_rank,diagnostic_or_repair_root_only
sg_bd8184370e264f1f,"ZScore(Mean(trade_count,8))",trade_count,exploratory_signal_probe;role_mixed_allowed,liquidity_like;liquidity_like|volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;single;smooth_mul;spread_rank,diagnostic_or_repair_root_only
sg_5bee1092db44b6dc,"Mean(open_interest_mean,8)",open_interest_mean,exploratory_signal_probe;role_mixed_allowed,open_interest_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage;gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;single;smooth_mul;spread_rank,diagnostic_or_repair_root_only
sg_bac71b1837f08b7e,"Mean(open_interest_mean,24)",open_interest_mean,exploratory_signal_probe;role_mixed_allowed,open_interest_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage;gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;single;smooth_mul;spread_rank,diagnostic_or_repair_root_only
sg_3e2bb8e2fd6d452e,"ZScore(Mean(trade_count,24))",trade_count,exploratory_signal_probe;role_mixed_allowed,liquidity_like;liquidity_like|volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;single;smooth_mul;spread_rank,diagnostic_or_repair_root_only
sg_5777153b7ca711b2,"ZScore(Mean(open_interest_mean,4))",open_interest_mean,exploratory_signal_probe;role_mixed_allowed,open_interest_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage;gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;single;smooth_mul;spread_rank,diagnostic_or_repair_root_only
sg_374035170a28e6c5,"Delta(open_interest_mean,4)",open_interest_mean,exploratory_signal_probe;role_mixed_allowed,open_interest_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage;gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;single;smooth_mul;spread_rank,diagnostic_or_repair_root_only
sg_677617067abd1520,"Delta(open_interest_mean,8)",open_interest_mean,exploratory_signal_probe;role_mixed_allowed,open_interest_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage;gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;single;smooth_mul;spread_rank,diagnostic_or_repair_root_only
sg_2243ba0624ad441f,"Delta(open_interest_mean,24)",open_interest_mean,exploratory_signal_probe;role_mixed_allowed,open_interest_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage;gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;single;smooth_mul;spread_rank,diagnostic_or_repair_root_only
sg_20650fe9062a371a,"ZScore(Mean(open_interest_mean,24))",open_interest_mean,exploratory_signal_probe;role_mixed_allowed,open_interest_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage;gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;single;smooth_mul;spread_rank,diagnostic_or_repair_root_only
sg_57ad8f06f9036ee6,"ZScore(Mean(open_interest_mean,8))",open_interest_mean,exploratory_signal_probe;role_mixed_allowed,open_interest_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage;gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;single;smooth_mul;spread_rank,diagnostic_or_repair_root_only
sg_2c0fc5457f56cb8f,"Mean(open_interest_value_last,4)",open_interest_value_last,exploratory_signal_probe;role_mixed_allowed,open_interest_like;taker_flow_like|open_interest_like,flow_x_leverage;gated_sign;relative_shock;safe_div_abs;single;smooth_mul,diagnostic_or_repair_root_only
sg_c7a268066cc8ba4d,"Mean(open_interest_value_last,24)",open_interest_value_last,exploratory_signal_probe;role_mixed_allowed,open_interest_like;taker_flow_like|open_interest_like,flow_x_leverage;gated_sign;relative_shock;safe_div_abs;single;smooth_mul,diagnostic_or_repair_root_only
sg_d73d742a4ed98413,"Mean(open_interest_value_last,8)",open_interest_value_last,exploratory_signal_probe;role_mixed_allowed,open_interest_like;taker_flow_like|open_interest_like,flow_x_leverage;gated_sign;relative_shock;safe_div_abs;single;smooth_mul,diagnostic_or_repair_root_only
sg_121d7f9e0218467a,"Mean(open_interest_value_mean,8)",open_interest_value_mean,exploratory_signal_probe;role_mixed_allowed,open_interest_like;taker_flow_like|open_interest_like,flow_x_leverage;gated_sign;relative_shock;safe_div_abs;single;smooth_mul,diagnostic_or_repair_root_only
sg_4aa484ded8aac3c7,"Mean(realized_vol_168h,4)",realized_vol_168h,exploratory_signal_probe;role_mixed_allowed,liquidity_like|volatility_like;volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;single;smooth_mul;spread_rank,diagnostic_or_repair_root_only
sg_6da7ed64121609aa,"Mean(realized_vol_168h,24)",realized_vol_168h,exploratory_signal_probe;role_mixed_allowed,liquidity_like|volatility_like;volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;single;smooth_mul;spread_rank,diagnostic_or_repair_root_only
sg_705b04e4d3447aa1,"Mean(realized_vol_168h,8)",realized_vol_168h,exploratory_signal_probe;role_mixed_allowed,liquidity_like|volatility_like;volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;single;smooth_mul;spread_rank,diagnostic_or_repair_root_only
sg_8802ecd1e55ad81b,"Mean(open_interest_value_mean,4)",open_interest_value_mean,exploratory_signal_probe;role_mixed_allowed,open_interest_like;taker_flow_like|open_interest_like,flow_x_leverage;gated_sign;relative_shock;safe_div_abs;single;smooth_mul,diagnostic_or_repair_root_only
sg_da17367ac30bb3fd,"Mean(open_interest_value_mean,24)",open_interest_value_mean,exploratory_signal_probe;role_mixed_allowed,open_interest_like;taker_flow_like|open_interest_like,flow_x_leverage;gated_sign;relative_shock;safe_div_abs;single;smooth_mul,diagnostic_or_repair_root_only
sg_269db36b51fe6855,"ZScore(Mean(open_interest_value_last,4))",open_interest_value_last,exploratory_signal_probe;role_mixed_allowed,open_interest_like;taker_flow_like|open_interest_like,flow_x_leverage;gated_sign;relative_shock;safe_div_abs;single;smooth_mul,diagnostic_or_repair_root_only
sg_3e1675ce9cec6e88,"Delta(open_interest_value_last,24)",open_interest_value_last,exploratory_signal_probe;role_mixed_allowed,open_interest_like;taker_flow_like|open_interest_like,flow_x_leverage;gated_sign;relative_shock;safe_div_abs;single;smooth_mul,diagnostic_or_repair_root_only
sg_4ecd1a93a3a01641,"ZScore(Mean(open_interest_value_last,8))",open_interest_value_last,exploratory_signal_probe;role_mixed_allowed,open_interest_like;taker_flow_like|open_interest_like,flow_x_leverage;gated_sign;relative_shock;safe_div_abs;single;smooth_mul,diagnostic_or_repair_root_only
sg_70c0006c1636ab51,"ZScore(Mean(open_interest_value_last,24))",open_interest_value_last,exploratory_signal_probe;role_mixed_allowed,open_interest_like;taker_flow_like|open_interest_like,flow_x_leverage;gated_sign;relative_shock;safe_div_abs;single;smooth_mul,diagnostic_or_repair_root_only
sg_c0377ee87c4cd04a,"Delta(open_interest_value_last,8)",open_interest_value_last,exploratory_signal_probe;role_mixed_allowed,open_interest_like;taker_flow_like|open_interest_like,flow_x_leverage;gated_sign;relative_shock;safe_div_abs;single;smooth_mul,diagnostic_or_repair_root_only
sg_d599a2eb7b5c128d,"Delta(open_interest_value_last,4)",open_interest_value_last,exploratory_signal_probe;role_mixed_allowed,open_interest_like;taker_flow_like|open_interest_like,flow_x_leverage;gated_sign;relative_shock;safe_div_abs;single;smooth_mul,diagnostic_or_repair_root_only
sg_4818795ca08d978e,"ZScore(Mean(open_interest_value_mean,24))",open_interest_value_mean,exploratory_signal_probe;role_mixed_allowed,open_interest_like;taker_flow_like|open_interest_like,flow_x_leverage;gated_sign;relative_shock;safe_div_abs;single;smooth_mul,diagnostic_or_repair_root_only
sg_7532da1b121123cc,"ZScore(Mean(open_interest_value_mean,4))",open_interest_value_mean,exploratory_signal_probe;role_mixed_allowed,open_interest_like;taker_flow_like|open_interest_like,flow_x_leverage;gated_sign;relative_shock;safe_div_abs;single;smooth_mul,diagnostic_or_repair_root_only
sg_91b57626e0858e65,"ZScore(Mean(realized_vol_168h,24))",realized_vol_168h,exploratory_signal_probe;role_mixed_allowed,liquidity_like|volatility_like;volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;single;smooth_mul;spread_rank,diagnostic_or_repair_root_only
sg_ae8851921a8baaa5,"ZScore(Mean(realized_vol_168h,4))",realized_vol_168h,exploratory_signal_probe;role_mixed_allowed,liquidity_like|volatility_like;volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;single;smooth_mul;spread_rank,diagnostic_or_repair_root_only
sg_c0851808b59cb92c,"ZScore(Mean(open_interest_value_mean,8))",open_interest_value_mean,exploratory_signal_probe;role_mixed_allowed,open_interest_like;taker_flow_like|open_interest_like,flow_x_leverage;gated_sign;relative_shock;safe_div_abs;single;smooth_mul,diagnostic_or_repair_root_only
sg_e201cae278770893,"Delta(open_interest_value_mean,24)",open_interest_value_mean,exploratory_signal_probe;role_mixed_allowed,open_interest_like;taker_flow_like|open_interest_like,flow_x_leverage;gated_sign;relative_shock;safe_div_abs;single;smooth_mul,diagnostic_or_repair_root_only
sg_fcc3ecbea9ab5858,"ZScore(Mean(realized_vol_168h,8))",realized_vol_168h,exploratory_signal_probe;role_mixed_allowed,liquidity_like|volatility_like;volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;single;smooth_mul;spread_rank,diagnostic_or_repair_root_only
sg_296287138e14b6bf,"Delta(open_interest_value_mean,8)",open_interest_value_mean,exploratory_signal_probe;role_mixed_allowed,open_interest_like;taker_flow_like|open_interest_like,flow_x_leverage;gated_sign;relative_shock;safe_div_abs;single;smooth_mul,diagnostic_or_repair_root_only
sg_3d6381109080b9da,"Delta(realized_vol_168h,8)",realized_vol_168h,exploratory_signal_probe;role_mixed_allowed,liquidity_like|volatility_like;volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;single;smooth_mul;spread_rank,diagnostic_or_repair_root_only
sg_71e69d0e38166bbe,"Delta(realized_vol_168h,4)",realized_vol_168h,exploratory_signal_probe;role_mixed_allowed,liquidity_like|volatility_like;volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;single;smooth_mul;spread_rank,diagnostic_or_repair_root_only
sg_d3565dc44cec8d4d,"Delta(realized_vol_168h,24)",realized_vol_168h,exploratory_signal_probe;role_mixed_allowed,liquidity_like|volatility_like;volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;single;smooth_mul;spread_rank,diagnostic_or_repair_root_only
sg_efc8bd399fd2c26f,"Delta(open_interest_value_mean,4)",open_interest_value_mean,exploratory_signal_probe;role_mixed_allowed,open_interest_like;taker_flow_like|open_interest_like,flow_x_leverage;gated_sign;relative_shock;safe_div_abs;single;smooth_mul,diagnostic_or_repair_root_only
sg_068987765b215e39,median_quote_volume_168h,median_quote_volume_168h,exploratory_signal_probe,liquidity_like,single,diagnostic_or_repair_root_only
sg_312b6a1bff2e6ab7,trade_count_168h,trade_count_168h,exploratory_signal_probe,liquidity_like,single,diagnostic_or_repair_root_only
sg_728d6502609169e0,trade_volume,trade_volume,exploratory_signal_probe,liquidity_like,single,diagnostic_or_repair_root_only
sg_72e4ae25c0ae58c6,log_quote_volume_168h,log_quote_volume_168h,exploratory_signal_probe,liquidity_like,single,diagnostic_or_repair_root_only
sg_7624d257c7c0cfb3,taker_buy_sell_volume_ratio_last,taker_buy_sell_volume_ratio_last,exploratory_signal_probe,taker_flow_like,single,diagnostic_or_repair_root_only
sg_815094c1639d7ee0,taker_buy_sell_volume_ratio_mean,taker_buy_sell_volume_ratio_mean,exploratory_signal_probe,taker_flow_like,single,diagnostic_or_repair_root_only
sg_86a939f32e60305d,age_x_liquidity,age_x_liquidity,exploratory_signal_probe,liquidity_like,single,diagnostic_or_repair_root_only
sg_af328aa37cf5a1ce,taker_buy_volume,taker_buy_volume,exploratory_signal_probe,taker_flow_like,single,diagnostic_or_repair_root_only
sg_b2363a23b7807343,volume_volatility_ratio_168h,volume_volatility_ratio_168h,exploratory_signal_probe,liquidity_like,single,diagnostic_or_repair_root_only
sg_b60379fd26fe9612,liquidity_rank_active_universe,liquidity_rank_active_universe,exploratory_signal_probe,liquidity_like,single,diagnostic_or_repair_root_only
sg_b9d70b876ab845fc,open_interest_change_24h,open_interest_change_24h,exploratory_signal_probe,open_interest_like,single,diagnostic_or_repair_root_only
sg_eb8a24b1083f7b7a,trade_quote_volume,trade_quote_volume,exploratory_signal_probe,liquidity_like,single,diagnostic_or_repair_root_only
sg_ed46e96b41697722,realized_vol_24h,realized_vol_24h,exploratory_signal_probe,volatility_like,single,diagnostic_or_repair_root_only
sg_00046c8e8eae69ff,"Sub(CSRank(open_interest_last),CSRank(top_long_short_account_ratio_last))",open_interest_last;top_long_short_account_ratio_last,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;signed_spread;spread_rank,diagnostic_or_repair_root_only
sg_0024d7aeb16aec8d,"Sub(CSRank(Mean(open_interest_last,24)),CSRank(Mean(global_long_short_account_ratio_mean,4)))",global_long_short_account_ratio_mean;open_interest_last,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;signed_spread;spread_rank,diagnostic_or_repair_root_only
sg_00d788774cd528f8,"Sub(CSRank(open_interest_last),CSRank(ZScore(Mean(global_long_short_account_ratio_mean,8))))",global_long_short_account_ratio_mean;open_interest_last,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;signed_spread;spread_rank,diagnostic_or_repair_root_only
sg_0117ae3958e25392,"Sub(CSRank(Delta(open_interest_last,4)),CSRank(Mean(top_long_short_account_ratio_mean,8)))",open_interest_last;top_long_short_account_ratio_mean,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;signed_spread;spread_rank,diagnostic_or_repair_root_only
sg_015a5d29f3ee551b,"Sub(CSRank(ZScore(Mean(open_interest_last,24))),CSRank(top_long_short_account_ratio_last))",open_interest_last;top_long_short_account_ratio_last,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;signed_spread;spread_rank,diagnostic_or_repair_root_only
sg_045263996f4cd8c6,"Sub(CSRank(Delta(open_interest_last,8)),CSRank(ZScore(Mean(global_long_short_account_ratio_last,8))))",global_long_short_account_ratio_last;open_interest_last,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;signed_spread;spread_rank,diagnostic_or_repair_root_only
sg_0567ffc745bc1249,"Sub(CSRank(Delta(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,8)))",global_long_short_account_ratio_mean;open_interest_last,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;signed_spread;spread_rank,diagnostic_or_repair_root_only
sg_0609fa83407fdf7c,"Sub(CSRank(ZScore(Mean(open_interest_last,4))),CSRank(ZScore(Mean(top_long_short_account_ratio_last,8))))",open_interest_last;top_long_short_account_ratio_last,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;signed_spread;spread_rank,diagnostic_or_repair_root_only
sg_06288eaf21c8188a,"Sub(CSRank(Delta(open_interest_last,4)),CSRank(Mean(top_long_short_account_ratio_mean,4)))",open_interest_last;top_long_short_account_ratio_mean,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;signed_spread;spread_rank,diagnostic_or_repair_root_only
sg_06374030dcd2be2b,"Sub(CSRank(ZScore(Mean(open_interest_last,4))),CSRank(ZScore(Mean(top_long_short_account_ratio_mean,4))))",open_interest_last;top_long_short_account_ratio_mean,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;signed_spread;spread_rank,diagnostic_or_repair_root_only
sg_06f3798cff9b5051,"Sub(CSRank(ZScore(Mean(open_interest_last,4))),CSRank(top_long_short_account_ratio_last))",open_interest_last;top_long_short_account_ratio_last,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;signed_spread;spread_rank,diagnostic_or_repair_root_only
sg_07770df44b96f91d,"Sub(CSRank(open_interest_last),CSRank(ZScore(Mean(global_long_short_account_ratio_last,8))))",global_long_short_account_ratio_last;open_interest_last,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;signed_spread;spread_rank,diagnostic_or_repair_root_only
sg_07cb501771782f52,"Sub(CSRank(Mean(open_interest_last,24)),CSRank(Mean(global_long_short_account_ratio_mean,8)))",global_long_short_account_ratio_mean;open_interest_last,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;signed_spread;spread_rank,diagnostic_or_repair_root_only
sg_0806cfe6b47bf32f,"Sub(CSRank(ZScore(Mean(open_interest_last,4))),CSRank(ZScore(Mean(global_long_short_account_ratio_last,8))))",global_long_short_account_ratio_last;open_interest_last,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;signed_spread;spread_rank,diagnostic_or_repair_root_only
sg_085e5bdbabc18d3c,"Sub(CSRank(open_interest_last),CSRank(Delta(top_long_short_account_ratio_mean,24)))",open_interest_last;top_long_short_account_ratio_mean,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;signed_spread;spread_rank,diagnostic_or_repair_root_only
