subgraph_id,subgraph_kind,expression,raw_inputs,candidate_roles,semantic_pairs,motifs,formula_gen_gate,pit_policy,role_policy
sg_0ffecae550a42adb,typed_transform_subgraph,"Mean(trade_high,24)",trade_high,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;smooth_mul;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_2ea19b277f3eff89,typed_transform_subgraph,"Mean(trade_high,8)",trade_high,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;smooth_mul;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_435b1037a5bf560a,typed_transform_subgraph,"Mean(age_x_volatility,8)",age_x_volatility,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;smooth_mul;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_52451182eb2531d3,typed_transform_subgraph,"Mean(trade_low,8)",trade_low,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;smooth_mul;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_5bd8237716dcb602,typed_transform_subgraph,"Mean(age_x_volatility,24)",age_x_volatility,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;smooth_mul;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_9c0d0075d041a460,typed_transform_subgraph,"Mean(trade_high,4)",trade_high,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;smooth_mul;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_a6f6ddc6bd55e84c,typed_transform_subgraph,"Mean(age_x_volatility,4)",age_x_volatility,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;smooth_mul;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_a97ca92fcda9c579,typed_transform_subgraph,"Mean(trade_low,4)",trade_low,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;smooth_mul;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_130531a539bd3c2f,typed_transform_subgraph,"Delta(ZScore(Mean(taker_buy_quote_volume,4)),4)",taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like;taker_flow_like|open_interest_like,relative_shock,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_5f4bdc6051e12602,typed_transform_subgraph,"Delta(Delta(taker_buy_quote_volume,8),4)",taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like;taker_flow_like|open_interest_like,relative_shock,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_6170695fa797b4e2,typed_transform_subgraph,"Delta(Delta(taker_buy_quote_volume,4),4)",taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like;taker_flow_like|open_interest_like,relative_shock,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_bce380f5ddaa62bc,typed_transform_subgraph,"Delta(Mean(taker_buy_quote_volume,4),4)",taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like;taker_flow_like|open_interest_like,relative_shock,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_04b8c7e2fd25bd70,typed_transform_subgraph,"Mean(index_close,4)",index_close,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign;relative_shock;safe_div_abs;smooth_mul,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_1c1436b13901b3a9,typed_transform_subgraph,"Mean(trade_return_24h,4)",trade_return_24h,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence;mean_reversion_gate;smooth_mul;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_1ea7e6a26fd78137,typed_transform_subgraph,"Delta(Delta(open_interest_last,4),24)",open_interest_last,role_mixed_allowed,open_interest_like|positioning_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_2bcacdc32510266d,typed_transform_subgraph,"Delta(trade_close,8)",trade_close,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence;mean_reversion_gate;smooth_mul;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_3890f074351f0cca,typed_transform_subgraph,"Mean(mark_index_basis_bps,8)",mark_index_basis_bps,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign;relative_shock;safe_div_abs;smooth_mul,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_3a14a847251b75ff,typed_transform_subgraph,"Mean(mark_close,4)",mark_close,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign;relative_shock;safe_div_abs;smooth_mul,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_46a01f6237b163ab,typed_transform_subgraph,"Delta(Mean(taker_buy_quote_volume,8),4)",taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like;taker_flow_like|open_interest_like,relative_shock,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_4c7dacfa90914ff0,typed_transform_subgraph,"Delta(trade_close,24)",trade_close,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence;mean_reversion_gate;smooth_mul;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_4d917bbe617bafcf,typed_transform_subgraph,"Mean(mark_close,8)",mark_close,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign;relative_shock;safe_div_abs;smooth_mul,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_500c0ae8784ec892,typed_transform_subgraph,"Mean(mark_high,8)",mark_high,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign;relative_shock;safe_div_abs;smooth_mul,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_65374e0513e9c4bd,typed_transform_subgraph,"Mean(trade_return_24h,24)",trade_return_24h,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence;mean_reversion_gate;smooth_mul;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_72733e9bc0a85f7b,typed_transform_subgraph,"Mean(mark_index_basis_bps,24)",mark_index_basis_bps,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign;relative_shock;safe_div_abs;smooth_mul,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_950ffa0d4fbad4cb,typed_transform_subgraph,"Mean(index_close,8)",index_close,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign;relative_shock;safe_div_abs;smooth_mul,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_9a3d9424814af11c,typed_transform_subgraph,"Mean(mark_close,24)",mark_close,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign;relative_shock;safe_div_abs;smooth_mul,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_9b1f587e4895ff6f,typed_transform_subgraph,"ZScore(Mean(trade_close,8))",trade_close,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence;mean_reversion_gate;smooth_mul;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_a2341c48d53b249f,typed_transform_subgraph,"Delta(ZScore(Mean(open_interest_last,4)),24)",open_interest_last,role_mixed_allowed,open_interest_like|positioning_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_b01d789424c34f58,typed_transform_subgraph,"Delta(trade_close,4)",trade_close,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence;mean_reversion_gate;smooth_mul;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_b04c3cf8d80c3a03,typed_transform_subgraph,"Mean(mark_high,4)",mark_high,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign;relative_shock;safe_div_abs;smooth_mul,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_b06eda5836049b8b,typed_transform_subgraph,"Mean(mark_index_basis_bps,4)",mark_index_basis_bps,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign;relative_shock;safe_div_abs;smooth_mul,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_c25994e6991f4fc1,typed_transform_subgraph,"Mean(trade_return_24h,8)",trade_return_24h,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence;mean_reversion_gate;smooth_mul;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_dd5bb6adc39cbacd,typed_transform_subgraph,"Delta(Delta(open_interest_last,8),24)",open_interest_last,role_mixed_allowed,open_interest_like|positioning_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_e21e3d2a650ddf67,typed_transform_subgraph,"Mean(index_close,24)",index_close,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign;relative_shock;safe_div_abs;smooth_mul,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_e71e1556e8f3d430,typed_transform_subgraph,"Delta(Mean(open_interest_last,8),24)",open_interest_last,role_mixed_allowed,open_interest_like|positioning_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_edf4dd45df36917f,typed_transform_subgraph,"ZScore(Mean(trade_close,24))",trade_close,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence;mean_reversion_gate;smooth_mul;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_f1f9ea3933e53fd0,typed_transform_subgraph,"ZScore(Mean(trade_close,4))",trade_close,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence;mean_reversion_gate;smooth_mul;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_fd79141e6f7de9d6,typed_transform_subgraph,"Delta(Mean(open_interest_last,4),24)",open_interest_last,role_mixed_allowed,open_interest_like|positioning_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_fef99a73fa2268d6,typed_transform_subgraph,"Mean(mark_high,24)",mark_high,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign;relative_shock;safe_div_abs;smooth_mul,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_374d620c7c49d019,typed_transform_subgraph,"Delta(Mean(taker_buy_quote_volume,24),4)",taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like;taker_flow_like|open_interest_like,relative_shock,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_3ec1fbd82840419b,typed_transform_subgraph,"Delta(ZScore(Mean(taker_buy_quote_volume,24)),4)",taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like;taker_flow_like|open_interest_like,relative_shock,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_3eea2b961b5d0728,typed_transform_subgraph,"Delta(Delta(open_interest_last,24),24)",open_interest_last,role_mixed_allowed,open_interest_like|positioning_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_5d663dc3e30a4cd0,typed_transform_subgraph,"Delta(ZScore(Mean(open_interest_last,24)),24)",open_interest_last,role_mixed_allowed,open_interest_like|positioning_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_7c6104308184c6af,typed_transform_subgraph,"Delta(Delta(taker_buy_quote_volume,24),4)",taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like;taker_flow_like|open_interest_like,relative_shock,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_92434f85379306dc,typed_transform_subgraph,"Delta(ZScore(Mean(taker_buy_quote_volume,8)),4)",taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like;taker_flow_like|open_interest_like,relative_shock,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_9de1841e82d6d064,typed_transform_subgraph,"Delta(Mean(open_interest_last,24),24)",open_interest_last,role_mixed_allowed,open_interest_like|positioning_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_cd7c70a4c20e5fc1,typed_transform_subgraph,"Delta(ZScore(Mean(open_interest_last,8)),24)",open_interest_last,role_mixed_allowed,open_interest_like|positioning_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_006ef4a92415e59c,typed_transform_subgraph,"Mean(top_long_short_account_ratio_mean,4)",top_long_short_account_ratio_mean,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;safe_div_abs;signed_spread;smooth_mul;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_5ea747d70c82cc33,typed_transform_subgraph,"Mean(top_long_short_account_ratio_mean,8)",top_long_short_account_ratio_mean,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;safe_div_abs;signed_spread;smooth_mul;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_a17a16cd7dd5383c,typed_transform_subgraph,"Mean(top_long_short_account_ratio_mean,24)",top_long_short_account_ratio_mean,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;safe_div_abs;signed_spread;smooth_mul;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_28df8c191d5270ab,typed_transform_subgraph,"Delta(trade_return_1h,8)",trade_return_1h,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence;mean_reversion_gate;smooth_mul;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_2fbacb80feb413a0,typed_transform_subgraph,"Delta(trade_return_1h,24)",trade_return_1h,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence;mean_reversion_gate;smooth_mul;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_3ec04933336d8d26,typed_transform_subgraph,"ZScore(Mean(trade_low,24))",trade_low,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;smooth_mul;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_435b93c3de273c30,typed_transform_subgraph,"Delta(trade_return_1h,4)",trade_return_1h,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence;mean_reversion_gate;smooth_mul;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
