candidate_id,arm,family,object_type,expression,expr_hash,horizon,source_fields,source_field_families,static_gate_pass,static_gate_failures
k0_basis_premium_clean_036,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Rank(mark_index_ratio),Rank(ret_24))",8a612753e7983005,12,mark_index_ratio;ret_24,basis;price,True,
k0_basis_premium_clean_037,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(ZScore(mark_index_ratio),ZScore(ret_24))",0ed312ad773364fd,24,mark_index_ratio;ret_24,basis;price,True,
k0_basis_premium_clean_038,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Rank(mark_index_ratio),ZScore(ret_24))",c94e52929fff9ef6,12,mark_index_ratio;ret_24,basis;price,True,
k0_basis_premium_clean_039,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(ZScore(mark_index_ratio),Rank(ret_24))",62de2455d159e655,24,mark_index_ratio;ret_24,basis;price,True,
k0_basis_premium_clean_040,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(Rank(mark_index_ratio),ZScore(ret_24)),Rank(ret_3))",800440d51b230d54,12,mark_index_ratio;ret_24;ret_3,basis;price,True,
k0_basis_premium_clean_041,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(ZScore(mark_index_ratio),Rank(ret_24)),ZScore(ret_6))",74bc8c365c6072ba,24,mark_index_ratio;ret_24;ret_6,basis;price,True,
k0_basis_premium_clean_042,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(Rank(mark_index_ratio),ZScore(ret_24)),Rank(ret_12))",e0cd9c602b4b9a8a,12,mark_index_ratio;ret_12;ret_24,basis;price,True,
k0_basis_premium_clean_043,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(Rank(mark_index_ratio),ZScore(ret_24)),Rank(realized_vol_12))",68561c049a8a0096,24,mark_index_ratio;realized_vol_12;ret_24,basis;price;volatility,True,
k0_basis_premium_clean_044,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(ZScore(mark_index_ratio),Rank(ret_24)),ZScore(realized_vol_24))",7dcabe0d021cd0e8,12,mark_index_ratio;realized_vol_24;ret_24,basis;price;volatility,True,
k0_basis_premium_clean_045,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(Rank(mark_index_ratio),ZScore(ret_24)),Rank(hl_range))",dd23c3bd021af69b,24,hl_range;mark_index_ratio;ret_24,basis;price;volatility,True,
k0_basis_premium_clean_046,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(ZScore(mark_index_ratio),Rank(ret_24)),ZScore(quote_volume_mean_12))",8999c0c3fb839136,12,mark_index_ratio;quote_volume_mean_12;ret_24,basis;liquidity;price,True,
k0_basis_premium_clean_047,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(Rank(mark_index_ratio),ZScore(ret_24)),Rank(avg_trade_size_quote))",3443a24b16fe67df,24,avg_trade_size_quote;mark_index_ratio;ret_24,basis;liquidity;price,True,
k0_basis_premium_clean_048,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Rank(mark_index_ratio),Rank(realized_vol_12))",6eb898c8577b13a5,12,mark_index_ratio;realized_vol_12,basis;volatility,True,
k0_basis_premium_clean_049,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(ZScore(mark_index_ratio),ZScore(realized_vol_12))",6ace37100fac93eb,24,mark_index_ratio;realized_vol_12,basis;volatility,True,
k0_basis_premium_clean_050,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Rank(mark_index_ratio),ZScore(realized_vol_12))",a98bda0fdada964e,12,mark_index_ratio;realized_vol_12,basis;volatility,True,
k0_basis_premium_clean_051,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(ZScore(mark_index_ratio),Rank(realized_vol_12))",7e28ca100bf5ab98,24,mark_index_ratio;realized_vol_12,basis;volatility,True,
k0_basis_premium_clean_052,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(Rank(mark_index_ratio),ZScore(realized_vol_12)),Rank(ret_3))",2490bc3487d44604,12,mark_index_ratio;realized_vol_12;ret_3,basis;price;volatility,True,
k0_basis_premium_clean_053,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(ZScore(mark_index_ratio),Rank(realized_vol_12)),ZScore(ret_6))",6e17f1c2b2938c3f,24,mark_index_ratio;realized_vol_12;ret_6,basis;price;volatility,True,
k0_basis_premium_clean_054,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(Rank(mark_index_ratio),ZScore(realized_vol_12)),Rank(ret_12))",de8eb00adfa9fce1,12,mark_index_ratio;realized_vol_12;ret_12,basis;price;volatility,True,
k0_basis_premium_clean_055,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(ZScore(mark_index_ratio),Rank(realized_vol_12)),ZScore(ret_24))",d416454167a134ac,24,mark_index_ratio;realized_vol_12;ret_24,basis;price;volatility,True,
k0_basis_premium_clean_056,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(ZScore(mark_index_ratio),Rank(realized_vol_12)),ZScore(realized_vol_24))",0fcb6ab62a485ce3,12,mark_index_ratio;realized_vol_12;realized_vol_24,basis;volatility,True,
k0_basis_premium_clean_057,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(Rank(mark_index_ratio),ZScore(realized_vol_12)),Rank(hl_range))",a643c549fcc6f375,24,hl_range;mark_index_ratio;realized_vol_12,basis;volatility,True,
k0_basis_premium_clean_058,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(ZScore(mark_index_ratio),Rank(realized_vol_12)),ZScore(quote_volume_mean_12))",556d0db8fba85366,12,mark_index_ratio;quote_volume_mean_12;realized_vol_12,basis;liquidity;volatility,True,
k0_basis_premium_clean_059,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(Rank(mark_index_ratio),ZScore(realized_vol_12)),Rank(avg_trade_size_quote))",31c4d0bfb5f10c52,24,avg_trade_size_quote;mark_index_ratio;realized_vol_12,basis;liquidity;volatility,True,
k0_basis_premium_clean_060,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Rank(mark_index_ratio),Rank(realized_vol_24))",eb3b60424e2d620d,12,mark_index_ratio;realized_vol_24,basis;volatility,True,
k0_basis_premium_clean_061,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(ZScore(mark_index_ratio),ZScore(realized_vol_24))",a2333aad6c0e353c,24,mark_index_ratio;realized_vol_24,basis;volatility,True,
k0_basis_premium_clean_062,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Rank(mark_index_ratio),ZScore(realized_vol_24))",33be66ffa35678ef,12,mark_index_ratio;realized_vol_24,basis;volatility,True,
k0_basis_premium_clean_063,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(ZScore(mark_index_ratio),Rank(realized_vol_24))",030e6f14401f70b3,24,mark_index_ratio;realized_vol_24,basis;volatility,True,
k0_basis_premium_clean_064,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(Rank(mark_index_ratio),ZScore(realized_vol_24)),Rank(ret_3))",52e157b4696fd8d1,12,mark_index_ratio;realized_vol_24;ret_3,basis;price;volatility,True,
k0_basis_premium_clean_065,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(ZScore(mark_index_ratio),Rank(realized_vol_24)),ZScore(ret_6))",2941eee0d9c0afe4,24,mark_index_ratio;realized_vol_24;ret_6,basis;price;volatility,True,
k0_basis_premium_clean_066,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(Rank(mark_index_ratio),ZScore(realized_vol_24)),Rank(ret_12))",d385823b91714724,12,mark_index_ratio;realized_vol_24;ret_12,basis;price;volatility,True,
k0_basis_premium_clean_067,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(ZScore(mark_index_ratio),Rank(realized_vol_24)),ZScore(ret_24))",bb8d51edafa2fd18,24,mark_index_ratio;realized_vol_24;ret_24,basis;price;volatility,True,
k0_basis_premium_clean_068,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(Rank(mark_index_ratio),ZScore(realized_vol_24)),Rank(realized_vol_12))",862d67961f701ffd,12,mark_index_ratio;realized_vol_12;realized_vol_24,basis;volatility,True,
k0_basis_premium_clean_069,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(Rank(mark_index_ratio),ZScore(realized_vol_24)),Rank(hl_range))",377fa1691b6694d0,24,hl_range;mark_index_ratio;realized_vol_24,basis;volatility,True,
k0_basis_premium_clean_070,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(ZScore(mark_index_ratio),Rank(realized_vol_24)),ZScore(quote_volume_mean_12))",921e30100cbbef05,12,mark_index_ratio;quote_volume_mean_12;realized_vol_24,basis;liquidity;volatility,True,
k0_basis_premium_clean_071,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(Rank(mark_index_ratio),ZScore(realized_vol_24)),Rank(avg_trade_size_quote))",c3501921f502649a,24,avg_trade_size_quote;mark_index_ratio;realized_vol_24,basis;liquidity;volatility,True,
k0_basis_premium_clean_072,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Rank(mark_index_ratio),Rank(hl_range))",802d01095ff7f31b,12,hl_range;mark_index_ratio,basis;volatility,True,
k0_basis_premium_clean_073,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(ZScore(mark_index_ratio),ZScore(hl_range))",a636d193e51666a6,24,hl_range;mark_index_ratio,basis;volatility,True,
k0_basis_premium_clean_074,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Rank(mark_index_ratio),ZScore(hl_range))",12c6c3ab44bd7ead,12,hl_range;mark_index_ratio,basis;volatility,True,
k0_basis_premium_clean_075,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(ZScore(mark_index_ratio),Rank(hl_range))",d2d65172145d2176,24,hl_range;mark_index_ratio,basis;volatility,True,
k0_basis_premium_clean_076,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(Rank(mark_index_ratio),ZScore(hl_range)),Rank(ret_3))",befe7e7565859b52,12,hl_range;mark_index_ratio;ret_3,basis;price;volatility,True,
k0_basis_premium_clean_077,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(ZScore(mark_index_ratio),Rank(hl_range)),ZScore(ret_6))",96662450724518cf,24,hl_range;mark_index_ratio;ret_6,basis;price;volatility,True,
k0_basis_premium_clean_078,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(Rank(mark_index_ratio),ZScore(hl_range)),Rank(ret_12))",002494b69b650d01,12,hl_range;mark_index_ratio;ret_12,basis;price;volatility,True,
k0_basis_premium_clean_079,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(ZScore(mark_index_ratio),Rank(hl_range)),ZScore(ret_24))",20202f3d9dff3770,24,hl_range;mark_index_ratio;ret_24,basis;price;volatility,True,
k0_basis_premium_clean_080,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(Rank(mark_index_ratio),ZScore(hl_range)),Rank(realized_vol_12))",6047014d06975d80,12,hl_range;mark_index_ratio;realized_vol_12,basis;volatility,True,
k0_basis_premium_clean_081,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(ZScore(mark_index_ratio),Rank(hl_range)),ZScore(realized_vol_24))",745b62586ac009f8,24,hl_range;mark_index_ratio;realized_vol_24,basis;volatility,True,
k0_basis_premium_clean_082,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(ZScore(mark_index_ratio),Rank(hl_range)),ZScore(quote_volume_mean_12))",53cfcf12f7927af7,12,hl_range;mark_index_ratio;quote_volume_mean_12,basis;liquidity;volatility,True,
k0_basis_premium_clean_083,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(Rank(mark_index_ratio),ZScore(hl_range)),Rank(avg_trade_size_quote))",1ddc0b13c08c76e6,24,avg_trade_size_quote;hl_range;mark_index_ratio,basis;liquidity;volatility,True,
k0_basis_premium_clean_084,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Rank(mark_index_ratio),Rank(quote_volume_mean_12))",b7080419ee9bea2e,12,mark_index_ratio;quote_volume_mean_12,basis;liquidity,True,
k0_basis_premium_clean_085,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(ZScore(mark_index_ratio),ZScore(quote_volume_mean_12))",e770f5b8046094b9,24,mark_index_ratio;quote_volume_mean_12,basis;liquidity,True,
k0_basis_premium_clean_086,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Rank(mark_index_ratio),ZScore(quote_volume_mean_12))",955150706fa12d34,12,mark_index_ratio;quote_volume_mean_12,basis;liquidity,True,
k0_basis_premium_clean_087,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(ZScore(mark_index_ratio),Rank(quote_volume_mean_12))",82c7ad135e77362b,24,mark_index_ratio;quote_volume_mean_12,basis;liquidity,True,
k0_basis_premium_clean_088,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(Rank(mark_index_ratio),ZScore(quote_volume_mean_12)),Rank(ret_3))",fa4df4b91174eea7,12,mark_index_ratio;quote_volume_mean_12;ret_3,basis;liquidity;price,True,
k0_basis_premium_clean_089,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(ZScore(mark_index_ratio),Rank(quote_volume_mean_12)),ZScore(ret_6))",ddbeed44e0265977,24,mark_index_ratio;quote_volume_mean_12;ret_6,basis;liquidity;price,True,
k0_basis_premium_clean_090,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(Rank(mark_index_ratio),ZScore(quote_volume_mean_12)),Rank(ret_12))",deb1ad922549d14f,12,mark_index_ratio;quote_volume_mean_12;ret_12,basis;liquidity;price,True,
k0_basis_premium_clean_091,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(ZScore(mark_index_ratio),Rank(quote_volume_mean_12)),ZScore(ret_24))",ad11ae9dfd310fa1,24,mark_index_ratio;quote_volume_mean_12;ret_24,basis;liquidity;price,True,
k0_basis_premium_clean_092,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(Rank(mark_index_ratio),ZScore(quote_volume_mean_12)),Rank(realized_vol_12))",a7c14084749232de,12,mark_index_ratio;quote_volume_mean_12;realized_vol_12,basis;liquidity;volatility,True,
k0_basis_premium_clean_093,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(ZScore(mark_index_ratio),Rank(quote_volume_mean_12)),ZScore(realized_vol_24))",4ad3366e3130f729,24,mark_index_ratio;quote_volume_mean_12;realized_vol_24,basis;liquidity;volatility,True,
k0_basis_premium_clean_094,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(Rank(mark_index_ratio),ZScore(quote_volume_mean_12)),Rank(hl_range))",441e3e893d1b9a8e,12,hl_range;mark_index_ratio;quote_volume_mean_12,basis;liquidity;volatility,True,
k0_basis_premium_clean_095,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(Rank(mark_index_ratio),ZScore(quote_volume_mean_12)),Rank(avg_trade_size_quote))",b86d36eafe4f816b,24,avg_trade_size_quote;mark_index_ratio;quote_volume_mean_12,basis;liquidity,True,
k0_basis_premium_clean_096,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Rank(mark_index_ratio),Rank(avg_trade_size_quote))",de691412fbe63409,12,avg_trade_size_quote;mark_index_ratio,basis;liquidity,True,
k0_basis_premium_clean_097,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(ZScore(mark_index_ratio),ZScore(avg_trade_size_quote))",a23b68208ebd31b4,24,avg_trade_size_quote;mark_index_ratio,basis;liquidity,True,
k0_basis_premium_clean_098,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Rank(mark_index_ratio),ZScore(avg_trade_size_quote))",c4f4a35b84f65b9b,12,avg_trade_size_quote;mark_index_ratio,basis;liquidity,True,
k0_basis_premium_clean_099,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(ZScore(mark_index_ratio),Rank(avg_trade_size_quote))",ea454518378988ac,24,avg_trade_size_quote;mark_index_ratio,basis;liquidity,True,
k0_basis_premium_clean_100,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(Rank(mark_index_ratio),ZScore(avg_trade_size_quote)),Rank(ret_3))",974da2197877c605,12,avg_trade_size_quote;mark_index_ratio;ret_3,basis;liquidity;price,True,
k0_basis_premium_clean_101,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(ZScore(mark_index_ratio),Rank(avg_trade_size_quote)),ZScore(ret_6))",e53458a3d3039dae,24,avg_trade_size_quote;mark_index_ratio;ret_6,basis;liquidity;price,True,
k0_basis_premium_clean_102,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(Rank(mark_index_ratio),ZScore(avg_trade_size_quote)),Rank(ret_12))",7b58c29efa4958de,12,avg_trade_size_quote;mark_index_ratio;ret_12,basis;liquidity;price,True,
k0_basis_premium_clean_103,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(ZScore(mark_index_ratio),Rank(avg_trade_size_quote)),ZScore(ret_24))",ef3d927b5477802d,24,avg_trade_size_quote;mark_index_ratio;ret_24,basis;liquidity;price,True,
k0_basis_premium_clean_104,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(Rank(mark_index_ratio),ZScore(avg_trade_size_quote)),Rank(realized_vol_12))",35b84a92df071a56,12,avg_trade_size_quote;mark_index_ratio;realized_vol_12,basis;liquidity;volatility,True,
k0_basis_premium_clean_105,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(ZScore(mark_index_ratio),Rank(avg_trade_size_quote)),ZScore(realized_vol_24))",a0278349ae477ed2,24,avg_trade_size_quote;mark_index_ratio;realized_vol_24,basis;liquidity;volatility,True,
k0_basis_premium_clean_106,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(Rank(mark_index_ratio),ZScore(avg_trade_size_quote)),Rank(hl_range))",227c58ad3093e63a,12,avg_trade_size_quote;hl_range;mark_index_ratio,basis;liquidity;volatility,True,
