pack_exact_fingerprint,profile_type,profile_key,activation_share
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol,FILUSDT,0.986829220525
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol,FLOWUSDT,0.986780258519
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol,GALAUSDT,0.986829220525
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol,GASUSDT,0.986829220525
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol,GMTUSDT,0.986731296514
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol,GMXUSDT,0.986829220525
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol,GRTUSDT,0.986731296514
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol,GTCUSDT,0.986535448492
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol,HBARUSDT,0.986731296514
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol,HFTUSDT,0.986731296514
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol,HIGHUSDT,0.986633372503
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol,HOTUSDT,0.986829220525
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol,ICPUSDT,0.986780258519
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol,ICXUSDT,0.986388562476
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol,IDUSDT,0.986731296514
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol,ILVUSDT,0.986633372503
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol,IMXUSDT,0.986829220525
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol,INJUSDT,0.986829220525
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol,IOSTUSDT,0.986780258519
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol,IOTAUSDT,0.986829220525
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol,IOTXUSDT,0.986780258519
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol,JASMYUSDT,0.986829220525
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol,JOEUSDT,0.986829220525
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol,JTOUSDT,0.986829220525
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol,JUPUSDT,0.950695260478
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol,KASUSDT,0.986535448492
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol,KAVAUSDT,0.986829220525
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000BONKUSDT|2024-01,0.676075268817
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000BONKUSDT|2024-02,0.961206896552
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000BONKUSDT|2024-03,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000BONKUSDT|2024-04,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000BONKUSDT|2024-05,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000BONKUSDT|2024-06,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000BONKUSDT|2024-07,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000BONKUSDT|2024-08,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000BONKUSDT|2024-09,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000BONKUSDT|2024-10,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000BONKUSDT|2024-11,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000BONKUSDT|2024-12,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000BONKUSDT|2025-01,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000BONKUSDT|2025-02,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000BONKUSDT|2025-03,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000BONKUSDT|2025-04,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000BONKUSDT|2025-05,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000BONKUSDT|2025-06,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000BONKUSDT|2025-07,0.993279569892
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000BONKUSDT|2025-08,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000BONKUSDT|2025-09,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000BONKUSDT|2025-10,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000BONKUSDT|2025-11,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000BONKUSDT|2025-12,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000BONKUSDT|2026-01,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000BONKUSDT|2026-02,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000BONKUSDT|2026-03,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000BONKUSDT|2026-04,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000FLOKIUSDT|2024-01,0.676075268817
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000FLOKIUSDT|2024-02,0.966954022989
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000FLOKIUSDT|2024-03,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000FLOKIUSDT|2024-04,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000FLOKIUSDT|2024-05,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000FLOKIUSDT|2024-06,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000FLOKIUSDT|2024-07,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000FLOKIUSDT|2024-08,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000FLOKIUSDT|2024-09,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000FLOKIUSDT|2024-10,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000FLOKIUSDT|2024-11,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000FLOKIUSDT|2024-12,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000FLOKIUSDT|2025-01,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000FLOKIUSDT|2025-02,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000FLOKIUSDT|2025-03,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000FLOKIUSDT|2025-04,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000FLOKIUSDT|2025-05,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000FLOKIUSDT|2025-06,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000FLOKIUSDT|2025-07,0.993279569892
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000FLOKIUSDT|2025-08,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000FLOKIUSDT|2025-09,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000FLOKIUSDT|2025-10,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000FLOKIUSDT|2025-11,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000FLOKIUSDT|2025-12,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000FLOKIUSDT|2026-01,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000FLOKIUSDT|2026-02,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000FLOKIUSDT|2026-03,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000FLOKIUSDT|2026-04,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000LUNCUSDT|2024-01,0.676075268817
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000LUNCUSDT|2024-02,0.966954022989
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000LUNCUSDT|2024-03,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000LUNCUSDT|2024-04,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000LUNCUSDT|2024-05,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000LUNCUSDT|2024-06,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000LUNCUSDT|2024-07,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000LUNCUSDT|2024-08,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000LUNCUSDT|2024-09,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000LUNCUSDT|2024-10,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000LUNCUSDT|2024-11,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000LUNCUSDT|2024-12,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000LUNCUSDT|2025-01,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000LUNCUSDT|2025-02,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000LUNCUSDT|2025-03,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000LUNCUSDT|2025-04,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000LUNCUSDT|2025-05,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000LUNCUSDT|2025-06,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000LUNCUSDT|2025-07,0.993279569892
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000LUNCUSDT|2025-08,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000LUNCUSDT|2025-09,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000LUNCUSDT|2025-10,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000LUNCUSDT|2025-11,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000LUNCUSDT|2025-12,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000LUNCUSDT|2026-01,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000LUNCUSDT|2026-02,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000LUNCUSDT|2026-03,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000LUNCUSDT|2026-04,1
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000PEPEUSDT|2024-01,0.676075268817
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,symbol_month,1000PEPEUSDT|2024-02,0.965517241379
