family_id,seed,algorithm,proposal_count,unique_candidate_count,positive_reachable,survivor_id,survivor_variant,survivor_aligned_outcome,survivor_strict_feasibility_distance,survivor_strict_feasible,positive_survived,independent_behavior,behavior_hash,run_qualified,canonical_mechanism_reproduction,behavior_reproduction,evidence_scope,economic_increment_claimed,repo_ref,verified_branch,source_commit_sha,accepted_closure_tag,accepted_closure_sha,market_data_read,sealed_data_read
CROSS_SECTIONAL_RELATIVE_ALPHA,20260716,evolutionary,27,9,True,proposal-grammar:88ce9ddac17793c24dc3ebc5,positive,STRICT_FEASIBLE,1.0000000000000009,True,True,True,6e770a1a19e5a6f75cddce5a92946319573d0124010a811aa34cd16c4134e09f,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
MARKET_DIRECTIONAL_ALPHA,20260716,canonical_typed_random,27,9,True,proposal-grammar:a2a4c34dfcc6c98670a29070,positive,STRICT_FEASIBLE,1.4791666666666659,True,True,True,ad6c0b4bf94ec07c1404bfab2e4816df7520114049b5f7d26468f985347d50c3,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
MARKET_DIRECTIONAL_ALPHA,20260716,cem_like,27,9,True,proposal-grammar:a2a4c34dfcc6c98670a29070,positive,STRICT_FEASIBLE,1.4791666666666659,True,True,True,f23c326a88e64925c79aafcf06c57558d2f75560135ab516fae5dfd0ef518784,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
MARKET_DIRECTIONAL_ALPHA,20260716,uct_ucb_like,27,9,True,proposal-grammar:a2a4c34dfcc6c98670a29070,positive,STRICT_FEASIBLE,1.4791666666666659,True,True,True,27087a0f7a47637d216ee4a8088a1d9629f00e86443e67b3c7fcef3118a9de8d,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
MARKET_DIRECTIONAL_ALPHA,20260716,evolutionary,27,9,True,proposal-grammar:a2a4c34dfcc6c98670a29070,positive,STRICT_FEASIBLE,1.4791666666666659,True,True,True,13bbf323ceb3c5421e51de689e9788d1ef064bfd59b11e4bdf68e7c6a29f5de9,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
PERSISTENT_LOW_TURNOVER_ALPHA,20260716,canonical_typed_random,27,9,True,proposal-grammar:3396316032ef3f5ef3dae672,positive,STRICT_FEASIBLE,1.4791666666666659,True,True,True,44c4207300db513dd1e7fb33fd9e0222f3bc1543b40b739c39f354bc256431d2,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
PERSISTENT_LOW_TURNOVER_ALPHA,20260716,cem_like,27,9,True,proposal-grammar:3396316032ef3f5ef3dae672,positive,STRICT_FEASIBLE,1.4791666666666659,True,True,True,2ea181067a7cb3372f9dcaaade494b10d0fc2147c03bc156d73078170860215b,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
PERSISTENT_LOW_TURNOVER_ALPHA,20260716,uct_ucb_like,27,9,True,proposal-grammar:3396316032ef3f5ef3dae672,positive,STRICT_FEASIBLE,1.4791666666666659,True,True,True,752b7c9373009a39b0be3fadb08b02a16ec56da257ea8d25e495d6d8b3c1750c,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
PERSISTENT_LOW_TURNOVER_ALPHA,20260716,evolutionary,27,9,True,proposal-grammar:3396316032ef3f5ef3dae672,positive,STRICT_FEASIBLE,1.4791666666666659,True,True,True,03888833e50112dd04838b453b8ec1751aec7511b1d3658eecedd8069acf3e7c,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
SPARSE_EVENT_ALPHA,20260716,canonical_typed_random,27,9,True,proposal-grammar:516aa3315551cef567d04863,positive,STRICT_FEASIBLE,-0.0,True,True,True,18dced26c6f6015c793b0939f0cd489bc217fc3fcbe8dea2796b4cfff79f3976,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
SPARSE_EVENT_ALPHA,20260716,cem_like,27,9,True,proposal-grammar:516aa3315551cef567d04863,positive,STRICT_FEASIBLE,-0.0,True,True,True,89eab5614480bb9eb4c82be69912a9e1e701728abf8ae54aa372891f0aa5a664,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
