admission_policy,proposal_id,lane_id,parent_row_id,repair_action,blocker_type,parent_failed_gate,child_failed_gates,blocker_distance_before,blocker_distance_after,blocker_distance_delta,target_gate_improved,target_gate_passed,parent_scalar,child_scalar,scalar_improved,survivor,near_miss
GLOBAL_QUALITY,epoch-candidate:306baca08ffa1d0f807d38f4,llm_typed_repair,STRATIFIED_ADMISSION|epoch-candidate:1298ff4363a0ea8998a045b3,llm_typed_reduce_turnover:window=168,COST_ONLY,NET_LCB,IC_LCB|NET_LCB|BENCHMARK_INCREMENT,-5.139616804788653e-05,-8.560567394869442e-05,-3.4209505900807896e-05,False,False,-0.0263245506805251,-0.4203043156790208,False,False,False
GLOBAL_QUALITY,epoch-candidate:5d4c175deb8baf881c14e650,local_mcts_random_control,STRATIFIED_ADMISSION|epoch-candidate:9001c6078096e336b97f0868,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,NET_LCB,-5.3377048561147454e-05,-5.535035842016253e-05,-1.973309859015077e-06,False,False,0.2512011637782935,0.1617100895820407,False,False,True
GLOBAL_QUALITY,epoch-candidate:322f58d76eb69f1af872b2be,evolutionary_random_control,STRATIFIED_ADMISSION|epoch-candidate:2653ffb0670adc728c7804ee,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,NET_LCB,-5.478673503363345e-05,-5.563795661998638e-05,-8.51221586352927e-07,False,False,0.2376572108425396,0.2160981039593949,False,False,True
GLOBAL_QUALITY,epoch-candidate:1806500ff7f868e2b79d04b4,evolutionary_random_control,STRATIFIED_ADMISSION|epoch-candidate:2653ffb0670adc728c7804ee,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,NET_LCB,-5.478673503363345e-05,-5.409852008435969e-05,6.88214949273764e-07,True,False,0.2376572108425396,0.2338293165970061,False,False,True
GLOBAL_QUALITY,epoch-candidate:4a6dd20f19eed95d7d6b1e79,evolutionary_repair,STRATIFIED_ADMISSION|epoch-candidate:13a7b50a7db52a9d0a6c8143,improve_net_lcb:interaction=condition,NET_LCB_NEAR_ZERO,NET_LCB,IC_LCB|NET_LCB|BENCHMARK_INCREMENT,-3.149619914535842e-05,-8.290514490759705e-05,-5.140894576223863e-05,False,False,0.2881521593486015,-0.3611027297090163,False,False,False
GLOBAL_QUALITY,epoch-candidate:00485cfa08a3c3b50fe1392c,local_mcts_random_control,GLOBAL_TOP_K_CONTROL|epoch-candidate:66dee78a917329e65d6ee49c,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,NET_LCB,-5.478673503363345e-05,-5.478673503363345e-05,0.0,False,False,0.2376572108425396,0.2376572108425396,False,False,True
GLOBAL_QUALITY,epoch-candidate:08fb1a504ab3a41a46e795d0,llm_random_repair_control,STRATIFIED_ADMISSION|epoch-candidate:2653ffb0670adc728c7804ee,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,NET_LCB,-5.478673503363345e-05,-5.4183870632906026e-05,6.02864400727427e-07,True,False,0.2376572108425396,0.232791401739155,False,False,True
GLOBAL_QUALITY,epoch-candidate:7bccc7246c59b6d7a47be52e,local_mcts_random_control,GLOBAL_TOP_K_CONTROL|epoch-candidate:c961eeb93305e5c736e24f80,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,NET_LCB,-5.6330903224899886e-05,-5.5014416005301806e-05,1.3164872195980801e-06,True,False,0.2179595475620147,0.2371645029574813,True,False,True
GLOBAL_QUALITY,epoch-candidate:0be17f916fedc44f8f1b7fbf,local_mcts_repair,STRATIFIED_ADMISSION|epoch-candidate:722c86cf512c155e0df5886c,mcts_two_step:improve_net_lcb:interaction=condition->improve_net_lcb:interaction=none,NET_LCB_NEAR_ZERO,NET_LCB,IC_LCB|NET_LCB|BENCHMARK_INCREMENT,-5.595688981617007e-05,-7.923823370032378e-05,-2.3281343884153713e-05,False,False,0.2282298633012566,-2.9400339543113496,False,False,False
GLOBAL_QUALITY,epoch-candidate:2c7adba60ce70aed607fe65f,local_mcts_random_control,GLOBAL_TOP_K_CONTROL|epoch-candidate:c961eeb93305e5c736e24f80,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,NET_LCB,-5.6330903224899886e-05,-5.623498744117124e-05,9.591578372864694e-08,True,False,0.2179595475620147,0.2366209367128965,True,False,True
GLOBAL_QUALITY,epoch-candidate:1ea2359d4749686ba5d55b84,llm_random_repair_control,STRATIFIED_ADMISSION|epoch-candidate:d35aae71b11e3796a30e6e53,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,NET_LCB,-5.519903018645259e-05,-5.586689271412706e-05,-6.678625276744653e-07,False,False,0.2377080980298185,0.1563956543205542,False,False,True
GLOBAL_QUALITY,epoch-candidate:20a48d9284e0c4e4434aac0f,evolutionary_repair,GLOBAL_TOP_K_CONTROL|epoch-candidate:59ad487bcbf0fefb79b4a7b2,improve_net_lcb:interaction=condition,NET_LCB_NEAR_ZERO,NET_LCB,IC_LCB|NET_LCB,-3.851070572627529e-05,-5.578135069105687e-05,-1.7270644964781576e-05,False,False,0.0273102025907764,0.2003938253229254,True,False,False
GLOBAL_QUALITY,epoch-candidate:0e48202a6c418888d8369790,evolutionary_random_control,GLOBAL_TOP_K_CONTROL|epoch-candidate:4fb427565c03f9d5dde00722,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,NET_LCB,-5.595688981617007e-05,-5.45131187184572e-05,1.443771097712869e-06,True,False,0.2282298633012566,0.2203628116453195,False,False,True
GLOBAL_QUALITY,epoch-candidate:0d4d749a9756f53cb06b08d9,llm_random_repair_control,STRATIFIED_ADMISSION|epoch-candidate:9001c6078096e336b97f0868,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,NET_LCB,-5.3377048561147454e-05,-5.540028108568877e-05,-2.0232325245413127e-06,False,False,0.2512011637782935,0.1659276758444337,False,False,True
GLOBAL_QUALITY,epoch-candidate:21d00955d70cb9a348d47e3d,evolutionary_random_control,STRATIFIED_ADMISSION|epoch-candidate:2653ffb0670adc728c7804ee,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,NET_LCB,-5.478673503363345e-05,-5.515265105599776e-05,-3.6591602236430554e-07,False,False,0.2376572108425396,0.2536525446693358,True,False,True
GLOBAL_QUALITY,epoch-candidate:25305a5539d2025eb2c8dce2,llm_random_repair_control,STRATIFIED_ADMISSION|epoch-candidate:2653ffb0670adc728c7804ee,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,NET_LCB,-5.478673503363345e-05,-5.390856524164918e-05,8.781697919842723e-07,True,False,0.2376572108425396,0.2394702797177165,True,False,True
GLOBAL_QUALITY,epoch-candidate:0b087a8156a4bc533468e64d,evolutionary_random_control,GLOBAL_TOP_K_CONTROL|epoch-candidate:8ed9ca83df69f449a87d971e,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,IC_LCB|NET_LCB|BENCHMARK_INCREMENT,-4.572434790829909e-05,-5.589621969903045e-05,-1.0171871790731356e-05,False,False,-0.0187721439946893,0.0598304054631374,True,False,False
GLOBAL_QUALITY,epoch-candidate:a7e19d0c1abe62e411865c0d,local_mcts_repair,STRATIFIED_ADMISSION|epoch-candidate:1bb1327af002100b7d27ac2d,mcts_two_step:reduce_turnover:window=72->reduce_turnover:window=168,COST_ONLY,NET_LCB,IC_LCB|NET_LCB,-5.074172647014353e-05,-1.4644645957196502e-05,3.609708051294703e-05,True,False,0.2798332959539765,0.5445589961254553,True,False,False
GLOBAL_QUALITY,epoch-candidate:33694b8607a6255d59a1e0e7,llm_random_repair_control,STRATIFIED_ADMISSION|epoch-candidate:2653ffb0670adc728c7804ee,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,NET_LCB,-5.478673503363345e-05,-5.386697584747809e-05,9.197591861553637e-07,True,False,0.2376572108425396,0.2518916569644282,True,False,True
GLOBAL_QUALITY,epoch-candidate:5abd5278f030638d752bfa45,evolutionary_random_control,GLOBAL_TOP_K_CONTROL|epoch-candidate:c5bcf44c8761467d6b7d9f13,random_mutation_control,COST_ONLY,NET_LCB,IC_LCB|NET_LCB,-6.331201030044799e-05,-3.090535461473276e-05,3.240665568571523e-05,True,False,-0.1734007062551512,0.340037504121617,True,False,False
GLOBAL_QUALITY,epoch-candidate:14a3fb2c27f4bb6fdddb52e5,evolutionary_repair,GLOBAL_TOP_K_CONTROL|epoch-candidate:2ababac8ba162ba7dcd089e8,improve_net_lcb:interaction=condition,NET_LCB_NEAR_ZERO,NET_LCB,IC_LCB|NET_LCB|BENCHMARK_INCREMENT,-3.958334869264682e-05,-8.325900026274233e-05,-4.36756515700955e-05,False,False,0.2949374330378164,-0.6497142361272502,False,False,False
GLOBAL_QUALITY,epoch-candidate:06d8ca7eaa238b80f4fa19a7,evolutionary_random_control,STRATIFIED_ADMISSION|epoch-candidate:d35aae71b11e3796a30e6e53,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,NET_LCB,-5.519903018645259e-05,-5.533024377460596e-05,-1.312135881533649e-07,False,False,0.2377080980298185,0.2151744434643167,False,False,True
GLOBAL_QUALITY,epoch-candidate:00de944f99f4dc5dddfaae39,evolutionary_random_control,GLOBAL_TOP_K_CONTROL|epoch-candidate:4fb427565c03f9d5dde00722,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,NET_LCB,-5.595688981617007e-05,-5.595688981617007e-05,0.0,False,False,0.2282298633012566,0.2282298633012566,False,False,True
GLOBAL_QUALITY,epoch-candidate:30fafd8a915c5939aee9a4d2,llm_random_repair_control,GLOBAL_TOP_K_CONTROL|epoch-candidate:d35aae71b11e3796a30e6e53,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,NET_LCB,-5.519903018645259e-05,-5.788247655778606e-05,-2.683446371333465e-06,False,False,0.2377080980298185,0.2214796238852285,False,False,True
