symbol,net_return_sum,gross_return_sum,funding_drag_sum,fee_drag_sum,turnover_sum,mean_abs_position,active_hours,split,candidate_id,abs_contribution_share
XRPUSDT,0.28549847474143963,0.2928281927120503,0.002405328279265497,0.00492438969134515,4.924389691345151,0.007398272459378169,4320,validation_2025H1,i2_microstructure_lite_113,0.12466425202615672
ADAUSDT,0.14625730380658514,0.18766416362439894,-0.018909329592846896,0.06031618941066061,60.316189410660606,0.045564321077510406,7272,recent_oos_2025H2_2026Apr,i2_microstructure_lite_113,0.05490827510428401
AVAXUSDT,0.19833189350879527,0.25018049308188794,-0.002563153416948829,0.05441175299004149,54.411752990041485,0.04251166414036231,7296,recent_oos_2025H2_2026Apr,i2_microstructure_lite_113,0.07445824507428239
BCHUSDT,-0.3541803031152747,-0.29784813280773836,0.007883483854463053,0.04844868645307327,48.44868645307327,0.026466924276919063,7296,recent_oos_2025H2_2026Apr,i2_microstructure_lite_113,0.13296723660166773
BNBUSDT,0.01675584053369109,0.03875116870547375,-0.00041389715890219613,0.022409225330684856,22.40922533068486,0.007538140240456366,7296,recent_oos_2025H2_2026Apr,i2_microstructure_lite_113,0.006290518679628493
BTCUSDT,-0.26300801385442957,-0.2321510594804484,0.030032584963778256,0.0008243694102029533,0.8243694102029533,0.08179859181236282,7296,recent_oos_2025H2_2026Apr,i2_microstructure_lite_113,0.0987391125331284
DOGEUSDT,-0.1813301511466714,-0.14842395164202316,-0.00250100946089541,0.03540720896554364,35.40720896554364,0.012698689175642857,7296,recent_oos_2025H2_2026Apr,i2_microstructure_lite_113,0.06807540932813605
ETHUSDT,0.07881033503630758,0.10333419320123208,0.024440524831591176,8.333333333333334e-05,0.08333333333333334,0.08273272079274635,7296,recent_oos_2025H2_2026Apr,i2_microstructure_lite_113,0.029587168945470015
LINKUSDT,0.25773163748261163,0.29572486718725904,-0.022710912578565053,0.060704142283212394,60.70414228321239,0.04308464646879718,7296,recent_oos_2025H2_2026Apr,i2_microstructure_lite_113,0.09675824239647764
LTCUSDT,0.146107568302944,0.18512365395735206,-0.008971733651504644,0.047987819305912706,47.98781930591271,0.022498729127747016,7296,recent_oos_2025H2_2026Apr,i2_microstructure_lite_113,0.05485206103488151
SOLUSDT,-0.4115607214528873,-0.4022311459348199,-0.00819268434825055,0.01752225986631803,17.52225986631803,0.0698096418971066,7296,recent_oos_2025H2_2026Apr,i2_microstructure_lite_113,0.15450913374922529
SUIUSDT,0.5159273503122028,0.5503720023577366,-0.019866979131510372,0.05431163117704415,54.31163117704415,0.056002315203118394,7296,recent_oos_2025H2_2026Apr,i2_microstructure_lite_113,0.19369070909600114
XRPUSDT,0.09366485035314871,0.10971425327466024,0.0028288855794066,0.013220517342104925,13.220517342104927,0.005721582771281488,7272,recent_oos_2025H2_2026Apr,i2_microstructure_lite_113,0.03516388745681721
ADAUSDT,-0.0016990792511905766,-0.000254374251190573,-0.0012219616666666669,0.002666666666666667,2.666666666666667,0.037660256410256415,416,fresh_forward_2026May,i2_microstructure_lite_113,0.006547115263275208
AVAXUSDT,0.002357866403999551,0.004956555570666219,-0.00040131083333333343,0.0030000000000000005,3.0000000000000004,0.05170454545454547,440,fresh_forward_2026May,i2_microstructure_lite_113,0.009085640420581992
BCHUSDT,0.08575147698554142,0.08959122948554142,0.0013397525,0.0025000000000000005,2.5,0.026325757575757582,440,fresh_forward_2026May,i2_microstructure_lite_113,0.3304288504653506
BNBUSDT,0.00042676871082760745,0.003133394544160941,0.0001232925,0.0025833333333333337,2.5833333333333335,0.011931818181818182,440,fresh_forward_2026May,i2_microstructure_lite_113,0.0016444812321672643
BTCUSDT,-2.6234998800789993e-05,0.00016686000119920828,0.000193095,0.0,0.0,0.08087121212121212,440,fresh_forward_2026May,i2_microstructure_lite_113,0.00010109214208831106
DOGEUSDT,-0.003349663262799447,-0.0018530557627994444,-0.0002533925,0.0017500000000000003,1.7500000000000002,0.009659090909090909,440,fresh_forward_2026May,i2_microstructure_lite_113,0.012907362301869844
ETHUSDT,-0.06483411016157808,-0.06388511766157808,0.0009489925000000001,0.0,0.0,0.08087121212121212,440,fresh_forward_2026May,i2_microstructure_lite_113,0.24982730612612425
LINKUSDT,-0.021229691598935917,-0.019248797432269246,-0.001352439166666667,0.0033333333333333335,3.3333333333333335,0.04488636363636365,440,fresh_forward_2026May,i2_microstructure_lite_113,0.08180503517103374
LTCUSDT,0.008329663325514545,0.010925173325514546,-0.00015449000000000002,0.0027500000000000003,2.7500000000000004,0.018560606060606062,440,fresh_forward_2026May,i2_microstructure_lite_113,0.03209695242773763
SOLUSDT,-0.013995114645106027,-0.011994012978439357,0.0002511016666666668,0.0017500000000000003,1.7500000000000002,0.061174242424242437,440,fresh_forward_2026May,i2_microstructure_lite_113,0.05392781333775624
SUIUSDT,-0.046066777345626725,-0.04442619234562672,-0.0009427483333333335,0.0025833333333333337,2.5833333333333335,0.05700757575757578,440,fresh_forward_2026May,i2_microstructure_lite_113,0.177510555130441
XRPUSDT,0.011449261047995117,0.012195221047995116,3.762666666666668e-05,0.0007083333333333334,0.7083333333333334,0.005608974358974359,416,fresh_forward_2026May,i2_microstructure_lite_113,0.04411779598157385
