candidate_id,engine,source_field_families,operator_signature,horizon,expression,a7m_rank_score,a7n_regime_invariant_score,a7n_min_non_may_raw,a7n_min_non_may_residual_funding,a7n_min_non_may_cost20,a7n_min_non_may_lag1,candidate_decision,reject_reasons,return_corr_cluster,refactored_label,may_vetoed,pre_may_near_miss,post_may_eligible_near_miss
e3_ast_failure_aware_repair_s4_00162,E3_AST_failure_aware_repair,liquidity;volatility,Mul;Rank,24,"Mul(Rank(realized_vol_24),Rank(quote_volume_mean_24))",15.709206327695185,9.956040856525252,2.0,2.0,2.0,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative,rc_000,may_vetoed_cluster,True,True,False
e4_cem_adaptive_grammar_crypto_s2_00956,E4_CEM_adaptive_grammar_crypto,liquidity;volatility,Mul;Rank,24,"Mul(Rank(quote_volume_mean_24),Rank(realized_vol_24))",15.709206327695185,9.956040856525252,2.0,2.0,2.0,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative,rc_000,may_vetoed_cluster,True,True,False
e1_formulagenv2_crypto_adapter_s2_01496,E1_FormulaGenV2_crypto_adapter,liquidity;volatility,Mul;Rank,24,"Mul(Rank(quote_volume_mean_24),Rank(realized_vol_24))",15.709206327695185,9.956040856525252,2.0,2.0,2.0,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative,rc_000,may_vetoed_cluster,True,True,False
e5_surrogate_prioritized_sampler_s1_00150,E5_surrogate_prioritized_sampler,liquidity;volatility,Mul;Rank,24,"Mul(Rank(quote_volume_mean_24),Rank(realized_vol_24))",15.709206327695185,9.956040856525252,2.0,2.0,2.0,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative,rc_000,may_vetoed_cluster,True,True,False
e5_surrogate_prioritized_sampler_s1_04065,E5_surrogate_prioritized_sampler,liquidity;volatility,Mul;Rank,24,"Mul(Rank(realized_vol_24),Rank(quote_volume_mean_24))",15.709206327695185,9.956040856525252,2.0,2.0,2.0,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative,rc_000,may_vetoed_cluster,True,True,False
e5_surrogate_prioritized_sampler_s2_04073,E5_surrogate_prioritized_sampler,liquidity;volatility,Mul;Rank,24,"Mul(Rank(realized_vol_24),Rank(quote_volume_mean_24))",15.709206327695185,9.956040856525252,2.0,2.0,2.0,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative,rc_000,may_vetoed_cluster,True,True,False
e5_surrogate_prioritized_sampler_s3_04069,E5_surrogate_prioritized_sampler,liquidity;volatility,Mul;Rank,24,"Mul(Rank(realized_vol_24),Rank(quote_volume_mean_24))",15.709206327695185,9.956040856525252,2.0,2.0,2.0,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative,rc_000,may_vetoed_cluster,True,True,False
e5_surrogate_prioritized_sampler_s3_00154,E5_surrogate_prioritized_sampler,liquidity;volatility,Mul;Rank,24,"Mul(Rank(quote_volume_mean_24),Rank(realized_vol_24))",15.709206327695185,9.956040856525252,2.0,2.0,2.0,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative,rc_000,may_vetoed_cluster,True,True,False
e0_current_a7l_manual_generator_s3_02215,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank,24,"Mul(Rank(quote_volume_mean_24),Rank(realized_vol_24))",15.709206327695185,9.956040856525252,2.0,2.0,2.0,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative,rc_000,may_vetoed_cluster,True,True,False
e3_ast_failure_aware_repair_s1_00453,E3_AST_failure_aware_repair,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Mul(Rank(realized_vol_24),ZScore(avg_trade_size_quote)),Rank(quote_volume_mean_24))",15.438090556961845,9.872647668241068,2.0,2.0,1.8101880489061368,2.0,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative,rc_003,may_vetoed_near_miss,True,True,False
e3_ast_failure_aware_repair_s2_00275,E3_AST_failure_aware_repair,liquidity,Mul;Rank;ZScore,24,"Mul(Rank(number_of_trades),ZScore(quote_volume_mean_12))",14.496088657419294,9.58819676278913,1.7640294270742294,2.0,1.258886129901788,1.7705434561153632,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative,rc_005,may_vetoed_near_miss,True,True,False
e3_ast_failure_aware_repair_s4_00477,E3_AST_failure_aware_repair,liquidity,Mul;Rank;ZScore,24,"Mul(Rank(number_of_trades),ZScore(quote_volume_mean_12))",14.496088657419294,9.58819676278913,1.7640294270742294,2.0,1.258886129901788,1.7705434561153632,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative,rc_005,may_vetoed_near_miss,True,True,False
e3_ast_failure_aware_repair_s1_00528,E3_AST_failure_aware_repair,liquidity,Mul;Rank;ZScore,24,"Mul(Rank(number_of_trades),ZScore(quote_volume_mean_12))",14.496088657419294,9.58819676278913,1.7640294270742294,2.0,1.258886129901788,1.7705434561153632,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative,rc_005,may_vetoed_near_miss,True,True,False
e3_ast_failure_aware_repair_s3_00022,E3_AST_failure_aware_repair,liquidity,Mul;Rank;ZScore,24,"Mul(Rank(number_of_trades),ZScore(quote_volume_mean_12))",14.496088657419294,9.58819676278913,1.7640294270742294,2.0,1.258886129901788,1.7705434561153632,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative,rc_005,may_vetoed_near_miss,True,True,False
e4_cem_adaptive_grammar_crypto_s2_01280,E4_CEM_adaptive_grammar_crypto,liquidity,Mul;Rank;ZScore,24,"Mul(Mul(Rank(number_of_trades),ZScore(avg_trade_size_quote)),Rank(quote_volume_mean_12))",14.37344909343394,9.585988024983848,1.7783259015962434,2.0,1.3453094687281926,1.730137700254193,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative,rc_003,may_vetoed_near_miss,True,True,False
e3_ast_failure_aware_repair_s1_00492,E3_AST_failure_aware_repair,liquidity,Mul;Rank;ZScore,24,"Mul(Rank(quote_volume_mean_12),ZScore(avg_trade_size_quote))",14.170468468230336,9.355818807047772,1.708723074600055,2.0,1.1954692110290508,1.7438000624068322,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative,rc_003,may_vetoed_near_miss,True,True,False
