cell_id,ordinal,hypothesis_family,feature_family_set,operator_motif,temporal_horizon_class,normalization_scope,residualization_target,regime_fold_target,expression,bucketed_expression,max_window,horizon_bucket
C0108,1,H06_liquidity_structure_ex_realized_vol_mul,P12_liquidity_flow,CrossSymbolRank,mixed_12_48,same_symbol_zscore,Core4,F4_basis_dislocation,"ResidualizeVsCore4(Rank(TSMean(CrossSymbolRank(TSMean(quote_volume_mean_24,4)),4)))","ResidualizeVsCore4(Rank(TSMean(CrossSymbolRank(TSMean(quote_volume_mean_24,H6)),H6)))",4,H6
C0109,0,H03_basis_premium_residual,P9_price_basis,SmoothInteraction,mixed_12_48,same_symbol_zscore,none,F1_high_realized_vol,"TSMean(Mul(ZScore(TSMean(ret_6,3)),Rank(TSMean(premium_index,5))),3)","TSMean(Mul(ZScore(TSMean(ret_6,H6)),Rank(TSMean(premium_index,H6))),H6)",5,H6
C0109,1,H03_basis_premium_residual,P9_price_basis,SmoothInteraction,mixed_12_48,same_symbol_zscore,none,F1_high_realized_vol,"Rank(TSMean(Mul(ZScore(TSMean(ret_12,4)),Rank(TSMean(mark_index_ratio,12))),4))","Rank(TSMean(Mul(ZScore(TSMean(ret_12,H6)),Rank(TSMean(mark_index_ratio,H12))),H6))",12,H12
C0110,0,H06_liquidity_structure_ex_realized_vol_mul,P5_basis_premium,SmoothInteraction,H6,same_symbol_zscore,FundingCore_and_Core4,F9_liquidity_shock,"ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(Mul(ZScore(TSMean(mark_index_ratio,3)),Rank(TSMean(cs_z_mark_index_ratio,5))),3)))","ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(Mul(ZScore(TSMean(mark_index_ratio,H6)),Rank(TSMean(cs_z_mark_index_ratio,H6))),H6)))",5,H6
C0110,1,H06_liquidity_structure_ex_realized_vol_mul,P5_basis_premium,SmoothInteraction,H6,same_symbol_zscore,FundingCore_and_Core4,F9_liquidity_shock,"ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(Mul(ZScore(TSMean(mark_minus_index,4)),Rank(TSMean(mark_index_ratio,12))),4))))","ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(Mul(ZScore(TSMean(mark_minus_index,H6)),Rank(TSMean(mark_index_ratio,H12))),H6))))",12,H12
C0111,0,H12_horizon_ensemble_stability,P7_cross_symbol_relative,RollingMaxRank,H24,cross_symbol_zscore,Core4,F3_high_liquidity_high_vol,"ResidualizeVsCore4(cross_symbol_zscore(TSMean(Rank(RollingMax(cs_z_ret_6,3)),3)))","ResidualizeVsCore4(cross_symbol_zscore(TSMean(Rank(RollingMax(cs_z_ret_6,H6)),H6)))",3,H6
C0111,1,H12_horizon_ensemble_stability,P7_cross_symbol_relative,RollingMaxRank,H24,cross_symbol_zscore,Core4,F3_high_liquidity_high_vol,"ResidualizeVsCore4(cross_symbol_zscore(Rank(TSMean(Rank(RollingMax(cs_z_ret_12,4)),4))))","ResidualizeVsCore4(cross_symbol_zscore(Rank(TSMean(Rank(RollingMax(cs_z_ret_12,H6)),H6))))",4,H6
C0112,0,H12_horizon_ensemble_stability,P14_horizon_spread,ResidualizeVsCore4,H48,cross_symbol_zscore,FundingCore,F4_basis_dislocation,"ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(ret_6,3)),ZScore(TSMean(realized_vol_6,5)))),3)))","ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(ret_6,H6)),ZScore(TSMean(realized_vol_6,H6)))),H6)))",5,H6
C0112,1,H12_horizon_ensemble_stability,P14_horizon_spread,ResidualizeVsCore4,H48,cross_symbol_zscore,FundingCore,F4_basis_dislocation,"ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(ret_12,4)),ZScore(TSMean(ret_6,12)))),4))))","ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(ret_12,H6)),ZScore(TSMean(ret_6,H12)))),H6))))",12,H12
C0113,0,H04_basis_compression_expansion,P9_price_basis,ResidualizeVsFundingCore,mixed_12_48,same_symbol_zscore,FundingCore,F2_low_liquidity,"ResidualizeVsFundingCore(TSMean(ResidualizeVsFundingCore(Mul(Rank(TSMean(ret_6,3)),ZScore(TSMean(premium_index,5)))),3))","ResidualizeVsFundingCore(TSMean(ResidualizeVsFundingCore(Mul(Rank(TSMean(ret_6,H6)),ZScore(TSMean(premium_index,H6)))),H6))",5,H6
C0113,1,H04_basis_compression_expansion,P9_price_basis,ResidualizeVsFundingCore,mixed_12_48,same_symbol_zscore,FundingCore,F2_low_liquidity,"ResidualizeVsFundingCore(Rank(TSMean(ResidualizeVsFundingCore(Mul(Rank(TSMean(ret_12,4)),ZScore(TSMean(mark_index_ratio,12)))),4)))","ResidualizeVsFundingCore(Rank(TSMean(ResidualizeVsFundingCore(Mul(Rank(TSMean(ret_12,H6)),ZScore(TSMean(mark_index_ratio,H12)))),H6)))",12,H12
C0114,0,H06_liquidity_structure_ex_realized_vol_mul,P5_basis_premium,RegimeMaskNonMay,mixed_6_24,cross_symbol_zscore,FundingCore,F11_cross_symbol_crowding,"ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(RegimeMaskNonMay(F11_cross_symbol_crowding,Mul(Rank(TSMean(mark_index_ratio,3)),ZScore(TSMean(cs_z_mark_index_ratio,5)))),3)))","ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(RegimeMaskNonMay(F11_cross_symbol_crowding,Mul(Rank(TSMean(mark_index_ratio,H6)),ZScore(TSMean(cs_z_mark_index_ratio,H6)))),H6)))",5,H6
C0114,1,H06_liquidity_structure_ex_realized_vol_mul,P5_basis_premium,RegimeMaskNonMay,mixed_6_24,cross_symbol_zscore,FundingCore,F11_cross_symbol_crowding,"ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(RegimeMaskNonMay(F11_cross_symbol_crowding,Mul(Rank(TSMean(mark_minus_index,4)),ZScore(TSMean(mark_index_ratio,12)))),4))))","ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(RegimeMaskNonMay(F11_cross_symbol_crowding,Mul(Rank(TSMean(mark_minus_index,H6)),ZScore(TSMean(mark_index_ratio,H12)))),H6))))",12,H12
C0115,0,H02_cross_symbol_dispersion_reversal,P5_basis_premium,RollingMaxRank,H6,same_symbol_zscore,Core4,F10_volatility_compression,"ResidualizeVsCore4(TSMean(Rank(RollingMax(mark_index_ratio,3)),3))","ResidualizeVsCore4(TSMean(Rank(RollingMax(mark_index_ratio,H6)),H6))",3,H6
C0115,1,H02_cross_symbol_dispersion_reversal,P5_basis_premium,RollingMaxRank,H6,same_symbol_zscore,Core4,F10_volatility_compression,"ResidualizeVsCore4(Rank(TSMean(Rank(RollingMax(mark_minus_index,4)),4)))","ResidualizeVsCore4(Rank(TSMean(Rank(RollingMax(mark_minus_index,H6)),H6)))",4,H6
C0116,0,H10_range_breakout_failure,P8_regime_state,SafeDivZScore,spread_12_vs_48,same_symbol_rank,FundingCore_and_Core4,F0_calendar_blocks,"ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(SafeDiv(ZScore(TSMean(realized_vol_24,3)),Clip(Abs(ZScore(TSMean(latest_known_funding_rate,5))),0.02,1.5)),3)))","ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(SafeDiv(ZScore(TSMean(realized_vol_24,H6)),Clip(Abs(ZScore(TSMean(latest_known_funding_rate,H6))),0.02,1.5)),H6)))",5,H6
C0116,1,H10_range_breakout_failure,P8_regime_state,SafeDivZScore,spread_12_vs_48,same_symbol_rank,FundingCore_and_Core4,F0_calendar_blocks,"ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(SafeDiv(ZScore(TSMean(quote_volume_mean_24,4)),Clip(Abs(ZScore(TSMean(realized_vol_24,12))),0.05,2.0)),4))))","ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(SafeDiv(ZScore(TSMean(quote_volume_mean_24,H6)),Clip(Abs(ZScore(TSMean(realized_vol_24,H12))),0.05,2.0)),H6))))",12,H12
C0117,0,H00_low_turnover_robust,P10_price_liquidity,AbsZScore,spread_6_vs_24,same_symbol_zscore,Core4,F7_trend_reversal,"ResidualizeVsCore4(TSMean(Abs(ZScore(Delta(ret_6,3))),3))","ResidualizeVsCore4(TSMean(Abs(ZScore(Delta(ret_6,H6))),H6))",3,H6
C0117,1,H00_low_turnover_robust,P10_price_liquidity,AbsZScore,spread_6_vs_24,same_symbol_zscore,Core4,F7_trend_reversal,"ResidualizeVsCore4(Rank(TSMean(Abs(ZScore(Delta(ret_12,4))),4)))","ResidualizeVsCore4(Rank(TSMean(Abs(ZScore(Delta(ret_12,H6))),H6)))",4,H6
C0118,0,H12_horizon_ensemble_stability,P8_regime_state,RollingMaxRank,H12,same_symbol_rank,FundingCore_and_Core4,F11_cross_symbol_crowding,"ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(Rank(RollingMax(realized_vol_24,3)),3)))","ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(Rank(RollingMax(realized_vol_24,H6)),H6)))",3,H6
C0118,1,H12_horizon_ensemble_stability,P8_regime_state,RollingMaxRank,H12,same_symbol_rank,FundingCore_and_Core4,F11_cross_symbol_crowding,"ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(Rank(RollingMax(quote_volume_mean_24,4)),4))))","ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(Rank(RollingMax(quote_volume_mean_24,H6)),H6))))",4,H6
C0119,0,H01_cross_symbol_relative_strength,P7_cross_symbol_relative,ResidualizeVsFundingCore,H48,same_symbol_rank,FundingCore_and_Core4,F7_trend_reversal,"ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(ResidualizeVsFundingCore(Mul(Rank(TSMean(cs_z_ret_6,3)),ZScore(TSMean(cs_z_premium_index,5)))),3)))","ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(ResidualizeVsFundingCore(Mul(Rank(TSMean(cs_z_ret_6,H6)),ZScore(TSMean(cs_z_premium_index,H6)))),H6)))",5,H6
C0119,1,H01_cross_symbol_relative_strength,P7_cross_symbol_relative,ResidualizeVsFundingCore,H48,same_symbol_rank,FundingCore_and_Core4,F7_trend_reversal,"ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(ResidualizeVsFundingCore(Mul(Rank(TSMean(cs_z_ret_12,4)),ZScore(TSMean(cs_z_ret_6,12)))),4))))","ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(ResidualizeVsFundingCore(Mul(Rank(TSMean(cs_z_ret_12,H6)),ZScore(TSMean(cs_z_ret_6,H12)))),H6))))",12,H12
C0120,0,H14_open_ast_cem_diversity,P2_liquidity,TSMeanRank,spread_12_vs_48,same_symbol_zscore,none,F10_volatility_compression,"TSMean(Rank(TSMean(quote_asset_volume,3)),3)","TSMean(Rank(TSMean(quote_asset_volume,H6)),H6)",3,H6
C0120,1,H14_open_ast_cem_diversity,P2_liquidity,TSMeanRank,spread_12_vs_48,same_symbol_zscore,none,F10_volatility_compression,"Rank(TSMean(Rank(TSMean(number_of_trades,4)),4))","Rank(TSMean(Rank(TSMean(number_of_trades,H6)),H6))",4,H6
C0121,0,H01_cross_symbol_relative_strength,P12_liquidity_flow,TSRankMul,mixed_6_24,same_symbol_zscore,FundingCore_and_Core4,F8_low_vol_high_liquidity,"ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(Mul(TSRank(quote_volume_mean_12,3),ZScore(TSMean(taker_buy_ratio,5))),3)))","ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(Mul(TSRank(quote_volume_mean_12,H6),ZScore(TSMean(taker_buy_ratio,H6))),H6)))",5,H6
C0121,1,H01_cross_symbol_relative_strength,P12_liquidity_flow,TSRankMul,mixed_6_24,same_symbol_zscore,FundingCore_and_Core4,F8_low_vol_high_liquidity,"ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(Mul(TSRank(quote_volume_mean_24,4),ZScore(TSMean(taker_imbalance,12))),4))))","ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(Mul(TSRank(quote_volume_mean_24,H6),ZScore(TSMean(taker_imbalance,H12))),H6))))",12,H12
C0122,0,H02_cross_symbol_dispersion_reversal,P8_regime_state,AbsZScore,H12,cross_symbol_zscore,FundingCore_and_Core4,F6_cross_symbol_dispersion,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Abs(ZScore(Delta(realized_vol_24,3))),3))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Abs(ZScore(Delta(realized_vol_24,H6))),H6))))",3,H6
C0122,1,H02_cross_symbol_dispersion_reversal,P8_regime_state,AbsZScore,H12,cross_symbol_zscore,FundingCore_and_Core4,F6_cross_symbol_dispersion,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Abs(ZScore(Delta(quote_volume_mean_24,4))),4)))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Abs(ZScore(Delta(quote_volume_mean_24,H6))),H6)))))",4,H6
C0123,0,H01_cross_symbol_relative_strength,P6_funding_observable,MulRankZScore,mixed_6_24,same_symbol_zscore,Core4,F1_high_realized_vol,"ResidualizeVsCore4(TSMean(Mul(Rank(TSMean(latest_known_funding_rate,3)),ZScore(Decay(funding_rate_persistence_3,5))),3))","ResidualizeVsCore4(TSMean(Mul(Rank(TSMean(latest_known_funding_rate,H6)),ZScore(Decay(funding_rate_persistence_3,H6))),H6))",5,H6
C0123,1,H01_cross_symbol_relative_strength,P6_funding_observable,MulRankZScore,mixed_6_24,same_symbol_zscore,Core4,F1_high_realized_vol,"ResidualizeVsCore4(Rank(TSMean(Mul(Rank(TSMean(funding_rate_z_24,4)),ZScore(Decay(funding_rate_z_24,12))),4)))","ResidualizeVsCore4(Rank(TSMean(Mul(Rank(TSMean(funding_rate_z_24,H6)),ZScore(Decay(funding_rate_z_24,H12))),H6)))",12,H12
C0124,0,H12_horizon_ensemble_stability,P6_funding_observable,DeltaRank,mixed_6_24,same_symbol_rank,none,F7_trend_reversal,"TSMean(Rank(Delta(latest_known_funding_rate,3)),3)","TSMean(Rank(Delta(latest_known_funding_rate,H6)),H6)",3,H6
C0124,1,H12_horizon_ensemble_stability,P6_funding_observable,DeltaRank,mixed_6_24,same_symbol_rank,none,F7_trend_reversal,"Rank(TSMean(Rank(Delta(funding_rate_z_24,4)),4))","Rank(TSMean(Rank(Delta(funding_rate_z_24,H6)),H6))",4,H6
C0125,0,H08_trade_size_microstructure_lite,P3_trade_size,DecayZScore,H6,same_symbol_zscore,FundingCore_and_Core4,F11_cross_symbol_crowding,"ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(ZScore(Decay(avg_trade_size_quote,3)),3)))","ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(ZScore(Decay(avg_trade_size_quote,H6)),H6)))",3,H6
C0125,1,H08_trade_size_microstructure_lite,P3_trade_size,DecayZScore,H6,same_symbol_zscore,FundingCore_and_Core4,F11_cross_symbol_crowding,"ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(ZScore(Decay(number_of_trades,4)),4))))","ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(ZScore(Decay(number_of_trades,H6)),H6))))",4,H6
C0126,0,H12_horizon_ensemble_stability,P9_price_basis,ResidualizeVsFundingCore,H12,cross_symbol_zscore,FundingCore_and_Core4,F2_low_liquidity,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(ResidualizeVsFundingCore(Mul(Rank(TSMean(ret_6,3)),ZScore(TSMean(premium_index,5)))),3))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(ResidualizeVsFundingCore(Mul(Rank(TSMean(ret_6,H6)),ZScore(TSMean(premium_index,H6)))),H6))))",5,H6
C0126,1,H12_horizon_ensemble_stability,P9_price_basis,ResidualizeVsFundingCore,H12,cross_symbol_zscore,FundingCore_and_Core4,F2_low_liquidity,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(ResidualizeVsFundingCore(Mul(Rank(TSMean(ret_12,4)),ZScore(TSMean(mark_index_ratio,12)))),4)))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(ResidualizeVsFundingCore(Mul(Rank(TSMean(ret_12,H6)),ZScore(TSMean(mark_index_ratio,H12)))),H6)))))",12,H12
C0127,0,H00_low_turnover_robust,P10_price_liquidity,CrossSymbolRank,H6,same_symbol_rank,FundingCore_and_Core4,F3_high_liquidity_high_vol,"ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(CrossSymbolRank(TSMean(ret_6,3)),3)))","ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(CrossSymbolRank(TSMean(ret_6,H6)),H6)))",3,H6
C0127,1,H00_low_turnover_robust,P10_price_liquidity,CrossSymbolRank,H6,same_symbol_rank,FundingCore_and_Core4,F3_high_liquidity_high_vol,"ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(CrossSymbolRank(TSMean(ret_12,4)),4))))","ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(CrossSymbolRank(TSMean(ret_12,H6)),H6))))",4,H6
C0128,0,H03_basis_premium_residual,P12_liquidity_flow,Rank,mixed_6_24,same_symbol_rank,Core4,F3_high_liquidity_high_vol,"ResidualizeVsCore4(TSMean(Rank(TSMean(quote_volume_mean_12,3)),3))","ResidualizeVsCore4(TSMean(Rank(TSMean(quote_volume_mean_12,H6)),H6))",3,H6
C0128,1,H03_basis_premium_residual,P12_liquidity_flow,Rank,mixed_6_24,same_symbol_rank,Core4,F3_high_liquidity_high_vol,"ResidualizeVsCore4(Rank(TSMean(Rank(TSMean(quote_volume_mean_24,4)),4)))","ResidualizeVsCore4(Rank(TSMean(Rank(TSMean(quote_volume_mean_24,H6)),H6)))",4,H6
C0129,0,H12_horizon_ensemble_stability,P4_taker_flow,WinsorZScore,H24,same_symbol_zscore,FundingCore_and_Core4,F4_basis_dislocation,"ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(WinsorZScore(TSMean(taker_buy_ratio,3),1.5),3)))","ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(WinsorZScore(TSMean(taker_buy_ratio,H6),1.5),H6)))",3,H6
C0129,1,H12_horizon_ensemble_stability,P4_taker_flow,WinsorZScore,H24,same_symbol_zscore,FundingCore_and_Core4,F4_basis_dislocation,"ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(WinsorZScore(TSMean(taker_imbalance,4),2.0),4))))","ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(WinsorZScore(TSMean(taker_imbalance,H6),2.0),H6))))",4,H6
C0130,0,H09_trend_reversal_horizon_mix,P0_price_return,DecayZScore,H6,cross_symbol_rank,none,F7_trend_reversal,"cross_symbol_rank(TSMean(ZScore(Decay(ret_3,3)),3))","cross_symbol_rank(TSMean(ZScore(Decay(ret_3,H6)),H6))",3,H6
C0130,1,H09_trend_reversal_horizon_mix,P0_price_return,DecayZScore,H6,cross_symbol_rank,none,F7_trend_reversal,"cross_symbol_rank(Rank(TSMean(ZScore(Decay(ret_6,4)),4)))","cross_symbol_rank(Rank(TSMean(ZScore(Decay(ret_6,H6)),H6)))",4,H6
C0131,0,H03_basis_premium_residual,P15_open_ast_diverse,RollingMinRank,H72,cross_symbol_zscore,FundingCore,F8_low_vol_high_liquidity,"ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Rank(RollingMin(mark_index_ratio,3)),3)))","ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Rank(RollingMin(mark_index_ratio,H6)),H6)))",3,H6
C0131,1,H03_basis_premium_residual,P15_open_ast_diverse,RollingMinRank,H72,cross_symbol_zscore,FundingCore,F8_low_vol_high_liquidity,"ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Rank(RollingMin(mark_minus_index,4)),4))))","ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Rank(RollingMin(mark_minus_index,H6)),H6))))",4,H6
C0132,0,H02_cross_symbol_dispersion_reversal,P1_range_volatility,ResidualizeVsCore4,H72,cross_symbol_rank,FundingCore,F4_basis_dislocation,"ResidualizeVsFundingCore(cross_symbol_rank(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(hl_range,3)),ZScore(TSMean(realized_vol_24,5)))),3)))","ResidualizeVsFundingCore(cross_symbol_rank(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(hl_range,H6)),ZScore(TSMean(realized_vol_24,H6)))),H6)))",5,H6
C0132,1,H02_cross_symbol_dispersion_reversal,P1_range_volatility,ResidualizeVsCore4,H72,cross_symbol_rank,FundingCore,F4_basis_dislocation,"ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(realized_vol_6,4)),ZScore(TSMean(hl_range,12)))),4))))","ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(realized_vol_6,H6)),ZScore(TSMean(hl_range,H12)))),H6))))",12,H12
C0133,0,H02_cross_symbol_dispersion_reversal,P2_liquidity,NegRank,spread_6_vs_24,same_symbol_zscore,Core4,F5_funding_neutral,"ResidualizeVsCore4(TSMean(Neg(Rank(Decay(quote_asset_volume,3))),3))","ResidualizeVsCore4(TSMean(Neg(Rank(Decay(quote_asset_volume,H6))),H6))",3,H6
C0133,1,H02_cross_symbol_dispersion_reversal,P2_liquidity,NegRank,spread_6_vs_24,same_symbol_zscore,Core4,F5_funding_neutral,"ResidualizeVsCore4(Rank(TSMean(Neg(Rank(Decay(number_of_trades,4))),4)))","ResidualizeVsCore4(Rank(TSMean(Neg(Rank(Decay(number_of_trades,H6))),H6)))",4,H6
C0134,0,H05_volatility_structure_ex_liquidity_mul,P1_range_volatility,DecayZScore,mixed_12_48,cross_symbol_rank,Core4,F9_liquidity_shock,"ResidualizeVsCore4(cross_symbol_rank(TSMean(ZScore(Decay(hl_range,3)),3)))","ResidualizeVsCore4(cross_symbol_rank(TSMean(ZScore(Decay(hl_range,H6)),H6)))",3,H6
C0134,1,H05_volatility_structure_ex_liquidity_mul,P1_range_volatility,DecayZScore,mixed_12_48,cross_symbol_rank,Core4,F9_liquidity_shock,"ResidualizeVsCore4(cross_symbol_rank(Rank(TSMean(ZScore(Decay(realized_vol_6,4)),4))))","ResidualizeVsCore4(cross_symbol_rank(Rank(TSMean(ZScore(Decay(realized_vol_6,H6)),H6))))",4,H6
C0135,0,H04_basis_compression_expansion,P1_range_volatility,DeltaRank,H6,cross_symbol_zscore,none,F5_funding_neutral,"cross_symbol_zscore(TSMean(Rank(Delta(hl_range,3)),3))","cross_symbol_zscore(TSMean(Rank(Delta(hl_range,H6)),H6))",3,H6
C0135,1,H04_basis_compression_expansion,P1_range_volatility,DeltaRank,H6,cross_symbol_zscore,none,F5_funding_neutral,"cross_symbol_zscore(Rank(TSMean(Rank(Delta(realized_vol_6,4)),4)))","cross_symbol_zscore(Rank(TSMean(Rank(Delta(realized_vol_6,H6)),H6)))",4,H6
C0136,0,H07_taker_flow_lag_stable,P0_price_return,SubRank,spread_6_vs_24,cross_symbol_zscore,FundingCore_and_Core4,F8_low_vol_high_liquidity,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Sub(Rank(TSMean(ret_3,3)),Rank(TSMean(ret_24,5))),3))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Sub(Rank(TSMean(ret_3,H6)),Rank(TSMean(ret_24,H6))),H6))))",5,H6
C0136,1,H07_taker_flow_lag_stable,P0_price_return,SubRank,spread_6_vs_24,cross_symbol_zscore,FundingCore_and_Core4,F8_low_vol_high_liquidity,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Sub(Rank(TSMean(ret_6,4)),Rank(TSMean(ret_12,12))),4)))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Sub(Rank(TSMean(ret_6,H6)),Rank(TSMean(ret_12,H12))),H6)))))",12,H12
C0137,0,H06_liquidity_structure_ex_realized_vol_mul,P7_cross_symbol_relative,SafeDivZScore,H48,cross_symbol_rank,FundingCore_and_Core4,F7_trend_reversal,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(SafeDiv(ZScore(TSMean(cs_z_ret_6,3)),Clip(Abs(ZScore(TSMean(cs_z_premium_index,5))),0.02,1.5)),3))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(SafeDiv(ZScore(TSMean(cs_z_ret_6,H6)),Clip(Abs(ZScore(TSMean(cs_z_premium_index,H6))),0.02,1.5)),H6))))",5,H6
C0137,1,H06_liquidity_structure_ex_realized_vol_mul,P7_cross_symbol_relative,SafeDivZScore,H48,cross_symbol_rank,FundingCore_and_Core4,F7_trend_reversal,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(SafeDiv(ZScore(TSMean(cs_z_ret_12,4)),Clip(Abs(ZScore(TSMean(cs_z_ret_6,12))),0.05,2.0)),4)))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(SafeDiv(ZScore(TSMean(cs_z_ret_12,H6)),Clip(Abs(ZScore(TSMean(cs_z_ret_6,H12))),0.05,2.0)),H6)))))",12,H12
C0138,0,H13_symbol_tier_relative,P3_trade_size,AddZScore,H48,same_symbol_zscore,Core4,F9_liquidity_shock,"ResidualizeVsCore4(TSMean(Add(ZScore(TSMean(avg_trade_size_quote,3)),ZScore(TSMean(quote_asset_volume,5))),3))","ResidualizeVsCore4(TSMean(Add(ZScore(TSMean(avg_trade_size_quote,H6)),ZScore(TSMean(quote_asset_volume,H6))),H6))",5,H6
C0138,1,H13_symbol_tier_relative,P3_trade_size,AddZScore,H48,same_symbol_zscore,Core4,F9_liquidity_shock,"ResidualizeVsCore4(Rank(TSMean(Add(ZScore(TSMean(number_of_trades,4)),ZScore(TSMean(number_of_trades,12))),4)))","ResidualizeVsCore4(Rank(TSMean(Add(ZScore(TSMean(number_of_trades,H6)),ZScore(TSMean(number_of_trades,H12))),H6)))",12,H12
C0139,0,H09_trend_reversal_horizon_mix,P5_basis_premium,MulRankZScore,mixed_6_24,same_symbol_rank,FundingCore,F7_trend_reversal,"ResidualizeVsFundingCore(TSMean(Mul(Rank(TSMean(mark_index_ratio,3)),ZScore(Decay(cs_z_mark_index_ratio,5))),3))","ResidualizeVsFundingCore(TSMean(Mul(Rank(TSMean(mark_index_ratio,H6)),ZScore(Decay(cs_z_mark_index_ratio,H6))),H6))",5,H6
C0139,1,H09_trend_reversal_horizon_mix,P5_basis_premium,MulRankZScore,mixed_6_24,same_symbol_rank,FundingCore,F7_trend_reversal,"ResidualizeVsFundingCore(Rank(TSMean(Mul(Rank(TSMean(mark_minus_index,4)),ZScore(Decay(mark_index_ratio,12))),4)))","ResidualizeVsFundingCore(Rank(TSMean(Mul(Rank(TSMean(mark_minus_index,H6)),ZScore(Decay(mark_index_ratio,H12))),H6)))",12,H12
