candidate_id,expression,fields,field_families,pattern_id,oi_field,price_field,oi_window,price_window,windows,skeleton_key,production_key,parent_seed_id,source,deterministic_order_key,selected_for_fast_replay,q_decision,q_reasons,q_warnings,q_label_t1_positive_premay_splits,q_label_t2_positive_premay_splits,q_one_bar_lag_positive_premay_splits,q_timevarying_latent_positive_premay_splits,q_net_10bps_positive_premay_splits,q_control_ratio_premay_max_by_split,q_recent_net_mean_spread_10bps,q_recent_turnover,q_recent_newey_west_tstat_lag24,q_selector_score_no_may,r_decision,r_reasons,r_warnings,r_label_t1_positive_premay_splits,r_label_t2_positive_premay_splits,r_one_bar_lag_positive_premay_splits,r_latent_positive_premay_splits,r_net_10bps_positive_premay_splits,r_control_ratio_premay_max,r_top_symbol_abs_contribution_share,r_top_month_abs_contribution_share,r_top_latent_abs_contribution_share,s_a7al2s_tier,s_allowed_as_seed_for_large_search,s_allowed_as_seed_for_company_full_qr_comparison,s_allowed_for_may_stress_failure_attribution,s_allowed_for_local_expansion_before_full_pool,s_premay_positive_split_count,s_pre_may_control_ratio_max,s_may_control_ratio_max,s_may_gate_max,t_entry_rows,t_failure_labels,t_may_sign_flip_rows,t_may_control_dominated_rows,t_may_min_spread,t_may_mean_spread,t_premay_mean_spread,t_eligible_for_expansion,in_a7al2q_generated,in_a7al2q_fast_replay,in_a7al2r_forensic,in_a7al2s_followup,in_a7al2t_may_attribution,shared_pool_stage,has_repaired_canonical_chain,is_control_dominated_premay,is_may_stress_failed,eligible_for_large_search,eligible_for_alpha_proof,selector_feature_replay_alignment_score,selector_feature_latency_survival_score,selector_feature_neutral_survival_score,selector_feature_cost_survival_score,selector_feature_robust_stat_score,selector_feature_spread_score,selector_feature_control_penalty,selector_feature_turnover_penalty,selector_feature_concentration_penalty,selector_hard_reject_reason,selector_score_no_may,selector_score_uses_may,selected_by_a7al2v
a7al2q_c09e1651a5aa0926,"Mul(ZScore(Delta(open_interest_value_mean,720)),ZScore(Mean(mark_close,4)))",mark_close|open_interest_value_mean,open_interest|price,oi_delta_x_price_level,open_interest_value_mean,mark_close,720,4,720|4,skeleton-6a73164c2e3655ed,a7al2q_local_oi_price::oi_delta_x_price_level::open_interest_value_mean|mark_close::720|4,,local_mutation,0100fd99be1da320,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3.0,3.0,3.0,,3.0,18.952047412806817,0.002682841203118,0.0562263803115494,,-3.7692062096887264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.5,0.5,0.0,0.5,0.0,0.8202630895369332,1.0,0.07065140927636825,0.0,premay_control_dominated,0.60844301,False,False
a7al2q_132c2a7c6c4a9142,"Sub(Abs(ZScore(Mean(open_interest_value_mean,168))),Abs(ZScore(Mean(trade_close,504))))",open_interest_value_mean|trade_close,open_interest|price,abs_level_gap,open_interest_value_mean,trade_close,168,504,168|504,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_mean|trade_close::168|504,,local_mutation,01043d7990fe61d6,True,A7AL2Q_LOCAL_OI_PRICE_DIAGNOSTIC_CANDIDATE,,timevarying_latent_deferred_to_a7al2r|control_close|overlap_adjusted_recent_tstat_weak,3.0,3.0,3.0,,3.0,0.8147654685480294,0.0019186764415893,0.0018619227578578,,13.603910973041293,A7AL2R_LOCAL_FORENSIC_PASS,,control_close,3.0,3.0,3.0,3.0,3.0,0.8147654685480294,0.0447030778873562,0.2818882560000429,0.2072343562073227,watchlist_control_close__may_control_dominated,False,False,True,False,4.0,0.9812118076400712,1.2192282763605269,HOLD_CONTROL_DOMINATED,2.0,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED|PREMAY_CONTROL_CLOSE,2.0,2.0,-0.0016426349630539,-0.0016354241345934,0.0015695892228497,False,True,True,True,True,True,stress_attributed,True,False,True,False,False,1.0,1.0,0.5,1.0,0.0,0.7250396925678814,0.4073827342740147,0.0015007269145992529,0.2818882560000429,,3.20947059,False,False
a7al2q_7cf43aae9a3604a4,"Mul(Abs(ZScore(Mean(open_interest_value_last,48))),Abs(ZScore(Delta(mark_close,336))))",mark_close|open_interest_value_last,open_interest|price,oi_abs_x_price_abs_delta,open_interest_value_last,mark_close,48,336,48|336,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_value_last|mark_close::48|336,,local_mutation,0106d95c1c17c227,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3.0,3.0,3.0,,3.0,1.604835649451429,0.0020061583455265,0.0718407226472486,,12.901322696075113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.5,0.5,0.0,0.5,0.0,0.7359409071823262,0.8024178247257145,0.0905125920367679,0.0,premay_control_dominated,0.82329723,False,False
a7al2q_d8a7f2027987e6a0,"Mul(ZScore(Mean(open_interest_mean,720)),ZScore(Delta(trade_close,8)))",open_interest_mean|trade_close,open_interest|price,oi_level_x_price_delta,open_interest_mean,trade_close,720,8,720|8,skeleton-34595505730d2c62,a7al2q_local_oi_price::oi_level_x_price_delta::open_interest_mean|trade_close::720|8,,local_mutation,010a7cb57e2c83e0,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile|recent_10bps_negative,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,1.0,1.0,1.0,,1.0,127.250331196708,-0.0007414671945675,0.5281408424739608,,-122.49179839127554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.3935563185456126,1.0,0.6709187262580313,0.0,premay_control_dominated,-0.87900995,False,False
a7al2q_894ef6556dc4dd53,"Sub(Abs(ZScore(Mean(open_interest_value_mean,504))),Abs(ZScore(Mean(index_close,96))))",index_close|open_interest_value_mean,open_interest|price,abs_level_gap,open_interest_value_mean,index_close,504,96,504|96,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_mean|index_close::504|96,,local_mutation,01109a0e75564ee1,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3.0,3.0,3.0,,3.0,1.3806160795391744,0.0008092277639555,0.0013273112729283,,11.928611684416351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.5,0.5,0.0,0.5,0.0,0.5867900935733259,0.6903080397695872,0.0008207100314214466,0.0,premay_control_dominated,0.91469506,False,False
a7al2q_86bb796aa404fadd,"Mul(Abs(ZScore(Mean(open_interest_value_mean,720))),Abs(ZScore(Delta(index_close,336))))",index_close|open_interest_value_mean,open_interest|price,oi_abs_x_price_abs_delta,open_interest_value_mean,index_close,720,336,720|336,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_value_mean|index_close::720|336,,local_mutation,011a77c72a4ca4f4,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3.0,3.0,3.0,,3.0,3.5123140913494035,0.001731621319817,0.0722278551018527,,10.719307228467676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.5,0.5,0.0,0.5,0.0,0.7017305516438935,1.0,0.09100501805562076,0.0,premay_control_dominated,0.5242731,False,False
a7al2q_e6be44ccbba38b66,"Sub(Abs(ZScore(Mean(open_interest_value_last,504))),Abs(ZScore(Mean(mark_close,12))))",mark_close|open_interest_value_last,open_interest|price,abs_level_gap,open_interest_value_last,mark_close,504,12,504|12,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_last|mark_close::504|12,,local_mutation,011ab202f394d0e0,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3.0,3.0,3.0,,3.0,1.5084452943801938,0.000921717434424,0.0013273112729283,,11.913272140043896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.5,0.5,0.0,0.5,0.0,0.6008075530077432,0.7542226471900969,0.0008207100314214466,0.0,premay_control_dominated,0.83432595,False,False
a7al2q_bacf83c4aa67df04,"Mul(ZScore(Delta(open_interest_value_last,504)),ZScore(Mean(index_close,24)))",index_close|open_interest_value_last,open_interest|price,oi_delta_x_price_level,open_interest_value_last,index_close,504,24,504|24,skeleton-6a73164c2e3655ed,a7al2q_local_oi_price::oi_delta_x_price_level::open_interest_value_last|index_close::504|24,,local_mutation,011b248aacd26abd,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,2.0,2.0,2.0,,2.0,15.237363508657593,0.003899416283576,0.0735182966171997,,-2.337947225081519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.9718618253872481,1.0,0.09264643811846367,0.0,premay_control_dominated,0.19928393,False,False
a7al2q_ca72f5849cff347a,"Mul(Abs(ZScore(Mean(open_interest_value_last,12))),Abs(ZScore(Delta(mark_close,72))))",mark_close|open_interest_value_last,open_interest|price,oi_abs_x_price_abs_delta,open_interest_value_last,mark_close,12,72,12|72,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_value_last|mark_close::12|72,,local_mutation,011f9e60cb2a1072,True,A7AL2Q_LOCAL_OI_PRICE_DIAGNOSTIC_CANDIDATE,,timevarying_latent_deferred_to_a7al2r|control_close|overlap_adjusted_recent_tstat_weak,3.0,3.0,3.0,,3.0,0.9186554799806426,0.0015093671856899,0.1370264540510646,,13.090711705709312,HOLD_A7AL2R_LATENT_FRAGILE,timevarying_latent_fragile,control_close,3.0,3.0,3.0,2.0,3.0,0.9186554799806426,0.0431548838664144,0.3382623459429031,0.2060450275169857,hold_timevarying_latent_fragile__may_control_dominated,False,False,True,False,4.0,1.0002193179052945,1.7232630688680328,HOLD_CONTROL_DOMINATED,2.0,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED|PREMAY_CONTROL_CLOSE,2.0,2.0,-0.0018735643049417,-0.0018185118444938,0.0014502332930897,False,True,True,True,True,True,stress_attributed,True,False,True,False,False,1.0,1.0,0.3333333333333333,1.0,0.0,0.6740352237414922,0.4593277399903213,0.1734277540683769,0.3382623459429031,replay_forensic_hold,2.86523317,False,False
a7al2q_c46fcfb9f5cfa44a,"Add(ZScore(Mean(open_interest_mean,24)),Neg(ZScore(Delta(trade_close,96))))",open_interest_mean|trade_close,open_interest|price,oi_level_plus_neg_price_delta,open_interest_mean,trade_close,24,96,24|96,skeleton-cdd50cc367bea61c,a7al2q_local_oi_price::oi_level_plus_neg_price_delta::open_interest_mean|trade_close::24|96,,local_mutation,0120baea5809c777,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,1.0,1.0,1.0,,1.0,16.829504988969596,0.0004863650911537,0.1073647340768734,,-10.84313989781585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.5465578269124138,1.0,0.13569854148102992,0.0,premay_control_dominated,-0.5922319,False,False
a7al2q_a5c03992d01f4b7e,"Sub(Abs(ZScore(Mean(open_interest_value_last,504))),Abs(ZScore(Mean(trade_close,24))))",open_interest_value_last|trade_close,open_interest|price,abs_level_gap,open_interest_value_last,trade_close,504,24,504|24,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_last|trade_close::504|24,,local_mutation,012213eddc2afd3a,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3.0,3.0,3.0,,3.0,1.6085599450872554,0.0009120926049758,0.0013641810305097,,11.803532659888592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.5,0.5,0.0,0.5,0.0,0.5996081926061043,0.8042799725436277,0.0008676077475027447,0.0,premay_control_dominated,0.7634497,False,False
a7al2q_fe98f845b4729cb0,"Sub(ZScore(Delta(open_interest_mean,24)),ZScore(Delta(mark_close,720)))",mark_close|open_interest_mean,open_interest|price,delta_spread,open_interest_mean,mark_close,24,720,24|720,skeleton-b86d839c2c31ff74,a7al2q_local_oi_price::delta_spread::open_interest_mean|mark_close::24|720,,local_mutation,01269740ca2c7391,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3.0,3.0,3.0,,3.0,11.56843899520526,0.0017073274988883,0.1880541985436445,,2.638888503683117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.5,0.5,0.0,0.5,0.0,0.6987032723572109,1.0,0.23833419312479479,0.0,premay_control_dominated,0.47074016,False,False
a7al2q_de61a31e0f94786b,"Mul(ZScore(Delta(open_interest_value_last,720)),ZScore(Mean(trade_close,96)))",open_interest_value_last|trade_close,open_interest|price,oi_delta_x_price_level,open_interest_value_last,trade_close,720,96,720|96,skeleton-6a73164c2e3655ed,a7al2q_local_oi_price::oi_delta_x_price_level::open_interest_value_last|trade_close::720|96,,local_mutation,012a6246111d12be,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3.0,3.0,3.0,,3.0,20.624861847801377,0.0027913405041946,0.0655359941008387,,-5.333521343606751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.5,0.5,0.0,0.5,0.0,0.8337833047279783,1.0,0.082493082586878,0.0,premay_control_dominated,0.61308657,False,False
a7al2q_100786d679e5b988,"Mul(Abs(ZScore(Mean(open_interest_value_last,4))),Abs(ZScore(Delta(index_close,72))))",index_close|open_interest_value_last,open_interest|price,oi_abs_x_price_abs_delta,open_interest_value_last,index_close,4,72,4|72,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_value_last|index_close::4|72,,local_mutation,012d946e9fa38380,True,A7AL2Q_LOCAL_OI_PRICE_DIAGNOSTIC_CANDIDATE,,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3.0,3.0,3.0,,3.0,0.7837193150370825,0.0016953814505579,0.1392386395059452,,13.411662135520908,HOLD_A7AL2R_LATENT_FRAGILE,timevarying_latent_fragile,,3.0,3.0,3.0,2.0,3.0,0.7837193150370825,0.0435863883936711,0.3347838702047269,0.2058360641328725,hold_timevarying_latent_fragile__may_control_dominated,False,False,True,False,4.0,0.8411752496318406,2.195751065438367,HOLD_CONTROL_DOMINATED,2.0,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED,2.0,2.0,-0.0016886669935652,-0.0016487767758444,0.0015252814763762,False,True,True,True,True,True,stress_attributed,True,False,True,False,False,1.0,1.0,0.3333333333333333,1.0,0.0,0.6972146623615059,0.39185965751854124,0.17624161703325048,0.3347838702047269,replay_forensic_hold,2.97550951,False,False
a7al2q_052666e2602c6204,"Sub(Abs(ZScore(Delta(open_interest_value_mean,720))),Abs(ZScore(Delta(mark_close,12))))",mark_close|open_interest_value_mean,open_interest|price,abs_delta_gap,open_interest_value_mean,mark_close,720,12,720|12,skeleton-65ce4cb2af0cf72a,a7al2q_local_oi_price::abs_delta_gap::open_interest_value_mean|mark_close::720|12,,local_mutation,012ee3703bd2b970,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile|recent_10bps_negative,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,1.0,1.0,1.0,,1.0,13.950614164116924,-0.0004238710863231,0.2155959074569084,,-8.874485250440108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.43313231290405785,1.0,0.27336678703747125,0.0,premay_control_dominated,-0.71414237,False,False
a7al2q_79ce9904a7c3ba7d,"Mul(ZScore(Delta(open_interest_value_last,8)),ZScore(Mean(trade_close,8)))",open_interest_value_last|trade_close,open_interest|price,oi_delta_x_price_level,open_interest_value_last,trade_close,8,8,8|8,skeleton-6a73164c2e3655ed,a7al2q_local_oi_price::oi_delta_x_price_level::open_interest_value_last|trade_close::8|8,,local_mutation,01312d4dcb8fadf8,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile|recent_10bps_negative,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,1.0,1.0,1.0,,1.0,1550.6021626606175,-0.000948733489598,0.4816665130426767,,-1546.0508961502155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.3677286414743602,1.0,0.6118041551376449,0.0,premay_control_dominated,-0.87510784,False,False
a7al2q_cdee002b3cb51028,"Add(ZScore(Mean(open_interest_value_last,4)),Neg(ZScore(Delta(trade_close,720))))",open_interest_value_last|trade_close,open_interest|price,oi_level_plus_neg_price_delta,open_interest_value_last,trade_close,4,720,4|720,skeleton-cdd50cc367bea61c,a7al2q_local_oi_price::oi_level_plus_neg_price_delta::open_interest_value_last|trade_close::4|720,,local_mutation,013149a14f9d7828,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,2.0,2.0,2.0,,2.0,24.680177849513303,0.0008412624402038,0.0454788459765877,,-14.8389154093095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.5907819692089735,1.0,0.05698072503869069,0.0,premay_control_dominated,-0.03593497,False,False
a7al2q_61b0e773f54d336e,"Add(ZScore(Mean(open_interest_last,72)),Neg(ZScore(Delta(mark_close,8))))",mark_close|open_interest_last,open_interest|price,oi_level_plus_neg_price_delta,open_interest_last,mark_close,72,8,72|8,skeleton-cdd50cc367bea61c,a7al2q_local_oi_price::oi_level_plus_neg_price_delta::open_interest_last|mark_close::72|8,,local_mutation,0134aa6bdeeea578,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile|recent_10bps_negative,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,0.0,1.0,1.0,,0.0,462.94397280397385,-0.0012392053445054,0.3096322241681261,,-460.1831781484793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.08333333333333333,0.16666666666666666,0.0,0.0,0.0,0.33153262964459285,1.0,0.3929794119026404,0.0,premay_control_dominated,-1.07204658,False,False
a7al2q_ad8239fed28311c1,"Sub(Abs(ZScore(Delta(open_interest_value_mean,24))),Abs(ZScore(Delta(trade_close,72))))",open_interest_value_mean|trade_close,open_interest|price,abs_delta_gap,open_interest_value_mean,trade_close,24,72,24|72,skeleton-65ce4cb2af0cf72a,a7al2q_local_oi_price::abs_delta_gap::open_interest_value_mean|trade_close::24|72,,local_mutation,0151b14c1b8fc306,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile|recent_10bps_negative,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,1.0,2.0,2.0,,0.0,484.56372574422807,-0.0024484625400099,0.4311365102774449,,-480.0121882842381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.25,0.3333333333333333,0.0,0.0,0.0,0.18084578334870727,1.0,0.5475308352483234,0.0,premay_control_dominated,-0.87408603,False,False
a7al2q_65fb8055686e568f,"Sub(Abs(ZScore(Mean(open_interest_last,72))),Abs(ZScore(Mean(index_close,504))))",index_close|open_interest_last,open_interest|price,abs_level_gap,open_interest_last,index_close,72,504,72|504,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_last|index_close::72|504,,local_mutation,015375521f6e91bd,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile|recent_10bps_negative,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,0.0,0.0,0.0,,0.0,1.475512241947205,-0.0002628836737951,0.0020647064245552,,0.26160408425764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.45319312840084586,0.7377561209736025,0.0017586643530460113,0.0,premay_control_dominated,-0.73889857,False,False
a7al2q_39631109514d8381,"Add(ZScore(Delta(open_interest_last,4)),Neg(ZScore(Mean(index_close,24))))",index_close|open_interest_last,open_interest|price,oi_delta_plus_neg_price_level,open_interest_last,index_close,4,24,4|24,skeleton-a31a62d6cd42777e,a7al2q_local_oi_price::oi_delta_plus_neg_price_level::open_interest_last|index_close::4|24,,local_mutation,015419ce88ed80d7,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3.0,3.0,3.0,,3.0,11.465950201650797,0.0001921154268304,0.4986634712876762,,1.2261652251796304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.5,0.5,0.0,0.5,0.0,0.5098910581676535,1.0,0.6334240022510903,0.0,premay_control_dominated,0.20973079,False,False
a7al2q_c5d66518cfe91753,"Sub(Abs(ZScore(Delta(open_interest_value_last,336))),Abs(ZScore(Delta(trade_close,12))))",open_interest_value_last|trade_close,open_interest|price,abs_delta_gap,open_interest_value_last,trade_close,336,12,336|12,skeleton-65ce4cb2af0cf72a,a7al2q_local_oi_price::abs_delta_gap::open_interest_value_last|trade_close::336|12,,local_mutation,0154b05235bfb663,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3.0,3.0,3.0,,3.0,10.788494534033893,0.0001323075873518,0.254843764402249,,1.843813053317913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.5,0.5,0.0,0.5,0.0,0.5024383386400753,1.0,0.32328940580593724,0.0,premay_control_dominated,0.31343363,False,False
a7al2q_c547c12042501b74,"Mul(ZScore(Delta(open_interest_value_last,4)),ZScore(Mean(index_close,72)))",index_close|open_interest_value_last,open_interest|price,oi_delta_x_price_level,open_interest_value_last,index_close,4,72,4|72,skeleton-6a73164c2e3655ed,a7al2q_local_oi_price::oi_delta_x_price_level::open_interest_value_last|index_close::4|72,,local_mutation,0154d89acca66542,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile|recent_10bps_negative,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,1.0,1.0,1.0,,1.0,124.24407703118192,-0.0008335857205851,0.692045349801825,,-119.57766275176702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.38207732944170536,1.0,0.8794025230971251,0.0,premay_control_dominated,-0.95944062,False,False
a7al2q_f6acc570273f4779,"Sub(Abs(ZScore(Delta(open_interest_value_mean,48))),Abs(ZScore(Delta(trade_close,720))))",open_interest_value_mean|trade_close,open_interest|price,abs_delta_gap,open_interest_value_mean,trade_close,48,720,48|720,skeleton-65ce4cb2af0cf72a,a7al2q_local_oi_price::abs_delta_gap::open_interest_value_mean|trade_close::48|720,,local_mutation,0165710a4ed67e74,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile|recent_10bps_negative,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,2.0,2.0,2.0,,1.0,66.14617869854062,-0.0011366883186695,0.3396810765969213,,-58.78286701721018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.0,0.3443073870512674,1.0,0.4312010505088402,0.0,premay_control_dominated,-0.47712057,False,False
a7al2q_1a74d652104b593d,"Sub(ZScore(Delta(open_interest_mean,48)),ZScore(Delta(mark_close,96)))",mark_close|open_interest_mean,open_interest|price,delta_spread,open_interest_mean,mark_close,48,96,48|96,skeleton-b86d839c2c31ff74,a7al2q_local_oi_price::delta_spread::open_interest_mean|mark_close::48|96,,local_mutation,0169ec6178207c06,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3.0,3.0,3.0,,3.0,6.934076924610052,0.0008856997089101,0.1649184256613513,,6.451622784300104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.5,0.5,0.0,0.5,0.0,0.5963193452975745,1.0,0.20890587628382506,0.0,premay_control_dominated,0.41449052,False,False
