symbol,rows,premium_close_bps_coverage,mark_index_basis_bps_coverage,funding_rate_coverage,open_interest_last_coverage,recent_patch_rows,main_rows_kept
BARDUSDT,6397,1.0,1.0,0.37611380334531813,1.0,408,5989
BASUSDT,6947,1.0,1.0,0.27234777601842525,1.0,408,6539
BATUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
BBUSDT,18228,1.0,1.0,0.2585034013605442,1.0,408,17820
BCHUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
BEAMXUSDT,21432,1.0,1.0,0.25727883538633817,0.9995334079880552,408,21024
BEATUSDT,5076,1.0,1.0,0.3469267139479905,1.0,408,4668
BELUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
BERAUSDT,11769,1.0,1.0,0.26323391961933895,1.0,408,11361
BICOUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
BIGTIMEUSDT,21432,1.0,1.0,0.25727883538633817,0.9995334079880552,408,21024
BIOUSDT,12588,1.0,1.0,0.3268191928821099,1.0,408,12180
BLESSUSDT,6279,1.0,1.0,0.27472527472527475,1.0,408,5871
BLUAIUSDT,5605,1.0,1.0,0.2777876895628903,1.0,408,5197
BLURUSDT,21432,1.0,1.0,0.14431690929451288,0.9995334079880552,408,21024
BMTUSDT,10835,1.0,1.0,0.26432856483617906,1.0,408,10427
BNBUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
BNTUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
BOMEUSDT,19620,1.0,1.0,0.2579001019367992,1.0,408,19212
BRETTUSDT,15854,1.0,1.0,0.25980825028384,1.0,408,15446
BREVUSDT,3926,1.0,0.956444218033622,0.28960774325012734,1.0,408,3518
BROCCOLI714USDT,10743,1.0,1.0,0.26752303825747,1.0,408,10335
BROCCOLIF3BUSDT,10743,1.0,1.0,0.36972912594247415,1.0,408,10335
BRUSDT,10740,1.0,1.0,0.2644320297951583,1.0,408,10332
BSVUSDT,21432,1.0,1.0,0.25727883538633817,0.9995334079880552,408,21024
BTCUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
BTRUSDT,6926,1.0,1.0,0.27505053421888537,1.0,408,6518
BULLAUSDT,8223,1.0,1.0,0.2908914021646601,1.0,408,7815
BUSDT,9248,1.0,1.0,0.26686851211072665,1.0,408,8840
C98USDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
CAKEUSDT,21432,1.0,1.0,0.25727883538633817,0.9995334079880552,408,21024
CARVUSDT,7400,1.0,1.0,0.2710810810810811,1.0,408,6992
CATIUSDT,15109,1.0,1.0,0.26030842544178967,1.0,408,14701
CCUSDT,5364,1.0,0.9561894108873975,0.279082774049217,1.0,408,4956
CELOUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
CELRUSDT,21432,1.0,1.0,0.1339585666293393,0.9995334079880552,408,21024
CETUSUSDT,13978,1.0,1.0,0.2611246244097868,1.0,408,13570
CFXUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
CGPTUSDT,12917,1.0,1.0,0.26205775334830067,1.0,408,12509
CHILLGUYUSDT,13474,1.0,1.0,0.26154074513878584,1.0,408,13066
CHRUSDT,21432,1.0,0.9652855543113102,0.13815789473684212,0.9995334079880552,408,21024
CHZUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
CKBUSDT,21432,1.0,0.9664053751399776,0.13815789473684212,0.9995334079880552,408,21024
CLANKERUSDT,5076,1.0,1.0,0.28073286052009455,1.0,408,4668
CLOUSDT,5773,1.0,1.0,0.295167157457128,1.0,408,5365
COAIUSDT,6233,1.0,1.0,0.4017327129793037,1.0,408,5825
COLLECTUSDT,3899,1.0,1.0,0.28981790202616053,1.0,408,3491
COMPUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
COOKIEUSDT,12493,1.0,1.0,0.2624669815096454,1.0,408,12085
COSUSDT,14867,1.0,1.0,0.2658908993071904,0.9990583170780925,408,14459
COTIUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
COWUSDT,13979,1.0,1.0,0.26110594463123254,1.0,408,13571
CROSSUSDT,8078,1.0,1.0,0.2692498143104729,1.0,408,7670
CRVUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
CTKUSDT,10478,0.9999045619393014,0.9999045619393014,0.25653750715785456,0.9335751097537698,408,10070
CTSIUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
CUSDT,7959,1.0,1.0,0.2855886417891695,1.0,408,7551
CVCUSDT,9760,0.9630122950819672,0.9998975409836065,0.31690573770491803,0.9631147540983607,408,9352
CVXUSDT,8293,0.9638249125768721,1.0,0.2528638610876643,0.9363318461352949,408,7885
CYBERUSDT,21432,1.0,1.0,0.25727883538633817,0.9995334079880552,408,21024
CYSUSDT,4357,1.0,1.0,0.2857470736745467,1.0,408,3949
DASHUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
DEEPUSDT,9976,1.0,1.0,0.2655372894947875,1.0,408,9568
DEXEUSDT,12829,1.0,1.0,0.2621404630134851,1.0,408,12421
DIAUSDT,14820,1.0,1.0,0.26045883940620784,1.0,408,14412
DODOXUSDT,21432,1.0,1.0,0.25727883538633817,0.9995334079880552,408,21024
DOGEUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
DOGSUSDT,15708,0.9541634835752483,1.0,0.25986758339699517,1.0,408,15300
DOLOUSDT,9765,1.0,1.0,0.26594982078853047,1.0,408,9357
DOODUSDT,9563,1.0,1.0,0.39088152253476943,1.0,408,9155
DOTUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
DRIFTUSDT,13929,1.0,1.0,0.2719506066480006,1.0,408,13521
DUSDT,12446,1.0,1.0,0.26996625421822273,0.9988751406074241,408,12038
DUSKUSDT,21432,1.0,1.0,0.15630832400149308,0.9995334079880552,408,21024
DYDXUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
DYMUSDT,20537,1.0,1.0,0.2575838730096898,0.9995130739640649,408,20129
EDENUSDT,6109,1.0,1.0,0.27549517105909316,1.0,408,5701
EDUUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
EGLDUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
EIGENUSDT,14850,1.0,1.0,0.26047138047138046,1.0,408,14442
ELSAUSDT,3377,0.9857862007699141,1.0,0.31448030796564996,1.0,408,2969
ENAUSDT,19212,1.0,1.0,0.2580678742452634,1.0,408,18804
ENJUSDT,21432,1.0,1.0,0.1568682344158268,0.9995334079880552,408,21024
ENSOUSDT,5775,1.0,1.0,0.3012987012987013,1.0,408,5367
ENSUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
EPICUSDT,10936,1.0,1.0,0.2642648134601317,1.0,408,10528
ERAUSDT,7905,1.0,1.0,0.28070841239721694,1.0,408,7497
ESPORTSUSDT,7622,1.0,1.0,0.2704014694305956,1.0,408,7214
ETCUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
ETHFIUSDT,19569,1.0,1.0,0.25795901681230515,1.0,408,19161
ETHUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
ETHWUSDT,21432,1.0,1.0,0.25727883538633817,0.9995334079880552,408,21024
EULUSDT,5794,1.0,1.0,0.27683810838798756,1.0,408,5386
EVAAUSDT,6038,1.0,1.0,0.2757535607817158,1.0,408,5630
FARTCOINUSDT,12918,1.0,1.0,0.2620374671001703,1.0,408,12510
FETUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
FFUSDT,6131,1.0,1.0,0.27532213342032297,1.0,408,5723
FHEUSDT,10209,1.0,1.0,0.265256146537369,1.0,408,9801
FIDAUSDT,15132,1.0,1.0,0.260243193232884,1.0,408,14724
FILUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
FLOCKUSDT,6618,1.0,1.0,0.2734965246297975,1.0,408,6210
FLOWUSDT,21432,1.0,1.0,0.17287234042553193,0.9995334079880552,408,21024
FLUIDUSDT,6254,1.0,1.0,0.27486408698433,1.0,408,5846
FLUXUSDT,15521,1.0,1.0,0.2600347915727079,1.0,408,15113
FOGOUSDT,3658,1.0,0.9674685620557681,0.29250956806998357,1.0,408,3250
FOLKSUSDT,5220,1.0,1.0,0.3482758620689655,1.0,408,4812
FORMUSDT,10792,1.0,1.0,0.2644551519644181,1.0,408,10384
FRAXUSDT,3544,1.0,1.0,0.29401805869074493,1.0,408,3136
FUSDT,8604,1.0,1.0,0.301255230125523,1.0,408,8196
GALAUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
GASUSDT,21432,1.0,1.0,0.25900522583053376,0.9995334079880552,408,21024
GIGGLEUSDT,5895,1.0,1.0,0.27633587786259545,1.0,408,5487
GLMUSDT,20174,1.0,1.0,0.2577079409140478,1.0,408,19766
GMTUSDT,21432,1.0,1.0,0.15794139604329974,0.9995334079880552,408,21024
GMXUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
GOATUSDT,14291,1.0,1.0,0.2608634805122105,1.0,408,13883
GPSUSDT,11503,1.0,1.0,0.30722420238198733,1.0,408,11095
GRASSUSDT,13929,1.0,1.0,0.26118170722952117,1.0,408,13521
GRIFFAINUSDT,12611,1.0,1.0,0.2623106811513758,1.0,408,12203
GRTUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
GTCUSDT,21432,1.0,0.9664053751399776,0.13815789473684212,0.9995334079880552,408,21024
GUAUSDT,4142,1.0,1.0,0.2875422501207146,1.0,408,3734
GUNUSDT,10499,1.0,1.0,0.26478712258310316,1.0,408,10091
GUSDT,15972,1.0,1.0,0.2628349611820686,1.0,408,15564
HAEDALUSDT,9765,1.0,1.0,0.26594982078853047,1.0,408,9357
HANAUSDT,6205,1.0,1.0,0.5139403706688155,1.0,408,5797
HBARUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
HEIUSDT,11607,1.0,1.0,0.2633755492375291,1.0,408,11199
HEMIUSDT,6884,1.0,1.0,0.27266124346310283,1.0,408,6476
HFTUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
HIGHUSDT,21432,1.0,1.0,0.13815789473684212,0.9988801791713325,408,21024
HIVEUSDT,12853,1.0,1.0,0.26211779351124254,1.0,408,12445
HMSTRUSDT,14964,1.0,1.0,0.260358192996525,1.0,408,14556
HOLOUSDT,6564,1.0,1.0,0.27376599634369286,1.0,408,6156
HOMEUSDT,8797,1.0,1.0,0.2677048993975219,1.0,408,8389
HOTUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
HUMAUSDT,9155,1.0,1.0,0.2669579464773348,1.0,408,8747
HUSDT,8439,1.0,1.0,0.30323498044792035,1.0,408,8031
HYPERUSDT,9971,1.0,1.0,0.28061377996188946,1.0,408,9563
HYPEUSDT,9062,1.0,1.0,0.2671595674244096,1.0,408,8654
ICNTUSDT,8243,1.0,1.0,0.2688341623195439,1.0,408,7835
ICPUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
ICXUSDT,21432,1.0,1.0,0.14678984695782007,0.9995334079880552,408,21024
IDOLUSDT,8223,1.0,1.0,0.2688799708135717,1.0,408,7815
IDUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
ILVUSDT,21432,1.0,1.0,0.25727883538633817,0.9995334079880552,408,21024
IMXUSDT,21432,0.9652855543113102,1.0,0.25727883538633817,0.9995334079880552,408,21024
INITUSDT,10122,1.0,0.9806362378976486,0.2710926694329184,1.0,408,9714
INJUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
INUSDT,7406,1.0,1.0,0.27099648933297327,1.0,408,6998
IOSTUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
IOTAUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
IOTXUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
IOUSDT,17530,1.0,1.0,0.25887050770108383,1.0,408,17122
IPUSDT,11599,1.0,1.0,0.31261315630657815,1.0,408,11191
IRYSUSDT,4736,1.0,1.0,0.2829391891891892,1.0,408,4328
JASMYUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
JCTUSDT,5126,1.0,1.0,0.2803355442840421,1.0,408,4718
JELLYJELLYUSDT,10616,1.0,1.0,0.2659193669932178,1.0,408,10208
JOEUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
JSTUSDT,9831,1.0,1.0,0.2657918828196521,1.0,408,9423
JTOUSDT,21432,1.0,1.0,0.25727883538633817,0.9995334079880552,408,21024
JUPUSDT,20694,0.9995650913308205,1.0,0.25741760896878324,0.9995167681453562,408,20286
KAIAUSDT,13306,1.0,1.0,0.2616864572373365,1.0,408,12898
KAITOUSDT,11435,1.0,1.0,0.2635767380848273,1.0,408,11027
KASUSDT,21432,1.0,1.0,0.25727883538633817,0.9995334079880552,408,21024
KAVAUSDT,21432,1.0,1.0,0.1971351250466592,0.9995334079880552,408,21024
KERNELUSDT,10164,1.0,1.0,0.26524990161353795,1.0,408,9756
KGENUSDT,5938,1.0,1.0,0.27618726844055236,1.0,408,5530
KITEUSDT,5414,1.0,0.9782046545991873,0.2787218322866642,1.0,408,5006
KMNOUSDT,12917,1.0,1.0,0.26205775334830067,1.0,408,12509
KNCUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
KOMAUSDT,13164,1.0,1.0,0.26177453661501066,1.0,408,12756
KSMUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
LABUSDT,5698,1.0,1.0,0.2772902772902773,1.0,408,5290
LAUSDT,8919,1.0,1.0,0.4639533579997758,1.0,408,8511
LAYERUSDT,11649,1.0,1.0,0.4424414112799382,1.0,408,11241
LDOUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
LIGHTUSDT,6181,1.0,1.0,0.2858760718330367,1.0,408,5773
LINEAUSDT,6808,1.0,0.9672444183313749,0.27276733254994123,1.0,408,6400
LINKUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
LISTAUSDT,17316,1.0,1.0,0.258951258951259,1.0,408,16908
LITUSDT,4615,0.8855904658721561,0.7664138678223186,0.25503791982665225,0.8855904658721561,408,4207
LPTUSDT,21432,1.0,1.0,0.29871220604703247,0.9995334079880552,408,21024
LQTYUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
LSKUSDT,20842,1.0,1.0,0.3025141541118895,0.9995201995969677,408,20434
LTCUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
LUMIAUSDT,12973,1.0,1.0,0.262005704154783,1.0,408,12565
LUNA2USDT,21432,1.0,1.0,0.18425718551698395,0.9995334079880552,408,21024
LYNUSDT,5969,1.0,1.0,0.3596917406600771,1.0,408,5561
MAGICUSDT,21432,1.0,1.0,0.19055617767823815,0.9995334079880552,408,21024
MAGMAUSDT,3899,1.0,1.0,0.28981790202616053,1.0,408,3491
MANAUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
MANTAUSDT,21010,1.0,1.0,0.25740123750594956,0.9995240361732508,408,20602
MASKUSDT,21432,1.0,1.0,0.21906494960806272,0.9995334079880552,408,21024
MAVIAUSDT,11215,1.0,1.0,0.26384306732055285,0.9465002229157379,408,10807
MAVUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
MBOXUSDT,15663,1.0,1.0,0.2599118942731278,0.999106173785354,408,15255
MELANIAUSDT,12183,1.0,1.0,0.2627431667077075,1.0,408,11775
MEMEUSDT,21432,1.0,1.0,0.25727883538633817,0.9995334079880552,408,21024
MERLUSDT,9088,1.0,1.0,0.30028609154929575,1.0,408,8680
METISUSDT,19720,1.0,1.0,0.2579107505070994,1.0,408,19312
METUSDT,5844,1.0,0.9505475701574264,0.276694045174538,1.0,408,5436
MEUSDT,13159,1.0,1.0,0.356258074321757,1.0,408,12751
MEWUSDT,17386,1.0,1.0,0.25894397791326357,1.0,408,16978
MINAUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
MIRAUSDT,6204,1.0,1.0,0.312862669245648,1.0,408,5796
MITOUSDT,6896,1.0,1.0,0.27262180974477956,1.0,408,6488
MMTUSDT,5268,1.0,1.0,0.27961275626423693,1.0,408,4860
MOCAUSDT,13021,1.0,1.0,0.2619614468934798,1.0,408,12613
MONUSDT,5873,1.0,0.8154265281798059,0.2765196662693683,1.0,408,5465
MOODENGUSDT,14270,1.0,1.0,0.2608969866853539,1.0,408,13862
MORPHOUSDT,13474,1.0,1.0,0.26154074513878584,1.0,408,13066
MOVEUSDT,13186,1.0,1.0,0.2645229789170332,1.0,408,12778
MOVRUSDT,21432,1.0,1.0,0.25727883538633817,0.9995334079880552,408,21024
MTLUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
MUBARAKUSDT,10835,1.0,1.0,0.26432856483617906,1.0,408,10427
MUSDT,8151,1.0,1.0,0.3831431726168568,1.0,408,7743
MYXUSDT,8604,1.0,1.0,0.4386331938633194,1.0,408,8196
NAORISUSDT,7572,1.0,1.0,0.27060221870047546,1.0,408,7164
NEARUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
NEIROUSDT,15205,1.0,1.0,0.26024334100624796,1.0,408,14797
NEOUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
NEWTUSDT,8578,1.0,0.9860107251107484,0.31848915831196084,1.0,408,8170
NFPUSDT,21432,1.0,1.0,0.25727883538633817,0.9984135871593879,408,21024
NIGHTUSDT,4405,1.0,1.0,0.28535754824063564,1.0,408,3997
NILUSDT,10667,1.0,1.0,0.26455423268022876,1.0,408,10259
NMRUSDT,21432,1.0,1.0,0.25727883538633817,0.9995334079880552,408,21024
NOMUSDT,6088,1.0,1.0,0.3089684625492773,1.0,408,5680
NOTUSDT,18154,1.0,1.0,0.25856560537622564,1.0,408,17746
NXPCUSDT,9426,1.0,1.0,0.2664969234033524,1.0,408,9018
OGNUSDT,21432,1.0,1.0,0.14725643896976484,0.9995334079880552,408,21024
OGUSDT,9495,1.0,1.0,0.2663507109004739,1.0,408,9087
ONDOUSDT,20963,1.0,1.0,0.25740590564327626,0.9995229690406907,408,20555
ONEUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
ONGUSDT,21432,1.0,1.0,0.25727883538633817,0.9995334079880552,408,21024
ONTUSDT,21432,1.0,0.9652855543113102,0.17758491974617394,0.9995334079880552,408,21024
ONUSDT,5536,1.0,1.0,0.2781791907514451,1.0,408,5128
OPENUSDT,6635,1.0,1.0,0.27339864355689525,1.0,408,6227
OPUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
ORCAUSDT,13257,1.0,1.0,0.33084408237157725,1.0,408,12849
ORDERUSDT,6204,1.0,1.0,0.19374597034171503,1.0,408,5796
ORDIUSDT,21432,1.0,1.0,0.25727883538633817,0.9995334079880552,408,21024
PARTIUSDT,10643,1.0,1.0,0.2645870525227849,1.0,408,10235
PAXGUSDT,10598,1.0,1.0,0.2646725797320249,1.0,408,10190
PENDLEUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
PENGUUSDT,12992,1.0,1.0,0.26200738916256155,1.0,408,12584
PEOPLEUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
PHAUSDT,12685,1.0,1.0,0.26227828143476545,1.0,408,12277
PIEVERSEUSDT,5029,1.0,1.0,0.2809703718433088,1.0,408,4621
PIPPINUSDT,12086,1.0,1.0,0.3734899884163495,1.0,408,11678
PIXELUSDT,20241,1.0,1.0,0.25962156019959487,1.0,408,19833
PLAYUSDT,7575,1.0,1.0,0.2704950495049505,1.0,408,7167
PLUMEUSDT,10739,1.0,1.0,0.3229350963776888,1.0,408,10331
PNUTUSDT,13860,1.0,1.0,0.2611832611832612,1.0,408,13452
POLUSDT,15276,1.0,1.0,0.2601466352448285,1.0,408,14868
POLYXUSDT,21432,1.0,1.0,0.26189809630459127,0.9995334079880552,408,21024
POPCATUSDT,15803,1.0,1.0,0.25982408403467694,1.0,408,15395
PORTALUSDT,20001,1.0,1.0,0.2577871106444678,1.0,408,19593
POWERUSDT,4503,1.0,1.0,0.3255607372862536,1.0,408,4095
POWRUSDT,21432,1.0,1.0,0.25727883538633817,0.9995334079880552,408,21024
PROMPTUSDT,10242,1.0,1.0,0.2651825815270455,1.0,408,9834
PROMUSDT,12300,1.0,1.0,0.26260162601626014,1.0,408,11892
PROVEUSDT,7447,1.0,1.0,0.2708473210688868,1.0,408,7039
PTBUSDT,6756,1.0,1.0,0.27634695085849614,1.0,408,6348
PUMPBTCUSDT,8726,1.0,1.0,0.2678203071281228,1.0,408,8318
PUMPUSDT,8297,1.0,0.9872242979390141,0.26226346872363504,0.9739664939134627,408,7889
PUNDIXUSDT,9782,1.0,1.0,0.26589654467389084,1.0,408,9374
