candidate_id,semantic_bucket,motif_bucket,clue_rows,label_count,horizon_count,best_abs_corr,best_original_score,min_control_ratio,preflight_rank,root_subgraph_id,expression,raw_inputs,candidate_roles,semantic_pairs,motifs,formula_gen_gate,gate_mode,gate_allowed,uses_may,ordinary_alpha_allowed,authorizes_replay,authorizes_search,materialization_status,missing_field_count,label_or_may_token,non_null_ratio,active_ratio,std,clue_rows_from_detail,clue_label_count,clue_horizon_count,min_detail_control_ratio,max_abs_detail_corr,best_detail_score,packet_ready,replay_rows,positive_validation_recent_cost5,median_spread,median_cost_adjusted_spread,max_tstat,replay_min_control_ratio,core10_rank
a7ffcore5_b594b57d1ee90136c4,volatility_like,single,3,3,2,0.0293408086985528,0.6357931301857476,0.5660958898744259,40,sg_51d15e6fd2e3ada2,"Delta(realized_vol_24h,4)",realized_vol_24h,exploratory_signal_probe,volatility_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.955786,0.955148,0.003367197,3,3,2,0.5660958898744259,0.0293408086985528,0.6357931301857476,True,12,1,0.0014917814414479,0.0007604209518316,2.330482701077271,0.43083474273956,11
a7ffcore5_1f8c481e4c787863b8,liquidity_like|volatility_like,safe_div_abs,7,3,4,0.0052063087883757,0.0726521665935074,0.2286179293014896,3,sg_dcf04010188ce795,"SafeDiv(ZScore(Mean(trade_count,4)),Abs(Delta(age_x_volatility,8)))",age_x_volatility;trade_count,role_mixed_allowed,liquidity_like|volatility_like,safe_div_abs,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.952378,0.952378,1736045.0825123189,7,3,4,0.2286179293014896,0.0052063087883757,0.0726521665935074,True,12,1,0.0005994144269483,-2.523098391238874e-05,2.3067842648242984,0.1645002253834068,12
a7ffcore5_155172eb90a4ffee4e,liquidity_like|volatility_like,liquidity_shock,6,2,3,0.0092243030426367,0.0092243030426367,0.4987331406349438,24,sg_bb43985e01d27de6,"Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Delta(trade_low,24))))",trade_count;trade_low,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.997994,0.997331,120831.711174353,6,2,3,0.4987331406349438,0.0092243030426367,0.0092243030426367,True,12,1,0.0007244182518833,-0.0003184384994454,2.248756236867123,0.0815097472952057,13
a7ffcore5_55d479db927df299ef,liquidity_like|volatility_like,liquidity_shock,7,2,4,0.0090934593466963,0.0090934593466963,0.456324731778188,8,sg_15cdf547964d7899,"Mul(Delta(ZScore(Mean(trade_count,24)),24),Abs(ZScore(Delta(trade_low,24))))",trade_count;trade_low,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.99656,0.99656,1.494523885,7,2,4,0.456324731778188,0.0090934593466963,0.0090934593466963,True,12,1,0.000637922385987,-8.205625320082996e-05,2.18658872446501,0.1914925451148606,14
a7ffcore5_0460706c8101b16f2f,liquidity_like|volatility_like,liquidity_shock,6,2,3,0.0093236738745036,0.0093236738745036,0.3373761991136754,18,sg_c97ffc30de4e2834,"Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Delta(trade_high,4))))",trade_count;trade_high,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.997994,0.997331,120749.2975300962,6,2,3,0.3373761991136754,0.0093236738745036,0.0093236738745036,True,12,1,0.0005477672723016,-0.0004404319319365,2.1668589753160177,0.2229720637794401,15
a7ffcore5_89d2049d11221f570d,volatility_like,single,2,2,1,0.0071418152825404,0.0071418152825404,0.6864894204018173,85,sg_8bdc602e1d736006,"Delta(realized_vol_24h,8)",realized_vol_24h,exploratory_signal_probe,volatility_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.9555,0.954904,0.0049943836,2,2,1,0.6864894204018173,0.0071418152825404,0.0071418152825404,True,12,1,0.0020149249561827,0.0009597934743929,2.1006237158145384,0.445537064115978,16
a7ffcore5_4a1f7c7ea34e49f970,liquidity_like|volatility_like,liquidity_shock,6,2,3,0.009658269749572,0.009658269749572,0.2862324011615796,16,sg_b3c0b7cf47c7e04a,"Mul(Delta(ZScore(Mean(trade_count,24)),24),Abs(ZScore(Delta(trade_high,4))))",trade_count;trade_high,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.99656,0.99656,1.4905170822,6,2,3,0.2862324011615796,0.009658269749572,0.009658269749572,True,12,1,0.0006387520588412,-4.114916806691158e-05,1.9661351685924224,0.0615944225962846,17
a7ffcore5_be5c080d95c8a13e44,taker_flow_like|open_interest_like,flow_x_leverage,2,1,2,0.0122888129568727,0.0122888129568727,0.3602040971489004,93,sg_f04002ec780da8fd,"Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_last,4),24))",open_interest_last;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.996521,0.99652,948596055.5941292,2,1,2,0.3602040971489004,0.0122888129568727,0.0122888129568727,True,12,1,0.0001448249564992,-0.0005551750435007,1.942357284736529,0.1581569845988859,18
a7ffcore5_ff02da2fd4f0d8e0e9,open_interest_like,single,1,1,1,0.0041001538373323,0.1537843501774033,0.6041995339758018,106,sg_b9d70b876ab845fc,open_interest_change_24h,open_interest_change_24h,exploratory_signal_probe,open_interest_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.953443,0.953443,0.0955156839,1,1,1,0.6041995339758018,0.0041001538373323,0.1537843501774033,True,12,1,0.0765482897238863,0.0758482897238863,1.707619844328668,0.0893407150809041,19
a7ffcore5_636578f5c6f8790d3d,open_interest_like,single,1,1,1,0.0059571021291445,0.1699879714020334,0.6731862749330813,110,sg_e504b542f8580025,"Delta(open_interest_change_24h,72)",open_interest_change_24h,exploratory_signal_probe,open_interest_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.947197,0.947197,0.1360162888,1,1,1,0.6731862749330813,0.0059571021291445,0.1699879714020334,True,12,1,0.0811696318095897,0.0804696318095898,1.394921493062458,0.1842406564612433,20
a7ffcore5_e87b3041b2d66982dc,taker_flow_like|open_interest_like,flow_x_leverage,2,2,2,0.0115902652657516,0.0115902652657516,0.7174902586468572,70,sg_badbcc1434e694c4,"Mul(ZScore(taker_buy_quote_volume),Delta(Delta(open_interest_mean,8),24))",open_interest_mean;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.995983,0.995983,607038557.2945733,2,2,2,0.7174902586468572,0.0115902652657516,0.0115902652657516,True,12,1,0.0007301679479124,-0.000433062426079,1.2460947420041089,0.1793021093587112,21
a7ffcore5_24de13cbccf306e9bd,open_interest_like|positioning_like,delta_x_divergence,1,1,1,0.0014643232524397,0.0734053283138081,0.5259493641094749,102,sg_6d6472e4790be16d,"Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24)))",open_interest_last;top_long_short_account_ratio_last,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;signed_spread;spread_rank,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.99669,0.994249,0.4088270516,1,1,1,0.5259493641094749,0.0014643232524397,0.0734053283138081,True,12,1,0.0410903627557007,0.0403903627557007,1.2411485322894171,0.6554232211014626,22
a7ffcore5_6527a26f6a35191da1,open_interest_like|positioning_like,delta_x_divergence,1,1,1,0.0017353630179768,0.0885683825299145,0.6937013068126537,111,sg_0f19daec01ab554e,"Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24)))",global_long_short_account_ratio_mean;open_interest_last,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;signed_spread;spread_rank,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.997016,0.994694,0.4088757839,1,1,1,0.6937013068126537,0.0017353630179768,0.0885683825299145,True,12,1,0.0074413001851188,0.0067413001851188,1.2097512310799838,0.091684112454337,23
a7ffcore5_74463938d5563b479a,taker_flow_like|open_interest_like,flow_x_leverage,3,2,3,0.0106457807587551,0.0106457807587551,0.1753512589892883,41,sg_7758bf84246f05f4,"Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_mean,4),24))",open_interest_mean;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.996521,0.996521,1010724179.8900266,3,2,3,0.1753512589892883,0.0106457807587551,0.0106457807587551,True,12,1,4.610748374399755e-05,-0.000510776066235,1.2087513432349284,0.597167968898288,24
a7ffcore5_fe463430faa60b809b,taker_flow_like,single,2,2,1,0.0044529644195461,0.6101802164023401,0.5246033916232509,78,sg_ac0894388f9ce0ff,"Delta(taker_buy_sell_volume_ratio_last,8)",taker_buy_sell_volume_ratio_last,exploratory_signal_probe,taker_flow_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.998308,0.998301,1470.7357972371,2,2,1,0.5246033916232509,0.0044529644195461,0.6101802164023401,True,12,1,0.0272223958420266,0.0265223958420266,1.1353850799110723,0.8693800114696048,25
a7ffcore5_b4246145a5fe0becc1,taker_flow_like|open_interest_like,flow_x_leverage,2,1,2,0.0047049922180379,0.1022719086550651,0.3231252336827962,92,sg_f8dba00fa89c7b04,"Mul(ZScore(Delta(taker_buy_quote_volume,24)),Delta(Mean(open_interest_mean,8),24))",open_interest_mean;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.996143,0.996143,1392773337.3338385,2,1,2,0.3231252336827962,0.0047049922180379,0.1022719086550651,True,12,1,-0.0041940805977752,-0.0048940805977752,0.909577083550272,0.7094126289703278,26
a7ffcore5_e47c061c959d628ecb,taker_flow_like,single,1,1,1,0.0021851654140821,0.118144249483098,0.6593965768137536,109,sg_9950a9b72bdaa196,"Mean(taker_buy_sell_volume_ratio_last,72)",taker_buy_sell_volume_ratio_last,exploratory_signal_probe,taker_flow_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,False,False,False,False,ok,0,False,0.997737,0.997737,122.6111842358,1,1,1,0.6593965768137536,0.0021851654140821,0.118144249483098,True,12,1,0.0602834506331196,0.0595834506331196,0.8877747000231593,0.2209169042322806,27
