control_id,base_candidate_id,control_mode,control_class,expression,production_family,horizon,availability_mask,uses_same_mask_as_candidate,feature_available_lag_bars,promotable,allowed_in_a7v5_replay,block_reason,decision
a7v3_interaction_self_reproduction_12_9426f6f5f7c8__blocked_same_hour_execution_lag0_7e115829,a7v3_interaction_self_reproduction_12_9426f6f5f7c8,same_hour_execution_lag0,blocked_before_replay,"Add(ZScore(agg_price_range_bps),Rank(realized_vol_12))",interaction_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_db5cfae4ca26__blocked_no_agg_mask_ca426f87,a7v3_interaction_self_reproduction_12_db5cfae4ca26,no_agg_mask,blocked_before_replay,"Add(ZScore(agg_price_range_bps),Rank(realized_vol_24))",interaction_self_reproduction,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_db5cfae4ca26__blocked_zero_fill_core12_rank_d970ab5f,a7v3_interaction_self_reproduction_12_db5cfae4ca26,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(Add(ZScore(agg_price_range_bps),Rank(realized_vol_24))))",interaction_self_reproduction,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_db5cfae4ca26__blocked_same_hour_execution_lag0_c09cabea,a7v3_interaction_self_reproduction_12_db5cfae4ca26,same_hour_execution_lag0,blocked_before_replay,"Add(ZScore(agg_price_range_bps),Rank(realized_vol_24))",interaction_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_8ce82461e156__blocked_no_agg_mask_021289af,a7v3_interaction_self_reproduction_12_8ce82461e156,no_agg_mask,blocked_before_replay,"Add(ZScore(agg_price_range_bps),Rank(ret_12))",interaction_self_reproduction,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_8ce82461e156__blocked_zero_fill_core12_rank_812bfdf8,a7v3_interaction_self_reproduction_12_8ce82461e156,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(Add(ZScore(agg_price_range_bps),Rank(ret_12))))",interaction_self_reproduction,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_8ce82461e156__blocked_same_hour_execution_lag0_0b6814f8,a7v3_interaction_self_reproduction_12_8ce82461e156,same_hour_execution_lag0,blocked_before_replay,"Add(ZScore(agg_price_range_bps),Rank(ret_12))",interaction_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_e86c6d26244b__blocked_no_agg_mask_0291a22f,a7v3_interaction_self_reproduction_12_e86c6d26244b,no_agg_mask,blocked_before_replay,"Add(ZScore(agg_price_range_bps),Rank(ret_6))",interaction_self_reproduction,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_e86c6d26244b__blocked_zero_fill_core12_rank_8de866bb,a7v3_interaction_self_reproduction_12_e86c6d26244b,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(Add(ZScore(agg_price_range_bps),Rank(ret_6))))",interaction_self_reproduction,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_e86c6d26244b__blocked_same_hour_execution_lag0_08050be5,a7v3_interaction_self_reproduction_12_e86c6d26244b,same_hour_execution_lag0,blocked_before_replay,"Add(ZScore(agg_price_range_bps),Rank(ret_6))",interaction_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_a29bceaba235__blocked_no_agg_mask_b48823df,a7v3_interaction_self_reproduction_12_a29bceaba235,no_agg_mask,blocked_before_replay,"Add(ZScore(agg_signed_flow_z_24h),Rank(latest_known_funding_rate))",interaction_self_reproduction,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_a29bceaba235__blocked_zero_fill_core12_rank_bf6c57e9,a7v3_interaction_self_reproduction_12_a29bceaba235,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(Add(ZScore(agg_signed_flow_z_24h),Rank(latest_known_funding_rate))))",interaction_self_reproduction,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_a29bceaba235__blocked_same_hour_execution_lag0_55c90cd7,a7v3_interaction_self_reproduction_12_a29bceaba235,same_hour_execution_lag0,blocked_before_replay,"Add(ZScore(agg_signed_flow_z_24h),Rank(latest_known_funding_rate))",interaction_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_38e9d54d47cb__blocked_no_agg_mask_e2887da4,a7v3_interaction_self_reproduction_12_38e9d54d47cb,no_agg_mask,blocked_before_replay,"Add(ZScore(agg_signed_flow_z_24h),Rank(mark_index_ratio))",interaction_self_reproduction,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_38e9d54d47cb__blocked_zero_fill_core12_rank_b9f4f443,a7v3_interaction_self_reproduction_12_38e9d54d47cb,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(Add(ZScore(agg_signed_flow_z_24h),Rank(mark_index_ratio))))",interaction_self_reproduction,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_38e9d54d47cb__blocked_same_hour_execution_lag0_c405e408,a7v3_interaction_self_reproduction_12_38e9d54d47cb,same_hour_execution_lag0,blocked_before_replay,"Add(ZScore(agg_signed_flow_z_24h),Rank(mark_index_ratio))",interaction_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_e5ac219f2ae2__blocked_no_agg_mask_e276f573,a7v3_interaction_self_reproduction_12_e5ac219f2ae2,no_agg_mask,blocked_before_replay,"Add(ZScore(agg_signed_flow_z_24h),Rank(premium_index))",interaction_self_reproduction,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_e5ac219f2ae2__blocked_zero_fill_core12_rank_92efc5ca,a7v3_interaction_self_reproduction_12_e5ac219f2ae2,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(Add(ZScore(agg_signed_flow_z_24h),Rank(premium_index))))",interaction_self_reproduction,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_e5ac219f2ae2__blocked_same_hour_execution_lag0_9d45f01d,a7v3_interaction_self_reproduction_12_e5ac219f2ae2,same_hour_execution_lag0,blocked_before_replay,"Add(ZScore(agg_signed_flow_z_24h),Rank(premium_index))",interaction_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_97b91fbf15bc__blocked_no_agg_mask_bf7096cb,a7v3_interaction_self_reproduction_12_97b91fbf15bc,no_agg_mask,blocked_before_replay,"Add(ZScore(agg_signed_flow_z_24h),Rank(realized_vol_12))",interaction_self_reproduction,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_97b91fbf15bc__blocked_zero_fill_core12_rank_ecc8375f,a7v3_interaction_self_reproduction_12_97b91fbf15bc,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(Add(ZScore(agg_signed_flow_z_24h),Rank(realized_vol_12))))",interaction_self_reproduction,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_97b91fbf15bc__blocked_same_hour_execution_lag0_0e852824,a7v3_interaction_self_reproduction_12_97b91fbf15bc,same_hour_execution_lag0,blocked_before_replay,"Add(ZScore(agg_signed_flow_z_24h),Rank(realized_vol_12))",interaction_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_6907ef6f2ea7__blocked_no_agg_mask_368dd52d,a7v3_interaction_self_reproduction_12_6907ef6f2ea7,no_agg_mask,blocked_before_replay,"Add(ZScore(agg_signed_flow_z_24h),Rank(realized_vol_24))",interaction_self_reproduction,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_6907ef6f2ea7__blocked_zero_fill_core12_rank_f7cb0422,a7v3_interaction_self_reproduction_12_6907ef6f2ea7,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(Add(ZScore(agg_signed_flow_z_24h),Rank(realized_vol_24))))",interaction_self_reproduction,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_6907ef6f2ea7__blocked_same_hour_execution_lag0_245ffc84,a7v3_interaction_self_reproduction_12_6907ef6f2ea7,same_hour_execution_lag0,blocked_before_replay,"Add(ZScore(agg_signed_flow_z_24h),Rank(realized_vol_24))",interaction_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_c44812f51a20__blocked_no_agg_mask_4cbe532e,a7v3_interaction_self_reproduction_12_c44812f51a20,no_agg_mask,blocked_before_replay,"Add(ZScore(agg_signed_flow_z_24h),Rank(ret_12))",interaction_self_reproduction,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_c44812f51a20__blocked_zero_fill_core12_rank_d1d8c0f0,a7v3_interaction_self_reproduction_12_c44812f51a20,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(Add(ZScore(agg_signed_flow_z_24h),Rank(ret_12))))",interaction_self_reproduction,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_c44812f51a20__blocked_same_hour_execution_lag0_feaf4d0b,a7v3_interaction_self_reproduction_12_c44812f51a20,same_hour_execution_lag0,blocked_before_replay,"Add(ZScore(agg_signed_flow_z_24h),Rank(ret_12))",interaction_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_6847c88f896f__blocked_no_agg_mask_03681db0,a7v3_interaction_self_reproduction_12_6847c88f896f,no_agg_mask,blocked_before_replay,"Add(ZScore(agg_signed_flow_z_24h),Rank(ret_6))",interaction_self_reproduction,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_6847c88f896f__blocked_zero_fill_core12_rank_7cb516f9,a7v3_interaction_self_reproduction_12_6847c88f896f,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(Add(ZScore(agg_signed_flow_z_24h),Rank(ret_6))))",interaction_self_reproduction,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_6847c88f896f__blocked_same_hour_execution_lag0_ee16e507,a7v3_interaction_self_reproduction_12_6847c88f896f,same_hour_execution_lag0,blocked_before_replay,"Add(ZScore(agg_signed_flow_z_24h),Rank(ret_6))",interaction_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_685cea0e5e3e__blocked_no_agg_mask_cbc7d05b,a7v3_interaction_self_reproduction_12_685cea0e5e3e,no_agg_mask,blocked_before_replay,"HorizonSpread(agg_flow_imbalance_notional,4,24)",interaction_self_reproduction,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_685cea0e5e3e__blocked_zero_fill_core12_rank_2949bd31,a7v3_interaction_self_reproduction_12_685cea0e5e3e,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(HorizonSpread(agg_flow_imbalance_notional,4,24)))",interaction_self_reproduction,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_685cea0e5e3e__blocked_same_hour_execution_lag0_69f8f8e5,a7v3_interaction_self_reproduction_12_685cea0e5e3e,same_hour_execution_lag0,blocked_before_replay,"HorizonSpread(agg_flow_imbalance_notional,4,24)",interaction_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_b0922aba22c4__blocked_no_agg_mask_c7a4ddb9,a7v3_interaction_self_reproduction_12_b0922aba22c4,no_agg_mask,blocked_before_replay,"HorizonSpread(agg_flow_imbalance_notional,4,24)",interaction_self_reproduction,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_b0922aba22c4__blocked_zero_fill_core12_rank_5c191d3b,a7v3_interaction_self_reproduction_12_b0922aba22c4,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(HorizonSpread(agg_flow_imbalance_notional,4,24)))",interaction_self_reproduction,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_b0922aba22c4__blocked_same_hour_execution_lag0_2aa6428b,a7v3_interaction_self_reproduction_12_b0922aba22c4,same_hour_execution_lag0,blocked_before_replay,"HorizonSpread(agg_flow_imbalance_notional,4,24)",interaction_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_0a81bd21e350__blocked_no_agg_mask_02c98128,a7v3_interaction_self_reproduction_12_0a81bd21e350,no_agg_mask,blocked_before_replay,"HorizonSpread(agg_flow_imbalance_notional,4,24)",interaction_self_reproduction,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_0a81bd21e350__blocked_zero_fill_core12_rank_9b58bc21,a7v3_interaction_self_reproduction_12_0a81bd21e350,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(HorizonSpread(agg_flow_imbalance_notional,4,24)))",interaction_self_reproduction,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_0a81bd21e350__blocked_same_hour_execution_lag0_3781ac99,a7v3_interaction_self_reproduction_12_0a81bd21e350,same_hour_execution_lag0,blocked_before_replay,"HorizonSpread(agg_flow_imbalance_notional,4,24)",interaction_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_e04d7321cbd1__blocked_no_agg_mask_0b2ab696,a7v3_interaction_self_reproduction_12_e04d7321cbd1,no_agg_mask,blocked_before_replay,"HorizonSpread(agg_flow_imbalance_notional,4,24)",interaction_self_reproduction,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_e04d7321cbd1__blocked_zero_fill_core12_rank_f3a31906,a7v3_interaction_self_reproduction_12_e04d7321cbd1,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(HorizonSpread(agg_flow_imbalance_notional,4,24)))",interaction_self_reproduction,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_e04d7321cbd1__blocked_same_hour_execution_lag0_84a28b5d,a7v3_interaction_self_reproduction_12_e04d7321cbd1,same_hour_execution_lag0,blocked_before_replay,"HorizonSpread(agg_flow_imbalance_notional,4,24)",interaction_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_4b150d44966f__blocked_no_agg_mask_c0586e47,a7v3_interaction_self_reproduction_12_4b150d44966f,no_agg_mask,blocked_before_replay,"HorizonSpread(agg_flow_imbalance_notional,4,24)",interaction_self_reproduction,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_4b150d44966f__blocked_zero_fill_core12_rank_096feaa6,a7v3_interaction_self_reproduction_12_4b150d44966f,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(HorizonSpread(agg_flow_imbalance_notional,4,24)))",interaction_self_reproduction,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_4b150d44966f__blocked_same_hour_execution_lag0_61ca581d,a7v3_interaction_self_reproduction_12_4b150d44966f,same_hour_execution_lag0,blocked_before_replay,"HorizonSpread(agg_flow_imbalance_notional,4,24)",interaction_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_b5b5e0ec3996__blocked_no_agg_mask_665f8940,a7v3_interaction_self_reproduction_12_b5b5e0ec3996,no_agg_mask,blocked_before_replay,"HorizonSpread(agg_flow_imbalance_notional,4,24)",interaction_self_reproduction,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_b5b5e0ec3996__blocked_zero_fill_core12_rank_84a47549,a7v3_interaction_self_reproduction_12_b5b5e0ec3996,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(HorizonSpread(agg_flow_imbalance_notional,4,24)))",interaction_self_reproduction,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_b5b5e0ec3996__blocked_same_hour_execution_lag0_d57bcdc9,a7v3_interaction_self_reproduction_12_b5b5e0ec3996,same_hour_execution_lag0,blocked_before_replay,"HorizonSpread(agg_flow_imbalance_notional,4,24)",interaction_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_8a51cf2771d8__blocked_no_agg_mask_e350fd0f,a7v3_interaction_self_reproduction_12_8a51cf2771d8,no_agg_mask,blocked_before_replay,"HorizonSpread(agg_flow_imbalance_notional,4,24)",interaction_self_reproduction,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_8a51cf2771d8__blocked_zero_fill_core12_rank_8ea6a017,a7v3_interaction_self_reproduction_12_8a51cf2771d8,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(HorizonSpread(agg_flow_imbalance_notional,4,24)))",interaction_self_reproduction,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_8a51cf2771d8__blocked_same_hour_execution_lag0_f95c64aa,a7v3_interaction_self_reproduction_12_8a51cf2771d8,same_hour_execution_lag0,blocked_before_replay,"HorizonSpread(agg_flow_imbalance_notional,4,24)",interaction_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_312505ebd625__blocked_no_agg_mask_f4810c98,a7v3_interaction_self_reproduction_12_312505ebd625,no_agg_mask,blocked_before_replay,"HorizonSpread(agg_large_notional_share_100k_plus,4,24)",interaction_self_reproduction,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_312505ebd625__blocked_zero_fill_core12_rank_cd60762a,a7v3_interaction_self_reproduction_12_312505ebd625,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(HorizonSpread(agg_large_notional_share_100k_plus,4,24)))",interaction_self_reproduction,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_312505ebd625__blocked_same_hour_execution_lag0_aee5d792,a7v3_interaction_self_reproduction_12_312505ebd625,same_hour_execution_lag0,blocked_before_replay,"HorizonSpread(agg_large_notional_share_100k_plus,4,24)",interaction_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_a36bbba6d062__blocked_no_agg_mask_b69d4cde,a7v3_interaction_self_reproduction_12_a36bbba6d062,no_agg_mask,blocked_before_replay,"HorizonSpread(agg_large_notional_share_100k_plus,4,24)",interaction_self_reproduction,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_a36bbba6d062__blocked_zero_fill_core12_rank_8cbac322,a7v3_interaction_self_reproduction_12_a36bbba6d062,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(HorizonSpread(agg_large_notional_share_100k_plus,4,24)))",interaction_self_reproduction,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_a36bbba6d062__blocked_same_hour_execution_lag0_ca05f0f4,a7v3_interaction_self_reproduction_12_a36bbba6d062,same_hour_execution_lag0,blocked_before_replay,"HorizonSpread(agg_large_notional_share_100k_plus,4,24)",interaction_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_07b5ee8cd960__blocked_no_agg_mask_838ac1e8,a7v3_interaction_self_reproduction_12_07b5ee8cd960,no_agg_mask,blocked_before_replay,"HorizonSpread(agg_large_notional_share_100k_plus,4,24)",interaction_self_reproduction,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_07b5ee8cd960__blocked_zero_fill_core12_rank_3c37652d,a7v3_interaction_self_reproduction_12_07b5ee8cd960,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(HorizonSpread(agg_large_notional_share_100k_plus,4,24)))",interaction_self_reproduction,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_07b5ee8cd960__blocked_same_hour_execution_lag0_1e41a5b7,a7v3_interaction_self_reproduction_12_07b5ee8cd960,same_hour_execution_lag0,blocked_before_replay,"HorizonSpread(agg_large_notional_share_100k_plus,4,24)",interaction_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_2c1879e3078b__blocked_no_agg_mask_26927a92,a7v3_interaction_self_reproduction_12_2c1879e3078b,no_agg_mask,blocked_before_replay,"HorizonSpread(agg_large_notional_share_100k_plus,4,24)",interaction_self_reproduction,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_2c1879e3078b__blocked_zero_fill_core12_rank_399b8ee2,a7v3_interaction_self_reproduction_12_2c1879e3078b,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(HorizonSpread(agg_large_notional_share_100k_plus,4,24)))",interaction_self_reproduction,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_2c1879e3078b__blocked_same_hour_execution_lag0_0a4f160b,a7v3_interaction_self_reproduction_12_2c1879e3078b,same_hour_execution_lag0,blocked_before_replay,"HorizonSpread(agg_large_notional_share_100k_plus,4,24)",interaction_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_aea2cd962ae1__blocked_no_agg_mask_1dcd3b8d,a7v3_interaction_self_reproduction_12_aea2cd962ae1,no_agg_mask,blocked_before_replay,"HorizonSpread(agg_large_notional_share_100k_plus,4,24)",interaction_self_reproduction,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_aea2cd962ae1__blocked_zero_fill_core12_rank_b9cc7b17,a7v3_interaction_self_reproduction_12_aea2cd962ae1,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(HorizonSpread(agg_large_notional_share_100k_plus,4,24)))",interaction_self_reproduction,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_interaction_self_reproduction_12_aea2cd962ae1__blocked_same_hour_execution_lag0_70c55283,a7v3_interaction_self_reproduction_12_aea2cd962ae1,same_hour_execution_lag0,blocked_before_replay,"HorizonSpread(agg_large_notional_share_100k_plus,4,24)",interaction_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
