candidate_id,track_id,clue_role,seed_field,interaction_field,top_symbol,top_symbol_abs_contrib_share,top_month,top_month_abs_contrib_share,top_raw_latent_state_id,top_raw_latent_state_id_abs_contrib_share,top_age_bucket_dynamic,top_age_bucket_dynamic_abs_contrib_share,top_liquidity_state,top_liquidity_state_abs_contrib_share,concentration_blocker
a7ag1_07cfdcbb71e5f021e9,G2_downside_risk_defense,downside_risk_defense_clue,oi_x_price_move_24h,trade_count,GTCUSDT,0.02988657753191792,2025-06,0.3462326299825028,lv_1c45188236,0.23683571765705683,age_ge365d,1.0,liq_low,0.7199071502329775,False
a7ag1_586d720012e530b368,G2_downside_risk_defense,downside_risk_defense_clue,trade_count,global_long_short_account_ratio_last,CTSIUSDT,0.045173418599715943,2025-06,0.34819002286579365,lv_1c45188236,0.20697089082391149,age_ge365d,1.0,liq_low,0.6264600887687,False
a7ag1_833b9754bcb08a2ee5,G2_downside_risk_defense,downside_risk_defense_clue,trade_count,oi_x_price_move_24h,GTCUSDT,0.032413774476063265,2025-06,0.3483090860185166,lv_1c45188236,0.23617957695360528,age_ge365d,1.0,liq_low,0.7114143592662157,False
a7ag1_662549c43d482c2707,G2_downside_risk_defense,downside_risk_defense_clue,global_long_short_account_ratio_last,oi_x_price_move_24h,HIGHUSDT,0.030311538514824824,2026-04,0.3930081878305525,lv_1c45188236,0.1449614744297783,age_ge365d,1.0,liq_low,0.6622874654790634,False
a7ag1_64d306bc09f8d085af,G2_downside_risk_defense,downside_risk_defense_clue,global_long_short_account_ratio_last,top_long_short_account_ratio_last,1000SATSUSDT,0.025552973101176695,2026-04,0.35914886408682467,lv_1c45188236,0.1887247378543234,age_ge365d,1.0,liq_low,0.6878288810672656,False
a7ag1_40534d1246d299ea01,G2_downside_risk_defense,downside_risk_defense_clue,realized_vol_24h,oi_x_price_move_24h,1000LUNCUSDT,0.024624070803301052,2026-04,0.3587163306404795,lv_1c45188236,0.14636863167289138,age_ge365d,1.0,liq_low,0.6345928770134909,False
a7ag1_0f27ceda99e1d463ca,G2_downside_risk_defense,downside_risk_defense_clue,realized_vol_24h,open_interest_last,1000SATSUSDT,0.0514508588674077,2026-04,0.3573315529467491,lv_a4564010d4,0.10339044870776548,age_ge365d,1.0,liq_low,0.5898003168784964,False
a7ag1_11778d3e00e7bdfc5e,G2_downside_risk_defense,downside_risk_defense_clue,top_long_short_account_ratio_last,global_long_short_account_ratio_last,GTCUSDT,0.0419208969727114,2026-04,0.36284628747229186,lv_1c45188236,0.22347271101803304,age_ge365d,0.9999999999999999,liq_low,0.7347887601660196,False
a7ag1_d69eb751dee25c9b57,G2_downside_risk_defense,downside_risk_defense_clue,top_long_short_account_ratio_last,oi_x_price_move_24h,ACEUSDT,0.025298798160952363,2026-04,0.37550712739618286,lv_1c45188236,0.17238515469227436,age_ge365d,1.0,liq_low,0.6900109923445646,False
a7ag1_3e89b541d8822e268f,G2_downside_risk_defense,downside_risk_defense_clue,top_long_short_account_ratio_last,open_interest_last,1000SATSUSDT,0.03797878699940463,2026-04,0.36728061669608764,lv_1c45188236,0.188975864262437,age_ge365d,0.9999999999999999,liq_low,0.6628647042741433,False
a7ag1_ce2750e52cfd3a28f3,G2_downside_risk_defense,downside_risk_defense_clue,top_long_short_account_ratio_last,realized_vol_24h,GTCUSDT,0.029623961952804992,2026-04,0.3847715194253061,lv_1c45188236,0.14808898728497252,age_ge365d,0.9999999999999998,liq_low,0.6818427425900552,False
a7ag1_595e0f62392053c306,G2_downside_risk_defense,downside_risk_defense_clue,top_long_short_account_ratio_last,oi_x_price_move_24h,HIGHUSDT,0.024943171111244895,2026-04,0.3839959504437235,lv_1c45188236,0.165568332598583,age_ge365d,1.0,liq_low,0.6907412350750439,False
a7ag1_15a6a071a2a0af492c,G2_downside_risk_defense,downside_risk_defense_clue,top_long_short_account_ratio_last,open_interest_last,1000SATSUSDT,0.04301470724412921,2026-04,0.356755584142009,lv_1c45188236,0.1680980535866661,age_ge365d,1.0,liq_low,0.6317796480384118,False
a7ag1_1c1ca47396b2329b34,G2_downside_risk_defense,downside_risk_defense_clue,top_long_short_account_ratio_last,realized_vol_24h,1000LUNCUSDT,0.025896686484517786,2026-04,0.3799115970183171,lv_1c45188236,0.1554567215992281,age_ge365d,1.0000000000000002,liq_low,0.6703717025227193,False
