blueprint_id,seed_lane,label_family,label_horizon_h,left_field,left_transform,operator,right_field,right_transform,expression,candidate_role
core26ce_S0_positioning_price_basis_c259f87128a23e,S0_positioning_price_basis,L1_cross_sectional_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_24h,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(trade_return_24h,24))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_0e91dd5544b500,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_24h,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(trade_return_24h,24))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_309885d1738c6b,S0_positioning_price_basis,L3_liquidity_tier_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_24h,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(trade_return_24h,24))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_11cf2485175f17,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_24h,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(trade_return_24h,24))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_15ef99f2490cf1,S0_positioning_price_basis,L0_raw_forward_return,8,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_24h,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(trade_return_24h,24))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_a41087af8a3c83,S0_positioning_price_basis,L0_raw_forward_return,24,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_24h,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(trade_return_24h,24))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_7af437077d39f2,S0_positioning_price_basis,L1_cross_sectional_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,decay_24h,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(trade_return_24h,24))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_fd2adbe6c63150,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,decay_24h,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(trade_return_24h,24))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_49006392d8ed09,S0_positioning_price_basis,L3_liquidity_tier_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,decay_24h,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(trade_return_24h,24))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_b2aaec2e9d5c81,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,decay_24h,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(trade_return_24h,24))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_97026762d2c604,S0_positioning_price_basis,L0_raw_forward_return,8,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,decay_24h,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(trade_return_24h,24))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_2fb2bbc590e9be,S0_positioning_price_basis,L0_raw_forward_return,24,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,decay_24h,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(trade_return_24h,24))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_5d6564002f343b,S0_positioning_price_basis,L1_cross_sectional_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,decay_72h,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(trade_return_24h,72))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_19256ade752751,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,decay_72h,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(trade_return_24h,72))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_b8949d3e728cfa,S0_positioning_price_basis,L3_liquidity_tier_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,decay_72h,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(trade_return_24h,72))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_79b945756f4d0d,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,decay_72h,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(trade_return_24h,72))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_79950deb7e4b4d,S0_positioning_price_basis,L0_raw_forward_return,8,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,decay_72h,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(trade_return_24h,72))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_b5956ce30a7465,S0_positioning_price_basis,L0_raw_forward_return,24,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,decay_72h,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(trade_return_24h,72))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_242a239727006e,S0_positioning_price_basis,L1_cross_sectional_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,zscore_168h,"Sub(Delta(top_long_short_position_ratio_last,4),ZScore(trade_return_24h))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_d943e251dc1b0c,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,zscore_168h,"Sub(Delta(top_long_short_position_ratio_last,4),ZScore(trade_return_24h))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_76015c90437e0c,S0_positioning_price_basis,L3_liquidity_tier_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,zscore_168h,"Sub(Delta(top_long_short_position_ratio_last,4),ZScore(trade_return_24h))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_0922438f201b00,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,zscore_168h,"Sub(Delta(top_long_short_position_ratio_last,4),ZScore(trade_return_24h))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_a9c16906e22a7f,S0_positioning_price_basis,L0_raw_forward_return,8,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,zscore_168h,"Sub(Delta(top_long_short_position_ratio_last,4),ZScore(trade_return_24h))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_7bdd72b98aaa04,S0_positioning_price_basis,L0_raw_forward_return,24,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,zscore_168h,"Sub(Delta(top_long_short_position_ratio_last,4),ZScore(trade_return_24h))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_4f6eea4e369be2,S0_positioning_price_basis,L1_cross_sectional_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,abs_zscore_168h,"Sub(Delta(top_long_short_position_ratio_last,4),Abs(ZScore(trade_return_24h)))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_dc4c8f65757dd3,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,abs_zscore_168h,"Sub(Delta(top_long_short_position_ratio_last,4),Abs(ZScore(trade_return_24h)))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_ea2bc6c19d3da9,S0_positioning_price_basis,L3_liquidity_tier_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,abs_zscore_168h,"Sub(Delta(top_long_short_position_ratio_last,4),Abs(ZScore(trade_return_24h)))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_d15f499a2fad6c,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,abs_zscore_168h,"Sub(Delta(top_long_short_position_ratio_last,4),Abs(ZScore(trade_return_24h)))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_ef31ab5a38ab6c,S0_positioning_price_basis,L0_raw_forward_return,8,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,abs_zscore_168h,"Sub(Delta(top_long_short_position_ratio_last,4),Abs(ZScore(trade_return_24h)))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_120c9c4978407e,S0_positioning_price_basis,L0_raw_forward_return,24,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,abs_zscore_168h,"Sub(Delta(top_long_short_position_ratio_last,4),Abs(ZScore(trade_return_24h)))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_18923a2a1f218e,S0_positioning_price_basis,L1_cross_sectional_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,delta_4h,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(premium_close_bps,4))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_3056f4a481566a,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,delta_4h,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(premium_close_bps,4))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_fc8f286d9344b8,S0_positioning_price_basis,L3_liquidity_tier_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,delta_4h,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(premium_close_bps,4))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_287dccc7c00486,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,delta_4h,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(premium_close_bps,4))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_d8405b6b33087b,S0_positioning_price_basis,L0_raw_forward_return,8,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,delta_4h,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(premium_close_bps,4))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_64122a929ed5a8,S0_positioning_price_basis,L0_raw_forward_return,24,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,delta_4h,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(premium_close_bps,4))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_c3ce6e1a425395,S0_positioning_price_basis,L1_cross_sectional_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,delta_8h,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(premium_close_bps,8))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_2978693a972bc6,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,delta_8h,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(premium_close_bps,8))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_d64bb109355a5f,S0_positioning_price_basis,L3_liquidity_tier_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,delta_8h,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(premium_close_bps,8))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_7dd1d31ce8fd52,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,delta_8h,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(premium_close_bps,8))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_0f50c43b8f68ef,S0_positioning_price_basis,L0_raw_forward_return,8,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,delta_8h,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(premium_close_bps,8))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_2b557afca6419d,S0_positioning_price_basis,L0_raw_forward_return,24,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,delta_8h,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(premium_close_bps,8))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_52040af1848a5e,S0_positioning_price_basis,L1_cross_sectional_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,delta_24h,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(premium_close_bps,24))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_e88ad427958169,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,delta_24h,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(premium_close_bps,24))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_555a49b78a8f87,S0_positioning_price_basis,L3_liquidity_tier_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,delta_24h,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(premium_close_bps,24))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_891f792f2dbac8,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,delta_24h,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(premium_close_bps,24))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_46c1e7bf2468ef,S0_positioning_price_basis,L0_raw_forward_return,8,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,delta_24h,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(premium_close_bps,24))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_2c35b6de0f905d,S0_positioning_price_basis,L0_raw_forward_return,24,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,delta_24h,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(premium_close_bps,24))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_84ab6bfe2edb1e,S0_positioning_price_basis,L1_cross_sectional_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,decay_24h,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(premium_close_bps,24))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_920c4e4f0b3848,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,decay_24h,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(premium_close_bps,24))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_fd9e9666407b90,S0_positioning_price_basis,L3_liquidity_tier_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,decay_24h,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(premium_close_bps,24))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_baf770ab8a8199,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,decay_24h,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(premium_close_bps,24))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_f6cdf0e5ac43d7,S0_positioning_price_basis,L0_raw_forward_return,8,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,decay_24h,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(premium_close_bps,24))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_56c7f4c6f5f371,S0_positioning_price_basis,L0_raw_forward_return,24,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,decay_24h,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(premium_close_bps,24))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_56873693af9391,S0_positioning_price_basis,L1_cross_sectional_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,decay_72h,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(premium_close_bps,72))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_ce38c045126d90,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,decay_72h,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(premium_close_bps,72))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_e4809f4af7260a,S0_positioning_price_basis,L3_liquidity_tier_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,decay_72h,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(premium_close_bps,72))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_01e411bb971811,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,decay_72h,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(premium_close_bps,72))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_11406241b4ae5d,S0_positioning_price_basis,L0_raw_forward_return,8,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,decay_72h,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(premium_close_bps,72))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_b90071062d4c98,S0_positioning_price_basis,L0_raw_forward_return,24,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,decay_72h,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(premium_close_bps,72))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_136ffaf2705ce8,S0_positioning_price_basis,L1_cross_sectional_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,zscore_168h,"Sub(Delta(top_long_short_position_ratio_last,4),ZScore(premium_close_bps))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_1c17ac2db9991f,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,zscore_168h,"Sub(Delta(top_long_short_position_ratio_last,4),ZScore(premium_close_bps))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_0bd45457514a47,S0_positioning_price_basis,L3_liquidity_tier_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,zscore_168h,"Sub(Delta(top_long_short_position_ratio_last,4),ZScore(premium_close_bps))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_2e3c596194603c,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,zscore_168h,"Sub(Delta(top_long_short_position_ratio_last,4),ZScore(premium_close_bps))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_c0e71d2d8f4b26,S0_positioning_price_basis,L0_raw_forward_return,8,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,zscore_168h,"Sub(Delta(top_long_short_position_ratio_last,4),ZScore(premium_close_bps))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_a5e7db82c77e91,S0_positioning_price_basis,L0_raw_forward_return,24,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,zscore_168h,"Sub(Delta(top_long_short_position_ratio_last,4),ZScore(premium_close_bps))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_de9bd16feb0964,S0_positioning_price_basis,L1_cross_sectional_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,abs_zscore_168h,"Sub(Delta(top_long_short_position_ratio_last,4),Abs(ZScore(premium_close_bps)))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_b8fc25480fd749,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,abs_zscore_168h,"Sub(Delta(top_long_short_position_ratio_last,4),Abs(ZScore(premium_close_bps)))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_a76ab9bdf13b16,S0_positioning_price_basis,L3_liquidity_tier_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,abs_zscore_168h,"Sub(Delta(top_long_short_position_ratio_last,4),Abs(ZScore(premium_close_bps)))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_522f5ee1c68465,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,abs_zscore_168h,"Sub(Delta(top_long_short_position_ratio_last,4),Abs(ZScore(premium_close_bps)))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_334c0a633adff7,S0_positioning_price_basis,L0_raw_forward_return,8,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,abs_zscore_168h,"Sub(Delta(top_long_short_position_ratio_last,4),Abs(ZScore(premium_close_bps)))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_c6f09572bebca4,S0_positioning_price_basis,L0_raw_forward_return,24,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,abs_zscore_168h,"Sub(Delta(top_long_short_position_ratio_last,4),Abs(ZScore(premium_close_bps)))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_60eba5690b01e8,S0_positioning_price_basis,L1_cross_sectional_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,mark_trade_basis_bps,delta_4h,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(mark_trade_basis_bps,4))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_96f23576c1d135,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,mark_trade_basis_bps,delta_4h,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(mark_trade_basis_bps,4))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_5bce8f771b5f9d,S0_positioning_price_basis,L3_liquidity_tier_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,mark_trade_basis_bps,delta_4h,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(mark_trade_basis_bps,4))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_89f05af8dd436e,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,mark_trade_basis_bps,delta_4h,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(mark_trade_basis_bps,4))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_6f2b9f15398263,S0_positioning_price_basis,L0_raw_forward_return,8,top_long_short_position_ratio_last,delta_4h,Sub,mark_trade_basis_bps,delta_4h,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(mark_trade_basis_bps,4))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_701f3d934a0737,S0_positioning_price_basis,L0_raw_forward_return,24,top_long_short_position_ratio_last,delta_4h,Sub,mark_trade_basis_bps,delta_4h,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(mark_trade_basis_bps,4))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_6f809e44b07110,S0_positioning_price_basis,L1_cross_sectional_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,mark_trade_basis_bps,delta_8h,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(mark_trade_basis_bps,8))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_ffbf69bcae8986,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,mark_trade_basis_bps,delta_8h,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(mark_trade_basis_bps,8))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_a4756801ea637c,S0_positioning_price_basis,L3_liquidity_tier_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,mark_trade_basis_bps,delta_8h,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(mark_trade_basis_bps,8))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_8e5b52d0458381,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,mark_trade_basis_bps,delta_8h,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(mark_trade_basis_bps,8))",split_consistency_repair_probe
