signal_name,field_family,source_column,global_validation_spread,global_test_spread,global_recent_spread,age_neutral_validation_spread,latent_neutral_validation_spread,liquidity_neutral_validation_spread,meme_multiplier_validation_spread,u1_listing_latent_validation_spread,diagnostic_decision,blocking_controls,max_abs_vs_original_ratio,max_abs_control_spread,min_valid_row_share,a7al2_policy,policy_reason
oi_value_level_log,open_interest,log_open_interest_value,,,,,,,,,STAGE1_ONLY_NOT_SHORTLISTED,,,,,DO_NOT_PROMOTE,no stable neutralized field-family structure
oi_x_price_move_24h,open_interest,oi_x_price_move_24h,,,,,,,,,STAGE1_ONLY_NOT_SHORTLISTED,,,,,DO_NOT_PROMOTE,no stable neutralized field-family structure
global_long_short_level,long_short_positioning,global_long_short_account_ratio_last,,,,,,,,,STAGE1_ONLY_NOT_SHORTLISTED,,,,,DO_NOT_PROMOTE,no stable neutralized field-family structure
top_account_long_short_level,long_short_positioning,top_long_short_account_ratio_last,,,,,,,,,STAGE1_ONLY_NOT_SHORTLISTED,,,,,DO_NOT_PROMOTE,no stable neutralized field-family structure
premium_level_bps,premium_basis,premium_close_bps,,,,,,,,,STAGE1_ONLY_NOT_SHORTLISTED,,,,,DO_NOT_PROMOTE,no stable neutralized field-family structure
premium_abs_168h,premium_basis,premium_abs_168h,,,,,,,,,STAGE1_ONLY_NOT_SHORTLISTED,,,,,DO_NOT_PROMOTE,no stable neutralized field-family structure
basis_level_bps,premium_basis,mark_index_basis_bps,,,,,,,,,STAGE1_ONLY_NOT_SHORTLISTED,,,,,DO_NOT_PROMOTE,no stable neutralized field-family structure
basis_abs_bps,premium_basis,basis_abs_bps,,,,,,,,,STAGE1_ONLY_NOT_SHORTLISTED,,,,,DO_NOT_PROMOTE,no stable neutralized field-family structure
basis_abs_168h,premium_basis,basis_abs_168h,,,,,,,,,STAGE1_ONLY_NOT_SHORTLISTED,,,,,DO_NOT_PROMOTE,no stable neutralized field-family structure
funding_level,funding,funding_rate,,,,,,,,,STAGE1_ONLY_NOT_SHORTLISTED,,,,,DO_NOT_PROMOTE,no stable neutralized field-family structure
funding_abs,funding,funding_abs,,,,,,,,,STAGE1_ONLY_NOT_SHORTLISTED,,,,,DO_NOT_PROMOTE,no stable neutralized field-family structure
funding_mean_168h,funding,funding_rate_mean_168h,,,,,,,,,STAGE1_ONLY_NOT_SHORTLISTED,,,,,DO_NOT_PROMOTE,no stable neutralized field-family structure
ret_x_vol,price_volatility_interaction,ret_x_vol,,,,,,,,,STAGE1_ONLY_NOT_SHORTLISTED,,,,,DO_NOT_PROMOTE,no stable neutralized field-family structure
vol_compression,price_volatility_interaction,vol_compression,,,,,,,,,STAGE1_ONLY_NOT_SHORTLISTED,,,,,DO_NOT_PROMOTE,no stable neutralized field-family structure
liquidity_level_log_quote,liquidity_volume,log_trade_quote_volume,,,,,,,,,STAGE1_ONLY_NOT_SHORTLISTED,,,,,DO_NOT_PROMOTE,no stable neutralized field-family structure
liquidity_log_quote_168h,liquidity_volume,log_quote_volume_168h,,,,,,,,,STAGE1_ONLY_NOT_SHORTLISTED,,,,,DO_NOT_PROMOTE,no stable neutralized field-family structure
liquidity_rank_active,liquidity_volume,liquidity_rank_active_universe,,,,,,,,,STAGE1_ONLY_NOT_SHORTLISTED,,,,,DO_NOT_PROMOTE,no stable neutralized field-family structure
age_x_liquidity,listing_age_latent_interaction,age_x_liquidity,,,,,,,,,STAGE1_ONLY_NOT_SHORTLISTED,,,,,DO_NOT_PROMOTE,no stable neutralized field-family structure
age_x_funding_abs,listing_age_latent_interaction,age_x_funding_abs,,,,,,,,,STAGE1_ONLY_NOT_SHORTLISTED,,,,,DO_NOT_PROMOTE,no stable neutralized field-family structure
basis_high_basis_abs,upper_regime_interaction,basis_high_basis_abs,,,,,,,,,STAGE1_ONLY_NOT_SHORTLISTED,,,,,DO_NOT_PROMOTE,no stable neutralized field-family structure
liq_contracting_volume_level,upper_regime_interaction,liq_contracting_volume_level,,,,,,,,,STAGE1_ONLY_NOT_SHORTLISTED,,,,,DO_NOT_PROMOTE,no stable neutralized field-family structure
stress_high_low_vol,upper_regime_interaction,stress_high_low_vol,,,,,,,,,STAGE1_ONLY_NOT_SHORTLISTED,,,,,DO_NOT_PROMOTE,no stable neutralized field-family structure
