control_id,base_candidate_id,control_mode,control_class,expression,production_family,horizon,availability_mask,uses_same_mask_as_candidate,feature_available_lag_bars,promotable,allowed_in_a7v5_replay,expected_behavior,decision
a7v3_rolling_self_reproduction_12_b28d7ce95edf__ctrl_wrong_lag_6a9cda1b,a7v3_rolling_self_reproduction_12_b28d7ce95edf,wrong_lag,replay_negative_control,"Decay(agg_max_trade_notional,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_b28d7ce95edf__ctrl_sign_flip_0be286c9,a7v3_rolling_self_reproduction_12_b28d7ce95edf,sign_flip,replay_negative_control,"Decay(agg_max_trade_notional,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_b26d29c81a80__ctrl_row_shuffle_06649ccf,a7v3_rolling_self_reproduction_12_b26d29c81a80,row_shuffle,replay_negative_control,"Decay(agg_notional,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_b26d29c81a80__ctrl_time_shuffle_92e22d18,a7v3_rolling_self_reproduction_12_b26d29c81a80,time_shuffle,replay_negative_control,"Decay(agg_notional,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_b26d29c81a80__ctrl_wrong_lag_6bb3d2a2,a7v3_rolling_self_reproduction_12_b26d29c81a80,wrong_lag,replay_negative_control,"Decay(agg_notional,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_b26d29c81a80__ctrl_sign_flip_de4bbe7f,a7v3_rolling_self_reproduction_12_b26d29c81a80,sign_flip,replay_negative_control,"Decay(agg_notional,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_214b62a005b2__ctrl_row_shuffle_68240259,a7v3_rolling_self_reproduction_12_214b62a005b2,row_shuffle,replay_negative_control,"Decay(agg_notional_100k_1m,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_214b62a005b2__ctrl_time_shuffle_bba8dbeb,a7v3_rolling_self_reproduction_12_214b62a005b2,time_shuffle,replay_negative_control,"Decay(agg_notional_100k_1m,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_214b62a005b2__ctrl_wrong_lag_39b6aea0,a7v3_rolling_self_reproduction_12_214b62a005b2,wrong_lag,replay_negative_control,"Decay(agg_notional_100k_1m,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_214b62a005b2__ctrl_sign_flip_c0912793,a7v3_rolling_self_reproduction_12_214b62a005b2,sign_flip,replay_negative_control,"Decay(agg_notional_100k_1m,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_3eb1e9032578__ctrl_row_shuffle_45b7259a,a7v3_rolling_self_reproduction_12_3eb1e9032578,row_shuffle,replay_negative_control,"Decay(agg_notional_10k_100k,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_3eb1e9032578__ctrl_time_shuffle_77ccedcc,a7v3_rolling_self_reproduction_12_3eb1e9032578,time_shuffle,replay_negative_control,"Decay(agg_notional_10k_100k,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_3eb1e9032578__ctrl_wrong_lag_7de5dd65,a7v3_rolling_self_reproduction_12_3eb1e9032578,wrong_lag,replay_negative_control,"Decay(agg_notional_10k_100k,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_3eb1e9032578__ctrl_sign_flip_e72bb551,a7v3_rolling_self_reproduction_12_3eb1e9032578,sign_flip,replay_negative_control,"Decay(agg_notional_10k_100k,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_9fa317374c73__ctrl_row_shuffle_27cffe8b,a7v3_rolling_self_reproduction_12_9fa317374c73,row_shuffle,replay_negative_control,"Decay(agg_notional_1k_10k,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_9fa317374c73__ctrl_time_shuffle_6fda6857,a7v3_rolling_self_reproduction_12_9fa317374c73,time_shuffle,replay_negative_control,"Decay(agg_notional_1k_10k,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_9fa317374c73__ctrl_wrong_lag_f33e297c,a7v3_rolling_self_reproduction_12_9fa317374c73,wrong_lag,replay_negative_control,"Decay(agg_notional_1k_10k,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_9fa317374c73__ctrl_sign_flip_463a901c,a7v3_rolling_self_reproduction_12_9fa317374c73,sign_flip,replay_negative_control,"Decay(agg_notional_1k_10k,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_00b278cfd69c__ctrl_row_shuffle_49eff82e,a7v3_rolling_self_reproduction_12_00b278cfd69c,row_shuffle,replay_negative_control,"Decay(agg_trade_count,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_00b278cfd69c__ctrl_time_shuffle_8b19121c,a7v3_rolling_self_reproduction_12_00b278cfd69c,time_shuffle,replay_negative_control,"Decay(agg_trade_count,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_00b278cfd69c__ctrl_wrong_lag_d00b7801,a7v3_rolling_self_reproduction_12_00b278cfd69c,wrong_lag,replay_negative_control,"Decay(agg_trade_count,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_00b278cfd69c__ctrl_sign_flip_e86aaa23,a7v3_rolling_self_reproduction_12_00b278cfd69c,sign_flip,replay_negative_control,"Decay(agg_trade_count,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_69861a81fba7__ctrl_row_shuffle_d8d21d3d,a7v3_rolling_self_reproduction_12_69861a81fba7,row_shuffle,replay_negative_control,"Decay(agg_trade_count_100_1k,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_69861a81fba7__ctrl_time_shuffle_a5aaa03f,a7v3_rolling_self_reproduction_12_69861a81fba7,time_shuffle,replay_negative_control,"Decay(agg_trade_count_100_1k,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_69861a81fba7__ctrl_wrong_lag_80e52669,a7v3_rolling_self_reproduction_12_69861a81fba7,wrong_lag,replay_negative_control,"Decay(agg_trade_count_100_1k,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_69861a81fba7__ctrl_sign_flip_14c15c45,a7v3_rolling_self_reproduction_12_69861a81fba7,sign_flip,replay_negative_control,"Decay(agg_trade_count_100_1k,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_519354de8b22__ctrl_row_shuffle_d48624b4,a7v3_rolling_self_reproduction_12_519354de8b22,row_shuffle,replay_negative_control,"Decay(agg_trade_count_1k_10k,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_519354de8b22__ctrl_time_shuffle_467eaaef,a7v3_rolling_self_reproduction_12_519354de8b22,time_shuffle,replay_negative_control,"Decay(agg_trade_count_1k_10k,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_519354de8b22__ctrl_wrong_lag_180c680e,a7v3_rolling_self_reproduction_12_519354de8b22,wrong_lag,replay_negative_control,"Decay(agg_trade_count_1k_10k,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_519354de8b22__ctrl_sign_flip_76f95d3c,a7v3_rolling_self_reproduction_12_519354de8b22,sign_flip,replay_negative_control,"Decay(agg_trade_count_1k_10k,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_4ad10b772ccf__ctrl_row_shuffle_afd51b08,a7v3_rolling_self_reproduction_12_4ad10b772ccf,row_shuffle,replay_negative_control,"Decay(agg_trade_count_gt_1m,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_4ad10b772ccf__ctrl_time_shuffle_2f7dde21,a7v3_rolling_self_reproduction_12_4ad10b772ccf,time_shuffle,replay_negative_control,"Decay(agg_trade_count_gt_1m,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_4ad10b772ccf__ctrl_wrong_lag_5140b8e2,a7v3_rolling_self_reproduction_12_4ad10b772ccf,wrong_lag,replay_negative_control,"Decay(agg_trade_count_gt_1m,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_4ad10b772ccf__ctrl_sign_flip_e68e77e8,a7v3_rolling_self_reproduction_12_4ad10b772ccf,sign_flip,replay_negative_control,"Decay(agg_trade_count_gt_1m,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_4beec949fff2__ctrl_row_shuffle_e14c7ce0,a7v3_rolling_self_reproduction_12_4beec949fff2,row_shuffle,replay_negative_control,"Decay(agg_underlying_trade_count,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_4beec949fff2__ctrl_time_shuffle_ee043515,a7v3_rolling_self_reproduction_12_4beec949fff2,time_shuffle,replay_negative_control,"Decay(agg_underlying_trade_count,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_4beec949fff2__ctrl_wrong_lag_725d7052,a7v3_rolling_self_reproduction_12_4beec949fff2,wrong_lag,replay_negative_control,"Decay(agg_underlying_trade_count,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_4beec949fff2__ctrl_sign_flip_08852c3f,a7v3_rolling_self_reproduction_12_4beec949fff2,sign_flip,replay_negative_control,"Decay(agg_underlying_trade_count,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_d28a9741d9ff__ctrl_row_shuffle_808334d2,a7v3_cross_symbol_self_reproduction_core3_12_d28a9741d9ff,row_shuffle,replay_negative_control,CrossSymbolRank(agg_avg_agg_trade_notional),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_d28a9741d9ff__ctrl_time_shuffle_8d3dee2f,a7v3_cross_symbol_self_reproduction_core3_12_d28a9741d9ff,time_shuffle,replay_negative_control,CrossSymbolRank(agg_avg_agg_trade_notional),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_d28a9741d9ff__ctrl_wrong_lag_e4456258,a7v3_cross_symbol_self_reproduction_core3_12_d28a9741d9ff,wrong_lag,replay_negative_control,CrossSymbolRank(agg_avg_agg_trade_notional),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_d28a9741d9ff__ctrl_sign_flip_08ad6b80,a7v3_cross_symbol_self_reproduction_core3_12_d28a9741d9ff,sign_flip,replay_negative_control,CrossSymbolRank(agg_avg_agg_trade_notional),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_61af4a59eadc__ctrl_row_shuffle_3776c611,a7v3_cross_symbol_self_reproduction_core3_12_61af4a59eadc,row_shuffle,replay_negative_control,CrossSymbolRank(agg_avg_underlying_trade_notional),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_61af4a59eadc__ctrl_time_shuffle_f5adcb36,a7v3_cross_symbol_self_reproduction_core3_12_61af4a59eadc,time_shuffle,replay_negative_control,CrossSymbolRank(agg_avg_underlying_trade_notional),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_61af4a59eadc__ctrl_wrong_lag_b0ef954a,a7v3_cross_symbol_self_reproduction_core3_12_61af4a59eadc,wrong_lag,replay_negative_control,CrossSymbolRank(agg_avg_underlying_trade_notional),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_61af4a59eadc__ctrl_sign_flip_4bf127f8,a7v3_cross_symbol_self_reproduction_core3_12_61af4a59eadc,sign_flip,replay_negative_control,CrossSymbolRank(agg_avg_underlying_trade_notional),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_c609e63f4724__ctrl_row_shuffle_9f9eeff6,a7v3_cross_symbol_self_reproduction_core3_12_c609e63f4724,row_shuffle,replay_negative_control,CrossSymbolRank(agg_max_trade_notional),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_c609e63f4724__ctrl_time_shuffle_309c2d7a,a7v3_cross_symbol_self_reproduction_core3_12_c609e63f4724,time_shuffle,replay_negative_control,CrossSymbolRank(agg_max_trade_notional),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_c609e63f4724__ctrl_wrong_lag_f1729e84,a7v3_cross_symbol_self_reproduction_core3_12_c609e63f4724,wrong_lag,replay_negative_control,CrossSymbolRank(agg_max_trade_notional),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_c609e63f4724__ctrl_sign_flip_72e06c8f,a7v3_cross_symbol_self_reproduction_core3_12_c609e63f4724,sign_flip,replay_negative_control,CrossSymbolRank(agg_max_trade_notional),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_a1e534249441__ctrl_row_shuffle_068a14ab,a7v3_cross_symbol_self_reproduction_core3_12_a1e534249441,row_shuffle,replay_negative_control,CrossSymbolRank(agg_notional),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_a1e534249441__ctrl_time_shuffle_6b2b2c74,a7v3_cross_symbol_self_reproduction_core3_12_a1e534249441,time_shuffle,replay_negative_control,CrossSymbolRank(agg_notional),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_a1e534249441__ctrl_wrong_lag_7ba41814,a7v3_cross_symbol_self_reproduction_core3_12_a1e534249441,wrong_lag,replay_negative_control,CrossSymbolRank(agg_notional),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_a1e534249441__ctrl_sign_flip_7c399fd5,a7v3_cross_symbol_self_reproduction_core3_12_a1e534249441,sign_flip,replay_negative_control,CrossSymbolRank(agg_notional),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_b48c0093aa71__ctrl_row_shuffle_e7c7ff27,a7v3_cross_symbol_self_reproduction_core3_12_b48c0093aa71,row_shuffle,replay_negative_control,CrossSymbolRank(agg_notional_100_1k),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_b48c0093aa71__ctrl_time_shuffle_93b1f488,a7v3_cross_symbol_self_reproduction_core3_12_b48c0093aa71,time_shuffle,replay_negative_control,CrossSymbolRank(agg_notional_100_1k),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_b48c0093aa71__ctrl_wrong_lag_02ccf53f,a7v3_cross_symbol_self_reproduction_core3_12_b48c0093aa71,wrong_lag,replay_negative_control,CrossSymbolRank(agg_notional_100_1k),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_b48c0093aa71__ctrl_sign_flip_402941e8,a7v3_cross_symbol_self_reproduction_core3_12_b48c0093aa71,sign_flip,replay_negative_control,CrossSymbolRank(agg_notional_100_1k),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_e5d9f3dbda87__ctrl_row_shuffle_ed50085b,a7v3_cross_symbol_self_reproduction_core3_12_e5d9f3dbda87,row_shuffle,replay_negative_control,CrossSymbolRank(agg_notional_100k_1m),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_e5d9f3dbda87__ctrl_time_shuffle_edf62c16,a7v3_cross_symbol_self_reproduction_core3_12_e5d9f3dbda87,time_shuffle,replay_negative_control,CrossSymbolRank(agg_notional_100k_1m),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_e5d9f3dbda87__ctrl_wrong_lag_8436697a,a7v3_cross_symbol_self_reproduction_core3_12_e5d9f3dbda87,wrong_lag,replay_negative_control,CrossSymbolRank(agg_notional_100k_1m),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_e5d9f3dbda87__ctrl_sign_flip_afbf2df3,a7v3_cross_symbol_self_reproduction_core3_12_e5d9f3dbda87,sign_flip,replay_negative_control,CrossSymbolRank(agg_notional_100k_1m),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_4dc42d4c443e__ctrl_row_shuffle_c9cd3712,a7v3_cross_symbol_self_reproduction_core3_12_4dc42d4c443e,row_shuffle,replay_negative_control,CrossSymbolRank(agg_notional_10k_100k),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_4dc42d4c443e__ctrl_time_shuffle_1f2a1823,a7v3_cross_symbol_self_reproduction_core3_12_4dc42d4c443e,time_shuffle,replay_negative_control,CrossSymbolRank(agg_notional_10k_100k),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_4dc42d4c443e__ctrl_wrong_lag_e9d2a2a2,a7v3_cross_symbol_self_reproduction_core3_12_4dc42d4c443e,wrong_lag,replay_negative_control,CrossSymbolRank(agg_notional_10k_100k),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_4dc42d4c443e__ctrl_sign_flip_3a78ba07,a7v3_cross_symbol_self_reproduction_core3_12_4dc42d4c443e,sign_flip,replay_negative_control,CrossSymbolRank(agg_notional_10k_100k),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
