blueprint_id,expression,a7input_queue,semantic_pair,motif,skeleton_key,production_key,input_fields,input_tags,input_clusters,input_semantic_types,clue_row_count,label_family_count,label_families,horizons,decisions,selected_overlap,best_label_family,best_label_horizon_h,best_decision,best_control_ratio,best_cost5_recent_oriented,best_robust_median_tstat_floor,best_lag_ok,best_robust_ok,score
a7ff24r_129519e7eda158fa,"SafeDiv(mark_index_basis_bps,Abs(Delta(trade_return_1h,4)))",ordinary_alpha,basis_premium_like|price_like,safe_div_abs,skel_a2f58ee62d9e7ad2,prod_bcab1394e675cb36,mark_index_basis_bps|trade_return_1h,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_013|ic_021,basis_premium_like|price_like,4,4,L0_raw_forward_return|L1_cross_sectional_relative_return|L3_liquidity_tier_relative_return|L5_vol_adjusted_return,1,A7FFCORE54ES00_NUMERIC_CLUE,True,L5_vol_adjusted_return,1,A7FFCORE54ES00_NUMERIC_CLUE,0.3028987022647423,0.0871572146528721,5.466376710741898,True,True,29.619487864123585
a7ff24r_62921caa01dbd001,"SafeDiv(mark_index_basis_bps,Abs(ZScore(Mean(realized_vol_168h,12))))",ordinary_alpha,basis_premium_like|volatility_like,safe_div_abs,skel_c80f62c274b367a9,prod_f25dd6ce5450850a,mark_index_basis_bps|realized_vol_168h,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_013|ic_015,basis_premium_like|volatility_like,4,4,L0_raw_forward_return|L1_cross_sectional_relative_return|L3_liquidity_tier_relative_return|L5_vol_adjusted_return,1,A7FFCORE54ES02_NUMERIC_CLUE,True,L5_vol_adjusted_return,1,A7FFCORE54ES02_NUMERIC_CLUE,0.3169947305329634,0.093297792376903,4.596211239092877,True,True,28.35225441054642
a7ff24r_1e349d20bff26d23,"SafeDiv(mark_index_basis_bps,Abs(ZScore(Mean(premium_close_bps,4))))",ordinary_alpha,basis_premium_like|basis_premium_like,safe_div_abs,skel_c80f62c274b367a9,prod_73f874da0dc71d52,mark_index_basis_bps|premium_close_bps,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_013,basis_premium_like,6,3,L0_raw_forward_return|L1_cross_sectional_relative_return|L5_vol_adjusted_return,1|4|8,A7FFCORE54ES01_NUMERIC_CLUE,True,L5_vol_adjusted_return,1,A7FFCORE54ES01_NUMERIC_CLUE,0.3166881119258717,0.0756726101917433,4.717172826393641,True,True,26.834725552702892
a7ff24r_8d906801b8dec4c0,"Mul(mark_index_basis_bps,Mean(premium_close_bps,2))",interaction_alpha,basis_premium_like|basis_premium_like,mul,skel_f8484b844efd270f,prod_558b2d34c31d89f0,mark_index_basis_bps|premium_close_bps,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_013,basis_premium_like,4,4,L0_raw_forward_return|L1_cross_sectional_relative_return|L3_liquidity_tier_relative_return|L5_vol_adjusted_return,1,A7FFCORE54ES07_NUMERIC_CLUE,True,L5_vol_adjusted_return,1,A7FFCORE54ES07_NUMERIC_CLUE,0.6009929984629782,0.1129279894794139,4.122855921207231,True,True,26.528580805726072
a7ff24r_20b072602eeb21eb,"Sub(Delta(mark_index_basis_bps,1),trade_return_1h)",ordinary_alpha,basis_premium_like|price_like,sub,skel_0994b3a36a4d53ba,prod_e4ff884e654d3807,mark_index_basis_bps|trade_return_1h,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_013|ic_021,basis_premium_like|price_like,6,4,L0_raw_forward_return|L1_cross_sectional_relative_return|L3_liquidity_tier_relative_return|L5_vol_adjusted_return,4|8,A7FFCORE54ES01_NUMERIC_CLUE,True,L5_vol_adjusted_return,8,A7FFCORE54ES01_NUMERIC_CLUE,0.7051292172482307,0.1861225105885823,0.5979527545654563,True,True,25.756864395506835
a7ff24r_1c490f81c21f5f03,"SafeDiv(Delta(mark_index_basis_bps,12),Abs(trade_return_1h))",ordinary_alpha,basis_premium_like|price_like,safe_div_abs,skel_136259b72205469f,prod_adeb47b6cdca0041,mark_index_basis_bps|trade_return_1h,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_013|ic_021,basis_premium_like|price_like,5,3,L1_cross_sectional_relative_return|L3_liquidity_tier_relative_return|L5_vol_adjusted_return,1|4|8,A7FFCORE54ES00_NUMERIC_CLUE,True,L5_vol_adjusted_return,1,A7FFCORE54ES00_NUMERIC_CLUE,0.4740776827965924,0.0775674741781247,4.789161340793249,True,True,25.594293271433042
a7ff24r_2fff7c49f91def0b,"Sub(CSRank(mark_index_basis_bps),CSRank(Delta(premium_close_bps,4)))",ordinary_alpha,basis_premium_like|basis_premium_like,spread_rank,skel_1a1b3fb29dff7328,prod_bfc7360246cdf842,mark_index_basis_bps|premium_close_bps,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_013,basis_premium_like,2,1,L5_vol_adjusted_return,1|4,A7FFCORE54ES01_NUMERIC_CLUE,True,L5_vol_adjusted_return,1,A7FFCORE54ES01_NUMERIC_CLUE,0.4238618285644583,0.0773394923676943,4.49514015370969,True,True,25.485611258544225
a7ff24r_2f417cea53e275b6,"Mul(Delta(mark_index_basis_bps,1),Sign(realized_vol_24h))",ordinary_alpha,basis_premium_like|volatility_like,gated_sign,skel_136259b72205469f,prod_5330ff457cb44e67,mark_index_basis_bps|realized_vol_24h,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_013|ic_016,basis_premium_like|volatility_like,6,4,L0_raw_forward_return|L1_cross_sectional_relative_return|L3_liquidity_tier_relative_return|L5_vol_adjusted_return,4|8,A7FFCORE54ES01_NUMERIC_CLUE,True,L5_vol_adjusted_return,8,A7FFCORE54ES01_NUMERIC_CLUE,0.7185687032657634,0.1846564477919629,0.5918073083971804,True,True,25.46357236333302
a7ff24r_7affd59d06f0cdfa,"Mul(Delta(mark_index_basis_bps,1),Sign(realized_vol_168h))",interaction_alpha,basis_premium_like|volatility_like,gated_sign,skel_136259b72205469f,prod_0c65c08dd2aa06ab,mark_index_basis_bps|realized_vol_168h,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_013|ic_015,basis_premium_like|volatility_like,6,4,L0_raw_forward_return|L1_cross_sectional_relative_return|L3_liquidity_tier_relative_return|L5_vol_adjusted_return,4|8,A7FFCORE54ES07_NUMERIC_CLUE,True,L5_vol_adjusted_return,8,A7FFCORE54ES07_NUMERIC_CLUE,0.7185687032657634,0.1846564477919629,0.5918073083971804,True,True,25.46357236333302
a7ff24r_072721eac2a0cfd3,"Sub(Delta(mark_index_basis_bps,8),trade_return_1h)",ordinary_alpha,basis_premium_like|price_like,sub,skel_0994b3a36a4d53ba,prod_f25881a4a43474cc,mark_index_basis_bps|trade_return_1h,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_013|ic_021,basis_premium_like|price_like,3,3,L0_raw_forward_return|L1_cross_sectional_relative_return|L5_vol_adjusted_return,1|4,A7FFCORE54ES00_NUMERIC_CLUE,True,L5_vol_adjusted_return,4,A7FFCORE54ES00_NUMERIC_CLUE,0.6000211299324083,0.1546741868433981,0.7009061222000368,True,True,23.869019629415803
a7ff24r_48f9f812cd8214e5,"Mul(mark_index_basis_bps,Sign(Mean(premium_close_bps,8)))",ordinary_alpha,basis_premium_like|basis_premium_like,gated_sign,skel_a2f58ee62d9e7ad2,prod_ee6ee7477bab517b,mark_index_basis_bps|premium_close_bps,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_013,basis_premium_like,1,1,L5_vol_adjusted_return,1,A7FFCORE54ES01_NUMERIC_CLUE,True,L5_vol_adjusted_return,1,A7FFCORE54ES01_NUMERIC_CLUE,0.8368020176254247,0.0948565233855903,4.496317360055887,True,True,23.110266882416553
a7ff24r_14bb4d389b4b94f0,"Sub(ZScore(Mean(mark_index_basis_bps,8)),premium_close_bps)",ordinary_alpha,basis_premium_like|basis_premium_like,sub,skel_97ea9710bb50e137,prod_5715bd27823c1613,mark_index_basis_bps|premium_close_bps,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_013,basis_premium_like,1,1,L5_vol_adjusted_return,1,A7FFCORE54ES00_NUMERIC_CLUE,True,L5_vol_adjusted_return,1,A7FFCORE54ES00_NUMERIC_CLUE,0.7985367202144482,0.0796787228434061,3.713591810108156,True,True,20.409688702412442
a7ff24r_7b8607bc81201fb8,"Mul(Delta(premium_close_bps,12),Sign(realized_vol_168h))",ordinary_alpha,basis_premium_like|volatility_like,gated_sign,skel_136259b72205469f,prod_ec52c567bec899a6,premium_close_bps|realized_vol_168h,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_015,basis_premium_like|volatility_like,1,1,L5_vol_adjusted_return,1,A7FFCORE54ES03_NUMERIC_CLUE,True,L5_vol_adjusted_return,1,A7FFCORE54ES03_NUMERIC_CLUE,0.6547169664909799,0.0743912695676814,2.9975210783807382,True,True,19.886999448619818
a7ff24r_c223ee324263786f,"SafeDiv(premium_close_bps,Abs(realized_vol_168h))",interaction_alpha,basis_premium_like|volatility_like,safe_div_abs,skel_d9d4f69744bac825,prod_86561cfc21421df6,premium_close_bps|realized_vol_168h,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_015,basis_premium_like|volatility_like,1,1,L5_vol_adjusted_return,1,A7FFCORE54ES07_NUMERIC_CLUE,True,L5_vol_adjusted_return,1,A7FFCORE54ES07_NUMERIC_CLUE,0.6741149576645562,0.0851199456515286,2.531146992895294,True,True,19.833138974297885
a7ff24r_145e2d58adad4f4a,"SafeDiv(mark_index_basis_bps,Abs(ZScore(Mean(premium_close_bps,12))))",ordinary_alpha,basis_premium_like|basis_premium_like,safe_div_abs,skel_c80f62c274b367a9,prod_a2a821b38144a644,mark_index_basis_bps|premium_close_bps,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_013,basis_premium_like,1,1,L5_vol_adjusted_return,4,A7FFCORE54ES00_NUMERIC_CLUE,True,L5_vol_adjusted_return,4,A7FFCORE54ES00_NUMERIC_CLUE,0.7876595208821017,0.1362933136578774,0.5132949817019827,True,True,19.779326120370687
a7ff24r_7a6f873cfe7bc14d,"Mul(Delta(mark_index_basis_bps,4),realized_vol_24h)",interaction_alpha,basis_premium_like|volatility_like,mul,skel_0994b3a36a4d53ba,prod_56c1228a698d6d85,mark_index_basis_bps|realized_vol_24h,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_013|ic_016,basis_premium_like|volatility_like,1,1,L5_vol_adjusted_return,8,A7FFCORE54ES07_NUMERIC_CLUE,True,L5_vol_adjusted_return,8,A7FFCORE54ES07_NUMERIC_CLUE,0.9795411831390498,0.151681219563793,0.6992887213085112,True,True,19.771287567605825
a7ff24r_b74c05b6f58309a0,"SafeDiv(premium_close_bps,Abs(ZScore(Mean(trade_return_1h,12))))",ordinary_alpha,basis_premium_like|price_like,safe_div_abs,skel_c80f62c274b367a9,prod_421a06b03688067d,premium_close_bps|trade_return_1h,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_021,basis_premium_like|price_like,3,3,L0_raw_forward_return|L1_cross_sectional_relative_return|L5_vol_adjusted_return,1,A7FFCORE54ES03_NUMERIC_CLUE,True,L5_vol_adjusted_return,1,A7FFCORE54ES03_NUMERIC_CLUE,0.5008410842747457,0.0809569016944933,1.679926490884633,True,True,19.44713230847114
a7ff24r_0f7490654a6a7b63,"Mean(Mul(Delta(mark_index_basis_bps,12),realized_vol_168h),4)",ordinary_alpha,basis_premium_like|volatility_like,smooth_mul,skel_8184698cb7b24c02,prod_34ffa3942e1a2488,mark_index_basis_bps|realized_vol_168h,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_013|ic_015,basis_premium_like|volatility_like,1,1,L5_vol_adjusted_return,1,A7FFCORE54ES00_NUMERIC_CLUE,True,L5_vol_adjusted_return,1,A7FFCORE54ES00_NUMERIC_CLUE,0.7341704892515568,0.083888028838417,2.466341055409042,True,True,18.97978010214422
a7ff24r_2896b670ebf3967c,"Mul(realized_vol_24h,Mean(trade_return_1h,2))",interaction_alpha,price_like|volatility_like,mul,skel_f8484b844efd270f,prod_5af89ad77b5484b1,realized_vol_24h|trade_return_1h,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_016|ic_021,price_like|volatility_like,1,1,L5_vol_adjusted_return,1,A7FFCORE54ES08_NUMERIC_CLUE,True,L5_vol_adjusted_return,1,A7FFCORE54ES08_NUMERIC_CLUE,0.7624101322377735,0.0964446987998354,1.768444147605096,True,True,18.557256852815996
a7ff24r_389e925b81a0c645,"Mean(Mul(Delta(mark_index_basis_bps,1),realized_vol_168h),4)",ordinary_alpha,basis_premium_like|volatility_like,smooth_mul,skel_8184698cb7b24c02,prod_2c38545ca7dfde48,mark_index_basis_bps|realized_vol_168h,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_013|ic_015,basis_premium_like|volatility_like,7,4,L0_raw_forward_return|L1_cross_sectional_relative_return|L3_liquidity_tier_relative_return|L5_vol_adjusted_return,1|4,A7FFCORE54ES01_NUMERIC_CLUE,True,L5_vol_adjusted_return,4,A7FFCORE54ES01_NUMERIC_CLUE,0.877285187381227,0.1165221450758776,1.2697924039571578,True,True,18.418947441689806
a7ff24r_ff9b56ccd0b1474f,"Delta(trade_return_1h,1)",ordinary_alpha,price_like,single,skel_1d39996e97d5ace0,prod_dda89efb17229ab4,trade_return_1h,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_021,price_like,4,4,L0_raw_forward_return|L1_cross_sectional_relative_return|L3_liquidity_tier_relative_return|L5_vol_adjusted_return,4,A7FFCORE54ES03_NUMERIC_CLUE,True,L5_vol_adjusted_return,4,A7FFCORE54ES03_NUMERIC_CLUE,0.608638759492824,0.1046580096335581,0.4991656571021,True,True,18.37774468263177
a7ff24r_28c1f862a15e5d51,"SafeDiv(premium_close_bps,Abs(realized_vol_24h))",ordinary_alpha,basis_premium_like|volatility_like,safe_div_abs,skel_d9d4f69744bac825,prod_63bc51b389bc678f,premium_close_bps|realized_vol_24h,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_016,basis_premium_like|volatility_like,4,4,L0_raw_forward_return|L1_cross_sectional_relative_return|L3_liquidity_tier_relative_return|L5_vol_adjusted_return,1,A7FFCORE54ES01_NUMERIC_CLUE,True,L5_vol_adjusted_return,1,A7FFCORE54ES01_NUMERIC_CLUE,0.841928955086812,0.0833144798035983,2.33284911601396,True,True,17.57785666151963
a7ff24r_8931a4d48577eac9,"Mean(Mul(Delta(mark_index_basis_bps,8),realized_vol_168h),4)",interaction_alpha,basis_premium_like|volatility_like,smooth_mul,skel_8184698cb7b24c02,prod_61bd5c408a9974ff,mark_index_basis_bps|realized_vol_168h,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_013|ic_015,basis_premium_like|volatility_like,1,1,L5_vol_adjusted_return,1,A7FFCORE54ES07_NUMERIC_CLUE,True,L5_vol_adjusted_return,1,A7FFCORE54ES07_NUMERIC_CLUE,0.7919051017577133,0.0748247914557218,2.1891862044681583,True,True,16.941800536931364
a7ff24r_0d2e211c74b8ab69,"Mul(realized_vol_168h,trade_return_1h)",ordinary_alpha,price_like|volatility_like,mul,skel_337820bc5afcf6cc,prod_0a32feb879f8a774,realized_vol_168h|trade_return_1h,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_015|ic_021,price_like|volatility_like,4,4,L0_raw_forward_return|L1_cross_sectional_relative_return|L3_liquidity_tier_relative_return|L5_vol_adjusted_return,1,A7FFCORE54ES00_NUMERIC_CLUE,True,L5_vol_adjusted_return,1,A7FFCORE54ES00_NUMERIC_CLUE,0.8717666079642135,0.0761148873127041,2.18327938163828,True,True,16.260381414904835
a7ff24r_75f3e9364180854b,"Mul(Mean(realized_vol_168h,4),trade_return_1h)",interaction_alpha,price_like|volatility_like,mul,skel_0994b3a36a4d53ba,prod_a5ccd22966585b9c,realized_vol_168h|trade_return_1h,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_015|ic_021,price_like|volatility_like,4,4,L0_raw_forward_return|L1_cross_sectional_relative_return|L3_liquidity_tier_relative_return|L5_vol_adjusted_return,1,A7FFCORE54ES08_NUMERIC_CLUE,True,L5_vol_adjusted_return,1,A7FFCORE54ES08_NUMERIC_CLUE,0.8968930509169422,0.0779388338373427,2.183252698758651,True,True,16.19145827208215
a7ff24r_5c84c80e5b76b421,"Sub(index_close,trade_close)",ordinary_alpha,basis_premium_like|price_like,sub,skel_337820bc5afcf6cc,prod_54032e134082777f,index_close|trade_close,A7INPUT_APPROVED_REDUNDANT_CAP,ic_000,price_like,1,1,L3_liquidity_tier_relative_return,1,A7FFCORE54ES07_NUMERIC_CLUE,True,L3_liquidity_tier_relative_return,1,A7FFCORE54ES07_NUMERIC_CLUE,0.565218241228757,-0.0003478803777315,3.808408099009668,True,True,14.964633785731767
a7ff24r_87748aaea3a33f95,"SafeDiv(premium_close_bps,Abs(Mean(trade_return_1h,4)))",ordinary_alpha,basis_premium_like|price_like,safe_div_abs,skel_a2f58ee62d9e7ad2,prod_b9fec36c7051b01f,premium_close_bps|trade_return_1h,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_021,basis_premium_like|price_like,4,4,L0_raw_forward_return|L1_cross_sectional_relative_return|L3_liquidity_tier_relative_return|L5_vol_adjusted_return,1,A7FFCORE54ES03_NUMERIC_CLUE,True,L5_vol_adjusted_return,1,A7FFCORE54ES03_NUMERIC_CLUE,0.8196015612028854,0.0689893563743433,1.3775787551541294,True,True,14.458077535713734
a7ff24r_89f2b5ee0732b53d,"SafeDiv(premium_close_bps,Abs(trade_return_1h))",ordinary_alpha,basis_premium_like|price_like,safe_div_abs,skel_d9d4f69744bac825,prod_d2587fbb8ac49b28,premium_close_bps|trade_return_1h,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_021,basis_premium_like|price_like,1,1,L5_vol_adjusted_return,1,A7FFCORE54ES03_NUMERIC_CLUE,True,L5_vol_adjusted_return,1,A7FFCORE54ES03_NUMERIC_CLUE,0.715081404515557,0.0484300892844428,1.4929035916489002,True,True,13.67800206658651
a7ff24r_b6c425eb5d65f76a,"Mul(premium_close_bps,Mean(trade_return_1h,2))",ordinary_alpha,basis_premium_like|price_like,mul,skel_f8484b844efd270f,prod_5e8fc3151eb21a7e,premium_close_bps|trade_return_1h,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_021,basis_premium_like|price_like,1,1,L5_vol_adjusted_return,1,A7FFCORE54ES03_NUMERIC_CLUE,True,L5_vol_adjusted_return,1,A7FFCORE54ES03_NUMERIC_CLUE,0.8042533320775345,0.0473047514304163,0.8844401901976962,True,True,11.456822202661678
a7ff24r_2353c3ae1292b858,"Sub(CSRank(mark_index_basis_bps),CSRank(ZScore(Mean(premium_close_bps,4))))",ordinary_alpha,basis_premium_like|basis_premium_like,spread_rank,skel_a923757a8885923c,prod_9e6ce5cac8b1075e,mark_index_basis_bps|premium_close_bps,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_013,basis_premium_like,3,3,L0_raw_forward_return|L1_cross_sectional_relative_return|L3_liquidity_tier_relative_return,4,A7FFCORE54ES01_NUMERIC_CLUE,True,L3_liquidity_tier_relative_return,4,A7FFCORE54ES01_NUMERIC_CLUE,0.5385452747959985,0.0001810027366158,1.8222658523232165,True,True,11.277179230348027
a7ff24r_18494b19560b1e1c,"Mul(realized_vol_168h,Sign(trade_return_1h))",ordinary_alpha,price_like|volatility_like,gated_sign,skel_d9d4f69744bac825,prod_8606bbfb28ed8159,realized_vol_168h|trade_return_1h,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_015|ic_021,price_like|volatility_like,2,2,L1_cross_sectional_relative_return|L5_vol_adjusted_return,4,A7FFCORE54ES00_NUMERIC_CLUE,True,L5_vol_adjusted_return,4,A7FFCORE54ES00_NUMERIC_CLUE,0.8973858715713541,0.0539488265880495,0.7819266900977755,True,True,10.98487732328696
