column,type,is_agg_field
top_long_short_position_ratio_log_change_1h,double,False
top_long_short_position_ratio_log_change_4h,double,False
top_long_short_position_ratio_log_change_24h,double,False
top_long_short_position_ratio_log_zscore_168h,double,False
taker_buy_sell_volume_ratio_log,double,False
taker_buy_sell_volume_ratio_log_change_1h,double,False
taker_buy_sell_volume_ratio_log_change_4h,double,False
taker_buy_sell_volume_ratio_log_change_24h,double,False
taker_buy_sell_volume_ratio_log_zscore_168h,double,False
top_global_account_ratio_spread,double,False
top_global_account_ratio_log_spread,double,False
top_position_vs_account_ratio_spread,double,False
top_position_vs_account_ratio_log_spread,double,False
top_global_account_ratio_spread_zscore_168h,double,False
top_global_account_ratio_spread_change_1h,double,False
top_global_account_ratio_spread_change_4h,double,False
top_global_account_ratio_spread_change_24h,double,False
top_global_account_ratio_log_spread_zscore_168h,double,False
top_global_account_ratio_log_spread_change_1h,double,False
top_global_account_ratio_log_spread_change_4h,double,False
top_global_account_ratio_log_spread_change_24h,double,False
top_position_vs_account_ratio_spread_zscore_168h,double,False
top_position_vs_account_ratio_spread_change_1h,double,False
top_position_vs_account_ratio_spread_change_4h,double,False
top_position_vs_account_ratio_spread_change_24h,double,False
top_position_vs_account_ratio_log_spread_zscore_168h,double,False
top_position_vs_account_ratio_log_spread_change_1h,double,False
top_position_vs_account_ratio_log_spread_change_4h,double,False
top_position_vs_account_ratio_log_spread_change_24h,double,False
oi_change_abs_1h,double,False
oi_change_abs_4h,double,False
oi_value_change_abs_1h,double,False
oi_value_change_abs_4h,double,False
price_up_oi_up_flag,int8,False
price_down_oi_up_flag,int8,False
price_up_oi_down_flag,int8,False
price_down_oi_down_flag,int8,False
oi_return_alignment_1h,double,False
oi_return_alignment_24h,double,False
oi_price_divergence_1h,double,False
oi_price_divergence_24h,double,False
taker_vs_return_divergence_1h,double,False
taker_vs_oi_divergence_1h,double,False
crowding_score_v1,double,False
top_crowding_score_v1,double,False
flow_pressure_score_v1,double,False
leverage_pressure_score_v1,double,False
crowding_x_leverage_pressure,double,False
flow_x_leverage_pressure,double,False
crowding_x_flow_pressure,double,False
oi_change_x_return_1h,double,False
oi_value_change_x_return_1h,double,False
taker_ratio_change_x_return_1h,double,False
oi_change_x_return_4h,double,False
oi_value_change_x_return_4h,double,False
taker_ratio_change_x_return_4h,double,False
oi_change_x_return_24h,double,False
oi_value_change_x_return_24h,double,False
taker_ratio_change_x_return_24h,double,False
open_interest_cs_rank,double,False
open_interest_cs_zscore,double,False
open_interest_value_cs_rank,double,False
open_interest_value_cs_zscore,double,False
global_long_short_account_ratio_cs_rank,double,False
global_long_short_account_ratio_cs_zscore,double,False
top_long_short_account_ratio_cs_rank,double,False
top_long_short_account_ratio_cs_zscore,double,False
top_long_short_position_ratio_cs_rank,double,False
top_long_short_position_ratio_cs_zscore,double,False
taker_buy_sell_volume_ratio_cs_rank,double,False
taker_buy_sell_volume_ratio_cs_zscore,double,False
open_interest_change_1h_cs_rank,double,False
open_interest_change_1h_cs_zscore,double,False
open_interest_change_4h_cs_rank,double,False
open_interest_change_4h_cs_zscore,double,False
open_interest_change_24h_cs_rank,double,False
open_interest_change_24h_cs_zscore,double,False
open_interest_value_change_1h_cs_rank,double,False
open_interest_value_change_1h_cs_zscore,double,False
open_interest_value_change_4h_cs_rank,double,False
open_interest_value_change_4h_cs_zscore,double,False
open_interest_value_change_24h_cs_rank,double,False
open_interest_value_change_24h_cs_zscore,double,False
global_long_short_account_ratio_log_change_1h_cs_rank,double,False
global_long_short_account_ratio_log_change_1h_cs_zscore,double,False
global_long_short_account_ratio_log_change_4h_cs_rank,double,False
global_long_short_account_ratio_log_change_4h_cs_zscore,double,False
global_long_short_account_ratio_log_change_24h_cs_rank,double,False
global_long_short_account_ratio_log_change_24h_cs_zscore,double,False
top_long_short_account_ratio_log_change_1h_cs_rank,double,False
top_long_short_account_ratio_log_change_1h_cs_zscore,double,False
top_long_short_account_ratio_log_change_4h_cs_rank,double,False
top_long_short_account_ratio_log_change_4h_cs_zscore,double,False
top_long_short_account_ratio_log_change_24h_cs_rank,double,False
top_long_short_account_ratio_log_change_24h_cs_zscore,double,False
top_long_short_position_ratio_log_change_1h_cs_rank,double,False
top_long_short_position_ratio_log_change_1h_cs_zscore,double,False
top_long_short_position_ratio_log_change_4h_cs_rank,double,False
top_long_short_position_ratio_log_change_4h_cs_zscore,double,False
top_long_short_position_ratio_log_change_24h_cs_rank,double,False
top_long_short_position_ratio_log_change_24h_cs_zscore,double,False
taker_buy_sell_volume_ratio_log_change_1h_cs_rank,double,False
taker_buy_sell_volume_ratio_log_change_1h_cs_zscore,double,False
taker_buy_sell_volume_ratio_log_change_4h_cs_rank,double,False
taker_buy_sell_volume_ratio_log_change_4h_cs_zscore,double,False
taker_buy_sell_volume_ratio_log_change_24h_cs_rank,double,False
taker_buy_sell_volume_ratio_log_change_24h_cs_zscore,double,False
crowding_score_v1_cs_rank,double,False
crowding_score_v1_cs_zscore,double,False
top_crowding_score_v1_cs_rank,double,False
top_crowding_score_v1_cs_zscore,double,False
flow_pressure_score_v1_cs_rank,double,False
flow_pressure_score_v1_cs_zscore,double,False
leverage_pressure_score_v1_cs_rank,double,False
leverage_pressure_score_v1_cs_zscore,double,False
crowding_x_leverage_pressure_cs_rank,double,False
crowding_x_leverage_pressure_cs_zscore,double,False
flow_x_leverage_pressure_cs_rank,double,False
flow_x_leverage_pressure_cs_zscore,double,False
crowding_x_flow_pressure_cs_rank,double,False
crowding_x_flow_pressure_cs_zscore,double,False
top_global_account_ratio_log_spread_cs_rank,double,False
top_global_account_ratio_log_spread_cs_zscore,double,False
top_position_vs_account_ratio_log_spread_cs_rank,double,False
top_position_vs_account_ratio_log_spread_cs_zscore,double,False
ret_1_cs_rank,double,False
ret_1_cs_zscore,double,False
ret_24_cs_rank,double,False
ret_24_cs_zscore,double,False
taker_imbalance_cs_rank,double,False
taker_imbalance_cs_zscore,double,False
oi_return_alignment_1h_cs_rank,double,False
oi_return_alignment_1h_cs_zscore,double,False
taker_vs_return_divergence_1h_cs_rank,double,False
taker_vs_return_divergence_1h_cs_zscore,double,False
open_interest_change_1h_delta_1h,double,False
open_interest_change_1h_delta_4h,double,False
open_interest_change_1h_delta_24h,double,False
open_interest_change_1h_ewm_mean_6h,double,False
open_interest_change_1h_ewm_mean_24h,double,False
open_interest_change_1h_ewm_mean_72h,double,False
open_interest_change_1h_rolling_abs_mean_24h,double,False
open_interest_change_1h_rolling_abs_mean_72h,double,False
open_interest_change_1h_rolling_abs_mean_168h,double,False
open_interest_change_4h_delta_1h,double,False
open_interest_change_4h_delta_4h,double,False
open_interest_change_4h_delta_24h,double,False
open_interest_change_4h_ewm_mean_6h,double,False
open_interest_change_4h_ewm_mean_24h,double,False
open_interest_change_4h_ewm_mean_72h,double,False
open_interest_change_4h_rolling_abs_mean_24h,double,False
open_interest_change_4h_rolling_abs_mean_72h,double,False
open_interest_change_4h_rolling_abs_mean_168h,double,False
open_interest_change_24h_delta_1h,double,False
open_interest_change_24h_delta_4h,double,False
open_interest_change_24h_delta_24h,double,False
open_interest_change_24h_ewm_mean_6h,double,False
open_interest_change_24h_ewm_mean_24h,double,False
open_interest_change_24h_ewm_mean_72h,double,False
open_interest_change_24h_rolling_abs_mean_24h,double,False
open_interest_change_24h_rolling_abs_mean_72h,double,False
open_interest_change_24h_rolling_abs_mean_168h,double,False
open_interest_value_change_1h_delta_1h,double,False
open_interest_value_change_1h_delta_4h,double,False
open_interest_value_change_1h_delta_24h,double,False
open_interest_value_change_1h_ewm_mean_6h,double,False
open_interest_value_change_1h_ewm_mean_24h,double,False
open_interest_value_change_1h_ewm_mean_72h,double,False
open_interest_value_change_1h_rolling_abs_mean_24h,double,False
open_interest_value_change_1h_rolling_abs_mean_72h,double,False
open_interest_value_change_1h_rolling_abs_mean_168h,double,False
open_interest_value_change_4h_delta_1h,double,False
open_interest_value_change_4h_delta_4h,double,False
open_interest_value_change_4h_delta_24h,double,False
open_interest_value_change_4h_ewm_mean_6h,double,False
open_interest_value_change_4h_ewm_mean_24h,double,False
open_interest_value_change_4h_ewm_mean_72h,double,False
open_interest_value_change_4h_rolling_abs_mean_24h,double,False
open_interest_value_change_4h_rolling_abs_mean_72h,double,False
open_interest_value_change_4h_rolling_abs_mean_168h,double,False
open_interest_value_change_24h_delta_1h,double,False
open_interest_value_change_24h_delta_4h,double,False
open_interest_value_change_24h_delta_24h,double,False
open_interest_value_change_24h_ewm_mean_6h,double,False
open_interest_value_change_24h_ewm_mean_24h,double,False
open_interest_value_change_24h_ewm_mean_72h,double,False
open_interest_value_change_24h_rolling_abs_mean_24h,double,False
open_interest_value_change_24h_rolling_abs_mean_72h,double,False
open_interest_value_change_24h_rolling_abs_mean_168h,double,False
global_long_short_account_ratio_log_change_1h_delta_1h,double,False
global_long_short_account_ratio_log_change_1h_delta_4h,double,False
global_long_short_account_ratio_log_change_1h_delta_24h,double,False
global_long_short_account_ratio_log_change_1h_ewm_mean_6h,double,False
global_long_short_account_ratio_log_change_1h_ewm_mean_24h,double,False
global_long_short_account_ratio_log_change_1h_ewm_mean_72h,double,False
global_long_short_account_ratio_log_change_1h_rolling_abs_mean_24h,double,False
global_long_short_account_ratio_log_change_1h_rolling_abs_mean_72h,double,False
global_long_short_account_ratio_log_change_1h_rolling_abs_mean_168h,double,False
global_long_short_account_ratio_log_change_4h_delta_1h,double,False
global_long_short_account_ratio_log_change_4h_delta_4h,double,False
global_long_short_account_ratio_log_change_4h_delta_24h,double,False
global_long_short_account_ratio_log_change_4h_ewm_mean_6h,double,False
global_long_short_account_ratio_log_change_4h_ewm_mean_24h,double,False
global_long_short_account_ratio_log_change_4h_ewm_mean_72h,double,False
global_long_short_account_ratio_log_change_4h_rolling_abs_mean_24h,double,False
global_long_short_account_ratio_log_change_4h_rolling_abs_mean_72h,double,False
global_long_short_account_ratio_log_change_4h_rolling_abs_mean_168h,double,False
global_long_short_account_ratio_log_change_24h_delta_1h,double,False
global_long_short_account_ratio_log_change_24h_delta_4h,double,False
global_long_short_account_ratio_log_change_24h_delta_24h,double,False
global_long_short_account_ratio_log_change_24h_ewm_mean_6h,double,False
global_long_short_account_ratio_log_change_24h_ewm_mean_24h,double,False
global_long_short_account_ratio_log_change_24h_ewm_mean_72h,double,False
global_long_short_account_ratio_log_change_24h_rolling_abs_mean_24h,double,False
global_long_short_account_ratio_log_change_24h_rolling_abs_mean_72h,double,False
global_long_short_account_ratio_log_change_24h_rolling_abs_mean_168h,double,False
top_long_short_account_ratio_log_change_1h_delta_1h,double,False
top_long_short_account_ratio_log_change_1h_delta_4h,double,False
top_long_short_account_ratio_log_change_1h_delta_24h,double,False
top_long_short_account_ratio_log_change_1h_ewm_mean_6h,double,False
top_long_short_account_ratio_log_change_1h_ewm_mean_24h,double,False
top_long_short_account_ratio_log_change_1h_ewm_mean_72h,double,False
top_long_short_account_ratio_log_change_1h_rolling_abs_mean_24h,double,False
top_long_short_account_ratio_log_change_1h_rolling_abs_mean_72h,double,False
top_long_short_account_ratio_log_change_1h_rolling_abs_mean_168h,double,False
top_long_short_account_ratio_log_change_4h_delta_1h,double,False
top_long_short_account_ratio_log_change_4h_delta_4h,double,False
top_long_short_account_ratio_log_change_4h_delta_24h,double,False
top_long_short_account_ratio_log_change_4h_ewm_mean_6h,double,False
top_long_short_account_ratio_log_change_4h_ewm_mean_24h,double,False
top_long_short_account_ratio_log_change_4h_ewm_mean_72h,double,False
top_long_short_account_ratio_log_change_4h_rolling_abs_mean_24h,double,False
top_long_short_account_ratio_log_change_4h_rolling_abs_mean_72h,double,False
top_long_short_account_ratio_log_change_4h_rolling_abs_mean_168h,double,False
top_long_short_account_ratio_log_change_24h_delta_1h,double,False
top_long_short_account_ratio_log_change_24h_delta_4h,double,False
top_long_short_account_ratio_log_change_24h_delta_24h,double,False
top_long_short_account_ratio_log_change_24h_ewm_mean_6h,double,False
top_long_short_account_ratio_log_change_24h_ewm_mean_24h,double,False
top_long_short_account_ratio_log_change_24h_ewm_mean_72h,double,False
top_long_short_account_ratio_log_change_24h_rolling_abs_mean_24h,double,False
top_long_short_account_ratio_log_change_24h_rolling_abs_mean_72h,double,False
top_long_short_account_ratio_log_change_24h_rolling_abs_mean_168h,double,False
top_long_short_position_ratio_log_change_1h_delta_1h,double,False
top_long_short_position_ratio_log_change_1h_delta_4h,double,False
top_long_short_position_ratio_log_change_1h_delta_24h,double,False
top_long_short_position_ratio_log_change_1h_ewm_mean_6h,double,False
top_long_short_position_ratio_log_change_1h_ewm_mean_24h,double,False
top_long_short_position_ratio_log_change_1h_ewm_mean_72h,double,False
top_long_short_position_ratio_log_change_1h_rolling_abs_mean_24h,double,False
top_long_short_position_ratio_log_change_1h_rolling_abs_mean_72h,double,False
top_long_short_position_ratio_log_change_1h_rolling_abs_mean_168h,double,False
top_long_short_position_ratio_log_change_4h_delta_1h,double,False
top_long_short_position_ratio_log_change_4h_delta_4h,double,False
top_long_short_position_ratio_log_change_4h_delta_24h,double,False
top_long_short_position_ratio_log_change_4h_ewm_mean_6h,double,False
top_long_short_position_ratio_log_change_4h_ewm_mean_24h,double,False
top_long_short_position_ratio_log_change_4h_ewm_mean_72h,double,False
top_long_short_position_ratio_log_change_4h_rolling_abs_mean_24h,double,False
top_long_short_position_ratio_log_change_4h_rolling_abs_mean_72h,double,False
top_long_short_position_ratio_log_change_4h_rolling_abs_mean_168h,double,False
top_long_short_position_ratio_log_change_24h_delta_1h,double,False
top_long_short_position_ratio_log_change_24h_delta_4h,double,False
top_long_short_position_ratio_log_change_24h_delta_24h,double,False
top_long_short_position_ratio_log_change_24h_ewm_mean_6h,double,False
top_long_short_position_ratio_log_change_24h_ewm_mean_24h,double,False
top_long_short_position_ratio_log_change_24h_ewm_mean_72h,double,False
top_long_short_position_ratio_log_change_24h_rolling_abs_mean_24h,double,False
top_long_short_position_ratio_log_change_24h_rolling_abs_mean_72h,double,False
top_long_short_position_ratio_log_change_24h_rolling_abs_mean_168h,double,False
taker_buy_sell_volume_ratio_log_change_1h_delta_1h,double,False
taker_buy_sell_volume_ratio_log_change_1h_delta_4h,double,False
taker_buy_sell_volume_ratio_log_change_1h_delta_24h,double,False
taker_buy_sell_volume_ratio_log_change_1h_ewm_mean_6h,double,False
taker_buy_sell_volume_ratio_log_change_1h_ewm_mean_24h,double,False
taker_buy_sell_volume_ratio_log_change_1h_ewm_mean_72h,double,False
taker_buy_sell_volume_ratio_log_change_1h_rolling_abs_mean_24h,double,False
taker_buy_sell_volume_ratio_log_change_1h_rolling_abs_mean_72h,double,False
taker_buy_sell_volume_ratio_log_change_1h_rolling_abs_mean_168h,double,False
taker_buy_sell_volume_ratio_log_change_4h_delta_1h,double,False
taker_buy_sell_volume_ratio_log_change_4h_delta_4h,double,False
taker_buy_sell_volume_ratio_log_change_4h_delta_24h,double,False
taker_buy_sell_volume_ratio_log_change_4h_ewm_mean_6h,double,False
taker_buy_sell_volume_ratio_log_change_4h_ewm_mean_24h,double,False
taker_buy_sell_volume_ratio_log_change_4h_ewm_mean_72h,double,False
taker_buy_sell_volume_ratio_log_change_4h_rolling_abs_mean_24h,double,False
taker_buy_sell_volume_ratio_log_change_4h_rolling_abs_mean_72h,double,False
taker_buy_sell_volume_ratio_log_change_4h_rolling_abs_mean_168h,double,False
taker_buy_sell_volume_ratio_log_change_24h_delta_1h,double,False
taker_buy_sell_volume_ratio_log_change_24h_delta_4h,double,False
taker_buy_sell_volume_ratio_log_change_24h_delta_24h,double,False
taker_buy_sell_volume_ratio_log_change_24h_ewm_mean_6h,double,False
taker_buy_sell_volume_ratio_log_change_24h_ewm_mean_24h,double,False
taker_buy_sell_volume_ratio_log_change_24h_ewm_mean_72h,double,False
taker_buy_sell_volume_ratio_log_change_24h_rolling_abs_mean_24h,double,False
taker_buy_sell_volume_ratio_log_change_24h_rolling_abs_mean_72h,double,False
taker_buy_sell_volume_ratio_log_change_24h_rolling_abs_mean_168h,double,False
crowding_score_v1_delta_1h,double,False
crowding_score_v1_delta_4h,double,False
crowding_score_v1_delta_24h,double,False
crowding_score_v1_ewm_mean_6h,double,False
crowding_score_v1_ewm_mean_24h,double,False
crowding_score_v1_ewm_mean_72h,double,False
crowding_score_v1_rolling_abs_mean_24h,double,False
crowding_score_v1_rolling_abs_mean_72h,double,False
crowding_score_v1_rolling_abs_mean_168h,double,False
top_crowding_score_v1_delta_1h,double,False
top_crowding_score_v1_delta_4h,double,False
top_crowding_score_v1_delta_24h,double,False
top_crowding_score_v1_ewm_mean_6h,double,False
top_crowding_score_v1_ewm_mean_24h,double,False
top_crowding_score_v1_ewm_mean_72h,double,False
top_crowding_score_v1_rolling_abs_mean_24h,double,False
top_crowding_score_v1_rolling_abs_mean_72h,double,False
top_crowding_score_v1_rolling_abs_mean_168h,double,False
flow_pressure_score_v1_delta_1h,double,False
flow_pressure_score_v1_delta_4h,double,False
flow_pressure_score_v1_delta_24h,double,False
flow_pressure_score_v1_ewm_mean_6h,double,False
flow_pressure_score_v1_ewm_mean_24h,double,False
flow_pressure_score_v1_ewm_mean_72h,double,False
flow_pressure_score_v1_rolling_abs_mean_24h,double,False
flow_pressure_score_v1_rolling_abs_mean_72h,double,False
flow_pressure_score_v1_rolling_abs_mean_168h,double,False
leverage_pressure_score_v1_delta_1h,double,False
leverage_pressure_score_v1_delta_4h,double,False
leverage_pressure_score_v1_delta_24h,double,False
leverage_pressure_score_v1_ewm_mean_6h,double,False
leverage_pressure_score_v1_ewm_mean_24h,double,False
leverage_pressure_score_v1_ewm_mean_72h,double,False
leverage_pressure_score_v1_rolling_abs_mean_24h,double,False
leverage_pressure_score_v1_rolling_abs_mean_72h,double,False
leverage_pressure_score_v1_rolling_abs_mean_168h,double,False
crowding_x_leverage_pressure_delta_1h,double,False
crowding_x_leverage_pressure_delta_4h,double,False
crowding_x_leverage_pressure_delta_24h,double,False
crowding_x_leverage_pressure_ewm_mean_6h,double,False
crowding_x_leverage_pressure_ewm_mean_24h,double,False
crowding_x_leverage_pressure_ewm_mean_72h,double,False
crowding_x_leverage_pressure_rolling_abs_mean_24h,double,False
crowding_x_leverage_pressure_rolling_abs_mean_72h,double,False
crowding_x_leverage_pressure_rolling_abs_mean_168h,double,False
flow_x_leverage_pressure_delta_1h,double,False
flow_x_leverage_pressure_delta_4h,double,False
flow_x_leverage_pressure_delta_24h,double,False
flow_x_leverage_pressure_ewm_mean_6h,double,False
flow_x_leverage_pressure_ewm_mean_24h,double,False
flow_x_leverage_pressure_ewm_mean_72h,double,False
flow_x_leverage_pressure_rolling_abs_mean_24h,double,False
flow_x_leverage_pressure_rolling_abs_mean_72h,double,False
flow_x_leverage_pressure_rolling_abs_mean_168h,double,False
crowding_x_flow_pressure_delta_1h,double,False
crowding_x_flow_pressure_delta_4h,double,False
crowding_x_flow_pressure_delta_24h,double,False
crowding_x_flow_pressure_ewm_mean_6h,double,False
crowding_x_flow_pressure_ewm_mean_24h,double,False
crowding_x_flow_pressure_ewm_mean_72h,double,False
crowding_x_flow_pressure_rolling_abs_mean_24h,double,False
crowding_x_flow_pressure_rolling_abs_mean_72h,double,False
crowding_x_flow_pressure_rolling_abs_mean_168h,double,False
top_global_account_ratio_log_spread_delta_1h,double,False
top_global_account_ratio_log_spread_delta_4h,double,False
top_global_account_ratio_log_spread_delta_24h,double,False
top_global_account_ratio_log_spread_ewm_mean_6h,double,False
top_global_account_ratio_log_spread_ewm_mean_24h,double,False
top_global_account_ratio_log_spread_ewm_mean_72h,double,False
top_global_account_ratio_log_spread_rolling_abs_mean_24h,double,False
top_global_account_ratio_log_spread_rolling_abs_mean_72h,double,False
top_global_account_ratio_log_spread_rolling_abs_mean_168h,double,False
top_position_vs_account_ratio_log_spread_delta_1h,double,False
top_position_vs_account_ratio_log_spread_delta_4h,double,False
top_position_vs_account_ratio_log_spread_delta_24h,double,False
top_position_vs_account_ratio_log_spread_ewm_mean_6h,double,False
top_position_vs_account_ratio_log_spread_ewm_mean_24h,double,False
top_position_vs_account_ratio_log_spread_ewm_mean_72h,double,False
top_position_vs_account_ratio_log_spread_rolling_abs_mean_24h,double,False
top_position_vs_account_ratio_log_spread_rolling_abs_mean_72h,double,False
top_position_vs_account_ratio_log_spread_rolling_abs_mean_168h,double,False
taker_imbalance_delta_1h,double,False
taker_imbalance_delta_4h,double,False
taker_imbalance_delta_24h,double,False
taker_imbalance_ewm_mean_6h,double,False
taker_imbalance_ewm_mean_24h,double,False
taker_imbalance_ewm_mean_72h,double,False
taker_imbalance_rolling_abs_mean_24h,double,False
taker_imbalance_rolling_abs_mean_72h,double,False
taker_imbalance_rolling_abs_mean_168h,double,False
ret_1_delta_1h,double,False
ret_1_delta_4h,double,False
ret_1_delta_24h,double,False
ret_1_ewm_mean_6h,double,False
ret_1_ewm_mean_24h,double,False
ret_1_ewm_mean_72h,double,False
ret_1_rolling_abs_mean_24h,double,False
ret_1_rolling_abs_mean_72h,double,False
ret_1_rolling_abs_mean_168h,double,False
ret_24_delta_1h,double,False
ret_24_delta_4h,double,False
ret_24_delta_24h,double,False
ret_24_ewm_mean_6h,double,False
ret_24_ewm_mean_24h,double,False
ret_24_ewm_mean_72h,double,False
ret_24_rolling_abs_mean_24h,double,False
ret_24_rolling_abs_mean_72h,double,False
ret_24_rolling_abs_mean_168h,double,False
open_interest_change_1h_shock_z168,double,False
open_interest_change_1h_shock_abs_z168,double,False
open_interest_change_1h_extreme_pos_z168_flag,int8,False
open_interest_change_1h_extreme_neg_z168_flag,int8,False
open_interest_value_change_1h_shock_z168,double,False
open_interest_value_change_1h_shock_abs_z168,double,False
open_interest_value_change_1h_extreme_pos_z168_flag,int8,False
open_interest_value_change_1h_extreme_neg_z168_flag,int8,False
global_long_short_account_ratio_log_change_1h_shock_z168,double,False
global_long_short_account_ratio_log_change_1h_shock_abs_z168,double,False
global_long_short_account_ratio_log_change_1h_extreme_pos_z168_flag,int8,False
global_long_short_account_ratio_log_change_1h_extreme_neg_z168_flag,int8,False
top_long_short_position_ratio_log_change_1h_shock_z168,double,False
top_long_short_position_ratio_log_change_1h_shock_abs_z168,double,False
top_long_short_position_ratio_log_change_1h_extreme_pos_z168_flag,int8,False
top_long_short_position_ratio_log_change_1h_extreme_neg_z168_flag,int8,False
taker_buy_sell_volume_ratio_log_change_1h_shock_z168,double,False
taker_buy_sell_volume_ratio_log_change_1h_shock_abs_z168,double,False
taker_buy_sell_volume_ratio_log_change_1h_extreme_pos_z168_flag,int8,False
taker_buy_sell_volume_ratio_log_change_1h_extreme_neg_z168_flag,int8,False
crowding_score_v1_shock_z168,double,False
crowding_score_v1_shock_abs_z168,double,False
crowding_score_v1_extreme_pos_z168_flag,int8,False
crowding_score_v1_extreme_neg_z168_flag,int8,False
flow_pressure_score_v1_shock_z168,double,False
flow_pressure_score_v1_shock_abs_z168,double,False
flow_pressure_score_v1_extreme_pos_z168_flag,int8,False
flow_pressure_score_v1_extreme_neg_z168_flag,int8,False
leverage_pressure_score_v1_shock_z168,double,False
leverage_pressure_score_v1_shock_abs_z168,double,False
leverage_pressure_score_v1_extreme_pos_z168_flag,int8,False
leverage_pressure_score_v1_extreme_neg_z168_flag,int8,False
ret_1_shock_z168,double,False
ret_1_shock_abs_z168,double,False
ret_1_extreme_pos_z168_flag,int8,False
ret_1_extreme_neg_z168_flag,int8,False
crowding_high_flag,int8,False
crowding_low_flag,int8,False
leverage_high_flag,int8,False
flow_buy_pressure_flag,int8,False
flow_sell_pressure_flag,int8,False
crowded_leverage_regime_flag,int8,False
uncrowded_deleveraging_regime_flag,int8,False
flow_leverage_stress_flag,int8,False
abs_ret_1,double,False
abs_ret_24,double,False
signed_crowding_with_return_1h,double,False
signed_leverage_with_return_1h,double,False
signed_flow_with_return_1h,double,False
stress_absret_x_crowding,double,False
stress_absret_x_leverage,double,False
stress_absret_x_flow,double,False
crowding_score_v1_sign,float,False
crowding_score_v1_sign_flip_1h,int8,False
crowding_score_v1_sign_flip_4h,int8,False
crowding_score_v1_sign_flip_24h,int8,False
top_crowding_score_v1_sign,float,False
top_crowding_score_v1_sign_flip_1h,int8,False
top_crowding_score_v1_sign_flip_4h,int8,False
top_crowding_score_v1_sign_flip_24h,int8,False
flow_pressure_score_v1_sign,float,False
flow_pressure_score_v1_sign_flip_1h,int8,False
flow_pressure_score_v1_sign_flip_4h,int8,False
flow_pressure_score_v1_sign_flip_24h,int8,False
leverage_pressure_score_v1_sign,float,False
leverage_pressure_score_v1_sign_flip_1h,int8,False
leverage_pressure_score_v1_sign_flip_4h,int8,False
leverage_pressure_score_v1_sign_flip_24h,int8,False
crowding_x_leverage_pressure_sign,float,False
crowding_x_leverage_pressure_sign_flip_1h,int8,False
crowding_x_leverage_pressure_sign_flip_4h,int8,False
crowding_x_leverage_pressure_sign_flip_24h,int8,False
flow_x_leverage_pressure_sign,float,False
flow_x_leverage_pressure_sign_flip_1h,int8,False
flow_x_leverage_pressure_sign_flip_4h,int8,False
flow_x_leverage_pressure_sign_flip_24h,int8,False
crowding_x_flow_pressure_sign,float,False
crowding_x_flow_pressure_sign_flip_1h,int8,False
crowding_x_flow_pressure_sign_flip_4h,int8,False
crowding_x_flow_pressure_sign_flip_24h,int8,False
premium_index_open,double,False
premium_index_high,double,False
premium_index_low,double,False
premium_index_close,double,False
