split,n_dates,avg_n_obs,valid_rows,valid_row_share,mean_spread_24h,spread_tstat,positive_spread_rate,candidate_id,variant
train_2024,8737,180.4867803593911,3774546,0.9918594674847754,0.001156310225339009,8.552104121545566,0.5438937850520774,a7al2k_0a247ec03472983b,wrong_lag_future_24h
validation_2025H1,4320,180.90023148148148,3774546,0.9918594674847754,0.0008943183726896982,5.219299508508467,0.5414351851851852,a7al2k_0a247ec03472983b,wrong_lag_future_24h
test_2025H2,4392,181.0,3774546,0.9918594674847754,0.001402177133108743,8.046800092346203,0.569216757741348,a7al2k_0a247ec03472983b,wrong_lag_future_24h
recent_oos_2026JanApr,2856,181.0,3774546,0.9918594674847754,0.0011804463741019247,5.887338868117852,0.586484593837535,a7al2k_0a247ec03472983b,wrong_lag_future_24h
known_may2026_stress,576,181.0,3774546,0.9918594674847754,-0.0019015555049407525,-4.0018578238622,0.5034722222222222,a7al2k_0a247ec03472983b,wrong_lag_future_24h
train_2024,8569,180.455245652935,3743954,0.983820629216731,0.0016876655816097466,11.779875190165669,0.5683276928463065,a7al2k_0a247ec03472983b,wrong_lag_stale_168h
validation_2025H1,4320,180.90023148148148,3743954,0.983820629216731,0.0006626098614552715,4.13515104470743,0.5296296296296297,a7al2k_0a247ec03472983b,wrong_lag_stale_168h
test_2025H2,4392,181.0,3743954,0.983820629216731,0.0009252806761543021,5.397381215688717,0.5430327868852459,a7al2k_0a247ec03472983b,wrong_lag_stale_168h
recent_oos_2026JanApr,2856,181.0,3743954,0.983820629216731,0.0009751370262325731,4.483491257698475,0.553921568627451,a7al2k_0a247ec03472983b,wrong_lag_stale_168h
known_may2026_stress,576,181.0,3743954,0.983820629216731,-0.0018840736840376113,-4.002374610578374,0.4861111111111111,a7al2k_0a247ec03472983b,wrong_lag_stale_168h
