candidate_id,original_validation_spread,original_test_spread,original_recent_spread,original_may_stress_spread,one_bar_lag_recent_spread,control_dominance_ratio_premay_max,sign_stable_pre_may,lag_ok,min_abs_premay_spread,decision,cell,family,field_families,fields,operators,windows,feature_role
a7al2k_0af411481a5ff916,-0.0011939199995358778,0.000841898730951484,-0.0006440563484527981,0.0004561347775593619,-0.0007010213851249114,0.9149527194643856,False,True,0.0006440563484527981,HOLD_A7AL2L_UNSTABLE_PRE_MAY,J1_vol_range_structure,derived_vol_range_state,price|volatility,mark_close|mark_high|trade_low,Abs|Delta|Sub|ZScore,96|504,derived_rolling
a7al2k_060620a27cb890a8,-0.0010986403065944667,7.820993186787762e-05,0.00030104834136853467,-0.0007723472366811978,0.0002100863328369718,66.99244903065454,False,True,7.820993186787762e-05,HOLD_A7AL2L_UNSTABLE_PRE_MAY,J2_liquidity_lifecycle,derived_liquidity_lifecycle,liquidity,trade_volume,Abs|Delta|Mean|Mul|Sign|ZScore,12|336,derived_rolling
a7al2k_0582e4bf9eee07c3,,,,,,,False,False,0.0,HOLD_A7AL2L_UNSTABLE_PRE_MAY,J3_basis_funding_derived,derived_basis_funding_state,basis|funding,funding_rate|premium_close_bps,Mean|Mul|Rank,48|504,derived_interaction
a7al2k_08d85f94f610ca1c,-0.00036502675850774653,0.00030693098819110183,0.0020602752970694397,0.0032129808471187188,0.0022021826421029906,41.2184580628714,False,True,0.00030693098819110183,HOLD_A7AL2L_UNSTABLE_PRE_MAY,J4_upper_regime_interaction,derived_upper_regime_proxy,basis|funding,funding_rate|premium_close_bps,Abs|Delta|Mean|Mul|Sign|ZScore,24|168,upper_regime_proxy
a7al2k_036407741848d4cb,-0.0006858907945987197,-5.6297515939168545e-05,-0.0007347520947693986,0.0010019286103218105,-0.0007125203102641336,154.71231003284683,True,True,5.6297515939168545e-05,HOLD_A7AL2L_CONTROL_DOMINATED,J0_oi_derived_state,derived_oi_price_state,open_interest|price,index_close|open_interest_mean,Abs|Delta|Mul|Sign|ZScore,8|72,derived_interaction
a7al2k_0da40100e049ebb0,-0.0002411363893967464,-5.7326328149603295e-05,0.0001556195545521665,0.00013435152211480972,0.00026259725471253497,8.70991942545087,False,True,5.7326328149603295e-05,HOLD_A7AL2L_UNSTABLE_PRE_MAY,J1_vol_range_structure,derived_vol_range_state,price|volatility,index_low|mark_high|trade_close,Abs|Delta|Sub|ZScore,12|24,derived_rolling
a7al2k_0203ae25fddb9c4c,-0.00215030611238782,-0.0019119080361271576,-0.0023741778305008507,-0.000159116930107083,-0.0022769562272742737,14.195456652982418,True,True,0.0019119080361271576,HOLD_A7AL2L_CONTROL_DOMINATED,J2_liquidity_lifecycle,derived_liquidity_lifecycle,liquidity,trade_quote_volume,Add|Delta|Mean|Neg|ZScore,168|720,derived_rolling
a7al2k_071c8b8bfa242a30,,,,,,,False,False,0.0,HOLD_A7AL2L_UNSTABLE_PRE_MAY,J3_basis_funding_derived,derived_basis_funding_state,basis|funding,funding_rate|mark_index_basis_bps,Mean|Mul|Rank,24|504,derived_interaction
a7al2k_0096829c83c908a8,-0.0005088611261122497,-0.0014315039380366796,-0.0022468448983850873,0.00015245394178232288,-0.0021981841719038433,1.0513697030572118,True,True,0.0005088611261122497,A7AL2L_DERIVED_REPLAY_PREFLIGHT_CLUE,J4_upper_regime_interaction,derived_upper_regime_proxy,liquidity|open_interest,open_interest_value_mean|trade_volume,Mean|Mul|Rank,168|504,upper_regime_proxy
a7al2k_03ce8aaac75e26e9,-0.0011488106399886622,-0.0007156538347315554,-8.114122343824024e-05,0.0010821464505366652,-1.5944098429302793e-05,146.3366323448917,True,False,8.114122343824024e-05,HOLD_A7AL2L_ONE_BAR_LAG_FRAGILE,J0_oi_derived_state,derived_oi_price_state,open_interest|price,open_interest_last|trade_close,Abs|Delta|Mul|Sign|ZScore,24|96,derived_interaction
a7al2k_0e03c17e1bf7169e,1.8170726129331475e-05,-0.00041896702371652306,0.00031377785786256126,-0.0006101092123280201,0.00023283821306826743,12.686482667136389,False,True,1.8170726129331475e-05,HOLD_A7AL2L_UNSTABLE_PRE_MAY,J1_vol_range_structure,derived_vol_range_state,price|volatility,mark_low|trade_close|trade_high,Abs|Delta|Sub|ZScore,4,derived_rolling
a7al2k_03b9932969f62f8e,-0.0014672825309606857,-6.374053651277116e-05,-0.0004676302508735699,-0.0038382901183235565,-0.0005065547631036515,482.90446572741837,True,True,6.374053651277116e-05,HOLD_A7AL2L_CONTROL_DOMINATED,J2_liquidity_lifecycle,derived_liquidity_lifecycle,liquidity,trade_count,Add|Delta|Mean|Neg|ZScore,24|48,derived_rolling
a7al2k_096415a86f56d3f8,,,,,,,False,False,0.0,HOLD_A7AL2L_UNSTABLE_PRE_MAY,J3_basis_funding_derived,derived_basis_funding_state,basis|funding,funding_rate|mark_index_basis_bps,Mean|Mul|Rank,72|168,derived_interaction
a7al2k_01bdc8d049fffe52,-0.001120369252595968,-0.0022476728573017956,-0.0027401014520017546,0.0011895039135197396,-0.0026634168801677022,1.2297659158106262,True,True,0.001120369252595968,A7AL2L_DERIVED_REPLAY_PREFLIGHT_CLUE,J4_upper_regime_interaction,derived_upper_regime_proxy,liquidity|open_interest,open_interest_value_last|trade_volume,Mean|Mul|Rank,48,upper_regime_proxy
a7al2k_063b28f2f9d781f7,-0.0010233821315763164,-0.00010844096073299672,-0.0025247010738173197,-6.899531134636842e-05,-0.0024086942524534916,136.6645548487001,True,True,0.00010844096073299672,HOLD_A7AL2L_CONTROL_DOMINATED,J0_oi_derived_state,derived_oi_price_state,open_interest|price,index_close|open_interest_value_mean,Abs|Delta|Mul|Sign|ZScore,24|72,derived_interaction
a7al2k_1150d95fb30558dd,-0.0007435362768220982,0.00027406751201563477,7.646107213201692e-05,0.0006280433212221379,0.00014107736299451805,25.861459364966393,False,True,7.646107213201692e-05,HOLD_A7AL2L_UNSTABLE_PRE_MAY,J1_vol_range_structure,derived_vol_range_state,price|volatility,mark_close|trade_high|trade_low,Abs|Delta|Sub|ZScore,48|720,derived_rolling
a7al2k_06188102ca912109,-0.0006286919655346578,0.00034882870248803777,1.2280947212562381e-05,0.0005136505644257495,8.296846410751017e-06,106.73210533636107,False,True,1.2280947212562381e-05,HOLD_A7AL2L_UNSTABLE_PRE_MAY,J2_liquidity_lifecycle,derived_liquidity_lifecycle,liquidity,kline_taker_buy_quote_share,Add|Delta|Mean|Neg|ZScore,168,derived_rolling
a7al2k_09b5234b389c5fe1,,,,,,,False,False,0.0,HOLD_A7AL2L_UNSTABLE_PRE_MAY,J3_basis_funding_derived,derived_basis_funding_state,basis|funding,funding_rate|premium_close,Mean|Mul|Rank,8|504,derived_interaction
a7al2k_03504657e3ba5b29,-0.0012195996552066067,0.0023408847948142198,0.000549439578682152,0.007339014309093626,0.0004862042254193874,9.187866290230485,False,True,0.000549439578682152,HOLD_A7AL2L_UNSTABLE_PRE_MAY,J4_upper_regime_interaction,derived_upper_regime_proxy,basis|open_interest,open_interest_value_mean|premium_close_bps,Mean|Mul|Rank,96|168,upper_regime_proxy
a7al2k_06b8318f595f8506,-3.815216252806348e-05,-0.000944195949623353,0.0001434198326944058,0.00031677185940879975,0.0001571535423304339,118.39518986993079,False,True,3.815216252806348e-05,HOLD_A7AL2L_UNSTABLE_PRE_MAY,J0_oi_derived_state,derived_oi_price_state,open_interest|price,index_close|open_interest_last,Abs|Delta|Mul|Sign|ZScore,48|720,derived_interaction
a7al2k_03d8e5796670fb0c,0.0,0.0,0.0,0.0,0.0,,False,True,0.0,HOLD_A7AL2L_UNSTABLE_PRE_MAY,J1_vol_range_structure,derived_vol_range_state,volatility,index_high|trade_low,Mean|Sub|ZScore,168,derived_rolling
a7al2k_089c06984d76c253,-0.0018652896021972623,-6.9557812591913e-05,0.0005814026024583802,-0.003887731217350521,0.0005092523185458956,209.01138156000982,False,True,6.9557812591913e-05,HOLD_A7AL2L_UNSTABLE_PRE_MAY,J2_liquidity_lifecycle,derived_liquidity_lifecycle,liquidity,taker_buy_quote_volume,Add|Delta|Mean|Neg|ZScore,12|48,derived_rolling
a7al2k_026b22c78bdd76b5,0.0005067830258293682,-1.3095993060594928e-05,0.0011094984231477681,-0.0006740201410063904,0.0015958047202448218,761.13657925625,False,True,1.3095993060594928e-05,HOLD_A7AL2L_UNSTABLE_PRE_MAY,J3_basis_funding_derived,derived_basis_funding_state,basis,premium_close,Delta|Rank,24,derived_interaction
a7al2k_0159c55db14e25cc,-1.865978431681048e-05,-0.0025278041495732703,-0.0017645053273336762,-0.004837142615792929,-0.0017218221131772564,157.07481518634927,True,True,1.865978431681048e-05,HOLD_A7AL2L_CONTROL_DOMINATED,J4_upper_regime_interaction,derived_upper_regime_proxy,funding|open_interest,funding_rate|open_interest_last,Add|Delta|Mean|Neg|ZScore,168|336,upper_regime_proxy
a7al2k_086e152c31cc3b70,0.00034637118928347837,-0.0007624318518098433,-0.001996514715532364,-0.0007463979819111363,-0.001981588993499616,42.051811844750624,False,True,0.00034637118928347837,HOLD_A7AL2L_UNSTABLE_PRE_MAY,J0_oi_derived_state,derived_oi_price_state,open_interest|price,open_interest_value_mean|trade_close,Abs|Delta|Mul|Sign|ZScore,8|96,derived_interaction
a7al2k_03fbcde11749cea6,0.0003236245103536495,0.001507143431008907,0.001014287438864302,0.0002434085265664396,0.0008811387997047776,18.6557845026566,True,True,0.0003236245103536495,HOLD_A7AL2L_CONTROL_DOMINATED,J1_vol_range_structure,derived_vol_range_state,volatility,mark_high|mark_low,Mean|Sub|ZScore,96|168,derived_rolling
a7al2k_0a4084dd0b626854,-0.002914326834557711,-0.0009084420104366857,-0.0006670196735287396,-0.0004419671989807103,-0.0005896211628985152,47.773017661644666,True,True,0.0006670196735287396,HOLD_A7AL2L_CONTROL_DOMINATED,J2_liquidity_lifecycle,derived_liquidity_lifecycle,liquidity,trade_quote_volume,Add|Delta|Mean|Neg|ZScore,72,derived_rolling
a7al2k_04511ab39ae22ff6,0.0006174971257783068,0.000997632236375843,0.0011674650464966103,0.0018710575458821726,0.0014064107761846978,9.63053298371092,True,True,0.0006174971257783068,HOLD_A7AL2L_CONTROL_DOMINATED,J3_basis_funding_derived,derived_basis_funding_state,basis,premium_close_bps,Delta|Rank,720,derived_interaction
a7al2k_04ed2a291c49f7d2,-0.00016841257822609908,-0.002571158574606115,-0.0016994314991479462,-0.006499723279144015,-0.0016259529279700029,13.846111555992989,True,True,0.00016841257822609908,HOLD_A7AL2L_CONTROL_DOMINATED,J4_upper_regime_interaction,derived_upper_regime_proxy,funding|open_interest,funding_rate|open_interest_last,Add|Delta|Mean|Neg|ZScore,336|720,upper_regime_proxy
a7al2k_08c7d090dcdf82bc,0.00027608564440021057,-0.00042679490712926464,-0.0002651051319334585,-0.0007236668787018879,-0.00027221429557720757,19.56203784986109,False,True,0.0002651051319334585,HOLD_A7AL2L_UNSTABLE_PRE_MAY,J0_oi_derived_state,derived_oi_price_state,open_interest|price,open_interest_mean|trade_close,Abs|Delta|Mul|Sign|ZScore,96|720,derived_interaction
a7al2k_079876e32e058a42,0.0017261163451737342,0.0007678794949711343,0.0013032691511798903,0.0005218591076976643,0.0012344823040810356,21.436766920648406,True,True,0.0007678794949711343,HOLD_A7AL2L_CONTROL_DOMINATED,J1_vol_range_structure,derived_vol_range_state,volatility,mark_low|trade_high,Mean|Sub|ZScore,48|168,derived_rolling
a7al2k_0de0ec5226a37b15,-0.0023448786684987072,-0.0007294006296984717,-0.00111872757760944,-0.0013055808174698277,-0.0010449091824662232,43.34388350391224,True,True,0.0007294006296984717,HOLD_A7AL2L_CONTROL_DOMINATED,J2_liquidity_lifecycle,derived_liquidity_lifecycle,liquidity,trade_count,Add|Delta|Mean|Neg|ZScore,48|504,derived_rolling
a7al2k_0b608b3e905615d7,0.000779353781662052,0.000399145452119189,0.0010505503344376802,5.1298093884468405e-05,0.0014165672392508137,19.697487135570615,True,True,0.000399145452119189,HOLD_A7AL2L_CONTROL_DOMINATED,J3_basis_funding_derived,derived_basis_funding_state,basis,premium_close_bps,Delta|Rank,72,derived_interaction
a7al2k_01759e5da72c472c,-0.00123838128853291,-0.003039463966695246,-0.0019558814382863708,-0.0033867774896891353,-0.0019140511189446533,0.9463423387869286,True,True,0.00123838128853291,A7AL2L_DERIVED_REPLAY_PREFLIGHT_CLUE,J4_upper_regime_interaction,derived_upper_regime_proxy,basis|liquidity,premium_close|trade_count,Abs|Mean|Mul|Rank|ZScore,720,upper_regime_proxy
a7al2k_0d183c93611d3ea2,-0.0008736440290508456,0.00035419586260026305,-0.001963637392050479,-0.0034306854080625674,-0.0020243714106370704,41.398031248839054,False,True,0.00035419586260026305,HOLD_A7AL2L_UNSTABLE_PRE_MAY,J0_oi_derived_state,derived_oi_price_state,open_interest,open_interest_mean,Delta|Rank,12,derived_interaction
a7al2k_0aa42c09ec49389c,-0.0009237852930121064,-0.00025831625674402434,-0.0027152801037314696,0.0010831080408387833,-0.0026932932081429376,95.94135493047096,True,True,0.00025831625674402434,HOLD_A7AL2L_CONTROL_DOMINATED,J1_vol_range_structure,derived_vol_range_state,volatility,mark_low|trade_high,Mean|Sub|ZScore,4|504,derived_rolling
a7al2k_0097d25af2875cc8,-0.0013700963846878858,-0.00110508583432426,-0.002478942304070826,-0.001310147986179349,-0.0023704577968227166,21.46199604776664,True,True,0.00110508583432426,HOLD_A7AL2L_CONTROL_DOMINATED,J2_liquidity_lifecycle,derived_liquidity_lifecycle,liquidity,trade_volume,Delta|Rank,48,derived_rolling
a7al2k_18c59f7cae132548,-0.0003322005633402983,-0.0002870419582378691,-0.001059069673744125,-0.0001869454200349169,-0.00022525946261145138,3.4524355403078655,True,False,0.0002870419582378691,HOLD_A7AL2L_ONE_BAR_LAG_FRAGILE,J3_basis_funding_derived,derived_basis_funding_state,basis,mark_index_basis_bps,Delta|Rank,4,derived_interaction
a7al2k_0406084a43f0d6e3,-9.187574967735714e-05,-0.002330646215427394,-0.005746316079503254,-0.00459665813362923,-0.005577027618455342,89.53145400689765,True,True,9.187574967735714e-05,HOLD_A7AL2L_CONTROL_DOMINATED,J4_upper_regime_interaction,derived_upper_regime_proxy,basis|liquidity,premium_close_bps|taker_buy_quote_volume,Abs|Mean|Mul|Rank|ZScore,24|96,upper_regime_proxy
a7al2k_10d26ef9ef6068ab,-0.0009795024240110775,0.0005760452287955404,-0.0003605218343839476,0.002164384217832026,-0.0002285972629149288,140.40017002482435,False,True,0.0003605218343839476,HOLD_A7AL2L_UNSTABLE_PRE_MAY,J0_oi_derived_state,derived_oi_price_state,open_interest,open_interest_value_last,Delta|Rank,24,derived_interaction
a7al2k_0c53e43cfdaf2667,0.001109702521868119,0.0009345900003345756,0.002266387377529317,-0.0008126641598182094,0.0022436622962089905,16.146212361022293,True,True,0.0009345900003345756,HOLD_A7AL2L_CONTROL_DOMINATED,J1_vol_range_structure,derived_vol_range_state,volatility,mark_high|mark_low,Mean|Sub|ZScore,48|336,derived_rolling
a7al2k_0505415561457923,-0.0005838470239660865,0.0003253568003243843,0.0007603575587716053,-0.000911230546811624,0.0006951338458717211,12.32961953060156,False,True,0.0003253568003243843,HOLD_A7AL2L_UNSTABLE_PRE_MAY,J2_liquidity_lifecycle,derived_liquidity_lifecycle,liquidity,trade_count,Delta|Rank,4,derived_rolling
a7al2k_0308f7c0d2fce66c,,,,,,,False,False,0.0,HOLD_A7AL2L_UNSTABLE_PRE_MAY,J3_basis_funding_derived,derived_basis_funding_state,funding|price,funding_rate|mark_trade_basis_bps,Add|Delta|Mean|Neg|Rank|ZScore,12|24,derived_interaction
