split,rows,active_hours,mean_ic,net_sum_10bps,net_sum_20bps,lag1_net_sum_10bps,turnover_mean,gross_exposure_mean,candidate_id,base_candidate_id,object_type,control_mode,lane,production_family,expression,horizon,orientation,base_train_ic
validation_2025H1,4344,4344,-0.032927764791852804,-0.2497944263867502,-0.9146277597200834,-0.05797297991196215,0.15304634745242482,1.0,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_913d2346106c,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_913d2346106c,candidate,original,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(realized_vol_24))",24,-1.0,-0.004000256575006231
recent_oos_2025H2_2026Apr,7296,7294,-0.02032949118671431,0.314640655087318,-0.5706926782460149,0.45400409148574306,0.12134502923976608,0.9997258771929824,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_913d2346106c,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_913d2346106c,candidate,original,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(realized_vol_24))",24,-1.0,-0.004000256575006231
fresh_may_2026,505,480,-0.05811462310681716,1.1404761753444936,1.0923095086778272,1.168956867548397,0.09537953795379536,0.9504950495049505,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_913d2346106c,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_913d2346106c,candidate,original,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(realized_vol_24))",24,-1.0,-0.004000256575006231
train_2024,8784,8751,-0.0033115096536419156,-6.745844976377973,-7.856511643044639,-6.2194385595276245,0.12644201578627806,0.9962431693989071,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_4112f44688aa,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_4112f44688aa,candidate,original,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(realized_vol_24))",48,-1.0,-0.0033115096536419156
validation_2025H1,4344,4344,-0.04515190150549262,2.3733813189093187,1.7085479855759849,2.4772446104434396,0.15304634745242482,1.0,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_4112f44688aa,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_4112f44688aa,candidate,original,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(realized_vol_24))",48,-1.0,-0.0033115096536419156
recent_oos_2025H2_2026Apr,7296,7294,-0.017807528364150192,0.8618809922880306,-0.023452341045302694,0.8898057653294575,0.12134502923976608,0.9997258771929824,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_4112f44688aa,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_4112f44688aa,candidate,original,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(realized_vol_24))",48,-1.0,-0.0033115096536419156
fresh_may_2026,505,456,-0.0523248681143417,1.6099612233918017,1.563794556725135,1.578237713798079,0.0914191419141914,0.902970297029703,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_4112f44688aa,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_4112f44688aa,candidate,original,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(realized_vol_24))",48,-1.0,-0.0033115096536419156
train_2024,8784,8750,-0.008909774537380804,-6.2223649502162255,-7.541531616882892,-5.802803064445792,0.15017835458409226,0.9961293260473588,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_4b6b7815e022,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_4b6b7815e022,candidate,original,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(ret_24))",24,-1.0,-0.008909774537380804
validation_2025H1,4344,4344,-0.030265156072243764,0.26471468581054447,-0.4884519808561223,0.34850888054243145,0.17338090853284222,1.0,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_4b6b7815e022,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_4b6b7815e022,candidate,original,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(ret_24))",24,-1.0,-0.008909774537380804
recent_oos_2025H2_2026Apr,7296,7294,-0.01308528744012632,-0.3419637710316344,-1.448797104364967,-0.30223649860691404,0.15170413011695905,0.9997258771929824,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_4b6b7815e022,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_4b6b7815e022,candidate,original,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(ret_24))",24,-1.0,-0.008909774537380804
fresh_may_2026,505,480,-0.03406177156177155,0.554666651877613,0.503166651877613,0.6322446666236874,0.10198019801980197,0.9504950495049505,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_4b6b7815e022,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_4b6b7815e022,candidate,original,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(ret_24))",24,-1.0,-0.008909774537380804
train_2024,8784,8750,-0.005825374625374577,-9.896816509444516,-11.215983176111184,-9.871675359727567,0.15017835458409226,0.9961293260473588,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_8fbbc12ff6d4,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_8fbbc12ff6d4,candidate,original,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(ret_24))",48,-1.0,-0.005825374625374577
validation_2025H1,4344,4344,-0.041454171979033824,0.466734257129255,-0.28643240953741234,0.6263059001743805,0.17338090853284222,1.0,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_8fbbc12ff6d4,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_8fbbc12ff6d4,candidate,original,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(ret_24))",48,-1.0,-0.005825374625374577
recent_oos_2025H2_2026Apr,7296,7294,-0.00396532450275245,-0.5706334235233135,-1.6774667568566466,-0.5619367218921001,0.15170413011695905,0.9997258771929824,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_8fbbc12ff6d4,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_8fbbc12ff6d4,candidate,original,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(ret_24))",48,-1.0,-0.005825374625374577
fresh_may_2026,505,456,-0.06704698809961962,1.422836121932171,1.3728361219321712,1.4171896573281928,0.09900990099009901,0.902970297029703,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_8fbbc12ff6d4,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_8fbbc12ff6d4,candidate,original,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(ret_24))",48,-1.0,-0.005825374625374577
train_2024,8784,8751,-0.0024786989122340232,-4.959876450567132,-6.111709783900466,-4.615501354952144,0.13112856709168183,0.9962431693989071,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_eadad4976dd6,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_eadad4976dd6,candidate,original,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(top_long_short_account_ratio_zscore_168h)),Rank(latest_known_funding_rate))",24,-1.0,-0.0024786989122340232
validation_2025H1,4344,4344,-0.010099175728552021,-0.032383352168505075,-0.7300500188351715,-0.282671554778198,0.16060466543891957,1.0,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_eadad4976dd6,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_eadad4976dd6,candidate,original,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(top_long_short_account_ratio_zscore_168h)),Rank(latest_known_funding_rate))",24,-1.0,-0.0024786989122340232
recent_oos_2025H2_2026Apr,7296,7294,-0.001790468821552289,-1.2502433446304337,-2.2010766779637674,-1.3037370989215074,0.13032255116959063,0.9997258771929824,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_eadad4976dd6,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_eadad4976dd6,candidate,original,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(top_long_short_account_ratio_zscore_168h)),Rank(latest_known_funding_rate))",24,-1.0,-0.0024786989122340232
fresh_may_2026,505,480,-0.020250403992598077,-0.07547166591640003,-0.12097166591640002,-0.06355582006736848,0.0900990099009901,0.9504950495049505,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_eadad4976dd6,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_eadad4976dd6,candidate,original,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(top_long_short_account_ratio_zscore_168h)),Rank(latest_known_funding_rate))",24,-1.0,-0.0024786989122340232
train_2024,8784,8751,0.0042744365678887885,6.331922427084769,5.180089093751436,6.4619141491012915,0.13112856709168183,0.9962431693989071,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_c78036fee95c,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_c78036fee95c,candidate,original,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(top_long_short_account_ratio_zscore_168h)),Rank(latest_known_funding_rate))",48,1.0,0.0042744365678887885
validation_2025H1,4344,4344,-0.012397133253486783,-0.7456971189670417,-1.4433637856337085,-0.46798675214340735,0.16060466543891957,1.0,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_c78036fee95c,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_c78036fee95c,candidate,original,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(top_long_short_account_ratio_zscore_168h)),Rank(latest_known_funding_rate))",48,1.0,0.0042744365678887885
recent_oos_2025H2_2026Apr,7296,7294,0.020141087319590273,0.9565706782356802,0.005737344902346564,1.0440793692342343,0.13032255116959063,0.9997258771929824,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_c78036fee95c,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_c78036fee95c,candidate,original,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(top_long_short_account_ratio_zscore_168h)),Rank(latest_known_funding_rate))",48,1.0,0.0042744365678887885
fresh_may_2026,505,456,-0.04145196908354804,-0.16122137547847804,-0.20338804214514464,-0.13258410848106145,0.0834983498349835,0.902970297029703,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_c78036fee95c,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_c78036fee95c,candidate,original,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(top_long_short_account_ratio_zscore_168h)),Rank(latest_known_funding_rate))",48,1.0,0.0042744365678887885
train_2024,8784,8751,0.0013322303494405308,4.581651642747028,2.482484976080361,4.3544096924414,0.2389761687917426,0.9962431693989071,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_7bcbdff63dc3,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_7bcbdff63dc3,candidate,original,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(top_long_short_account_ratio_zscore_168h)),Rank(mark_index_ratio))",24,1.0,0.0013322303494405308
validation_2025H1,4344,4344,-0.00506931718590537,-1.4263954784584805,-2.6420621451251467,-1.3887334290920044,0.27984960098219763,1.0,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_7bcbdff63dc3,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_7bcbdff63dc3,candidate,original,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(top_long_short_account_ratio_zscore_168h)),Rank(mark_index_ratio))",24,1.0,0.0013322303494405308
recent_oos_2025H2_2026Apr,7296,7294,0.0025708733895859516,-0.8365821591460803,-2.6292488258127458,-0.7779935799694513,0.24570540935672514,0.9997258771929824,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_7bcbdff63dc3,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_7bcbdff63dc3,candidate,original,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(top_long_short_account_ratio_zscore_168h)),Rank(mark_index_ratio))",24,1.0,0.0013322303494405308
fresh_may_2026,505,480,-0.012011627176259464,-0.25674523023440005,-0.3740785635677333,-0.29887940964919646,0.23234323432343235,0.9504950495049505,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_7bcbdff63dc3,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_24_7bcbdff63dc3,candidate,original,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(top_long_short_account_ratio_zscore_168h)),Rank(mark_index_ratio))",24,1.0,0.0013322303494405308
train_2024,8784,8751,0.010005649703969966,10.46095034481658,8.361783678149912,10.59180759865088,0.2389761687917426,0.9962431693989071,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_fa5a6163a3f7,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_fa5a6163a3f7,candidate,original,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(top_long_short_account_ratio_zscore_168h)),Rank(mark_index_ratio))",48,1.0,0.010005649703969966
validation_2025H1,4344,4344,-0.008527154245386257,-0.7447180136590984,-1.9603846803257643,-0.5794038526104317,0.27984960098219763,1.0,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_fa5a6163a3f7,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_fa5a6163a3f7,candidate,original,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(top_long_short_account_ratio_zscore_168h)),Rank(mark_index_ratio))",48,1.0,0.010005649703969966
recent_oos_2025H2_2026Apr,7296,7294,0.01815459013155757,0.9290980356918661,-0.8635686309747996,1.1454844664959576,0.24570540935672514,0.9997258771929824,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_fa5a6163a3f7,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_fa5a6163a3f7,candidate,original,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(top_long_short_account_ratio_zscore_168h)),Rank(mark_index_ratio))",48,1.0,0.010005649703969966
fresh_may_2026,505,456,-0.031759906759906725,-0.6878561850471078,-0.7976895183804412,-0.6763754470743278,0.21749174917491748,0.902970297029703,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_fa5a6163a3f7,a7y1_core12_metrics_F0_metrics_crowding_state_interaction_48_fa5a6163a3f7,candidate,original,core12_metrics,F0_metrics_crowding_state_interaction,"Mul(Neg(ZScore(top_long_short_account_ratio_zscore_168h)),Rank(mark_index_ratio))",48,1.0,0.010005649703969966
