subgraph_id,expression,subgraph_kind,node_type,operator,blueprint_ref_count,node_occurrence_count,root_ref_count,nonroot_ref_count,raw_inputs,raw_input_count,operator_path,operator_count_max,max_subgraph_depth,levels,candidate_roles,semantic_pairs,motifs,primary_semantics,secondary_semantics,formula_gen_gate,feature_factory_allowed,ordinary_alpha_eligible,requires_response_promotion,pit_policy,role_policy,kind_counts
sg_3fc5a7c5fc0eb75e,open_interest_value_last,factor_candidate_root,Field,,512,512,1,511,open_interest_value_last,1,,0,1,L1_repaired_single_field_transform;L2_repaired_typed_interaction,exploratory_signal_probe;role_mixed_allowed,open_interest_like;taker_flow_like|open_interest_like,flow_x_leverage;gated_sign;relative_shock;safe_div_abs;single;smooth_mul,open_interest_like;taker_flow_like,open_interest_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1, ""field_node"": 511}"
sg_ee5af5ca29e10f40,"Delta(taker_buy_quote_volume,4)",factor_candidate_root,Transform,Delta,491,491,1,490,taker_buy_quote_volume,1,Delta,1,2,L1_repaired_single_field_transform;L2_repaired_typed_interaction,exploratory_signal_probe;role_mixed_allowed,taker_flow_like;taker_flow_like|basis_premium_like;taker_flow_like|open_interest_like,flow_x_leverage;gated_sign;relative_shock;safe_div_abs;single;smooth_mul,taker_flow_like,basis_premium_like;open_interest_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1, ""typed_transform_subgraph"": 490}"
sg_84c8c8988f615da1,"ZScore(Mean(taker_buy_quote_volume,4))",factor_candidate_root,Transform,ZScore,441,441,1,440,taker_buy_quote_volume,1,ZScore>Mean,2,3,L1_repaired_single_field_transform;L2_repaired_typed_interaction,exploratory_signal_probe;role_mixed_allowed,taker_flow_like;taker_flow_like|basis_premium_like;taker_flow_like|open_interest_like,flow_x_leverage;gated_sign;relative_shock;safe_div_abs;single;smooth_mul,taker_flow_like,basis_premium_like;open_interest_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1, ""typed_transform_subgraph"": 440}"
sg_ea7430c41a204a35,"ZScore(Mean(open_interest_last,4))",factor_candidate_root,Transform,ZScore,411,481,1,480,open_interest_last,1,ZScore>Mean,2,3,L1_repaired_single_field_transform;L2_repaired_typed_interaction,exploratory_signal_probe;role_mixed_allowed,open_interest_like;open_interest_like|positioning_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage;gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;signed_spread;single;smooth_mul;spread_rank,open_interest_like;taker_flow_like,open_interest_like;positioning_like;price_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1, ""typed_transform_subgraph"": 480}"
sg_505dd7322878ec95,"Mean(trade_count,4)",factor_candidate_root,Transform,Mean,402,402,1,401,trade_count,1,Mean,1,2,L1_repaired_single_field_transform;L2_repaired_typed_interaction,exploratory_signal_probe;role_mixed_allowed,liquidity_like;liquidity_like|volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;single;smooth_mul;spread_rank,liquidity_like,volatility_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1, ""typed_transform_subgraph"": 401}"
sg_e198e96b1ffa8649,"Delta(open_interest_last,24)",factor_candidate_root,Transform,Delta,401,461,1,460,open_interest_last,1,Delta,1,2,L1_repaired_single_field_transform;L2_repaired_typed_interaction,exploratory_signal_probe;role_mixed_allowed,open_interest_like;open_interest_like|positioning_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage;gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;signed_spread;single;smooth_mul;spread_rank,open_interest_like;taker_flow_like,open_interest_like;positioning_like;price_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1, ""typed_transform_subgraph"": 460}"
sg_2c76ed10c74f42c3,"Delta(taker_buy_quote_volume,8)",factor_candidate_root,Transform,Delta,401,401,1,400,taker_buy_quote_volume,1,Delta,1,2,L1_repaired_single_field_transform;L2_repaired_typed_interaction,exploratory_signal_probe;role_mixed_allowed,taker_flow_like;taker_flow_like|basis_premium_like;taker_flow_like|open_interest_like,flow_x_leverage;gated_sign;relative_shock;safe_div_abs;single;smooth_mul,taker_flow_like,basis_premium_like;open_interest_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1, ""typed_transform_subgraph"": 400}"
sg_384b8221a0d8163b,"Delta(open_interest_last,4)",factor_candidate_root,Transform,Delta,371,441,1,440,open_interest_last,1,Delta,1,2,L1_repaired_single_field_transform;L2_repaired_typed_interaction,exploratory_signal_probe;role_mixed_allowed,open_interest_like;open_interest_like|positioning_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage;gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;signed_spread;single;smooth_mul;spread_rank,open_interest_like;taker_flow_like,open_interest_like;positioning_like;price_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1, ""typed_transform_subgraph"": 440}"
sg_baf96e112aecc3a1,"Delta(open_interest_last,8)",factor_candidate_root,Transform,Delta,371,441,1,440,open_interest_last,1,Delta,1,2,L1_repaired_single_field_transform;L2_repaired_typed_interaction,exploratory_signal_probe;role_mixed_allowed,open_interest_like;open_interest_like|positioning_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage;gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;signed_spread;single;smooth_mul;spread_rank,open_interest_like;taker_flow_like,open_interest_like;positioning_like;price_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1, ""typed_transform_subgraph"": 440}"
sg_000688e0792b95b9,"ZScore(Mean(open_interest_last,24))",factor_candidate_root,Transform,ZScore,361,421,1,420,open_interest_last,1,ZScore>Mean,2,3,L1_repaired_single_field_transform;L2_repaired_typed_interaction,exploratory_signal_probe;role_mixed_allowed,open_interest_like;open_interest_like|positioning_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage;gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;signed_spread;single;smooth_mul;spread_rank,open_interest_like;taker_flow_like,open_interest_like;positioning_like;price_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1, ""typed_transform_subgraph"": 420}"
sg_f704cff818be7f9f,"ZScore(Mean(open_interest_last,8))",factor_candidate_root,Transform,ZScore,361,421,1,420,open_interest_last,1,ZScore>Mean,2,3,L1_repaired_single_field_transform;L2_repaired_typed_interaction,exploratory_signal_probe;role_mixed_allowed,open_interest_like;open_interest_like|positioning_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage;gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;signed_spread;single;smooth_mul;spread_rank,open_interest_like;taker_flow_like,open_interest_like;positioning_like;price_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1, ""typed_transform_subgraph"": 420}"
sg_58770d2c8446e487,"Mean(trade_count,8)",factor_candidate_root,Transform,Mean,352,352,1,351,trade_count,1,Mean,1,2,L1_repaired_single_field_transform;L2_repaired_typed_interaction,exploratory_signal_probe;role_mixed_allowed,liquidity_like;liquidity_like|volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;single;smooth_mul;spread_rank,liquidity_like,volatility_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1, ""typed_transform_subgraph"": 351}"
sg_43c06e61b81b6480,"ZScore(Mean(taker_buy_quote_volume,8))",factor_candidate_root,Transform,ZScore,351,351,1,350,taker_buy_quote_volume,1,ZScore>Mean,2,3,L1_repaired_single_field_transform;L2_repaired_typed_interaction,exploratory_signal_probe;role_mixed_allowed,taker_flow_like;taker_flow_like|basis_premium_like;taker_flow_like|open_interest_like,flow_x_leverage;gated_sign;relative_shock;safe_div_abs;single;smooth_mul,taker_flow_like,basis_premium_like;open_interest_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1, ""typed_transform_subgraph"": 350}"
sg_95a8dd474d522716,"ZScore(Mean(taker_buy_quote_volume,24))",factor_candidate_root,Transform,ZScore,341,341,1,340,taker_buy_quote_volume,1,ZScore>Mean,2,3,L1_repaired_single_field_transform;L2_repaired_typed_interaction,exploratory_signal_probe;role_mixed_allowed,taker_flow_like;taker_flow_like|basis_premium_like;taker_flow_like|open_interest_like,flow_x_leverage;gated_sign;relative_shock;safe_div_abs;single;smooth_mul,taker_flow_like,basis_premium_like;open_interest_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1, ""typed_transform_subgraph"": 340}"
sg_9ad48ccaeda9d19c,realized_vol_168h,factor_candidate_root,Field,,312,312,1,311,realized_vol_168h,1,,0,1,L1_repaired_single_field_transform;L2_repaired_typed_interaction,exploratory_signal_probe;role_mixed_allowed,liquidity_like|volatility_like;volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;single;smooth_mul;spread_rank,liquidity_like;volatility_like,volatility_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1, ""field_node"": 311}"
sg_9d0d001296fbe7e1,open_interest_value_mean,factor_candidate_root,Field,,312,312,1,311,open_interest_value_mean,1,,0,1,L1_repaired_single_field_transform;L2_repaired_typed_interaction,exploratory_signal_probe;role_mixed_allowed,open_interest_like;taker_flow_like|open_interest_like,flow_x_leverage;gated_sign;relative_shock;safe_div_abs;single;smooth_mul,open_interest_like;taker_flow_like,open_interest_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1, ""field_node"": 311}"
sg_12235930bbad6330,"Delta(taker_buy_quote_volume,24)",factor_candidate_root,Transform,Delta,311,311,1,310,taker_buy_quote_volume,1,Delta,1,2,L1_repaired_single_field_transform;L2_repaired_typed_interaction,exploratory_signal_probe;role_mixed_allowed,taker_flow_like;taker_flow_like|basis_premium_like;taker_flow_like|open_interest_like,flow_x_leverage;gated_sign;relative_shock;safe_div_abs;single;smooth_mul,taker_flow_like,basis_premium_like;open_interest_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1, ""typed_transform_subgraph"": 310}"
sg_2ea7bb7cddb7dd7d,"Mean(trade_count,24)",factor_candidate_root,Transform,Mean,302,302,1,301,trade_count,1,Mean,1,2,L1_repaired_single_field_transform;L2_repaired_typed_interaction,exploratory_signal_probe;role_mixed_allowed,liquidity_like;liquidity_like|volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;single;smooth_mul;spread_rank,liquidity_like,volatility_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1, ""typed_transform_subgraph"": 301}"
sg_c2f22fb1b3ddcaed,"Mean(open_interest_mean,4)",factor_candidate_root,Transform,Mean,262,302,1,301,open_interest_mean,1,Mean,1,2,L1_repaired_single_field_transform;L2_repaired_typed_interaction,exploratory_signal_probe;role_mixed_allowed,open_interest_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage;gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;single;smooth_mul;spread_rank,open_interest_like;taker_flow_like,open_interest_like;price_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1, ""typed_transform_subgraph"": 301}"
sg_1e43b3b279160e11,"ZScore(Mean(trade_count,4))",factor_candidate_root,Transform,ZScore,241,241,1,240,trade_count,1,ZScore>Mean,2,3,L1_repaired_single_field_transform;L2_repaired_typed_interaction,exploratory_signal_probe;role_mixed_allowed,liquidity_like;liquidity_like|volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;single;smooth_mul;spread_rank,liquidity_like,volatility_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1, ""typed_transform_subgraph"": 240}"
sg_1d81b3d17579bfd1,"Delta(trade_count,4)",factor_candidate_root,Transform,Delta,201,201,1,200,trade_count,1,Delta,1,2,L1_repaired_single_field_transform;L2_repaired_typed_interaction,exploratory_signal_probe;role_mixed_allowed,liquidity_like;liquidity_like|volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;single;smooth_mul;spread_rank,liquidity_like,volatility_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1, ""typed_transform_subgraph"": 200}"
sg_3e40148d309cb6f8,"Delta(trade_count,8)",factor_candidate_root,Transform,Delta,201,201,1,200,trade_count,1,Delta,1,2,L1_repaired_single_field_transform;L2_repaired_typed_interaction,exploratory_signal_probe;role_mixed_allowed,liquidity_like;liquidity_like|volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;single;smooth_mul;spread_rank,liquidity_like,volatility_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1, ""typed_transform_subgraph"": 200}"
sg_a15719f9fa742d1b,"Delta(trade_count,24)",factor_candidate_root,Transform,Delta,191,191,1,190,trade_count,1,Delta,1,2,L1_repaired_single_field_transform;L2_repaired_typed_interaction,exploratory_signal_probe;role_mixed_allowed,liquidity_like;liquidity_like|volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;single;smooth_mul;spread_rank,liquidity_like,volatility_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1, ""typed_transform_subgraph"": 190}"
sg_bd8184370e264f1f,"ZScore(Mean(trade_count,8))",factor_candidate_root,Transform,ZScore,191,191,1,190,trade_count,1,ZScore>Mean,2,3,L1_repaired_single_field_transform;L2_repaired_typed_interaction,exploratory_signal_probe;role_mixed_allowed,liquidity_like;liquidity_like|volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;single;smooth_mul;spread_rank,liquidity_like,volatility_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1, ""typed_transform_subgraph"": 190}"
sg_5bee1092db44b6dc,"Mean(open_interest_mean,8)",factor_candidate_root,Transform,Mean,182,202,1,201,open_interest_mean,1,Mean,1,2,L1_repaired_single_field_transform;L2_repaired_typed_interaction,exploratory_signal_probe;role_mixed_allowed,open_interest_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage;gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;single;smooth_mul;spread_rank,open_interest_like;taker_flow_like,open_interest_like;price_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1, ""typed_transform_subgraph"": 201}"
sg_bac71b1837f08b7e,"Mean(open_interest_mean,24)",factor_candidate_root,Transform,Mean,182,202,1,201,open_interest_mean,1,Mean,1,2,L1_repaired_single_field_transform;L2_repaired_typed_interaction,exploratory_signal_probe;role_mixed_allowed,open_interest_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage;gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;single;smooth_mul;spread_rank,open_interest_like;taker_flow_like,open_interest_like;price_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1, ""typed_transform_subgraph"": 201}"
sg_3e2bb8e2fd6d452e,"ZScore(Mean(trade_count,24))",factor_candidate_root,Transform,ZScore,181,181,1,180,trade_count,1,ZScore>Mean,2,3,L1_repaired_single_field_transform;L2_repaired_typed_interaction,exploratory_signal_probe;role_mixed_allowed,liquidity_like;liquidity_like|volatility_like,liquidity_shock;mean_reversion_gate;safe_div_abs;single;smooth_mul;spread_rank,liquidity_like,volatility_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1, ""typed_transform_subgraph"": 180}"
sg_5777153b7ca711b2,"ZScore(Mean(open_interest_mean,4))",factor_candidate_root,Transform,ZScore,161,181,1,180,open_interest_mean,1,ZScore>Mean,2,3,L1_repaired_single_field_transform;L2_repaired_typed_interaction,exploratory_signal_probe;role_mixed_allowed,open_interest_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage;gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;single;smooth_mul;spread_rank,open_interest_like;taker_flow_like,open_interest_like;price_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1, ""typed_transform_subgraph"": 180}"
sg_374035170a28e6c5,"Delta(open_interest_mean,4)",factor_candidate_root,Transform,Delta,131,151,1,150,open_interest_mean,1,Delta,1,2,L1_repaired_single_field_transform;L2_repaired_typed_interaction,exploratory_signal_probe;role_mixed_allowed,open_interest_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage;gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;single;smooth_mul;spread_rank,open_interest_like;taker_flow_like,open_interest_like;price_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1, ""typed_transform_subgraph"": 150}"
sg_677617067abd1520,"Delta(open_interest_mean,8)",factor_candidate_root,Transform,Delta,131,151,1,150,open_interest_mean,1,Delta,1,2,L1_repaired_single_field_transform;L2_repaired_typed_interaction,exploratory_signal_probe;role_mixed_allowed,open_interest_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage;gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;single;smooth_mul;spread_rank,open_interest_like;taker_flow_like,open_interest_like;price_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1, ""typed_transform_subgraph"": 150}"
sg_2243ba0624ad441f,"Delta(open_interest_mean,24)",factor_candidate_root,Transform,Delta,121,131,1,130,open_interest_mean,1,Delta,1,2,L1_repaired_single_field_transform;L2_repaired_typed_interaction,exploratory_signal_probe;role_mixed_allowed,open_interest_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage;gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;single;smooth_mul;spread_rank,open_interest_like;taker_flow_like,open_interest_like;price_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1, ""typed_transform_subgraph"": 130}"
sg_20650fe9062a371a,"ZScore(Mean(open_interest_mean,24))",factor_candidate_root,Transform,ZScore,111,121,1,120,open_interest_mean,1,ZScore>Mean,2,3,L1_repaired_single_field_transform;L2_repaired_typed_interaction,exploratory_signal_probe;role_mixed_allowed,open_interest_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage;gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;single;smooth_mul;spread_rank,open_interest_like;taker_flow_like,open_interest_like;price_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1, ""typed_transform_subgraph"": 120}"
sg_57ad8f06f9036ee6,"ZScore(Mean(open_interest_mean,8))",factor_candidate_root,Transform,ZScore,111,121,1,120,open_interest_mean,1,ZScore>Mean,2,3,L1_repaired_single_field_transform;L2_repaired_typed_interaction,exploratory_signal_probe;role_mixed_allowed,open_interest_like;open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage;gated_sign;mean_reversion_gate;relative_shock;safe_div_abs;single;smooth_mul;spread_rank,open_interest_like;taker_flow_like,open_interest_like;price_like,diagnostic_or_repair_root_only,True,False,True,inherit_from_field_contract,role_enforced_no_label_feature,"{""factor_candidate_root"": 1, ""typed_transform_subgraph"": 120}"
