candidate_id,control_id,control_mode,matched_cell,matched_family,required_for_replay_preflight
a7al2k_07486e2a15a16b6d,a7al2k_07486e2a15a16b6d__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_07486e2a15a16b6d,a7al2k_07486e2a15a16b6d__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_07486e2a15a16b6d,a7al2k_07486e2a15a16b6d__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_07486e2a15a16b6d,a7al2k_07486e2a15a16b6d__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_03b936b9e727a8e7,a7al2k_03b936b9e727a8e7__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_03b936b9e727a8e7,a7al2k_03b936b9e727a8e7__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_03b936b9e727a8e7,a7al2k_03b936b9e727a8e7__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_03b936b9e727a8e7,a7al2k_03b936b9e727a8e7__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_03b936b9e727a8e7,a7al2k_03b936b9e727a8e7__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_03b936b9e727a8e7,a7al2k_03b936b9e727a8e7__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_10d26ef9ef6068ab,a7al2k_10d26ef9ef6068ab__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_10d26ef9ef6068ab,a7al2k_10d26ef9ef6068ab__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_10d26ef9ef6068ab,a7al2k_10d26ef9ef6068ab__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_10d26ef9ef6068ab,a7al2k_10d26ef9ef6068ab__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_10d26ef9ef6068ab,a7al2k_10d26ef9ef6068ab__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_10d26ef9ef6068ab,a7al2k_10d26ef9ef6068ab__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0209eabd2c55a950,a7al2k_0209eabd2c55a950__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0209eabd2c55a950,a7al2k_0209eabd2c55a950__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0209eabd2c55a950,a7al2k_0209eabd2c55a950__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0209eabd2c55a950,a7al2k_0209eabd2c55a950__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0209eabd2c55a950,a7al2k_0209eabd2c55a950__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0209eabd2c55a950,a7al2k_0209eabd2c55a950__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_00d565c9060b8206,a7al2k_00d565c9060b8206__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_00d565c9060b8206,a7al2k_00d565c9060b8206__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_00d565c9060b8206,a7al2k_00d565c9060b8206__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_00d565c9060b8206,a7al2k_00d565c9060b8206__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_00d565c9060b8206,a7al2k_00d565c9060b8206__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_00d565c9060b8206,a7al2k_00d565c9060b8206__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0916c579445e087f,a7al2k_0916c579445e087f__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0916c579445e087f,a7al2k_0916c579445e087f__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0916c579445e087f,a7al2k_0916c579445e087f__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0916c579445e087f,a7al2k_0916c579445e087f__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0916c579445e087f,a7al2k_0916c579445e087f__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0916c579445e087f,a7al2k_0916c579445e087f__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_09c2892eea71d093,a7al2k_09c2892eea71d093__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_09c2892eea71d093,a7al2k_09c2892eea71d093__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_09c2892eea71d093,a7al2k_09c2892eea71d093__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_09c2892eea71d093,a7al2k_09c2892eea71d093__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_09c2892eea71d093,a7al2k_09c2892eea71d093__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_09c2892eea71d093,a7al2k_09c2892eea71d093__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_02094c576bebcc16,a7al2k_02094c576bebcc16__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_02094c576bebcc16,a7al2k_02094c576bebcc16__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_02094c576bebcc16,a7al2k_02094c576bebcc16__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_02094c576bebcc16,a7al2k_02094c576bebcc16__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_02094c576bebcc16,a7al2k_02094c576bebcc16__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_02094c576bebcc16,a7al2k_02094c576bebcc16__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0b9d8b6d77178322,a7al2k_0b9d8b6d77178322__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0b9d8b6d77178322,a7al2k_0b9d8b6d77178322__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0b9d8b6d77178322,a7al2k_0b9d8b6d77178322__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0b9d8b6d77178322,a7al2k_0b9d8b6d77178322__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0b9d8b6d77178322,a7al2k_0b9d8b6d77178322__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0b9d8b6d77178322,a7al2k_0b9d8b6d77178322__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_01caf6a1f5e95cb5,a7al2k_01caf6a1f5e95cb5__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_01caf6a1f5e95cb5,a7al2k_01caf6a1f5e95cb5__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_01caf6a1f5e95cb5,a7al2k_01caf6a1f5e95cb5__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_01caf6a1f5e95cb5,a7al2k_01caf6a1f5e95cb5__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_01caf6a1f5e95cb5,a7al2k_01caf6a1f5e95cb5__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_01caf6a1f5e95cb5,a7al2k_01caf6a1f5e95cb5__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_00a996ae217b0ade,a7al2k_00a996ae217b0ade__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_00a996ae217b0ade,a7al2k_00a996ae217b0ade__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_00a996ae217b0ade,a7al2k_00a996ae217b0ade__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_00a996ae217b0ade,a7al2k_00a996ae217b0ade__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_00a996ae217b0ade,a7al2k_00a996ae217b0ade__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_00a996ae217b0ade,a7al2k_00a996ae217b0ade__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_065afe98b0a4365b,a7al2k_065afe98b0a4365b__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_065afe98b0a4365b,a7al2k_065afe98b0a4365b__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_065afe98b0a4365b,a7al2k_065afe98b0a4365b__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_065afe98b0a4365b,a7al2k_065afe98b0a4365b__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_065afe98b0a4365b,a7al2k_065afe98b0a4365b__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_065afe98b0a4365b,a7al2k_065afe98b0a4365b__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_06b2128076731511,a7al2k_06b2128076731511__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_06b2128076731511,a7al2k_06b2128076731511__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_06b2128076731511,a7al2k_06b2128076731511__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_06b2128076731511,a7al2k_06b2128076731511__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_06b2128076731511,a7al2k_06b2128076731511__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_06b2128076731511,a7al2k_06b2128076731511__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_012b0e992121750e,a7al2k_012b0e992121750e__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_012b0e992121750e,a7al2k_012b0e992121750e__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_012b0e992121750e,a7al2k_012b0e992121750e__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_012b0e992121750e,a7al2k_012b0e992121750e__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_012b0e992121750e,a7al2k_012b0e992121750e__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_012b0e992121750e,a7al2k_012b0e992121750e__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0d183c93611d3ea2,a7al2k_0d183c93611d3ea2__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0d183c93611d3ea2,a7al2k_0d183c93611d3ea2__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0d183c93611d3ea2,a7al2k_0d183c93611d3ea2__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0d183c93611d3ea2,a7al2k_0d183c93611d3ea2__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0d183c93611d3ea2,a7al2k_0d183c93611d3ea2__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0d183c93611d3ea2,a7al2k_0d183c93611d3ea2__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0c4ad2ed66ac08ea,a7al2k_0c4ad2ed66ac08ea__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0c4ad2ed66ac08ea,a7al2k_0c4ad2ed66ac08ea__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0c4ad2ed66ac08ea,a7al2k_0c4ad2ed66ac08ea__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0c4ad2ed66ac08ea,a7al2k_0c4ad2ed66ac08ea__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0c4ad2ed66ac08ea,a7al2k_0c4ad2ed66ac08ea__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0c4ad2ed66ac08ea,a7al2k_0c4ad2ed66ac08ea__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_010e50dfe3fe4570,a7al2k_010e50dfe3fe4570__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_010e50dfe3fe4570,a7al2k_010e50dfe3fe4570__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_010e50dfe3fe4570,a7al2k_010e50dfe3fe4570__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_010e50dfe3fe4570,a7al2k_010e50dfe3fe4570__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_010e50dfe3fe4570,a7al2k_010e50dfe3fe4570__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_010e50dfe3fe4570,a7al2k_010e50dfe3fe4570__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_03c8a24a8aa83376,a7al2k_03c8a24a8aa83376__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_03c8a24a8aa83376,a7al2k_03c8a24a8aa83376__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_03c8a24a8aa83376,a7al2k_03c8a24a8aa83376__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_03c8a24a8aa83376,a7al2k_03c8a24a8aa83376__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_03c8a24a8aa83376,a7al2k_03c8a24a8aa83376__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_03c8a24a8aa83376,a7al2k_03c8a24a8aa83376__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_17635eea33e1e1be,a7al2k_17635eea33e1e1be__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_17635eea33e1e1be,a7al2k_17635eea33e1e1be__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_17635eea33e1e1be,a7al2k_17635eea33e1e1be__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_17635eea33e1e1be,a7al2k_17635eea33e1e1be__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_17635eea33e1e1be,a7al2k_17635eea33e1e1be__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_17635eea33e1e1be,a7al2k_17635eea33e1e1be__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_005ea931395b1d44,a7al2k_005ea931395b1d44__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_005ea931395b1d44,a7al2k_005ea931395b1d44__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_005ea931395b1d44,a7al2k_005ea931395b1d44__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_005ea931395b1d44,a7al2k_005ea931395b1d44__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_005ea931395b1d44,a7al2k_005ea931395b1d44__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_005ea931395b1d44,a7al2k_005ea931395b1d44__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_29b78ebbb9c7a5cb,a7al2k_29b78ebbb9c7a5cb__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_29b78ebbb9c7a5cb,a7al2k_29b78ebbb9c7a5cb__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_29b78ebbb9c7a5cb,a7al2k_29b78ebbb9c7a5cb__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_29b78ebbb9c7a5cb,a7al2k_29b78ebbb9c7a5cb__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_29b78ebbb9c7a5cb,a7al2k_29b78ebbb9c7a5cb__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_29b78ebbb9c7a5cb,a7al2k_29b78ebbb9c7a5cb__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0c1264da0ea9563c,a7al2k_0c1264da0ea9563c__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0c1264da0ea9563c,a7al2k_0c1264da0ea9563c__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0c1264da0ea9563c,a7al2k_0c1264da0ea9563c__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0c1264da0ea9563c,a7al2k_0c1264da0ea9563c__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0c1264da0ea9563c,a7al2k_0c1264da0ea9563c__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0c1264da0ea9563c,a7al2k_0c1264da0ea9563c__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_093d8531cc5da0f5,a7al2k_093d8531cc5da0f5__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_093d8531cc5da0f5,a7al2k_093d8531cc5da0f5__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_093d8531cc5da0f5,a7al2k_093d8531cc5da0f5__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_093d8531cc5da0f5,a7al2k_093d8531cc5da0f5__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_093d8531cc5da0f5,a7al2k_093d8531cc5da0f5__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_093d8531cc5da0f5,a7al2k_093d8531cc5da0f5__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0610a2e95e867ea2,a7al2k_0610a2e95e867ea2__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0610a2e95e867ea2,a7al2k_0610a2e95e867ea2__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0610a2e95e867ea2,a7al2k_0610a2e95e867ea2__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0610a2e95e867ea2,a7al2k_0610a2e95e867ea2__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0610a2e95e867ea2,a7al2k_0610a2e95e867ea2__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0610a2e95e867ea2,a7al2k_0610a2e95e867ea2__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_1ab944c08952baa7,a7al2k_1ab944c08952baa7__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_1ab944c08952baa7,a7al2k_1ab944c08952baa7__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_1ab944c08952baa7,a7al2k_1ab944c08952baa7__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_1ab944c08952baa7,a7al2k_1ab944c08952baa7__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_1ab944c08952baa7,a7al2k_1ab944c08952baa7__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_1ab944c08952baa7,a7al2k_1ab944c08952baa7__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_00e9f87d8993aab8,a7al2k_00e9f87d8993aab8__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_00e9f87d8993aab8,a7al2k_00e9f87d8993aab8__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_00e9f87d8993aab8,a7al2k_00e9f87d8993aab8__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_00e9f87d8993aab8,a7al2k_00e9f87d8993aab8__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_00e9f87d8993aab8,a7al2k_00e9f87d8993aab8__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_00e9f87d8993aab8,a7al2k_00e9f87d8993aab8__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0deac5d3673eefc9,a7al2k_0deac5d3673eefc9__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0deac5d3673eefc9,a7al2k_0deac5d3673eefc9__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0deac5d3673eefc9,a7al2k_0deac5d3673eefc9__wrong_lag_stale_168h,wrong_lag_stale_168h,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0deac5d3673eefc9,a7al2k_0deac5d3673eefc9__time_shuffle,time_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0deac5d3673eefc9,a7al2k_0deac5d3673eefc9__symbol_shuffle,symbol_shuffle,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_0deac5d3673eefc9,a7al2k_0deac5d3673eefc9__same_family_random,same_family_random,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_17ee4cd60e39ade7,a7al2k_17ee4cd60e39ade7__one_bar_lag,one_bar_lag,J0_oi_derived_state,derived_oi_price_state,True
a7al2k_17ee4cd60e39ade7,a7al2k_17ee4cd60e39ade7__wrong_lag_future_24h,wrong_lag_future_24h,J0_oi_derived_state,derived_oi_price_state,True
