candidate_id,cell,family,expression,fields,field_families,operators,windows,feature_role,diagnostic_only,static_valid,static_reject_reasons,expression_key,skeleton_key,production_key,label_or_future_field_count,lineage_allowed_fields,base_field_count,overlay_field_count,selected_for_a7al2l_replay_preflight,selector_reason
a7al2k_75edb5ca4df31723,J0_oi_derived_state,derived_oi_price_state,"Add(ZScore(Mean(open_interest_last,336)),Neg(ZScore(Mean(open_interest_last,720))))",open_interest_last,open_interest,Add|Mean|Neg|ZScore,336|720,derived_interaction,False,True,,expr-2ad09f7ef9145b2b,skeleton-a352efeb5ebfebd6,a7al2k_derived_generator::derived_oi_price_state::open_interest::336|720,0,1,1,1,False,eligible_not_selected_by_budget_or_caps
a7al2k_ec552afa3fcea812,J0_oi_derived_state,derived_oi_price_state,"Rank(Delta(open_interest_last,96))",open_interest_last,open_interest,Delta|Rank,96,derived_interaction,False,True,,expr-1ac441dfaea41e21,skeleton-377d45dadd905908,a7al2k_derived_generator::derived_oi_price_state::open_interest::96,0,1,1,1,False,eligible_not_selected_by_budget_or_caps
a7al2k_250b397a4da09698,J0_oi_derived_state,derived_oi_price_state,"Rank(Delta(open_interest_last,168))",open_interest_last,open_interest,Delta|Rank,168,derived_interaction,False,True,,expr-7f278280190747df,skeleton-377d45dadd905908,a7al2k_derived_generator::derived_oi_price_state::open_interest::168,0,1,1,1,True,selected_diversity_capped
a7al2k_cc23170eaf066ae9,J0_oi_derived_state,derived_oi_price_state,"ZScore(Mean(Delta(open_interest_value_mean,4),48))",open_interest_value_mean,open_interest,Delta|Mean|ZScore,4|48,derived_interaction,False,True,,expr-d4af06994c542797,skeleton-8136d338878cf964,a7al2k_derived_generator::derived_oi_price_state::open_interest::4|48,0,1,1,0,False,eligible_not_selected_by_budget_or_caps
a7al2k_6c5d4482da1b74d8,J0_oi_derived_state,derived_oi_price_state,"Mul(Rank(Mean(open_interest_value_last,720)),Sign(Delta(open_interest_value_last,168)))",open_interest_value_last,open_interest,Delta|Mean|Mul|Rank|Sign,168|720,derived_interaction,False,True,,expr-a9fa043c70e2bf77,skeleton-4c1e1eff7eb11f45,a7al2k_derived_generator::derived_oi_price_state::open_interest::168|720,0,1,1,1,False,eligible_not_selected_by_budget_or_caps
a7al2k_ca0802b1b64c8f69,J0_oi_derived_state,derived_oi_price_state,"Add(Rank(Mean(open_interest_mean,504)),Neg(Rank(Mean(index_close,8))))",index_close|open_interest_mean,open_interest|price,Add|Mean|Neg|Rank,8|504,derived_interaction,False,True,,expr-65dc1e087898f0a9,skeleton-014a9763a0041a9f,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::8|504,0,2,2,0,False,eligible_not_selected_by_budget_or_caps
a7al2k_a4b282d938383092,J0_oi_derived_state,derived_oi_price_state,"Add(ZScore(Mean(open_interest_value_last,96)),Neg(ZScore(Mean(open_interest_value_last,504))))",open_interest_value_last,open_interest,Add|Mean|Neg|ZScore,96|504,derived_interaction,False,True,,expr-aba0a770b8cbf3bf,skeleton-a352efeb5ebfebd6,a7al2k_derived_generator::derived_oi_price_state::open_interest::96|504,0,1,1,1,False,eligible_not_selected_by_budget_or_caps
a7al2k_43b5d1c18e3a0cc7,J0_oi_derived_state,derived_oi_price_state,"Mul(Sign(Delta(open_interest_value_last,504)),Abs(ZScore(Delta(mark_close,168))))",mark_close|open_interest_value_last,open_interest|price,Abs|Delta|Mul|Sign|ZScore,168|504,derived_interaction,False,True,,expr-0506d196af2a795d,skeleton-2d041ee3f5fce6d3,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::168|504,0,2,2,1,False,eligible_not_selected_by_budget_or_caps
a7al2k_c81ba3c2e6b9a6e7,J0_oi_derived_state,derived_oi_price_state,"Add(ZScore(Delta(open_interest_mean,48)),Neg(ZScore(Delta(index_close,8))))",index_close|open_interest_mean,open_interest|price,Add|Delta|Neg|ZScore,8|48,derived_interaction,False,True,,expr-7eac54aba613a12a,skeleton-ce90f730823c326b,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::8|48,0,2,2,0,False,eligible_not_selected_by_budget_or_caps
a7al2k_652e27707bb159ad,J0_oi_derived_state,derived_oi_price_state,"Sub(Rank(Delta(open_interest_last,168)),Rank(Delta(open_interest_last,504)))",open_interest_last,open_interest,Delta|Rank|Sub,168|504,derived_interaction,False,True,,expr-da83fd89aae16889,skeleton-8ad46b9059e6381f,a7al2k_derived_generator::derived_oi_price_state::open_interest::168|504,0,1,1,1,False,eligible_not_selected_by_budget_or_caps
a7al2k_8e1d5d0c52d0159c,J0_oi_derived_state,derived_oi_price_state,"Sub(Rank(Delta(open_interest_last,8)),Rank(Delta(open_interest_last,4)))",open_interest_last,open_interest,Delta|Rank|Sub,4|8,derived_interaction,False,True,,expr-85eea37a4ce20728,skeleton-8ad46b9059e6381f,a7al2k_derived_generator::derived_oi_price_state::open_interest::4|8,0,1,1,1,False,eligible_not_selected_by_budget_or_caps
a7al2k_11938c9e6201ab36,J0_oi_derived_state,derived_oi_price_state,"Rank(Delta(open_interest_mean,720))",open_interest_mean,open_interest,Delta|Rank,720,derived_interaction,False,True,,expr-79b447b8cea170f5,skeleton-377d45dadd905908,a7al2k_derived_generator::derived_oi_price_state::open_interest::720,0,1,1,0,True,selected_diversity_capped
a7al2k_5325ed81a8088b15,J0_oi_derived_state,derived_oi_price_state,"Add(ZScore(Delta(open_interest_value_last,48)),Neg(ZScore(Delta(trade_close,720))))",open_interest_value_last|trade_close,open_interest|price,Add|Delta|Neg|ZScore,48|720,derived_interaction,False,True,,expr-15fe384f41c43af8,skeleton-ce90f730823c326b,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::48|720,0,2,2,1,False,eligible_not_selected_by_budget_or_caps
a7al2k_eba78b5057517107,J0_oi_derived_state,derived_oi_price_state,"Sub(Rank(Delta(open_interest_value_last,72)),Rank(Delta(open_interest_value_last,48)))",open_interest_value_last,open_interest,Delta|Rank|Sub,48|72,derived_interaction,False,True,,expr-f89140f5e886535c,skeleton-8ad46b9059e6381f,a7al2k_derived_generator::derived_oi_price_state::open_interest::48|72,0,1,1,1,False,eligible_not_selected_by_budget_or_caps
a7al2k_8fa159821960dc07,J0_oi_derived_state,derived_oi_price_state,"Rank(Delta(open_interest_last,48))",open_interest_last,open_interest,Delta|Rank,48,derived_interaction,False,True,,expr-750b2c17a3242611,skeleton-377d45dadd905908,a7al2k_derived_generator::derived_oi_price_state::open_interest::48,0,1,1,1,False,eligible_not_selected_by_budget_or_caps
a7al2k_310b0f20d25796c3,J0_oi_derived_state,derived_oi_price_state,"Add(ZScore(Mean(open_interest_value_last,336)),Neg(ZScore(Mean(open_interest_value_last,48))))",open_interest_value_last,open_interest,Add|Mean|Neg|ZScore,48|336,derived_interaction,False,True,,expr-2b1be51a26f444a5,skeleton-a352efeb5ebfebd6,a7al2k_derived_generator::derived_oi_price_state::open_interest::48|336,0,1,1,1,False,eligible_not_selected_by_budget_or_caps
a7al2k_1cc4e1632fd3aba9,J0_oi_derived_state,derived_oi_price_state,"Mul(Sign(Delta(open_interest_last,336)),Abs(ZScore(Delta(mark_close,504))))",mark_close|open_interest_last,open_interest|price,Abs|Delta|Mul|Sign|ZScore,336|504,derived_interaction,False,True,,expr-79176b15bf07842c,skeleton-2d041ee3f5fce6d3,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::336|504,0,2,2,1,False,eligible_not_selected_by_budget_or_caps
a7al2k_cbaf4af471e0878f,J0_oi_derived_state,derived_oi_price_state,"Sub(ZScore(Mean(open_interest_mean,720)),ZScore(Mean(open_interest_mean,96)))",open_interest_mean,open_interest,Mean|Sub|ZScore,96|720,derived_interaction,False,True,,expr-0918579608dfd671,skeleton-7762e3f46e546cc2,a7al2k_derived_generator::derived_oi_price_state::open_interest::96|720,0,1,1,0,False,eligible_not_selected_by_budget_or_caps
a7al2k_8e7f9ad7c71be708,J0_oi_derived_state,derived_oi_price_state,"Sub(Rank(Delta(open_interest_last,336)),Rank(Delta(open_interest_last,24)))",open_interest_last,open_interest,Delta|Rank|Sub,24|336,derived_interaction,False,True,,expr-b96347257613d456,skeleton-8ad46b9059e6381f,a7al2k_derived_generator::derived_oi_price_state::open_interest::24|336,0,1,1,1,False,eligible_not_selected_by_budget_or_caps
a7al2k_08d03d2b865ba194,J0_oi_derived_state,derived_oi_price_state,"Sub(Abs(ZScore(Mean(open_interest_value_mean,720))),Abs(ZScore(Mean(mark_close,168))))",mark_close|open_interest_value_mean,open_interest|price,Abs|Mean|Sub|ZScore,168|720,derived_interaction,False,True,,expr-6adb97153adee89d,skeleton-746e1c41665c2005,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::168|720,0,2,2,0,True,selected_diversity_capped
a7al2k_07486e2a15a16b6d,J0_oi_derived_state,derived_oi_price_state,"Add(ZScore(Delta(open_interest_value_last,48)),Neg(ZScore(Delta(mark_close,4))))",mark_close|open_interest_value_last,open_interest|price,Add|Delta|Neg|ZScore,4|48,derived_interaction,False,True,,expr-67432be476d33389,skeleton-ce90f730823c326b,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::4|48,0,2,2,1,True,selected_diversity_capped
a7al2k_8d43555e277da9d4,J0_oi_derived_state,derived_oi_price_state,"Add(ZScore(Delta(open_interest_value_mean,72)),Neg(ZScore(Delta(mark_close,336))))",mark_close|open_interest_value_mean,open_interest|price,Add|Delta|Neg|ZScore,72|336,derived_interaction,False,True,,expr-3915e767d2c91ef1,skeleton-ce90f730823c326b,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::72|336,0,2,2,0,False,eligible_not_selected_by_budget_or_caps
a7al2k_dda4aba185f4b251,J0_oi_derived_state,derived_oi_price_state,"Rank(Delta(open_interest_value_last,720))",open_interest_value_last,open_interest,Delta|Rank,720,derived_interaction,False,True,,expr-1ae752519b6446b9,skeleton-377d45dadd905908,a7al2k_derived_generator::derived_oi_price_state::open_interest::720,0,1,1,1,False,eligible_not_selected_by_budget_or_caps
a7al2k_b83158f058a4c787,J0_oi_derived_state,derived_oi_price_state,"Add(Rank(Mean(open_interest_mean,72)),Neg(Rank(Mean(index_close,336))))",index_close|open_interest_mean,open_interest|price,Add|Mean|Neg|Rank,72|336,derived_interaction,False,True,,expr-9ec9aa027a326f30,skeleton-014a9763a0041a9f,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::72|336,0,2,2,0,False,eligible_not_selected_by_budget_or_caps
a7al2k_773dd911020d6921,J0_oi_derived_state,derived_oi_price_state,"Sub(ZScore(Delta(open_interest_mean,12)),Rank(Delta(index_close,24)))",index_close|open_interest_mean,open_interest|price,Delta|Rank|Sub|ZScore,12|24,derived_interaction,False,True,,expr-56e0c83c81e2b8b1,skeleton-e3c6dc2a999ed3be,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::12|24,0,2,2,0,False,eligible_not_selected_by_budget_or_caps
a7al2k_c5eeeb216cf641a2,J0_oi_derived_state,derived_oi_price_state,"Add(ZScore(Mean(open_interest_mean,720)),Neg(ZScore(Mean(open_interest_mean,504))))",open_interest_mean,open_interest,Add|Mean|Neg|ZScore,504|720,derived_interaction,False,True,,expr-f40fcd52b388c2f5,skeleton-a352efeb5ebfebd6,a7al2k_derived_generator::derived_oi_price_state::open_interest::504|720,0,1,1,0,False,eligible_not_selected_by_budget_or_caps
a7al2k_1af145b200e0e530,J0_oi_derived_state,derived_oi_price_state,"Mul(Rank(Mean(open_interest_value_mean,24)),Sign(Delta(open_interest_value_mean,168)))",open_interest_value_mean,open_interest,Delta|Mean|Mul|Rank|Sign,24|168,derived_interaction,False,True,,expr-6e0413a80393c8cc,skeleton-4c1e1eff7eb11f45,a7al2k_derived_generator::derived_oi_price_state::open_interest::24|168,0,1,1,0,False,eligible_not_selected_by_budget_or_caps
a7al2k_a785bf3691749807,J0_oi_derived_state,derived_oi_price_state,"Mul(Rank(Mean(open_interest_mean,504)),Sign(Delta(open_interest_mean,168)))",open_interest_mean,open_interest,Delta|Mean|Mul|Rank|Sign,168|504,derived_interaction,False,True,,expr-f68ec45b90ed5fe5,skeleton-4c1e1eff7eb11f45,a7al2k_derived_generator::derived_oi_price_state::open_interest::168|504,0,1,1,0,False,eligible_not_selected_by_budget_or_caps
a7al2k_75f79446ead74a61,J0_oi_derived_state,derived_oi_price_state,"Mul(ZScore(Delta(open_interest_last,12)),ZScore(Delta(trade_close,96)))",open_interest_last|trade_close,open_interest|price,Delta|Mul|ZScore,12|96,derived_interaction,False,True,,expr-b1fe9c19203cdfb7,skeleton-c14ad246aa64fd6e,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::12|96,0,2,2,1,False,eligible_not_selected_by_budget_or_caps
a7al2k_8270587fa822324d,J0_oi_derived_state,derived_oi_price_state,"Sub(ZScore(Delta(open_interest_value_last,8)),Rank(Delta(mark_close,336)))",mark_close|open_interest_value_last,open_interest|price,Delta|Rank|Sub|ZScore,8|336,derived_interaction,False,True,,expr-798f1572350f7551,skeleton-e3c6dc2a999ed3be,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::8|336,0,2,2,1,False,eligible_not_selected_by_budget_or_caps
a7al2k_26dbe626fd5989f0,J0_oi_derived_state,derived_oi_price_state,"Add(ZScore(Delta(open_interest_mean,12)),Neg(ZScore(Delta(trade_close,12))))",open_interest_mean|trade_close,open_interest|price,Add|Delta|Neg|ZScore,12,derived_interaction,False,True,,expr-ecbdf7eab6ea850f,skeleton-ce90f730823c326b,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::12,0,2,2,0,False,eligible_not_selected_by_budget_or_caps
a7al2k_db8d933d03a8bb2b,J0_oi_derived_state,derived_oi_price_state,"Mul(Rank(Mean(Delta(open_interest_value_last,96),72)),Sign(Delta(index_close,72)))",index_close|open_interest_value_last,open_interest|price,Delta|Mean|Mul|Rank|Sign,72|96,derived_interaction,False,True,,expr-7f754c58951cdb79,skeleton-ca868057ab9bb5ea,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::72|96,0,2,2,1,False,eligible_not_selected_by_budget_or_caps
a7al2k_96a800b9e07713ad,J0_oi_derived_state,derived_oi_price_state,"Mul(Rank(Mean(Delta(open_interest_value_last,4),48)),Sign(Delta(index_close,72)))",index_close|open_interest_value_last,open_interest|price,Delta|Mean|Mul|Rank|Sign,4|48|72,derived_interaction,False,True,,expr-04e67922583ffb2b,skeleton-ca868057ab9bb5ea,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::4|48|72,0,2,2,1,False,eligible_not_selected_by_budget_or_caps
a7al2k_8652a96d3ed23d05,J0_oi_derived_state,derived_oi_price_state,"Mul(Sign(Delta(open_interest_value_mean,24)),Abs(ZScore(Delta(mark_close,504))))",mark_close|open_interest_value_mean,open_interest|price,Abs|Delta|Mul|Sign|ZScore,24|504,derived_interaction,False,True,,expr-6c81da96d3bb7991,skeleton-2d041ee3f5fce6d3,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::24|504,0,2,2,0,False,eligible_not_selected_by_budget_or_caps
a7al2k_9ed448ae426734cf,J0_oi_derived_state,derived_oi_price_state,"Add(ZScore(Mean(open_interest_value_mean,336)),Neg(ZScore(Mean(open_interest_value_mean,720))))",open_interest_value_mean,open_interest,Add|Mean|Neg|ZScore,336|720,derived_interaction,False,True,,expr-5c81a1e870e22872,skeleton-a352efeb5ebfebd6,a7al2k_derived_generator::derived_oi_price_state::open_interest::336|720,0,1,1,0,False,eligible_not_selected_by_budget_or_caps
a7al2k_a767f0bb31645ea3,J0_oi_derived_state,derived_oi_price_state,"Sub(Rank(Delta(open_interest_mean,720)),Rank(Delta(open_interest_mean,504)))",open_interest_mean,open_interest,Delta|Rank|Sub,504|720,derived_interaction,False,True,,expr-285552ddb9a6ff77,skeleton-8ad46b9059e6381f,a7al2k_derived_generator::derived_oi_price_state::open_interest::504|720,0,1,1,0,False,eligible_not_selected_by_budget_or_caps
a7al2k_cba2daf99e65c7e1,J0_oi_derived_state,derived_oi_price_state,"Sub(ZScore(Delta(open_interest_value_mean,504)),Rank(Delta(index_close,12)))",index_close|open_interest_value_mean,open_interest|price,Delta|Rank|Sub|ZScore,12|504,derived_interaction,False,True,,expr-00feab18f48a1747,skeleton-e3c6dc2a999ed3be,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::12|504,0,2,2,0,False,eligible_not_selected_by_budget_or_caps
a7al2k_c3ca2f46fc0233a0,J0_oi_derived_state,derived_oi_price_state,"Sub(Abs(ZScore(Mean(open_interest_value_mean,48))),Abs(ZScore(Mean(trade_close,4))))",open_interest_value_mean|trade_close,open_interest|price,Abs|Mean|Sub|ZScore,4|48,derived_interaction,False,True,,expr-13d34ca75f2cb6b5,skeleton-746e1c41665c2005,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::4|48,0,2,2,0,False,eligible_not_selected_by_budget_or_caps
a7al2k_508394ad7169bcca,J0_oi_derived_state,derived_oi_price_state,"Mul(ZScore(Delta(open_interest_mean,4)),ZScore(Delta(index_close,168)))",index_close|open_interest_mean,open_interest|price,Delta|Mul|ZScore,4|168,derived_interaction,False,True,,expr-2179c8d8bdd86b1f,skeleton-c14ad246aa64fd6e,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::4|168,0,2,2,0,False,eligible_not_selected_by_budget_or_caps
a7al2k_c2f9aba4a60f8ff4,J0_oi_derived_state,derived_oi_price_state,"Add(ZScore(Delta(open_interest_mean,96)),Neg(ZScore(Delta(index_close,96))))",index_close|open_interest_mean,open_interest|price,Add|Delta|Neg|ZScore,96,derived_interaction,False,True,,expr-3d5410a82f5743e4,skeleton-ce90f730823c326b,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::96,0,2,2,0,False,eligible_not_selected_by_budget_or_caps
a7al2k_714dda809ead776e,J0_oi_derived_state,derived_oi_price_state,"Mul(Rank(Mean(Delta(open_interest_mean,168),48)),Sign(Delta(mark_close,504)))",mark_close|open_interest_mean,open_interest|price,Delta|Mean|Mul|Rank|Sign,48|168|504,derived_interaction,False,True,,expr-2765038b4d1a0b62,skeleton-ca868057ab9bb5ea,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::48|168|504,0,2,2,0,False,eligible_not_selected_by_budget_or_caps
a7al2k_9fe7d3e24c5e2b25,J0_oi_derived_state,derived_oi_price_state,"Add(ZScore(Delta(open_interest_value_mean,24)),Neg(ZScore(Delta(index_close,8))))",index_close|open_interest_value_mean,open_interest|price,Add|Delta|Neg|ZScore,8|24,derived_interaction,False,True,,expr-ed9e77c8b759e4c2,skeleton-ce90f730823c326b,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::8|24,0,2,2,0,False,eligible_not_selected_by_budget_or_caps
a7al2k_f1767a90d523db63,J0_oi_derived_state,derived_oi_price_state,"Mul(Rank(Mean(open_interest_value_mean,48)),Sign(Delta(open_interest_value_mean,504)))",open_interest_value_mean,open_interest,Delta|Mean|Mul|Rank|Sign,48|504,derived_interaction,False,True,,expr-d41f4d9378d11960,skeleton-4c1e1eff7eb11f45,a7al2k_derived_generator::derived_oi_price_state::open_interest::48|504,0,1,1,0,False,eligible_not_selected_by_budget_or_caps
a7al2k_d5afc2729a58d13c,J0_oi_derived_state,derived_oi_price_state,"Add(ZScore(Mean(open_interest_value_mean,720)),Neg(ZScore(Mean(open_interest_value_mean,72))))",open_interest_value_mean,open_interest,Add|Mean|Neg|ZScore,72|720,derived_interaction,False,True,,expr-b7b6ac21920d39a4,skeleton-a352efeb5ebfebd6,a7al2k_derived_generator::derived_oi_price_state::open_interest::72|720,0,1,1,0,False,eligible_not_selected_by_budget_or_caps
a7al2k_b18b6186ba695d55,J0_oi_derived_state,derived_oi_price_state,"Mul(Abs(ZScore(Delta(open_interest_value_mean,720))),Neg(ZScore(Delta(trade_close,720))))",open_interest_value_mean|trade_close,open_interest|price,Abs|Delta|Mul|Neg|ZScore,720,derived_interaction,False,True,,expr-346fe39760b4c355,skeleton-bbdbe24438ac9781,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::720,0,2,2,0,False,eligible_not_selected_by_budget_or_caps
a7al2k_4bffedca249d052c,J0_oi_derived_state,derived_oi_price_state,"Sub(Abs(ZScore(Mean(open_interest_last,72))),Abs(ZScore(Mean(mark_close,720))))",mark_close|open_interest_last,open_interest|price,Abs|Mean|Sub|ZScore,72|720,derived_interaction,False,True,,expr-355f48a03cf86555,skeleton-746e1c41665c2005,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::72|720,0,2,2,1,False,eligible_not_selected_by_budget_or_caps
a7al2k_03b936b9e727a8e7,J0_oi_derived_state,derived_oi_price_state,"Mul(Rank(Mean(Delta(open_interest_last,72),96)),Sign(Delta(index_close,72)))",index_close|open_interest_last,open_interest|price,Delta|Mean|Mul|Rank|Sign,72|96,derived_interaction,False,True,,expr-b9629305b5c463f5,skeleton-ca868057ab9bb5ea,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::72|96,0,2,2,1,True,selected_diversity_capped
a7al2k_80d4feb0ca23cd05,J0_oi_derived_state,derived_oi_price_state,"Sub(ZScore(Mean(open_interest_value_last,504)),ZScore(Mean(open_interest_value_last,168)))",open_interest_value_last,open_interest,Mean|Sub|ZScore,168|504,derived_interaction,False,True,,expr-c0f5252d7fdacba6,skeleton-7762e3f46e546cc2,a7al2k_derived_generator::derived_oi_price_state::open_interest::168|504,0,1,1,1,False,eligible_not_selected_by_budget_or_caps
a7al2k_7535ba7c577359e3,J0_oi_derived_state,derived_oi_price_state,"Mul(Abs(ZScore(Delta(open_interest_mean,12))),Neg(ZScore(Delta(trade_close,72))))",open_interest_mean|trade_close,open_interest|price,Abs|Delta|Mul|Neg|ZScore,12|72,derived_interaction,False,True,,expr-1aebffbe9e62c007,skeleton-bbdbe24438ac9781,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::12|72,0,2,2,0,False,eligible_not_selected_by_budget_or_caps
a7al2k_781c459bbc000394,J0_oi_derived_state,derived_oi_price_state,"Add(ZScore(Delta(open_interest_value_last,504)),Neg(ZScore(Delta(mark_close,24))))",mark_close|open_interest_value_last,open_interest|price,Add|Delta|Neg|ZScore,24|504,derived_interaction,False,True,,expr-dd164d5d6d8a3e18,skeleton-ce90f730823c326b,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::24|504,0,2,2,1,False,eligible_not_selected_by_budget_or_caps
a7al2k_766e6b08eb2ba2c0,J0_oi_derived_state,derived_oi_price_state,"Sub(Abs(ZScore(Mean(open_interest_mean,96))),Abs(ZScore(Mean(mark_close,8))))",mark_close|open_interest_mean,open_interest|price,Abs|Mean|Sub|ZScore,8|96,derived_interaction,False,True,,expr-dea7d0101f7b2bcd,skeleton-746e1c41665c2005,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::8|96,0,2,2,0,False,eligible_not_selected_by_budget_or_caps
