family_id,label_family,horizon_h,split,positive_rate,median_control_ratio,median_net_spread,row_count
F1a_aggtrades_flow_microstructure,L5,24,validation_2025H1,0.5714285714285714,0.011850202898133,0.0013290764489162,7
F1b_taker_flow_market_panel,L0,4,recent_2026JanApr,0.0,3.404297359028612,-0.0001582522348204,6
F1b_taker_flow_market_panel,L0,4,test_2025H2,0.3333333333333333,4.287824378473939,-9.626382723130391e-05,6
F1b_taker_flow_market_panel,L0,4,train_2024,0.0,5.278084637832854,-8.556693893691062e-05,6
F1b_taker_flow_market_panel,L0,4,validation_2025H1,0.0,7.600094660130616,-0.00015341433533075,6
F1b_taker_flow_market_panel,L0,8,recent_2026JanApr,0.16666666666666666,4.282851608875019,-0.00011572674640125167,6
F1b_taker_flow_market_panel,L0,8,test_2025H2,0.3333333333333333,6.65848343429856,-0.00010828138116265,6
F1b_taker_flow_market_panel,L0,8,train_2024,0.16666666666666666,6.117802071059196,-5.699171546367056e-05,6
F1b_taker_flow_market_panel,L0,8,validation_2025H1,0.0,6.858192882736168,-0.00030310772518905003,6
F1b_taker_flow_market_panel,L0,24,recent_2026JanApr,0.5,2.3647105953804877,-0.0001454037899781308,6
F1b_taker_flow_market_panel,L0,24,test_2025H2,0.5,6.4696657725289874,0.00015003026129697865,6
F1b_taker_flow_market_panel,L0,24,train_2024,0.3333333333333333,10.240586277069747,-3.310794230377494e-05,6
F1b_taker_flow_market_panel,L0,24,validation_2025H1,0.0,5.111040736229204,-0.0010099896285881,6
F1b_taker_flow_market_panel,L1,4,recent_2026JanApr,0.0,4.402465560987671,-0.0001431122835846,6
F1b_taker_flow_market_panel,L1,4,test_2025H2,0.3333333333333333,4.2867056213033266,-9.616429131406546e-05,6
F1b_taker_flow_market_panel,L1,4,train_2024,0.0,4.865096363490421,-8.724106696274878e-05,6
F1b_taker_flow_market_panel,L1,4,validation_2025H1,0.0,6.122799760683272,-0.00022435082173955,6
F1b_taker_flow_market_panel,L1,8,recent_2026JanApr,0.16666666666666666,6.359857890320869,-0.00011579522263242459,6
F1b_taker_flow_market_panel,L1,8,test_2025H2,0.3333333333333333,6.636094728214827,-0.00010812539368784999,6
F1b_taker_flow_market_panel,L1,8,train_2024,0.0,5.928029756908527,-7.219980918236932e-05,6
F1b_taker_flow_market_panel,L1,8,validation_2025H1,0.0,6.446511432209498,-0.0004490320143789,6
F1b_taker_flow_market_panel,L1,24,recent_2026JanApr,0.5,2.489114529822928,-0.0001452659940830941,6
F1b_taker_flow_market_panel,L1,24,test_2025H2,0.5,6.358096122823801,0.0001561532767953894,6
F1b_taker_flow_market_panel,L1,24,train_2024,0.3333333333333333,9.032785352180925,-5.845072915353422e-05,6
F1b_taker_flow_market_panel,L1,24,validation_2025H1,0.0,4.583266053848552,-0.0015042618039354,6
F1b_taker_flow_market_panel,L5,4,recent_2026JanApr,0.3333333333333333,0.01740496696473345,-0.01746877173817805,6
F1b_taker_flow_market_panel,L5,4,test_2025H2,0.6666666666666666,0.0275320805308589,0.0032653918156463,6
F1b_taker_flow_market_panel,L5,4,train_2024,0.5,0.053211996200453096,0.00070200105499455,6
F1b_taker_flow_market_panel,L5,4,validation_2025H1,0.3333333333333333,0.044669450322596345,-0.01647338829210395,6
F1b_taker_flow_market_panel,L5,8,recent_2026JanApr,0.3333333333333333,0.02611226675143625,-0.03901088216898235,6
F1b_taker_flow_market_panel,L5,8,test_2025H2,0.6666666666666666,0.05011594546694065,0.0025909755218228997,6
F1b_taker_flow_market_panel,L5,8,train_2024,0.8333333333333334,0.06584168759713074,0.00224858371222895,6
F1b_taker_flow_market_panel,L5,8,validation_2025H1,0.3333333333333333,0.07100531098246425,-0.017643728639388602,6
F1b_taker_flow_market_panel,L5,24,recent_2026JanApr,0.3333333333333333,0.042705372453503795,-0.0472880297366321,6
F1b_taker_flow_market_panel,L5,24,test_2025H2,0.6666666666666666,0.12453730319320164,0.00560930161251595,6
F1b_taker_flow_market_panel,L5,24,train_2024,1.0,0.16225191232841024,0.0033988476708293,6
F1b_taker_flow_market_panel,L5,24,validation_2025H1,0.3333333333333333,0.0855679463420597,-0.03510061556796055,6
F2a_basis_funding_independent,L0,4,recent_2026JanApr,0.125,3.8228183643760416,-0.00014454681103245,8
F2a_basis_funding_independent,L0,4,test_2025H2,0.375,5.386166050836666,-5.640732324247657e-05,8
F2a_basis_funding_independent,L0,4,train_2024,0.0,7.197386637099857,-9.802897140442806e-05,8
F2a_basis_funding_independent,L0,4,validation_2025H1,0.0,3.884812785345512,-0.0002309079351948,8
F2a_basis_funding_independent,L0,8,recent_2026JanApr,0.25,3.318647934910343,-0.00012653365239244518,8
F2a_basis_funding_independent,L0,8,test_2025H2,0.5,5.073310857014146,-2.072247895683396e-05,8
F2a_basis_funding_independent,L0,8,train_2024,0.0,4.822694128756782,-7.178263385567488e-05,8
F2a_basis_funding_independent,L0,8,validation_2025H1,0.0,4.907565196755992,-0.0003561091950166,8
F2a_basis_funding_independent,L0,24,recent_2026JanApr,0.5,2.1025156374688505,-3.4862073424663796e-05,8
F2a_basis_funding_independent,L0,24,test_2025H2,0.5,2.985835461976939,0.00030780080762654886,8
F2a_basis_funding_independent,L0,24,train_2024,0.25,4.800892607753134,-5.190290718710013e-05,8
F2a_basis_funding_independent,L0,24,validation_2025H1,0.0,4.742473126439387,-0.00056294063053125,8
F2a_basis_funding_independent,L1,4,recent_2026JanApr,0.125,4.906005171347067,-0.0001445859598401,8
F2a_basis_funding_independent,L1,4,test_2025H2,0.5,3.4599874824642063,-4.058604003569306e-05,8
F2a_basis_funding_independent,L1,4,train_2024,0.0,6.44751656180294,-0.0001062906086266,8
F2a_basis_funding_independent,L1,4,validation_2025H1,0.0,3.4685435995155753,-0.00025388141915035,8
F2a_basis_funding_independent,L1,8,recent_2026JanApr,0.25,3.7939981221564283,-0.00012661837218333355,8
F2a_basis_funding_independent,L1,8,test_2025H2,0.5,4.509604090241436,-3.751144984662939e-06,8
F2a_basis_funding_independent,L1,8,train_2024,0.0,5.448559320944504,-8.680007589078405e-05,8
F2a_basis_funding_independent,L1,8,validation_2025H1,0.0,4.074078517797024,-0.00042732664442935,8
F2a_basis_funding_independent,L1,24,recent_2026JanApr,0.5,3.0054556528750362,-6.927357258471524e-07,8
F2a_basis_funding_independent,L1,24,test_2025H2,0.5,2.9404611349727734,0.00035047899636057064,8
F2a_basis_funding_independent,L1,24,train_2024,0.125,6.549241428348956,-6.819771074608236e-05,8
F2a_basis_funding_independent,L1,24,validation_2025H1,0.0,3.6979480724193783,-0.0008661757609347001,8
F2a_basis_funding_independent,L5,4,recent_2026JanApr,0.375,0.03225204118262155,-0.0043406580717176,8
F2a_basis_funding_independent,L5,4,test_2025H2,0.75,0.0258822195495646,0.004220854553012,8
F2a_basis_funding_independent,L5,4,train_2024,0.75,0.1553085855322696,0.000130943351109876,8
F2a_basis_funding_independent,L5,4,validation_2025H1,0.375,0.0338077868233184,-0.01919220803286755,8
F2a_basis_funding_independent,L5,8,recent_2026JanApr,0.375,0.02355665702425655,-0.033152694981300995,8
F2a_basis_funding_independent,L5,8,test_2025H2,0.75,0.0403151636849477,0.0040463898941475,8
F2a_basis_funding_independent,L5,8,train_2024,0.875,0.07247079167792625,0.00220181215461515,8
F2a_basis_funding_independent,L5,8,validation_2025H1,0.375,0.04973407141101815,-0.02051929101869965,8
F2a_basis_funding_independent,L5,24,recent_2026JanApr,0.5,0.032955799623656704,-0.04374530159766895,8
F2a_basis_funding_independent,L5,24,test_2025H2,0.75,0.1372527314499778,0.0062349776597698005,8
F2a_basis_funding_independent,L5,24,train_2024,0.75,0.1158921295909736,0.00297961066992205,8
F2a_basis_funding_independent,L5,24,validation_2025H1,0.375,0.1261340572295824,-0.014583983999187401,8
