candidate_id,queue_index,root_subgraph_id,expression,raw_inputs,candidate_roles,semantic_pairs,motifs,semantic_bucket,motif_bucket,formula_gen_gate,gate_mode,gate_allowed,gate_reason,ordinary_alpha_allowed,ordinary_alpha_reject_reason,uses_raw_expression_construction,uses_may,authorizes_numeric,authorizes_replay,authorizes_search
a7ffcore5_1e1087c68993245878,10,sg_728d6502609169e0,trade_volume,trade_volume,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_c15c8d000c60bd0b6c,11,sg_86a939f32e60305d,age_x_liquidity,age_x_liquidity,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_9602e13c183673a989,12,sg_312b6a1bff2e6ab7,trade_count_168h,trade_count_168h,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_5868db3efa1fa51de5,13,sg_eb8a24b1083f7b7a,trade_quote_volume,trade_quote_volume,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_878dbcae60b12dc7c4,14,sg_b7545d2a9a08d265,"Mean(trade_volume,8)",trade_volume,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_8ba297202396059064,15,sg_dd07b47ae2562131,"Mean(trade_count,72)",trade_count,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_f8f5a7d388d98ddbee,16,sg_eecb865fab2bc504,"Mean(trade_volume,4)",trade_volume,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_3f9342c01d03bceab4,17,sg_1095ba1e4e30c6a7,"Delta(trade_count,72)",trade_count,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_6d873c2816c849933c,18,sg_72e4ae25c0ae58c6,log_quote_volume_168h,log_quote_volume_168h,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_8440aee173dc5dfbaa,19,sg_abb414efb0a02c0b,"Delta(trade_volume,4)",trade_volume,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_723804281e66609934,20,sg_ac7cc5746158c3fd,"Mean(trade_volume,72)",trade_volume,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_cf5c1b8aba4c4e3119,21,sg_cfa251a58b13c77a,"Delta(trade_volume,8)",trade_volume,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_f5dda78ba8db059527,22,sg_f7f545c7952eba5a,"Mean(trade_volume,24)",trade_volume,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_0e4b7f2b856234cf48,23,sg_3f488dcf48baef71,"Delta(trade_volume,24)",trade_volume,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_93ba861b3b4f99be53,24,sg_785dde49c7d4c9f8,"Delta(trade_volume,72)",trade_volume,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_10daa5a0bac68d0035,25,sg_3155c33f029fe5d0,"Mean(age_x_liquidity,4)",age_x_liquidity,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_c0adefbc6ce85b227c,26,sg_446bfdcbb1376687,"Mean(age_x_liquidity,8)",age_x_liquidity,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_32638ef8639ddbbe2f,27,sg_068987765b215e39,median_quote_volume_168h,median_quote_volume_168h,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_7d951586c4309f099e,28,sg_10d876d8a3e715c4,"Delta(age_x_liquidity,4)",age_x_liquidity,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_92db7fbbf4ecb5dc59,29,sg_140b96c3588cd96a,"Mean(trade_count_168h,4)",trade_count_168h,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_665b3b7dceea657326,30,sg_1b3fc3829f61c238,"Mean(trade_count_168h,8)",trade_count_168h,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_b2bd1788aad7b328ea,31,sg_1b41ee9109e27351,"Delta(age_x_liquidity,8)",age_x_liquidity,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_6d019c4514dd72a304,32,sg_c281fdc147dfffa8,"Mean(age_x_liquidity,72)",age_x_liquidity,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_1dd52951f6fbc613b6,33,sg_dbc5b2065e1f57df,"Mean(age_x_liquidity,24)",age_x_liquidity,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_9a750a2bc9ed7cc8e3,34,sg_6dbaf2ef46412fd0,"Mean(trade_count_168h,72)",trade_count_168h,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_9e69ded257077436b4,35,sg_7e1add09d9e8ce7c,"Delta(trade_count_168h,8)",trade_count_168h,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_e49d337ef1ee3b625c,36,sg_97782f911f8fe920,"Delta(age_x_liquidity,24)",age_x_liquidity,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_8921e8139d9ea67f1f,37,sg_e05096acb6fb3ec8,"Delta(trade_count_168h,4)",trade_count_168h,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_5454ed6b0a68e84777,38,sg_e227898ba2a2bc02,"Mean(trade_count_168h,24)",trade_count_168h,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_f438072ac6cb585dfa,39,sg_fce5110964b5271e,"Delta(age_x_liquidity,72)",age_x_liquidity,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_76619930abe970adca,40,sg_3e4ecd2e2443289d,"Mean(trade_quote_volume,4)",trade_quote_volume,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_42a4864e57943a337b,41,sg_6d4a124fb7453893,"Mean(trade_quote_volume,8)",trade_quote_volume,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_9e4293913b29d39f8d,42,sg_7c1e0f52799cd010,"Delta(trade_count_168h,24)",trade_count_168h,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_abd21a5a171736e21e,43,sg_e50525d06fd5073e,"Delta(trade_count_168h,72)",trade_count_168h,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_a8829ed0da897adb55,44,sg_339385e68bfc44db,"Delta(trade_quote_volume,4)",trade_quote_volume,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_e368341017f6f23363,45,sg_3bb8897336f358f3,"Delta(trade_quote_volume,8)",trade_quote_volume,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_b1222bfe36ea7dca4e,46,sg_53afb9d3180af45e,"Mean(trade_quote_volume,72)",trade_quote_volume,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_e17b797cd4adee472d,47,sg_a75df10dd9f79542,"Mean(trade_quote_volume,24)",trade_quote_volume,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_0a14b1586eec86ae71,48,sg_36705b7f925a91dd,"Delta(trade_quote_volume,72)",trade_quote_volume,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_e5f0824ff31954db96,49,sg_56cf62fd6e3203a1,"ZScore(Mean(trade_volume,4))",trade_volume,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_e20bf2c054550f6fbc,50,sg_b2363a23b7807343,volume_volatility_ratio_168h,volume_volatility_ratio_168h,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_c8912357125e1827b6,51,sg_e21f7ed07cbcea53,"Delta(trade_quote_volume,24)",trade_quote_volume,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_ce06a834326d765a83,52,sg_ed350c1bf038829e,"ZScore(Mean(trade_volume,8))",trade_volume,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_96eb30b999e08be98b,53,sg_35c3e7e036b89033,"ZScore(Mean(trade_volume,24))",trade_volume,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_b3b43c822cc046aa76,54,sg_467d1a8650a90179,"Mean(log_quote_volume_168h,4)",log_quote_volume_168h,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_74d3bb42173fdf0044,55,sg_f16379fb4c3dd7ab,"Mean(log_quote_volume_168h,8)",log_quote_volume_168h,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_d68d2032d86e528927,56,sg_0f0ea689a355af52,"Mean(log_quote_volume_168h,24)",log_quote_volume_168h,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_b3e4f76e4149723f58,57,sg_1cc99b77edbf5714,"Delta(log_quote_volume_168h,8)",log_quote_volume_168h,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_4e1c6c3cfd38dd5232,58,sg_b28be3e385e74c93,"Mean(log_quote_volume_168h,72)",log_quote_volume_168h,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_80d06d253dc3695141,59,sg_b60379fd26fe9612,liquidity_rank_active_universe,liquidity_rank_active_universe,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_ede32a6ef1324c7037,60,sg_b8b11cdd6e5fbc8e,"Delta(log_quote_volume_168h,4)",log_quote_volume_168h,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_736118f153d95df58b,61,sg_52aecc73d864952d,"Delta(log_quote_volume_168h,24)",log_quote_volume_168h,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_dd71e4ee57db00d4b4,62,sg_9f61e62fa7630a89,"ZScore(Mean(age_x_liquidity,8))",age_x_liquidity,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_becaae42e4fbdc0b9e,63,sg_c846f4da35aca698,"Delta(log_quote_volume_168h,72)",log_quote_volume_168h,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_f76134489c07503f34,64,sg_e16ddf8ae4310694,"ZScore(Mean(age_x_liquidity,4))",age_x_liquidity,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_23828f191d1669ac81,65,sg_11ba2b62454f69e8,"ZScore(Mean(trade_count_168h,4))",trade_count_168h,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_5d5159257b28c0c4ba,66,sg_2764fa5e8798c534,"Mean(median_quote_volume_168h,4)",median_quote_volume_168h,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_cbd0d568ece29f2e44,67,sg_73adf1003b73379a,"ZScore(Mean(age_x_liquidity,24))",age_x_liquidity,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_3fb9af5710f672faa3,68,sg_8677d5f1836b96a4,"ZScore(Mean(trade_count_168h,8))",trade_count_168h,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_7a982145d2238342b5,69,sg_c07cb549a83bdf08,"Mean(median_quote_volume_168h,8)",median_quote_volume_168h,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_0ac3a38a1fda9f5d96,70,sg_0a7c74d18a94c4f5,"Mean(median_quote_volume_168h,24)",median_quote_volume_168h,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_3c7aebc96545c83d1b,71,sg_39a96a72d1e99f53,"ZScore(Mean(trade_count_168h,24))",trade_count_168h,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_c6ee24cb206e6f436f,72,sg_5ef158a5408b3bd1,"Mean(median_quote_volume_168h,72)",median_quote_volume_168h,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_b8e2ef8729f85d8231,73,sg_7ea1eeeb26f51c16,"Delta(median_quote_volume_168h,8)",median_quote_volume_168h,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_49e40a4024acdfb83a,74,sg_cf9509798d1f6124,"Delta(median_quote_volume_168h,4)",median_quote_volume_168h,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_ca5583339cfd34b63d,75,sg_57d399865f9dd70c,"ZScore(Mean(trade_quote_volume,8))",trade_quote_volume,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_c948b92b9de18a9dc0,76,sg_8a1cb4296dce09f4,"Delta(median_quote_volume_168h,72)",median_quote_volume_168h,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_e0c419c12c567811dc,77,sg_bec0a9182f2f9c22,"Delta(median_quote_volume_168h,24)",median_quote_volume_168h,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_e76818d89c6e981b65,78,sg_fe6623726f24d3e1,"ZScore(Mean(trade_quote_volume,4))",trade_quote_volume,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
a7ffcore5_8c815c2f5716293bd2,79,sg_3a52eaa5ba5e6894,"ZScore(Mean(trade_quote_volume,24))",trade_quote_volume,exploratory_signal_probe,liquidity_like,single,liquidity_like,single,diagnostic_or_repair_root_only,diagnostic_repair,True,approved_diagnostic_root_id,False,subgraph_id_not_allowed_for_mode,False,False,False,False,False
