decision,label_family,response_rows
HOLD_A7LS29a7ls29_num_s002_PRE_MAY_UNSTABLE,L0_raw_forward_return,936
HOLD_A7LS29a7ls29_num_s002_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,936
HOLD_A7LS29a7ls29_num_s004_PRE_MAY_UNSTABLE,L0_raw_forward_return,933
HOLD_A7LS29a7ls29_num_s004_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,933
HOLD_A7LS29a7ls29_num_s001_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,912
HOLD_A7LS29a7ls29_num_s007_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,898
HOLD_A7LS29a7ls29_num_s011_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,874
HOLD_A7LS29a7ls29_num_s006_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,855
HOLD_A7LS29a7ls29_num_s006_PRE_MAY_UNSTABLE,L7_ranked_future_return,854
HOLD_A7LS29a7ls29_num_s000_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,844
HOLD_A7LS29a7ls29_num_s007_CONTROL_DOMINATED,L7_ranked_future_return,838
HOLD_A7LS29a7ls29_num_s005_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,836
HOLD_A7LS29a7ls29_num_s011_PRE_MAY_UNSTABLE,L7_ranked_future_return,817
HOLD_A7LS29a7ls29_num_s004_CONTROL_DOMINATED,L1_cross_sectional_relative_return,813
HOLD_A7LS29a7ls29_num_s004_CONTROL_DOMINATED,L0_raw_forward_return,813
HOLD_A7LS29a7ls29_num_s008_PRE_MAY_UNSTABLE,L0_raw_forward_return,809
HOLD_A7LS29a7ls29_num_s008_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,809
HOLD_A7LS29a7ls29_num_s000_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,799
HOLD_A7LS29a7ls29_num_s001_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,771
HOLD_A7LS29a7ls29_num_s003_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,770
HOLD_A7LS29a7ls29_num_s007_CONTROL_DOMINATED,L0_raw_forward_return,767
HOLD_A7LS29a7ls29_num_s002_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,765
HOLD_A7LS29a7ls29_num_s007_CONTROL_DOMINATED,L1_cross_sectional_relative_return,747
HOLD_A7LS29a7ls29_num_s011_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,737
HOLD_A7LS29a7ls29_num_s011_PRE_MAY_UNSTABLE,L0_raw_forward_return,737
HOLD_A7LS29a7ls29_num_s003_PRE_MAY_UNSTABLE,L0_raw_forward_return,731
HOLD_A7LS29a7ls29_num_s003_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,731
HOLD_A7LS29a7ls29_num_s003_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,729
HOLD_A7LS29a7ls29_num_s011_CONTROL_DOMINATED,L5_vol_adjusted_return,728
HOLD_A7LS29a7ls29_num_s004_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,727
A7LS29a7ls29_num_s010_NUMERIC_CLUE,L0_raw_forward_return,706
A7LS29a7ls29_num_s007_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,698
HOLD_A7LS29a7ls29_num_s003_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,697
A7LS29a7ls29_num_s010_NUMERIC_CLUE,L1_cross_sectional_relative_return,694
HOLD_A7LS29a7ls29_num_s003_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,682
A7LS29a7ls29_num_s005_NUMERIC_CLUE,L3_liquidity_tier_relative_return,681
HOLD_A7LS29a7ls29_num_s011_CONTROL_DOMINATED,L7_ranked_future_return,677
HOLD_A7LS29a7ls29_num_s003_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,676
HOLD_A7LS29a7ls29_num_s003_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,657
HOLD_A7LS29a7ls29_num_s006_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,641
HOLD_A7LS29a7ls29_num_s005_CONTROL_DOMINATED,L1_cross_sectional_relative_return,632
HOLD_A7LS29a7ls29_num_s005_CONTROL_DOMINATED,L0_raw_forward_return,631
HOLD_A7LS29a7ls29_num_s005_PRE_MAY_UNSTABLE,L7_ranked_future_return,609
HOLD_A7LS29a7ls29_num_s000_CONTROL_DOMINATED,L5_vol_adjusted_return,598
HOLD_A7LS29a7ls29_num_s003_CONTROL_DOMINATED,L0_raw_forward_return,589
HOLD_A7LS29a7ls29_num_s003_CONTROL_DOMINATED,L1_cross_sectional_relative_return,584
A7LS29a7ls29_num_s007_NUMERIC_CLUE,L3_liquidity_tier_relative_return,582
A7LS29a7ls29_num_s008_NUMERIC_CLUE,L3_liquidity_tier_relative_return,576
HOLD_A7LS29a7ls29_num_s001_CONTROL_DOMINATED,L7_ranked_future_return,572
HOLD_A7LS29a7ls29_num_s002_CONTROL_DOMINATED,L5_vol_adjusted_return,569
HOLD_A7LS29a7ls29_num_s009_PRE_MAY_UNSTABLE,L0_raw_forward_return,566
HOLD_A7LS29a7ls29_num_s009_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,566
HOLD_A7LS29a7ls29_num_s004_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,565
A7LS29a7ls29_num_s010_NUMERIC_CLUE,L3_liquidity_tier_relative_return,556
A7LS29a7ls29_num_s011_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,553
HOLD_A7LS29a7ls29_num_s003_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,550
HOLD_A7LS29a7ls29_num_s002_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,547
HOLD_A7LS29a7ls29_num_s001_CONTROL_DOMINATED,L5_vol_adjusted_return,538
HOLD_A7LS29a7ls29_num_s008_CONTROL_DOMINATED,L7_ranked_future_return,534
HOLD_A7LS29a7ls29_num_s004_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,520
HOLD_A7LS29a7ls29_num_s003_CONTROL_DOMINATED,L5_vol_adjusted_return,515
HOLD_A7LS29a7ls29_num_s007_PRE_MAY_UNSTABLE,L7_ranked_future_return,512
A7LS29a7ls29_num_s009_NUMERIC_CLUE,L3_liquidity_tier_relative_return,501
A7LS29a7ls29_num_s004_NUMERIC_CLUE,L3_liquidity_tier_relative_return,488
A7LS29a7ls29_num_s006_NUMERIC_CLUE,L3_liquidity_tier_relative_return,480
HOLD_A7LS29a7ls29_num_s000_CONTROL_DOMINATED,L7_ranked_future_return,469
HOLD_A7LS29a7ls29_num_s009_CONTROL_DOMINATED,L7_ranked_future_return,452
HOLD_A7LS29a7ls29_num_s000_CONTROL_DOMINATED,L1_cross_sectional_relative_return,449
HOLD_A7LS29a7ls29_num_s000_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,447
HOLD_A7LS29a7ls29_num_s000_CONTROL_DOMINATED,L0_raw_forward_return,446
HOLD_A7LS29a7ls29_num_s000_PRE_MAY_UNSTABLE,L7_ranked_future_return,445
HOLD_A7LS29a7ls29_num_s002_CONTROL_DOMINATED,L0_raw_forward_return,443
HOLD_A7LS29a7ls29_num_s002_CONTROL_DOMINATED,L1_cross_sectional_relative_return,440
HOLD_A7LS29a7ls29_num_s007_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,435
HOLD_A7LS29a7ls29_num_s002_PRE_MAY_UNSTABLE,L7_ranked_future_return,431
HOLD_A7LS29a7ls29_num_s001_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,424
A7LS29a7ls29_num_s009_NUMERIC_CLUE,L0_raw_forward_return,421
HOLD_A7LS29a7ls29_num_s001_CONTROL_DOMINATED,L0_raw_forward_return,419
A7LS29a7ls29_num_s009_NUMERIC_CLUE,L1_cross_sectional_relative_return,416
HOLD_A7LS29a7ls29_num_s005_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,412
HOLD_A7LS29a7ls29_num_s001_CONTROL_DOMINATED,L1_cross_sectional_relative_return,411
HOLD_A7LS29a7ls29_num_s002_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,402
HOLD_A7LS29a7ls29_num_s002_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,399
HOLD_A7LS29a7ls29_num_s002_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,399
HOLD_A7LS29a7ls29_num_s001_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,398
HOLD_A7LS29a7ls29_num_s003_PRE_MAY_UNSTABLE,L7_ranked_future_return,398
HOLD_A7LS29a7ls29_num_s002_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,391
HOLD_A7LS29a7ls29_num_s000_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,388
HOLD_A7LS29a7ls29_num_s001_PRE_MAY_UNSTABLE,L7_ranked_future_return,384
HOLD_A7LS29a7ls29_num_s008_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,381
HOLD_A7LS29a7ls29_num_s006_CONTROL_DOMINATED,L0_raw_forward_return,376
HOLD_A7LS29a7ls29_num_s010_CONTROL_DOMINATED,L7_ranked_future_return,375
HOLD_A7LS29a7ls29_num_s006_CONTROL_DOMINATED,L1_cross_sectional_relative_return,372
HOLD_A7LS29a7ls29_num_s009_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,356
HOLD_A7LS29a7ls29_num_s002_CONTROL_DOMINATED,L7_ranked_future_return,356
HOLD_A7LS29a7ls29_num_s004_PRE_MAY_UNSTABLE,L7_ranked_future_return,340
A7LS29a7ls29_num_s001_NUMERIC_CLUE,L3_liquidity_tier_relative_return,336
A7LS29a7ls29_num_s000_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,335
A7LS29a7ls29_num_s001_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,321
HOLD_A7LS29a7ls29_num_s004_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,295
HOLD_A7LS29a7ls29_num_s003_CONTROL_DOMINATED,L7_ranked_future_return,292
HOLD_A7LS29a7ls29_num_s004_CONTROL_DOMINATED,L5_vol_adjusted_return,288
HOLD_A7LS29a7ls29_num_s010_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,280
A7LS29a7ls29_num_s002_NUMERIC_CLUE,L3_liquidity_tier_relative_return,277
A7LS29a7ls29_num_s001_NUMERIC_CLUE,L1_cross_sectional_relative_return,276
A7LS29a7ls29_num_s000_NUMERIC_CLUE,L3_liquidity_tier_relative_return,275
HOLD_A7LS29a7ls29_num_s009_PRE_MAY_UNSTABLE,L7_ranked_future_return,274
A7LS29a7ls29_num_s001_NUMERIC_CLUE,L0_raw_forward_return,270
A7LS29a7ls29_num_s002_NUMERIC_CLUE,L1_cross_sectional_relative_return,269
A7LS29a7ls29_num_s000_NUMERIC_CLUE,L0_raw_forward_return,266
A7LS29a7ls29_num_s002_NUMERIC_CLUE,L0_raw_forward_return,264
A7LS29a7ls29_num_s000_NUMERIC_CLUE,L1_cross_sectional_relative_return,264
HOLD_A7LS29a7ls29_num_s000_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,256
A7LS29a7ls29_num_s002_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,256
HOLD_A7LS29a7ls29_num_s000_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,255
HOLD_A7LS29a7ls29_num_s000_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,237
HOLD_A7LS29a7ls29_num_s001_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,235
HOLD_A7LS29a7ls29_num_s001_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,232
A7LS29a7ls29_num_s007_NUMERIC_CLUE,L1_cross_sectional_relative_return,225
HOLD_A7LS29a7ls29_num_s004_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,210
HOLD_A7LS29a7ls29_num_s004_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,210
A7LS29a7ls29_num_s007_NUMERIC_CLUE,L0_raw_forward_return,208
A7LS29a7ls29_num_s008_NUMERIC_CLUE,L1_cross_sectional_relative_return,202
HOLD_A7LS29a7ls29_num_s004_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,200
HOLD_A7LS29a7ls29_num_s001_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,199
A7LS29a7ls29_num_s011_NUMERIC_CLUE,L1_cross_sectional_relative_return,189
A7LS29a7ls29_num_s008_NUMERIC_CLUE,L0_raw_forward_return,187
A7LS29a7ls29_num_s011_NUMERIC_CLUE,L0_raw_forward_return,183
HOLD_A7LS29a7ls29_num_s008_PRE_MAY_UNSTABLE,L7_ranked_future_return,174
A7LS29a7ls29_num_s001_NUMERIC_CLUE,L5_vol_adjusted_return,174
A7LS29a7ls29_num_s002_NUMERIC_CLUE,L5_vol_adjusted_return,167
A7LS29a7ls29_num_s000_NUMERIC_CLUE,L5_vol_adjusted_return,159
HOLD_A7LS29a7ls29_num_s010_PRE_MAY_UNSTABLE,L0_raw_forward_return,158
HOLD_A7LS29a7ls29_num_s010_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,158
A7LS29a7ls29_num_s011_NUMERIC_CLUE,L5_vol_adjusted_return,156
A7LS29a7ls29_num_s004_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,142
HOLD_A7LS29a7ls29_num_s007_COST2_PROXY_FRAGILE,L3_liquidity_tier_relative_return,133
HOLD_A7LS29a7ls29_num_s008_COST2_PROXY_FRAGILE,L3_liquidity_tier_relative_return,121
HOLD_A7LS29a7ls29_num_s005_COST2_PROXY_FRAGILE,L3_liquidity_tier_relative_return,119
HOLD_A7LS29a7ls29_num_s010_COST2_PROXY_FRAGILE,L1_cross_sectional_relative_return,112
HOLD_A7LS29a7ls29_num_s010_COST2_PROXY_FRAGILE,L0_raw_forward_return,108
A7LS29a7ls29_num_s003_NUMERIC_CLUE,L5_vol_adjusted_return,106
A7LS29a7ls29_num_s004_NUMERIC_CLUE,L0_raw_forward_return,91
A7LS29a7ls29_num_s004_NUMERIC_CLUE,L1_cross_sectional_relative_return,91
HOLD_A7LS29a7ls29_num_s009_COST2_PROXY_FRAGILE,L3_liquidity_tier_relative_return,86
HOLD_A7LS29a7ls29_num_s010_COST2_PROXY_FRAGILE,L3_liquidity_tier_relative_return,79
HOLD_A7LS29a7ls29_num_s006_COST2_PROXY_FRAGILE,L3_liquidity_tier_relative_return,72
A7LS29a7ls29_num_s004_NUMERIC_CLUE,L5_vol_adjusted_return,64
A7LS29a7ls29_num_s003_NUMERIC_CLUE,L3_liquidity_tier_relative_return,62
HOLD_A7LS29a7ls29_num_s004_COST2_PROXY_FRAGILE,L3_liquidity_tier_relative_return,62
HOLD_A7LS29a7ls29_num_s006_CONTROL_DOMINATED,L5_vol_adjusted_return,60
A7LS29a7ls29_num_s003_NUMERIC_CLUE,L0_raw_forward_return,51
A7LS29a7ls29_num_s003_NUMERIC_CLUE,L1_cross_sectional_relative_return,49
HOLD_A7LS29a7ls29_num_s010_PRE_MAY_UNSTABLE,L7_ranked_future_return,48
A7LS29a7ls29_num_s011_NUMERIC_CLUE,L3_liquidity_tier_relative_return,46
HOLD_A7LS29a7ls29_num_s009_COST2_PROXY_FRAGILE,L0_raw_forward_return,45
HOLD_A7LS29a7ls29_num_s007_COST2_PROXY_FRAGILE,L1_cross_sectional_relative_return,45
HOLD_A7LS29a7ls29_num_s007_CONTROL_DOMINATED,L5_vol_adjusted_return,44
HOLD_A7LS29a7ls29_num_s009_COST2_PROXY_FRAGILE,L1_cross_sectional_relative_return,44
HOLD_A7LS29a7ls29_num_s007_COST2_PROXY_FRAGILE,L0_raw_forward_return,42
HOLD_A7LS29a7ls29_num_s005_CONTROL_DOMINATED,L5_vol_adjusted_return,38
HOLD_A7LS29a7ls29_num_s011_COST2_PROXY_FRAGILE,L1_cross_sectional_relative_return,32
HOLD_A7LS29a7ls29_num_s008_COST2_PROXY_FRAGILE,L1_cross_sectional_relative_return,30
HOLD_A7LS29a7ls29_num_s008_COST2_PROXY_FRAGILE,L0_raw_forward_return,29
HOLD_A7LS29a7ls29_num_s011_COST2_PROXY_FRAGILE,L0_raw_forward_return,28
HOLD_A7LS29a7ls29_num_s009_CONTROL_DOMINATED,L5_vol_adjusted_return,27
HOLD_A7LS29a7ls29_num_s008_CONTROL_DOMINATED,L5_vol_adjusted_return,25
A7LS29a7ls29_num_s003_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,14
HOLD_A7LS29a7ls29_num_s011_COST2_PROXY_FRAGILE,L3_liquidity_tier_relative_return,9
HOLD_A7LS29a7ls29_num_s003_NONOVERLAP_WEAK,L3_liquidity_tier_relative_return,9
HOLD_A7LS29a7ls29_num_s004_NONOVERLAP_WEAK,L3_liquidity_tier_relative_return,6
A7LS29a7ls29_num_s005_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,5
A7LS29a7ls29_num_s005_NUMERIC_CLUE,L0_raw_forward_return,5
A7LS29a7ls29_num_s006_NUMERIC_CLUE,L1_cross_sectional_relative_return,5
A7LS29a7ls29_num_s005_NUMERIC_CLUE,L1_cross_sectional_relative_return,4
HOLD_A7LS29a7ls29_num_s002_COST2_PROXY_FRAGILE,L1_cross_sectional_relative_return,4
A7LS29a7ls29_num_s006_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,4
HOLD_A7LS29a7ls29_num_s002_COST2_PROXY_FRAGILE,L0_raw_forward_return,4
HOLD_A7LS29a7ls29_num_s002_COST2_PROXY_FRAGILE,L3_liquidity_tier_relative_return,3
HOLD_A7LS29a7ls29_num_s001_COST2_PROXY_FRAGILE,L3_liquidity_tier_relative_return,3
HOLD_A7LS29a7ls29_num_s002_NONOVERLAP_WEAK,L3_liquidity_tier_relative_return,2
HOLD_A7LS29a7ls29_num_s002_NONOVERLAP_WEAK,L0_raw_forward_return,2
HOLD_A7LS29a7ls29_num_s011_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,2
HOLD_A7LS29a7ls29_num_s001_COST2_PROXY_FRAGILE,L0_raw_forward_return,1
A7LS29a7ls29_num_s006_NUMERIC_CLUE,L0_raw_forward_return,1
HOLD_A7LS29a7ls29_num_s000_COST2_PROXY_FRAGILE,L0_raw_forward_return,1
HOLD_A7LS29a7ls29_num_s000_COST2_PROXY_FRAGILE,L1_cross_sectional_relative_return,1
HOLD_A7LS29a7ls29_num_s000_COST2_PROXY_FRAGILE,L3_liquidity_tier_relative_return,1
HOLD_A7LS29a7ls29_num_s003_NONOVERLAP_WEAK,L1_cross_sectional_relative_return,1
HOLD_A7LS29a7ls29_num_s003_COST2_PROXY_FRAGILE,L0_raw_forward_return,1
HOLD_A7LS29a7ls29_num_s003_COST2_PROXY_FRAGILE,L1_cross_sectional_relative_return,1
HOLD_A7LS29a7ls29_num_s003_COST2_PROXY_FRAGILE,L3_liquidity_tier_relative_return,1
HOLD_A7LS29a7ls29_num_s004_NONOVERLAP_WEAK,L1_cross_sectional_relative_return,1
HOLD_A7LS29a7ls29_num_s004_NONOVERLAP_WEAK,L0_raw_forward_return,1
HOLD_A7LS29a7ls29_num_s010_CONTROL_DOMINATED,L5_vol_adjusted_return,1
HOLD_A7LS29a7ls29_num_s011_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,1
