static_selector_rank,candidate_id,family_id,primary_seed_field,source_fields,expression,skeleton_key,production_key,motif,static_valid,uses_may,allowed_next_use
403,a7ab3_56340e904616571f,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Winsor(Mul(Rank(Sub(Mean(premium_close_bps,168),Mean(premium_close_bps,72))),Decay(Delta(premium_close_bps,24),4)),3)",skeleton_ccfa2357b3384254,prod_a0b56ba31a99b5c2,winsor_self_interaction,True,False,A7AB4_materialization_preflight_only
404,a7ab3_27f0c46869a85073,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Winsor(ZScore(Decay(Delta(mark_index_basis_bps,1),4)),3)",skeleton_631f433b0ee241f4,prod_6bde1a4ee922c95f,winsor_atom,True,False,A7AB4_materialization_preflight_only
405,a7ab3_195816cf4cb5c919,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Decay(Sub(TSRank(Delta(premium_close_bps,4),72),Rank(Delta(premium_close_bps,24))),12)",skeleton_7575df9b531b63a5,prod_8082a136e4cd0d7a,decay_atom,True,False,A7AB4_materialization_preflight_only
406,a7ab3_25a59e00366a79d8,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Sub(ZScore(Delta(mark_index_basis_bps,1)),ZScore(Delta(mark_index_basis_bps,24)))",skeleton_85fc7254db9ccb56,prod_34b591858fb04fe0,single_atom,True,False,A7AB4_materialization_preflight_only
407,a7ab3_446bfb2165d1b104,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"ZScore(TSRank(Sub(Mean(mark_index_basis_bps,4),Mean(mark_index_basis_bps,24)),72))",skeleton_4bc196574b0d7a0a,prod_df11d10813c37639,zscore_atom,True,False,A7AB4_materialization_preflight_only
408,a7ab3_66639f6a7f690291,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Sub(Decay(Sub(Mean(premium_close_bps,24),Mean(premium_close_bps,4)),12),Sub(ZScore(Delta(premium_close_bps,1)),ZScore(Delta(premium_close_bps,24))))",skeleton_1889f2effaf94e35,prod_9855679da6ccb2ba,horizon_spread,True,False,A7AB4_materialization_preflight_only
409,a7ab3_f294c79b31ee5a22,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Clip(Sub(Sub(Decay(Mean(mark_index_basis_bps,168),12),Mean(Decay(mark_index_basis_bps,24),24)),Sub(Rank(Decay(mark_index_basis_bps,4)),Rank(Decay(mark_index_basis_bps,12)))),-3,3)",skeleton_931e68d04ee11844,prod_b79383bf5beaf602,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
410,a7ab3_8606f9b1fb276bed,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"ZScore(TSRank(mark_index_basis_bps,168))",skeleton_8196f9d0a18000c7,prod_db6cbe7d2e1f2e44,zscore_atom,True,False,A7AB4_materialization_preflight_only
411,a7ab3_a15b289af3a26abd,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Sub(Delta(premium_close_bps,1),ZScore(Sub(Decay(premium_close_bps,4),Decay(premium_close_bps,24))))",skeleton_92a027c8f2dc1bf3,prod_a5ff9b112213a658,horizon_spread,True,False,A7AB4_materialization_preflight_only
412,a7ab3_b6f550472abe2d70,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"ZScore(Mul(ZScore(Mean(premium_close_bps,168)),Sub(Decay(premium_close_bps,24),Decay(premium_close_bps,12))))",skeleton_b4719759c75cc639,prod_be1ce816ced7a697,zscore_self_interaction,True,False,A7AB4_materialization_preflight_only
413,a7ab3_8d4efc7019bc4b5f,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Sub(TSRank(mark_index_basis_bps,24),Rank(mark_index_basis_bps))",skeleton_b1cbe6cc6bad4f18,prod_afb2037cd7062dba,single_atom,True,False,A7AB4_materialization_preflight_only
414,a7ab3_47420daed00157b6,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Sub(Sub(Mean(premium_close_bps,24),Decay(premium_close_bps,24)),Sub(TSRank(premium_close_bps,72),Rank(premium_close_bps)))",skeleton_d28a4a1d3d3ef772,prod_a2ab8f346c2bbd14,horizon_spread,True,False,A7AB4_materialization_preflight_only
415,a7ab3_d8607e42c9f579c5,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Mul(Sub(Mean(mark_index_basis_bps,24),Mean(mark_index_basis_bps,4)),Mean(Delta(mark_index_basis_bps,4),72))",skeleton_9d763470c3811caf,prod_921b3427b24c8e76,self_interaction,True,False,A7AB4_materialization_preflight_only
416,a7ab3_fa667bbae809813d,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Clip(Sub(TSRank(premium_close_bps,72),TSRank(premium_close_bps,24)),-3,3)",skeleton_2c7cbbca5fb2e3ff,prod_aa1ef7e741ba7126,clip_atom,True,False,A7AB4_materialization_preflight_only
417,a7ab3_d3ac36eb7bbd6c1f,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Winsor(Mul(Rank(Sub(Mean(premium_close_bps,168),Mean(premium_close_bps,24))),Decay(Delta(premium_close_bps,24),24)),3)",skeleton_ccfa2357b3384254,prod_a0b56ba31a99b5c2,winsor_self_interaction,True,False,A7AB4_materialization_preflight_only
418,a7ab3_74eef064ff40c795,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Decay(Sub(TSRank(Delta(premium_close_bps,4),168),Rank(Delta(premium_close_bps,24))),12)",skeleton_7575df9b531b63a5,prod_8082a136e4cd0d7a,decay_atom,True,False,A7AB4_materialization_preflight_only
419,a7ab3_ea0ee790b6e80138,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"ZScore(Mul(Mul(TSRank(premium_close_bps,168),ZScore(Mean(premium_close_bps,168))),Rank(Clip(ZScore(premium_close_bps),-3,3))))",skeleton_e52f279333afdc9d,prod_ba2e16fd3bd51956,zscore_self_interaction,True,False,A7AB4_materialization_preflight_only
420,a7ab3_6007cdfe504c7891,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Clip(Sub(Mul(Decay(mark_index_basis_bps,4),ZScore(Delta(mark_index_basis_bps,4))),ZScore(mark_index_basis_bps)),-3,3)",skeleton_007ceb90e9646fcf,prod_9d9aaf0773348c06,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
421,a7ab3_fc1f472170ad8cc4,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"ZScore(TSRank(Sub(Mean(mark_index_basis_bps,4),Mean(mark_index_basis_bps,168)),24))",skeleton_4bc196574b0d7a0a,prod_df11d10813c37639,zscore_atom,True,False,A7AB4_materialization_preflight_only
422,a7ab3_ac08b290aa03027c,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Sub(Decay(Sub(Mean(premium_close_bps,24),Mean(premium_close_bps,168)),12),Sub(ZScore(Delta(premium_close_bps,1)),ZScore(Delta(premium_close_bps,4))))",skeleton_1889f2effaf94e35,prod_9855679da6ccb2ba,horizon_spread,True,False,A7AB4_materialization_preflight_only
423,a7ab3_5ae82ebbb6a2e213,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Clip(Sub(Sub(Decay(Mean(mark_index_basis_bps,168),12),Mean(Decay(mark_index_basis_bps,24),4)),Sub(Rank(Decay(mark_index_basis_bps,24)),Rank(Decay(mark_index_basis_bps,4)))),-3,3)",skeleton_931e68d04ee11844,prod_b79383bf5beaf602,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
424,a7ab3_8d9f9a395ee3b7c7,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Sub(Sub(Mean(premium_close_bps,24),Decay(premium_close_bps,24)),Sub(TSRank(premium_close_bps,168),Rank(premium_close_bps)))",skeleton_d28a4a1d3d3ef772,prod_a2ab8f346c2bbd14,horizon_spread,True,False,A7AB4_materialization_preflight_only
425,a7ab3_904b1a486cf6a7ea,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Clip(Sub(TSRank(premium_close_bps,168),TSRank(premium_close_bps,72)),-3,3)",skeleton_2c7cbbca5fb2e3ff,prod_aa1ef7e741ba7126,clip_atom,True,False,A7AB4_materialization_preflight_only
426,a7ab3_bfab3ac01887eee2,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Winsor(Sub(Decay(mark_index_basis_bps,24),Decay(mark_index_basis_bps,4)),3)",skeleton_1bfeeed2faa0c752,prod_63e40899e3e9801a,winsor_atom,True,False,A7AB4_materialization_preflight_only
427,a7ab3_e80ff95bf9ace0bc,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Rank(Sub(Decay(Delta(mark_index_basis_bps,24),24),Mul(Rank(Delta(mark_index_basis_bps,24)),TSRank(Mean(mark_index_basis_bps,168),168))))",skeleton_55190e4dae05846e,prod_0d8a49d0705c91c1,rank_horizon_spread,True,False,A7AB4_materialization_preflight_only
428,a7ab3_12f53c28ae64a7c9,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Rank(Sub(Rank(Decay(premium_close_bps,4)),Rank(Decay(premium_close_bps,12))))",skeleton_0d0b63c5ed3bddab,prod_27561277934afe9f,rank_atom,True,False,A7AB4_materialization_preflight_only
429,a7ab3_5a07ea5d1df152d9,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"ZScore(TSRank(Sub(Mean(mark_index_basis_bps,4),Mean(mark_index_basis_bps,72)),72))",skeleton_4bc196574b0d7a0a,prod_df11d10813c37639,zscore_atom,True,False,A7AB4_materialization_preflight_only
430,a7ab3_0612936777854ce0,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Clip(Sub(Sub(Decay(Mean(mark_index_basis_bps,168),12),Mean(Decay(mark_index_basis_bps,24),4)),Sub(Rank(Decay(mark_index_basis_bps,12)),Rank(Decay(mark_index_basis_bps,24)))),-3,3)",skeleton_931e68d04ee11844,prod_b79383bf5beaf602,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
431,a7ab3_f2ccb88a75b59cf5,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Clip(Decay(premium_close_bps,12),-3,3)",skeleton_5190274b100e392b,prod_510b615aa1d6cffe,clip_atom,True,False,A7AB4_materialization_preflight_only
432,a7ab3_4dceec11484308cd,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Sub(Sub(Mean(premium_close_bps,24),Decay(premium_close_bps,24)),Sub(TSRank(premium_close_bps,24),Rank(premium_close_bps)))",skeleton_d28a4a1d3d3ef772,prod_a2ab8f346c2bbd14,horizon_spread,True,False,A7AB4_materialization_preflight_only
433,a7ab3_e113385d073b864b,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Rank(Sub(Decay(Delta(mark_index_basis_bps,24),24),Mul(Rank(Delta(mark_index_basis_bps,24)),TSRank(Mean(mark_index_basis_bps,168),24))))",skeleton_55190e4dae05846e,prod_0d8a49d0705c91c1,rank_horizon_spread,True,False,A7AB4_materialization_preflight_only
434,a7ab3_5d4caf4e15cc5120,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"ZScore(Sub(Decay(mark_index_basis_bps,4),Decay(mark_index_basis_bps,24)))",skeleton_80be2e39216c5bd2,prod_54938092429b135b,single_atom,True,False,A7AB4_materialization_preflight_only
435,a7ab3_1cbc32ec0773d320,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"ZScore(TSRank(Sub(Mean(mark_index_basis_bps,4),Mean(mark_index_basis_bps,24)),168))",skeleton_4bc196574b0d7a0a,prod_df11d10813c37639,zscore_atom,True,False,A7AB4_materialization_preflight_only
436,a7ab3_567edf3a7e7f9e98,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Sub(Decay(Sub(Mean(premium_close_bps,24),Mean(premium_close_bps,72)),4),Sub(ZScore(Delta(premium_close_bps,1)),ZScore(Delta(premium_close_bps,24))))",skeleton_1889f2effaf94e35,prod_9855679da6ccb2ba,horizon_spread,True,False,A7AB4_materialization_preflight_only
437,a7ab3_ce10a3fd7b1cda6c,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Mul(Clip(Sub(Mean(mark_index_basis_bps,24),Decay(mark_index_basis_bps,4)),-3,3),Rank(Winsor(ZScore(mark_index_basis_bps),3)))",skeleton_aee8e5fc677d3eb9,prod_98c0d0faebaff24f,self_interaction,True,False,A7AB4_materialization_preflight_only
438,a7ab3_85d705355701fd94,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Clip(Sub(Sub(Decay(Mean(mark_index_basis_bps,168),12),Mean(Decay(mark_index_basis_bps,4),72)),Sub(Rank(Decay(mark_index_basis_bps,4)),Rank(Decay(mark_index_basis_bps,24)))),-3,3)",skeleton_931e68d04ee11844,prod_b79383bf5beaf602,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
439,a7ab3_e8aea47d102abff0,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Sub(Delta(premium_close_bps,1),ZScore(Sub(Decay(premium_close_bps,24),Decay(premium_close_bps,12))))",skeleton_92a027c8f2dc1bf3,prod_a5ff9b112213a658,horizon_spread,True,False,A7AB4_materialization_preflight_only
440,a7ab3_e926c642001e5544,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"ZScore(Mul(ZScore(Mean(premium_close_bps,168)),Sub(Decay(premium_close_bps,12),Decay(premium_close_bps,4))))",skeleton_b4719759c75cc639,prod_be1ce816ced7a697,zscore_self_interaction,True,False,A7AB4_materialization_preflight_only
441,a7ab3_7d5a41d8c474d6d5,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Winsor(Sub(Decay(mark_index_basis_bps,24),Decay(mark_index_basis_bps,12)),3)",skeleton_1bfeeed2faa0c752,prod_63e40899e3e9801a,winsor_atom,True,False,A7AB4_materialization_preflight_only
442,a7ab3_c19b85383ffcf774,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"ZScore(Sub(Decay(mark_index_basis_bps,24),Decay(mark_index_basis_bps,4)))",skeleton_80be2e39216c5bd2,prod_54938092429b135b,single_atom,True,False,A7AB4_materialization_preflight_only
443,a7ab3_50dd6dd6ebb149fa,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Decay(Sub(TSRank(Delta(premium_close_bps,4),24),Rank(Delta(premium_close_bps,1))),12)",skeleton_7575df9b531b63a5,prod_8082a136e4cd0d7a,decay_atom,True,False,A7AB4_materialization_preflight_only
444,a7ab3_0b7b3deaa9bdd1bc,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Rank(Sub(Rank(Decay(premium_close_bps,4)),Rank(Decay(premium_close_bps,24))))",skeleton_0d0b63c5ed3bddab,prod_27561277934afe9f,rank_atom,True,False,A7AB4_materialization_preflight_only
445,a7ab3_b52ba179f0a6e486,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Sub(Decay(Sub(Mean(premium_close_bps,24),Mean(premium_close_bps,4)),4),Sub(ZScore(Delta(premium_close_bps,1)),ZScore(Delta(premium_close_bps,4))))",skeleton_1889f2effaf94e35,prod_9855679da6ccb2ba,horizon_spread,True,False,A7AB4_materialization_preflight_only
446,a7ab3_67720eba8c3e6fa8,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Clip(Winsor(Sub(Mean(premium_close_bps,24),Decay(premium_close_bps,4)),3),-3,3)",skeleton_7ca490bb03c28445,prod_6c343dd91aafca21,clip_atom,True,False,A7AB4_materialization_preflight_only
447,a7ab3_bcc45eff62ddfcae,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Clip(Sub(Sub(Decay(Mean(mark_index_basis_bps,168),12),Mean(Decay(mark_index_basis_bps,4),24)),Sub(Rank(Decay(mark_index_basis_bps,24)),Rank(Decay(mark_index_basis_bps,4)))),-3,3)",skeleton_931e68d04ee11844,prod_b79383bf5beaf602,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
448,a7ab3_c5b471dd3739786e,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Winsor(Mul(Decay(ZScore(premium_close_bps),12),Mul(Rank(Mean(premium_close_bps,72)),ZScore(Delta(premium_close_bps,24)))),3)",skeleton_dbcc3589a0dbe876,prod_e48c3f73ca1b4522,winsor_self_interaction,True,False,A7AB4_materialization_preflight_only
449,a7ab3_c21fa787db3d1634,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Rank(Sub(Decay(Delta(mark_index_basis_bps,24),24),Mul(Rank(Delta(mark_index_basis_bps,24)),TSRank(Mean(mark_index_basis_bps,168),72))))",skeleton_55190e4dae05846e,prod_0d8a49d0705c91c1,rank_horizon_spread,True,False,A7AB4_materialization_preflight_only
450,a7ab3_c3d1c76da2dc18d1,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Winsor(Mul(Rank(Sub(Mean(premium_close_bps,168),Mean(premium_close_bps,4))),Decay(Delta(premium_close_bps,24),4)),3)",skeleton_ccfa2357b3384254,prod_a0b56ba31a99b5c2,winsor_self_interaction,True,False,A7AB4_materialization_preflight_only
451,a7ab3_5f3490d60d842a6e,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"ZScore(Sub(Decay(mark_index_basis_bps,24),Decay(mark_index_basis_bps,12)))",skeleton_80be2e39216c5bd2,prod_54938092429b135b,single_atom,True,False,A7AB4_materialization_preflight_only
452,a7ab3_f9824956a3a0d29a,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Sub(Decay(Sub(Mean(premium_close_bps,24),Mean(premium_close_bps,168)),4),Sub(ZScore(Delta(premium_close_bps,1)),ZScore(Delta(premium_close_bps,24))))",skeleton_1889f2effaf94e35,prod_9855679da6ccb2ba,horizon_spread,True,False,A7AB4_materialization_preflight_only
453,a7ab3_838407df554ba5d0,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Clip(Sub(Sub(Decay(Mean(mark_index_basis_bps,168),4),Mean(Decay(mark_index_basis_bps,24),4)),Sub(Rank(Decay(mark_index_basis_bps,4)),Rank(Decay(mark_index_basis_bps,12)))),-3,3)",skeleton_931e68d04ee11844,prod_b79383bf5beaf602,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
454,a7ab3_bb4ecc2e9c3ad66f,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"ZScore(Mul(ZScore(Mean(premium_close_bps,168)),Sub(Decay(premium_close_bps,24),Decay(premium_close_bps,4))))",skeleton_b4719759c75cc639,prod_be1ce816ced7a697,zscore_self_interaction,True,False,A7AB4_materialization_preflight_only
455,a7ab3_cccbe7580795d768,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Sub(Sub(Mean(premium_close_bps,24),Decay(premium_close_bps,12)),Sub(TSRank(premium_close_bps,72),Rank(premium_close_bps)))",skeleton_d28a4a1d3d3ef772,prod_a2ab8f346c2bbd14,horizon_spread,True,False,A7AB4_materialization_preflight_only
456,a7ab3_54ee3f6bfcf80126,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Winsor(ZScore(Decay(Delta(mark_index_basis_bps,1),24)),3)",skeleton_631f433b0ee241f4,prod_6bde1a4ee922c95f,winsor_atom,True,False,A7AB4_materialization_preflight_only
457,a7ab3_d4375bb1c403156e,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Sub(Decay(Sub(Mean(premium_close_bps,24),Mean(premium_close_bps,72)),4),Sub(ZScore(Delta(premium_close_bps,1)),ZScore(Delta(premium_close_bps,4))))",skeleton_1889f2effaf94e35,prod_9855679da6ccb2ba,horizon_spread,True,False,A7AB4_materialization_preflight_only
458,a7ab3_453898aeb0a3755c,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Clip(Sub(Sub(Decay(Mean(mark_index_basis_bps,168),4),Mean(Decay(mark_index_basis_bps,24),4)),Sub(Rank(Decay(mark_index_basis_bps,24)),Rank(Decay(mark_index_basis_bps,12)))),-3,3)",skeleton_931e68d04ee11844,prod_b79383bf5beaf602,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
459,a7ab3_259e51a3d817578c,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Sub(Sub(Mean(premium_close_bps,24),Decay(premium_close_bps,12)),Sub(TSRank(premium_close_bps,168),Rank(premium_close_bps)))",skeleton_d28a4a1d3d3ef772,prod_a2ab8f346c2bbd14,horizon_spread,True,False,A7AB4_materialization_preflight_only
460,a7ab3_9ce0df2fa49d212a,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Clip(Sub(TSRank(premium_close_bps,24),TSRank(premium_close_bps,168)),-3,3)",skeleton_2c7cbbca5fb2e3ff,prod_aa1ef7e741ba7126,clip_atom,True,False,A7AB4_materialization_preflight_only
461,a7ab3_2039549c89431ccf,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Winsor(Sub(Decay(mark_index_basis_bps,12),Decay(mark_index_basis_bps,4)),3)",skeleton_1bfeeed2faa0c752,prod_63e40899e3e9801a,winsor_atom,True,False,A7AB4_materialization_preflight_only
462,a7ab3_47f44a5d3ee776de,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Clip(Sub(Mul(Decay(mark_index_basis_bps,24),ZScore(Delta(mark_index_basis_bps,4))),ZScore(mark_index_basis_bps)),-3,3)",skeleton_007ceb90e9646fcf,prod_9d9aaf0773348c06,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
463,a7ab3_ad1b2c2e11c31a23,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Clip(Sub(Sub(Decay(Mean(mark_index_basis_bps,168),4),Mean(Decay(mark_index_basis_bps,12),24)),Sub(Rank(Decay(mark_index_basis_bps,12)),Rank(Decay(mark_index_basis_bps,24)))),-3,3)",skeleton_931e68d04ee11844,prod_b79383bf5beaf602,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
464,a7ab3_34726c414ae03225,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Mul(Mean(mark_index_basis_bps,24),Sub(TSRank(Delta(mark_index_basis_bps,4),72),Rank(Delta(mark_index_basis_bps,24))))",skeleton_f45bdb251a88eaea,prod_f5a46053515624ba,self_interaction,True,False,A7AB4_materialization_preflight_only
465,a7ab3_c00bca4b4e36dfce,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Winsor(Sub(Decay(mark_index_basis_bps,12),Decay(mark_index_basis_bps,24)),3)",skeleton_1bfeeed2faa0c752,prod_63e40899e3e9801a,winsor_atom,True,False,A7AB4_materialization_preflight_only
466,a7ab3_3bcc8b9159fe3760,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Rank(Sub(Decay(Delta(mark_index_basis_bps,24),12),Mul(Rank(Delta(mark_index_basis_bps,24)),TSRank(Mean(mark_index_basis_bps,168),168))))",skeleton_55190e4dae05846e,prod_0d8a49d0705c91c1,rank_horizon_spread,True,False,A7AB4_materialization_preflight_only
467,a7ab3_6e2fa50b4dbd3cf2,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Rank(Sub(Rank(Decay(premium_close_bps,24)),Rank(Decay(premium_close_bps,4))))",skeleton_0d0b63c5ed3bddab,prod_27561277934afe9f,rank_atom,True,False,A7AB4_materialization_preflight_only
468,a7ab3_deea89f85353d3a0,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Clip(Sub(Sub(Decay(Mean(mark_index_basis_bps,168),4),Mean(Decay(mark_index_basis_bps,12),4)),Sub(Rank(Decay(mark_index_basis_bps,4)),Rank(Decay(mark_index_basis_bps,12)))),-3,3)",skeleton_931e68d04ee11844,prod_b79383bf5beaf602,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
469,a7ab3_6b8b55ab32720ca4,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Clip(Decay(premium_close_bps,4),-3,3)",skeleton_5190274b100e392b,prod_510b615aa1d6cffe,clip_atom,True,False,A7AB4_materialization_preflight_only
470,a7ab3_727706f8ddebb3f7,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Sub(Sub(Mean(premium_close_bps,24),Decay(premium_close_bps,12)),Sub(TSRank(premium_close_bps,24),Rank(premium_close_bps)))",skeleton_d28a4a1d3d3ef772,prod_a2ab8f346c2bbd14,horizon_spread,True,False,A7AB4_materialization_preflight_only
471,a7ab3_685da36a9d3ea4bd,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Rank(Sub(Decay(Delta(mark_index_basis_bps,24),12),Mul(Rank(Delta(mark_index_basis_bps,24)),TSRank(Mean(mark_index_basis_bps,168),24))))",skeleton_55190e4dae05846e,prod_0d8a49d0705c91c1,rank_horizon_spread,True,False,A7AB4_materialization_preflight_only
472,a7ab3_ad1d6277095afa03,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"ZScore(TSRank(Sub(Mean(mark_index_basis_bps,4),Mean(mark_index_basis_bps,72)),168))",skeleton_4bc196574b0d7a0a,prod_df11d10813c37639,zscore_atom,True,False,A7AB4_materialization_preflight_only
473,a7ab3_a961029b853535bb,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Clip(Sub(Sub(Decay(Mean(mark_index_basis_bps,168),4),Mean(Decay(mark_index_basis_bps,12),4)),Sub(Rank(Decay(mark_index_basis_bps,12)),Rank(Decay(mark_index_basis_bps,4)))),-3,3)",skeleton_931e68d04ee11844,prod_b79383bf5beaf602,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
474,a7ab3_6a9bd81ad2341971,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Rank(Sub(Decay(Delta(mark_index_basis_bps,24),12),Mul(Rank(Delta(mark_index_basis_bps,24)),TSRank(Mean(mark_index_basis_bps,168),72))))",skeleton_55190e4dae05846e,prod_0d8a49d0705c91c1,rank_horizon_spread,True,False,A7AB4_materialization_preflight_only
475,a7ab3_fa0b484e38454f8f,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Sub(Decay(Sub(Mean(premium_close_bps,24),Mean(premium_close_bps,72)),24),Sub(ZScore(Delta(premium_close_bps,1)),ZScore(Delta(premium_close_bps,24))))",skeleton_1889f2effaf94e35,prod_9855679da6ccb2ba,horizon_spread,True,False,A7AB4_materialization_preflight_only
476,a7ab3_e8c5a3890a5fb3cf,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Clip(Sub(Sub(Decay(Mean(mark_index_basis_bps,168),4),Mean(Decay(mark_index_basis_bps,12),72)),Sub(Rank(Decay(mark_index_basis_bps,4)),Rank(Decay(mark_index_basis_bps,12)))),-3,3)",skeleton_931e68d04ee11844,prod_b79383bf5beaf602,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
477,a7ab3_c3aa3f70ab99a45f,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Sub(Decay(Sub(Mean(premium_close_bps,24),Mean(premium_close_bps,4)),24),Sub(ZScore(Delta(premium_close_bps,1)),ZScore(Delta(premium_close_bps,4))))",skeleton_1889f2effaf94e35,prod_9855679da6ccb2ba,horizon_spread,True,False,A7AB4_materialization_preflight_only
478,a7ab3_988d53de09367e4d,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Clip(Sub(Sub(Decay(Mean(mark_index_basis_bps,168),24),Mean(Decay(mark_index_basis_bps,4),24)),Sub(Rank(Decay(mark_index_basis_bps,24)),Rank(Decay(mark_index_basis_bps,4)))),-3,3)",skeleton_931e68d04ee11844,prod_b79383bf5beaf602,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
