symbol,search_eligibility,history_tier,liquidity_rank,liquidity_tier,median_hourly_quote_volume,is_core12,is_major,contract_format,meme_contract_group,is_meme_token,is_multiplier_contract,contract_unit_multiplier,btc_beta_train,btc_corr_train,btc_beta_obs_train,eth_beta_train,eth_corr_train,eth_beta_obs_train,major_beta_proxy_abs_corr,requires_beta_residual_audit
PROMUSDT,listing_aware,recent_only,422,tail,123292.5571,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
XVSUSDT,strict_full_history,full_2024_2026apr,423,tail,120100.5212,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.0282974503201807,0.5355342686601493,8783,0.9320668062048846,0.59262320751095,8783,0.59262320751095,True
SFPUSDT,strict_full_history,full_2024_2026apr,424,tail,118412.80015,False,False,plain_contract,non_meme_plain_contract,False,False,1,0.7633935035328144,0.49659576181705894,8783,0.6974083851291087,0.5538661443972049,8783,0.5538661443972049,True
DOODUSDT,listing_aware,recent_only,425,tail,117558.6186747,False,False,plain_contract,meme_plain_contract,True,False,1,,,0,,,0,0.0,True
ONGUSDT,strict_full_history,full_2024_2026apr,426,tail,117063.320445,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.1306088383330293,0.5410004410018967,8783,0.9615695687231344,0.5617318631875472,8783,0.5617318631875472,True
LSKUSDT,strict_full_history,full_2024_2026apr,427,tail,115580.4027,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.0986079188568467,0.5273562821379416,8193,0.9613868639780416,0.569596844779507,8193,0.569596844779507,True
MOCAUSDT,listing_aware,listed_by_2025H1,428,tail,115522.87935,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.1141207460572464,0.18577279685880446,372,0.786037278741162,0.18491217394048487,372,0.18577279685880446,True
AKTUSDT,listing_aware,listed_by_2025H1,429,tail,112527.388,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.4223159722059124,0.5684612218779612,1044,1.0932013564592922,0.5854826892002929,1044,0.5854826892002929,True
LUMIAUSDT,listing_aware,listed_by_2025H1,430,tail,110871.01181,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.9532210399921321,0.6534423851144261,324,1.5166771043858909,0.7230662457703796,324,0.7230662457703796,True
TOWNSUSDT,listing_aware,short_history,431,tail,109069.39304,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
SONICUSDT,listing_aware,listed_by_2025H1,432,tail,106499.40273,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
BULLAUSDT,listing_aware,recent_only,433,tail,104302.31517,False,False,plain_contract,meme_plain_contract,True,False,1,,,0,,,0,0.0,True
TOSHIUSDT,listing_aware,short_history,434,tail,103576.8286924,False,False,plain_contract,meme_plain_contract,True,False,1,,,0,,,0,0.0,True
AWEUSDT,listing_aware,recent_only,435,tail,103516.97443,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
RIFUSDT,strict_full_history,full_2024_2026apr,436,tail,103370.500195,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.3956007555628118,0.5874332476047185,8783,1.1844421864627324,0.608659353201493,8783,0.608659353201493,True
CGPTUSDT,listing_aware,listed_by_2025H1,437,tail,103165.9759,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.279949884595716,0.24581491701024902,268,1.1773955270027487,0.2916423909410698,268,0.2916423909410698,True
FRAXUSDT,listing_aware,short_history,438,tail,103160.4774,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
SAFEUSDT,listing_aware,listed_by_2025H1,439,tail,101941.7757,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.2083344400955327,0.5041688864371506,1619,1.028381787792221,0.5631728031602544,1619,0.5631728031602544,True
SANTOSUSDT,listing_aware,listed_by_2025H1,440,tail,98844.4164,False,False,plain_contract,non_meme_plain_contract,False,False,1,0.7294005187629785,0.31939643837406806,1545,0.7092817992040693,0.40681303767324867,1545,0.40681303767324867,True
WAXPUSDT,strict_full_history,full_2024_2026apr,441,tail,98322.71687,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.1903799687762116,0.647871685217654,8783,1.035605270385797,0.6881145599518893,8783,0.6881145599518893,True
ETHWUSDT,strict_full_history,full_2024_2026apr,442,tail,97253.90145,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.2481846769941245,0.5720501410578787,8783,1.214040185436928,0.6792840515972568,8783,0.6792840515972568,True
B2USDT,listing_aware,recent_only,443,tail,97077.3123,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
STEEMUSDT,strict_full_history,full_2024_2026apr,444,tail,96136.38205,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.1128920591711042,0.5640106206393974,8783,0.9645836301556928,0.5968115664699406,8783,0.5968115664699406,True
GUSDT,listing_aware,listed_by_2025H1,445,tail,94376.76041,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.1962395626528206,0.5869172048889116,3323,1.0371899158672206,0.6431280209342881,3323,0.6431280209342881,True
JSTUSDT,listing_aware,recent_only,446,tail,93673.689121,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
AIOUSDT,listing_aware,short_history,447,tail,90311.83157,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
TRUSTUSDT,listing_aware,short_history,448,tail,90245.37742,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
DIAUSDT,listing_aware,listed_by_2025H1,449,tail,89218.13209999999,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.3077669575098436,0.421430353565022,2171,1.2080501722845078,0.5059904762873401,2171,0.5059904762873401,True
AINUSDT,listing_aware,recent_only,450,tail,88185.04660999999,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
DODOXUSDT,strict_full_history,full_2024_2026apr,451,tail,87430.446016,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.2787198517080918,0.5947808797162033,8783,1.1664998999226224,0.6624138478834252,8783,0.6624138478834252,True
HEIUSDT,listing_aware,recent_only,452,tail,86905.71776,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
KOMAUSDT,listing_aware,listed_by_2025H1,453,tail,86840.67132,False,False,plain_contract,meme_plain_contract,True,False,1,1.6751577252027106,0.3128439221519369,515,1.3908473604328946,0.3622785699479711,515,0.3622785699479711,True
ALPINEUSDT,listing_aware,recent_only,454,tail,86440.63728,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
VELVETUSDT,listing_aware,short_history,455,tail,86404.13787,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
MITOUSDT,listing_aware,short_history,456,tail,85917.45309,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
BNTUSDT,strict_full_history,full_2024_2026apr,457,tail,85710.14890500001,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.1606771844017867,0.7169816145966683,8783,1.0478866652963315,0.7902672623629834,8783,0.7902672623629834,True
ACUUSDT,listing_aware,short_history,458,tail,84009.11254,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
ASRUSDT,listing_aware,recent_only,459,tail,83294.5247,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
CLANKERUSDT,listing_aware,short_history,460,tail,81846.516,False,False,plain_contract,meme_plain_contract,True,False,1,,,0,,,0,0.0,True
CVXUSDT,hold_quality_or_short_history,recent_only,461,tail,81431.7719,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
FLOCKUSDT,listing_aware,short_history,462,tail,80430.84151500001,False,False,plain_contract,meme_plain_contract,True,False,1,,,0,,,0,0.0,True
DUSDT,listing_aware,listed_by_2025H1,463,tail,80047.171776,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
SPORTFUNUSDT,listing_aware,short_history,464,tail,80035.5672,False,False,plain_contract,meme_plain_contract,True,False,1,,,0,,,0,0.0,True
AKEUSDT,listing_aware,short_history,465,tail,79721.18565284999,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
ACXUSDT,listing_aware,listed_by_2025H1,466,tail,79228.90388,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.8533289414401206,0.48933318633144857,608,1.5090916241060548,0.5446220986677457,608,0.5446220986677457,True
ELSAUSDT,listing_aware,short_history,467,tail,79109.45908,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
RECALLUSDT,listing_aware,short_history,468,tail,78867.26075,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
HIVEUSDT,listing_aware,listed_by_2025H1,469,tail,76376.09385,False,False,plain_contract,non_meme_plain_contract,False,False,1,0.6416395917417645,0.12321938967753437,204,0.3717869311381343,0.0866427110913317,204,0.12321938967753437,True
FLUXUSDT,listing_aware,listed_by_2025H1,470,tail,76267.991,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.3354090949244317,0.6141512410359538,2872,1.182423462349573,0.6942840618563707,2872,0.6942840618563707,True
TURTLEUSDT,listing_aware,short_history,471,tail,75129.19509,False,False,plain_contract,meme_plain_contract,True,False,1,,,0,,,0,0.0,True
TAGUSDT,listing_aware,short_history,472,tail,74587.5388512,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
BROCCOLIF3BUSDT,listing_aware,recent_only,473,tail,74020.806761,False,False,plain_contract,meme_plain_contract,True,False,1,,,0,,,0,0.0,True
BRUSDT,listing_aware,recent_only,474,tail,72519.13949,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
VELODROMEUSDT,listing_aware,listed_by_2025H1,475,tail,71932.941725,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.4247847675839471,0.36760485334026616,439,1.1412145423185216,0.4143219041494842,439,0.4143219041494842,True
CROSSUSDT,listing_aware,recent_only,476,tail,71204.61183499999,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
ORDERUSDT,listing_aware,short_history,477,tail,70355.382755,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
VTHOUSDT,listing_aware,recent_only,478,tail,70123.289071,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
AVAUSDT,listing_aware,listed_by_2025H1,479,tail,70073.39206,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.6069955381103798,0.3725951170213974,442,1.3760343067592744,0.44685256008005875,442,0.44685256008005875,True
AERGOUSDT,hold_quality_or_short_history,recent_only,480,tail,68131.99583,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
ONUSDT,listing_aware,short_history,481,tail,67963.03325000001,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
IDOLUSDT,listing_aware,recent_only,482,tail,66995.23417,False,False,plain_contract,meme_plain_contract,True,False,1,,,0,,,0,0.0,True
SCRTUSDT,listing_aware,listed_by_2025H1,483,tail,66025.3732,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.4970192039831098,0.35808289313796,972,1.2029693518199553,0.3927522338955321,972,0.3927522338955321,True
COSUSDT,listing_aware,listed_by_2025H1,484,tail,65058.537374,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.139957883108647,0.45835016321599414,2218,1.0075537193175577,0.5265478175110102,2218,0.5265478175110102,True
USUSDT,listing_aware,short_history,485,tail,61700.62809,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
PUMPBTCUSDT,listing_aware,recent_only,486,tail,59425.942695000005,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
MAVIAUSDT,hold_quality_or_short_history,recent_only,487,tail,59037.78079,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
PUNDIXUSDT,listing_aware,recent_only,488,tail,57970.8586,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
FLUIDUSDT,listing_aware,short_history,489,tail,54244.99705,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
ALLUSDT,listing_aware,short_history,490,tail,50849.2739,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
TACUSDT,listing_aware,short_history,491,tail,50809.710307,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
1000000BOBUSDT,listing_aware,recent_only,492,tail,47507.43692,False,False,multiplier_contract,meme_multiplier_contract,True,True,1000000,,,0,,,0,0.0,True
CVCUSDT,hold_quality_or_short_history,recent_only,493,tail,45585.89099,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
VICUSDT,listing_aware,recent_only,494,tail,45063.1739,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
CARVUSDT,listing_aware,short_history,495,tail,40497.6491,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
SLPUSDT,hold_quality_or_short_history,recent_only,496,tail,38716.878723,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
CTKUSDT,hold_quality_or_short_history,recent_only,497,tail,34489.29875,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
TAIKOUSDT,listing_aware,recent_only,498,tail,34410.2362,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
