blueprint_id,expression,semantic_pair,motif,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,robust_median_tstat_floor,robust_min_tstat_floor,robust_ok,cost2_recent_oriented,cost5_recent_oriented,cost10_recent_oriented,avg_n_obs_recent,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,non_l7_bonus,score_no_may,skeleton_key,finite_share,nonzero_share,shard_id,lag_ok_bool,robust_ok_bool,premay_all_positive_bool,is_l7,is_placebo,is_low_prior,contains_basis_premium,contains_basis_premium_like,contains_price_like,contains_liquidity_like,contains_volatility_like,contains_positioning_like,contains_open_interest_like,contains_taker_flow_like,contains_funding_state_like,contains_listing_age_like,contains_regime_state,strict_non_l7,strong_non_l7,arbitration_score,a7ls19_reject_reason
a7ls15_e2db9657490dcdc0,"SafeDiv(Abs(ZScore(Mean(premium_abs_168h,3))),Abs(TSRank(mark_index_basis_bps,72)))",basis_premium_like,safe_div_abs,L5_vol_adjusted_return,1,1.0,3,True,0.5467468098098611,0.0301515488628378,True,4.300154997081804,4.300154997081804,True,0.0855326676270702,0.0849326676270702,0.0839326676270702,95.86666666666666,A7LS18a7ls18_s002_NUMERIC_CLUE,696,0.0108534256770798,1.0151500144022358,1.0151500144022358,1.0151500144022358,0.5387931034482759,719,0.0538858045554849,4.595366760151736,4.595366760151736,4.595366760151736,0.5563282336578581,719,0.0636525883611712,4.573386804044278,4.573386804044278,4.573386804044278,0.5924895688456189,719,0.0859326676270702,4.300154997081804,4.300154997081804,4.300154997081804,0.5549374130737135,1.0,91.38592081726034,skel_2674b9b28339672e,0.820741166331514,1.0,a7ls18_s002,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,208.58111222866867,strict_non_l7_eligible
a7ls15_4da1952e04ae348e,"SafeDiv(mark_index_basis_bps,Abs(mark_trade_basis_bps))",basis_premium_like,safe_div_abs,L5_vol_adjusted_return,1,-1.0,3,True,0.5189727323014445,0.0382100254524818,True,3.815254784511097,3.815254784511097,True,0.0772469826700229,0.0766469826700229,0.0756469826700229,63.55277777777778,A7LS18a7ls18_s002_NUMERIC_CLUE,719,-0.0152254013294911,-1.3021524833367992,-1.3021524833367992,-1.3021524833367992,0.4714881780250348,719,-0.04767330759302,-4.080095372433889,-4.080095372433889,-4.080095372433889,0.4214186369958275,719,-0.0732077204246696,-4.674378603617886,-4.674378603617886,-4.674378603617886,0.4269819193324061,719,-0.0776469826700229,-3.815254784511097,-3.815254784511097,-3.815254784511097,0.3977746870653685,1.0,83.12800993772146,skel_d9d4f69744bac825,0.6854980609020397,0.9836910733072286,a7ls18_s002,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,201.98964599963477,strict_non_l7_eligible
a7ls15_9c1cfb5e02844b76,"Delta(mark_index_basis_bps,12)",basis_premium_like,single,L5_vol_adjusted_return,8,-1.0,3,True,0.6196426762880531,0.2474737953713839,True,0.6269007657003582,2.3257390719032007,True,0.3898478213379182,0.3892478213379182,0.3882478213379182,94.93333333333334,A7LS18a7ls18_s003_NUMERIC_CLUE,700,-0.0150161408964404,-0.519621626564993,-0.1752877095373683,-1.634500348988936,0.48,712,-0.0557262408090269,-2.0187829422163017,-0.6269007657003582,-2.5267199939028933,0.4410112359550562,712,-0.1378316439477126,-3.261928771816353,-1.3296474739505553,-2.3257390719032007,0.4508426966292135,712,-0.3902478213379182,-5.507263806737558,-2.3333393520725183,-3.2785563652734826,0.4115168539325842,1.0,395.6281786616302,skel_1d39996e97d5ace0,0.9962654409652398,0.998429089773164,a7ls18_s003,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,508.4496180843471,strict_non_l7_eligible
a7ls15_89af0055286edb3e,"Mean(Mul(Decay(basis_abs_168h,36),Delta(mark_index_basis_bps,2)),4)",basis_premium_like,smooth_mul,L5_vol_adjusted_return,1,-1.0,3,True,0.3382808106025753,0.0234170298032479,True,3.2659561008278675,3.2659561008278675,True,0.0657375577908546,0.0651375577908546,0.0641375577908546,95.86666666666666,A7LS18a7ls18_s003_NUMERIC_CLUE,693,-0.0138438742362989,-1.3582589439311994,-1.3582589439311994,-1.3582589439311994,0.4747474747474747,719,-0.0491167724877542,-4.971101092072653,-4.971101092072653,-4.971101092072653,0.3977746870653685,719,-0.0678909665854346,-4.564985206013072,-4.564985206013072,-4.564985206013072,0.4172461752433936,719,-0.0661375577908546,-3.2659561008278675,-3.2659561008278675,-3.2659561008278675,0.4700973574408901,1.0,71.79927698025209,skel_8a80c8785bbf365b,0.8233266302786556,0.9999418469411492,a7ls18_s003,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,201.50242834409758,strict_non_l7_eligible
a7ls15_21e2eb5bd528cfa5,"Mul(TSRank(mark_index_basis_bps,3),Sign(Mean(ZScore(Mean(premium_abs_168h,36)),24)))",basis_premium_like,state_gate,L5_vol_adjusted_return,24,1.0,3,True,0.7983491675324347,0.3000188183712627,True,0.4196562687259766,-1.465519035053852,True,0.3348512000441305,0.3342512000441305,0.3332512000441305,92.8,A7LS18a7ls18_s004_NUMERIC_CLUE,348,0.1597455338864841,2.5318054272852577,0.3330930374486566,-1.5642372251348078,0.5574712643678161,369,0.4019719272625175,5.699482420694984,1.2024480892057594,-0.6857716915542326,0.6504065040650406,325,0.2423674876474988,2.735666253009738,0.729175912662853,-1.465519035053852,0.5876923076923077,220,0.3352512000441305,2.1213099877472112,0.4196562687259766,-0.984171934404372,0.5,1.0,340.4528508765981,skel_4b7f5aabd80a7296,0.817581154840563,1.0,a7ls18_s004,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,442.551900824652,strict_non_l7_eligible
a7ls15_4d000620ecebce62,"Mul(Delta(mark_trade_basis_bps,16),Sign(Mean(Abs(ZScore(Mean(premium_abs_168h,8))),24)))",basis_premium_like,state_gate,L5_vol_adjusted_return,8,1.0,3,True,0.680450515646464,0.0573532684694685,True,1.1985735203146366,-0.1275171079536703,True,0.1989544677218421,0.1983544677218421,0.1973544677218421,94.93333333333334,A7LS18a7ls18_s004_NUMERIC_CLUE,682,0.0005905885171234,0.0226889965443896,0.052166801177252,-2.060509886110382,0.5087976539589443,712,0.0957217641197666,3.7808638725871946,1.3075632230566234,-0.1275171079536703,0.5800561797752809,712,0.1887564538789516,4.98272904116276,1.4593411234437736,0.5522800866168113,0.5898876404494382,712,0.1993544677218421,3.357068235378316,1.1985735203146366,0.0876508074268499,0.5547752808988764,1.0,204.67401720619569,skel_b1251d7d11b756bc,0.8187302499281816,0.8938486842105263,a7ls18_s004,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,313.84698626740783,strict_non_l7_eligible
a7ls15_3a499e9f163a0fad,"Sub(CSRank(Delta(mark_index_basis_bps,36)),CSRank(Abs(ZScore(Mean(mark_trade_basis_bps,504)))))",basis_premium_like,spread_rank,L5_vol_adjusted_return,1,-1.0,3,True,0.5787395321413431,0.0281149449306557,True,4.075745234647539,4.075745234647539,True,0.0766593493599485,0.0760593493599485,0.0750593493599485,95.86666666666666,A7LS18a7ls18_s004_NUMERIC_CLUE,683,-0.0079433238347653,-0.8165430237422991,-0.8165430237422991,-0.8165430237422991,0.4992679355783309,719,-0.0427649919282526,-4.529975425093856,-4.529975425093856,-4.529975425093856,0.4047287899860918,719,-0.0671607542348156,-5.392390070243912,-5.392390070243912,-5.392390070243912,0.4061196105702364,719,-0.0770593493599485,-4.075745234647539,-4.075745234647539,-4.075745234647539,0.4353268428372739,1.0,82.48060982780717,skel_f5b37d2264eba0bd,0.9893708704395288,0.9884944831591173,a7ls18_s004,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,197.75623789932658,strict_non_l7_eligible
a7ls15_c02089637901c09f,"Mean(Mul(Delta(mark_trade_basis_bps,96),TSRank(premium_abs_168h,6)),4)",basis_premium_like,smooth_mul,L5_vol_adjusted_return,1,1.0,3,True,0.3487369945320632,0.025742190079444,True,3.559741141590931,3.559741141590931,True,0.0711868326687585,0.0705868326687585,0.0695868326687585,95.86666666666666,A7LS18a7ls18_s004_NUMERIC_CLUE,620,0.0004374543881613,0.0428857608554562,0.0428857608554562,0.0428857608554562,0.5306451612903226,719,0.0423028019516161,4.697823291264475,4.697823291264475,4.697823291264475,0.5757997218358831,719,0.0849813030224502,6.634502865120108,6.634502865120108,6.634502865120108,0.6050069541029207,719,0.0715868326687585,3.559741141590931,3.559741141590931,3.559741141590931,0.5493741307371349,1.0,77.23809567422647,skel_8a80c8785bbf365b,0.7989083596667624,0.9994081865036556,a7ls18_s004,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,206.3138760023027,strict_non_l7_eligible
a7ls15_02213ddd0b85be23,"Sub(Delta(mark_index_basis_bps,2),ZScore(Mean(premium_abs_168h,72)))",basis_premium_like,sub,L5_vol_adjusted_return,24,-1.0,3,True,0.665854211578965,0.2034847469069463,True,0.5280517685983281,2.2503473658544646,True,0.3184975399164673,0.3178975399164673,0.3168975399164673,92.8,A7LS18a7ls18_s005_NUMERIC_CLUE,673,-0.0229085251860434,-0.4618573081545525,0.2748227309229011,-1.6424092677285198,0.4814264487369985,696,-0.1259422386292762,-2.5868575173099506,-0.5280517685983281,-2.2503473658544646,0.4683908045977011,696,-0.2349581210869339,-3.71237291287928,-0.8695839994678578,-2.7554435825599928,0.4353448275862069,696,-0.3188975399164673,-2.7920212291812763,-0.6026277430585963,-2.627525266434546,0.4626436781609195,1.0,324.2316857048883,skel_3afee12eb6a9078f,0.834530307382936,1.0,a7ls18_s005,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,434.28043301015043,strict_non_l7_eligible
a7ls15_b0801a2fcacafcc5,"Sub(Delta(mark_index_basis_bps,6),Delta(mark_trade_basis_bps,16))",basis_premium_like,sub,L5_vol_adjusted_return,8,-1.0,3,True,0.7399442022560581,0.157316376684159,True,1.586337300466558,2.489236363683173,True,0.2915125456879803,0.2909125456879803,0.2899125456879803,94.93333333333334,A7LS18a7ls18_s005_NUMERIC_CLUE,696,-0.0063287949678587,-0.219860284312013,-0.188670072666936,-0.606712093175318,0.4741379310344827,712,-0.125626841395588,-4.120222253886439,-1.6727085262940289,-2.489236363683173,0.4213483146067415,712,-0.164308190571117,-4.119300179462968,-1.6595893880278314,-2.580121707192941,0.4283707865168539,712,-0.2919125456879803,-4.497849251149526,-1.586337300466558,-3.64981294962996,0.4129213483146067,1.0,297.1726014857243,skel_8727d93aac220fc6,0.9951163458776212,0.9998887365280984,a7ls18_s005,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,402.7759493503608,strict_non_l7_eligible
a7ls15_66c8efe515a58d35,"Sub(Abs(ZScore(Mean(basis_abs_168h,2))),Delta(mark_index_basis_bps,504))",basis_premium_like,sub,L5_vol_adjusted_return,1,1.0,3,True,0.6891484456160787,0.0308795894616882,True,5.589867238959876,5.589867238959876,True,0.1156953570028496,0.1150953570028496,0.1140953570028496,95.86666666666666,A7LS18a7ls18_s005_NUMERIC_CLUE,215,0.035123722540518,1.7951453177689607,1.7951453177689607,1.7951453177689607,0.5441860465116279,719,0.0691965989664094,6.440289255312276,6.440289255312276,6.440289255312276,0.60778859527121,719,0.128624452321096,9.4503975869091,9.4503975869091,9.4503975869091,0.6467315716272601,719,0.1160953570028496,5.589867238959876,5.589867238959876,5.589867238959876,0.5841446453407511,1.0,121.40620855723354,skel_977fab637a7d4823,0.6825624820453893,1.0,a7ls18_s005,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,230.0573018202688,strict_non_l7_eligible
a7ls15_c22e819b5885fcf9,"Sub(TSRank(mark_index_basis_bps,240),Abs(ZScore(Mean(mark_trade_basis_bps,12))))",basis_premium_like,sub,L5_vol_adjusted_return,1,-1.0,3,True,0.5272593316646106,0.0217205003702801,True,3.3664212137098777,3.3664212137098777,True,0.0841925769505115,0.0835925769505115,0.0825925769505115,95.86666666666666,A7LS18a7ls18_s005_NUMERIC_CLUE,696,-0.0119403372823299,-1.1339039298381213,-1.1339039298381213,-1.1339039298381213,0.4856321839080459,719,-0.042302683191251,-4.398952565587586,-4.398952565587586,-4.398952565587586,0.4130737134909596,719,-0.0481381975357572,-3.3664212137098777,-3.3664212137098777,-3.3664212137098777,0.4172461752433936,719,-0.0845925769505115,-4.154826861274102,-4.154826861274102,-4.154826861274102,0.4422809457579972,1.0,90.0653176188469,skel_156d0fafafecde17,0.993105429474289,1.0,a7ls18_s005,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,208.42975771897028,strict_non_l7_eligible
a7ls15_01ea6cfe8374ef71,"Mul(TSRank(mark_trade_basis_bps,36),Sign(Mean(volume_volatility_ratio_168h,2)))",basis_premium_like|liquidity_like,gated_sign,L5_vol_adjusted_return,8,1.0,3,True,0.5218197986778011,0.0638973849926837,True,1.2672780845885314,-0.4836949551981744,True,0.2487027119529156,0.2481027119529156,0.2471027119529156,94.93333333333334,A7LS18a7ls18_s007_NUMERIC_CLUE,654,0.0237909049011637,0.8612333256723431,0.2330508674628033,-0.4624708703426277,0.5259938837920489,698,0.0883996977217583,3.1039425320480967,1.2672780845885314,-0.4836949551981744,0.5730659025787965,699,0.1635129988808992,4.279063072225616,1.3095352056627512,0.3085137044741805,0.5665236051502146,701,0.2491027119529156,4.327475348589802,1.6728534152506889,0.4309550859375914,0.5748930099857347,1.0,254.58089215423783,skel_3afee12eb6a9078f,0.820741166331514,1.0,a7ls18_s007,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,373.2717042335698,strict_non_l7_eligible
a7ls15_93d357392d8d7eb3,"Mul(TSRank(mark_index_basis_bps,24),Sign(Abs(ZScore(Mean(trade_quote_volume,4)))))",basis_premium_like|liquidity_like,gated_sign,L5_vol_adjusted_return,1,-1.0,3,True,0.3062989516308478,0.0409381171595654,True,5.66828576444543,5.66828576444543,True,0.1109895245802414,0.1103895245802414,0.1093895245802414,95.86666666666666,A7LS18a7ls18_s007_NUMERIC_CLUE,651,-0.0379202789325937,-3.620169433591172,-3.620169433591172,-3.620169433591172,0.4362519201228879,692,-0.0806891855986361,-7.994483517102976,-7.994483517102976,-7.994483517102976,0.3439306358381503,704,-0.1057736784330351,-8.25162583735009,-8.25162583735009,-8.25162583735009,0.3522727272727273,710,-0.1113895245802414,-5.66828576444543,-5.66828576444543,-5.66828576444543,0.3845070422535211,1.0,117.08322562861056,skel_437d739eeb4ca960,0.993105429474289,1.0,a7ls18_s007,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,248.70528853075967,strict_non_l7_eligible
