a7ls19_rank,blueprint_id,expression,semantic_pair,motif,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,robust_median_tstat_floor,robust_min_tstat_floor,robust_ok,cost2_recent_oriented,cost5_recent_oriented,cost10_recent_oriented,avg_n_obs_recent,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,non_l7_bonus,score_no_may,skeleton_key,finite_share,nonzero_share,shard_id,lag_ok_bool,robust_ok_bool,premay_all_positive_bool,is_l7,is_placebo,is_low_prior,contains_basis_premium,contains_basis_premium_like,contains_price_like,contains_liquidity_like,contains_volatility_like,contains_positioning_like,contains_open_interest_like,contains_taker_flow_like,contains_funding_state_like,contains_listing_age_like,contains_regime_state,strict_non_l7,strong_non_l7,arbitration_score,a7ls19_reject_reason,a7ls19_decision
11,a7ls15_5275f07bf670d712,"Mul(Delta(Abs(ZScore(Mean(basis_abs_168h,16))),4),ZScore(Delta(trade_volume,168)))",basis_premium_like|liquidity_like,relative_shock,L5_vol_adjusted_return,24,-1.0,3,True,0.7168068994430205,0.388079816116837,True,0.6320366864556768,1.6650054959592702,True,0.4042376022135369,0.4036376022135369,0.4026376022135369,92.8,A7LS18a7ls18_s009_NUMERIC_CLUE,528,-0.1333385862651494,-2.8230574241135327,-0.4665008344671604,-1.820835124119584,0.4564393939393939,696,-0.2042814543298867,-3.8207246432166,-0.9224641929933364,-2.6688018630174186,0.4568965517241379,696,-0.2407499948962446,-3.1947862080644005,-0.6856449324668059,-1.6650054959592702,0.4956896551724138,696,-0.4046376022135369,-3.3911557860234227,-0.6320366864556768,-2.878492816198788,0.4727011494252873,1.0,409.9207953140939,skel_43237bd24e4079e9,0.7790864694053433,1.0,a7ls18_s009,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,516.9123813475127,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE
12,a7ls15_9c1cfb5e02844b76,"Delta(mark_index_basis_bps,12)",basis_premium_like,single,L5_vol_adjusted_return,8,-1.0,3,True,0.6196426762880531,0.2474737953713839,True,0.6269007657003582,2.3257390719032007,True,0.3898478213379182,0.3892478213379182,0.3882478213379182,94.93333333333334,A7LS18a7ls18_s003_NUMERIC_CLUE,700,-0.0150161408964404,-0.519621626564993,-0.1752877095373683,-1.634500348988936,0.48,712,-0.0557262408090269,-2.0187829422163017,-0.6269007657003582,-2.5267199939028933,0.4410112359550562,712,-0.1378316439477126,-3.261928771816353,-1.3296474739505553,-2.3257390719032007,0.4508426966292135,712,-0.3902478213379182,-5.507263806737558,-2.3333393520725183,-3.2785563652734826,0.4115168539325842,1.0,395.6281786616302,skel_1d39996e97d5ace0,0.9962654409652398,0.998429089773164,a7ls18_s003,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,508.4496180843471,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE
13,a7ls15_8d5c9cb072d21cf6,"Mul(Delta(mark_index_basis_bps,12),Sign(Mean(log1p_listing_age_days,168)))",basis_premium_like|listing_age_like,gated_sign,L5_vol_adjusted_return,8,-1.0,3,True,0.6196426762880531,0.2474737953713839,True,0.6269007657003582,2.3257390719032007,True,0.3898478213379182,0.3892478213379182,0.3882478213379182,94.93333333333334,A7LS18a7ls18_s012_NUMERIC_CLUE,689,-0.0090138882013395,-0.3116634447163102,-0.0862278591532932,-1.4218627521606908,0.4833091436865022,712,-0.0557262408090269,-2.0187829422163017,-0.6269007657003582,-2.5267199939028933,0.4410112359550562,712,-0.1378316439477126,-3.261928771816353,-1.3296474739505553,-2.3257390719032007,0.4508426966292135,712,-0.3902478213379182,-5.507263806737558,-2.3333393520725183,-3.2785563652734826,0.4115168539325842,1.0,395.6281786616302,skel_3afee12eb6a9078f,0.86210858948578,0.9983165333777628,a7ls18_s012,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,True,508.4496180843471,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE
14,a7ls15_ddf2a5a6c7583143,"Mul(Delta(mark_index_basis_bps,12),listing_age_days)",basis_premium_like|listing_age_like,mul,L5_vol_adjusted_return,8,-1.0,3,True,0.6432587345063513,0.2470466166268127,True,0.6381542740094422,2.3257390719032007,True,0.3884232532733426,0.3878232532733426,0.3868232532733426,94.93333333333334,A7LS18a7ls18_s013_NUMERIC_CLUE,700,-0.015429593393315,-0.5308631355607549,-0.2388034556174575,-1.6127354190871603,0.4771428571428571,712,-0.0560569852036901,-2.0322199489578807,-0.6381542740094422,-2.5437099773570435,0.4396067415730337,712,-0.1372888171010405,-3.24841597394526,-1.3114818568854956,-2.3257390719032007,0.4508426966292135,712,-0.3888232532733426,-5.487831088626393,-2.31397045610637,-3.2895097744426938,0.4129213483146067,1.0,394.1799945388364,skel_0994b3a36a4d53ba,0.8239011778224649,0.9982965771734076,a7ls18_s013,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,True,505.58447046845527,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE
15,a7ls15_d0b0d2d2c2231ec3,"Mul(Decay(listing_age_days,8),Delta(mark_index_basis_bps,12))",listing_age_like|basis_premium_like,mul,L5_vol_adjusted_return,8,-1.0,3,True,0.6432587345063513,0.2470466166268127,True,0.6381542740094422,2.3257390719032007,True,0.3884232532733426,0.3878232532733426,0.3868232532733426,94.93333333333334,A7LS18a7ls18_s099_NUMERIC_CLUE,700,-0.015429593393315,-0.5308631355607549,-0.2388034556174575,-1.6127354190871603,0.4771428571428571,712,-0.0560569852036901,-2.0322199489578807,-0.6381542740094422,-2.5437099773570435,0.4396067415730337,712,-0.1372888171010405,-3.24841597394526,-1.3114818568854956,-2.3257390719032007,0.4508426966292135,712,-0.3888232532733426,-5.487831088626393,-2.31397045610637,-3.2895097744426938,0.4129213483146067,1.0,394.1799945388364,skel_8727d93aac220fc6,0.8239011778224649,0.9982965771734076,a7ls18_s099,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,True,505.58447046845527,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE
16,a7ls15_7355ef8aa37d5217,"Mul(Sub(CSRank(Delta(mark_trade_basis_bps,2)),CSRank(TSRank(mark_index_basis_bps,336))),Sign(TSRank(mark_index_basis_bps,336)))",basis_premium_like,signed_spread,L5_vol_adjusted_return,8,1.0,3,True,0.6588377127854667,0.1269169699281949,True,1.20219623887439,-0.5447100661914761,True,0.3410456006806238,0.3404456006806238,0.3394456006806238,94.93333333333334,A7LS18a7ls18_s002_NUMERIC_CLUE,689,0.0163706067324084,0.601684507142243,-0.0086308287249581,-1.0171750123379788,0.5283018867924528,712,0.0933000413395157,3.3226195774667047,1.20219623887439,-0.5447100661914761,0.5758426966292135,712,0.265005622282811,6.4256664548325775,2.4212554389240224,0.591624304136533,0.6306179775280899,712,0.3414456006806238,5.4432420426006445,2.1937132786992306,-0.0196559176751108,0.5926966292134831,1.0,346.78676296783834,skel_d2c2cd29eb5fbfcd,0.993105429474289,0.9928376000385692,a7ls18_s002,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,457.2565002007103,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE
17,a7ls15_f0887dbb68165e6d,"Mul(TSRank(mark_trade_basis_bps,6),Abs(ZScore(Mean(trade_volume,720))))",basis_premium_like|liquidity_like,mul,L5_vol_adjusted_return,24,1.0,3,True,0.6660638129925716,0.2421052170386709,True,0.8836718052736733,-0.8197442375090176,True,0.3413216768997582,0.3407216768997582,0.3397216768997582,92.8,A7LS18a7ls18_s008_NUMERIC_CLUE,673,0.0476868466621842,1.1846544215145196,0.122414193718568,-1.1653935021898518,0.5081723625557206,696,0.2390017298715629,5.987701804434045,1.155359863973295,-0.0734267336640548,0.603448275862069,696,0.2692148863603759,4.683875867972271,0.8967933819835587,-0.8197442375090176,0.5833333333333334,696,0.3417216768997582,4.036916707179242,0.8836718052736733,-0.4675235535217399,0.5833333333333334,1.0,347.0556130867657,skel_156d0fafafecde17,0.993105429474289,1.0,a7ls18_s008,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,457.09178430721136,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE
18,a7ls15_21e2eb5bd528cfa5,"Mul(TSRank(mark_index_basis_bps,3),Sign(Mean(ZScore(Mean(premium_abs_168h,36)),24)))",basis_premium_like,state_gate,L5_vol_adjusted_return,24,1.0,3,True,0.7983491675324347,0.3000188183712627,True,0.4196562687259766,-1.465519035053852,True,0.3348512000441305,0.3342512000441305,0.3332512000441305,92.8,A7LS18a7ls18_s004_NUMERIC_CLUE,348,0.1597455338864841,2.5318054272852577,0.3330930374486566,-1.5642372251348078,0.5574712643678161,369,0.4019719272625175,5.699482420694984,1.2024480892057594,-0.6857716915542326,0.6504065040650406,325,0.2423674876474988,2.735666253009738,0.729175912662853,-1.465519035053852,0.5876923076923077,220,0.3352512000441305,2.1213099877472112,0.4196562687259766,-0.984171934404372,0.5,1.0,340.4528508765981,skel_4b7f5aabd80a7296,0.817581154840563,1.0,a7ls18_s004,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,442.551900824652,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE
19,a7ls15_02213ddd0b85be23,"Sub(Delta(mark_index_basis_bps,2),ZScore(Mean(premium_abs_168h,72)))",basis_premium_like,sub,L5_vol_adjusted_return,24,-1.0,3,True,0.665854211578965,0.2034847469069463,True,0.5280517685983281,2.2503473658544646,True,0.3184975399164673,0.3178975399164673,0.3168975399164673,92.8,A7LS18a7ls18_s005_NUMERIC_CLUE,673,-0.0229085251860434,-0.4618573081545525,0.2748227309229011,-1.6424092677285198,0.4814264487369985,696,-0.1259422386292762,-2.5868575173099506,-0.5280517685983281,-2.2503473658544646,0.4683908045977011,696,-0.2349581210869339,-3.71237291287928,-0.8695839994678578,-2.7554435825599928,0.4353448275862069,696,-0.3188975399164673,-2.7920212291812763,-0.6026277430585963,-2.627525266434546,0.4626436781609195,1.0,324.2316857048883,skel_3afee12eb6a9078f,0.834530307382936,1.0,a7ls18_s005,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,434.28043301015043,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE
20,a7ls15_113ef02b00ffc25f,"Mul(TSRank(mark_index_basis_bps,48),Abs(ZScore(Mean(index_close,240))))",basis_premium_like|price_like,mul,L5_vol_adjusted_return,8,-1.0,3,True,0.5308958199231105,0.2021115060506773,True,0.2366707054018638,2.388983282872982,True,0.3060538170576652,0.3054538170576652,0.3044538170576652,94.93333333333334,A7LS18a7ls18_s025_NUMERIC_CLUE,689,-0.035804167862473,-1.3019493206586767,-0.3479217286932615,-1.3276205731378052,0.4804063860667634,712,-0.0403761040907021,-1.4229879308122504,-0.2366707054018638,-2.388983282872982,0.4634831460674157,712,-0.177806333709808,-4.199011705455978,-1.7296500602981228,-2.997649463326624,0.4283707865168539,712,-0.3064538170576652,-5.606962917632103,-2.194957508513585,-3.9430121730816494,0.4452247191011236,1.0,311.9229212377421,skel_156d0fafafecde17,0.993105429474289,1.0,a7ls18_s025,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,430.0691720423555,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE
21,a7ls15_b8e42dcf547ae915,"Sub(Delta(mark_index_basis_bps,2),ZScore(Mean(mark_close,72)))",basis_premium_like|price_like,sub,L5_vol_adjusted_return,24,-1.0,3,True,0.556022412063101,0.1795699547381235,True,0.474261210983629,2.35138548702088,True,0.2962568429324239,0.2956568429324239,0.2946568429324239,92.8,A7LS18a7ls18_s029_NUMERIC_CLUE,673,-0.1418057184765534,-2.7748978438244563,-0.4787283577530268,-1.7643116288642515,0.4353640416047548,696,-0.1148345470523284,-2.421693056242612,-0.474261210983629,-2.35138548702088,0.4482758620689655,696,-0.2147413098455521,-3.390572153533636,-0.8215293651234845,-2.717521329705869,0.4367816091954023,696,-0.2966568429324239,-2.589381114028451,-0.5228001884736818,-2.5348737816483995,0.4626436781609195,1.0,302.10082052036086,skel_3afee12eb6a9078f,0.993105429474289,1.0,a7ls18_s029,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,418.73947579657477,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE
22,a7ls15_42dc6539d51aca8b,"Mul(CSRank(mark_trade_basis_bps),Abs(ZScore(Mean(global_long_short_account_ratio_mean,120))))",basis_premium_like|positioning_like,mul,L5_vol_adjusted_return,8,1.0,3,True,0.6839494896987601,0.1460900278078583,True,1.5646438537727554,0.0408884175750308,True,0.3008664386951863,0.3002664386951864,0.2992664386951864,94.93333333333334,A7LS18a7ls18_s019_NUMERIC_CLUE,689,0.0220488493873889,0.8078792746545401,0.0862173614314765,-0.3921832926597062,0.5268505079825835,712,0.1078806404691055,4.437523240986332,1.5646438537727554,0.514438434173591,0.5842696629213483,712,0.1911845722354942,5.126144775633182,2.009510753591241,0.0408884175750308,0.5800561797752809,712,0.3012664386951864,5.5335049308493645,2.066897139207926,0.6972898731012444,0.5646067415730337,1.0,306.5824892054876,skel_a923757a8885923c,0.993105429474289,1.0,a7ls18_s019,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,415.545519823562,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE
23,a7ls15_36d989bd60108c96,"Sub(TSRank(mark_trade_basis_bps,72),Delta(top_long_short_position_ratio_last,3))",basis_premium_like|positioning_like,sub,L5_vol_adjusted_return,8,1.0,3,True,0.6541230929452274,0.1018712288493837,True,1.1961201576000366,-1.3274602009840155,True,0.2929109593390135,0.2923109593390136,0.2913109593390136,94.93333333333334,A7LS18a7ls18_s023_NUMERIC_CLUE,689,0.0060531848002907,0.2187067154705696,0.3980803258031841,-1.2607457265938635,0.5370101596516691,712,0.0954651088160218,3.1933479275789134,1.6772694667904449,-1.3274602009840155,0.5786516853932584,712,0.1435928913798813,3.8787077161397394,1.1961201576000366,0.4650275958445894,0.577247191011236,712,0.2933109593390136,5.182860335516218,1.9660973801930828,0.8518874264785881,0.5842696629213483,1.0,298.65683624606834,skel_8727d93aac220fc6,0.993105429474289,1.0,a7ls18_s023,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,409.40945066935467,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE
