object,symbol,component_id,rows,net_sum,net_mean,worst_hour_symbol,best_hour_symbol,gross_sum,funding_drag_sum,fee_drag_sum,turnover_sum,abs_position_sum,long_position_share,short_position_share,mean_funding_rate,mean_abs_funding_rate
FundingCore,BNBUSDT,funding_persistence_h12,440,-0.03148296478947125,-7.373059669665397e-05,-0.0024777644657711876,0.0020923780891953297,-0.03119699038038034,-0.0007882680151515152,0.0010742424242424244,1.0742424242424242,56.0,0.0,0.38181818181818183,3.6978545454545454e-05,3.6978545454545454e-05
Core4,LINKUSDT,crypto_a4_1h_004,440,-0.03108535472499236,-7.279942558546221e-05,-0.0053542631755622745,0.0043390151042078775,-0.02795817722499235,-0.001428378055555556,0.0046373667183647995,4.637366718364799,102.0,0.10909090909090909,0.5863636363636363,5.052131818181818e-05,7.082900000000001e-05
Core4,BCHUSDT,crypto_a4_1h_001,440,-0.030431161871723806,-7.0279819565182e-05,-0.006469279833349857,0.004544651608851567,-0.029008826536834707,-0.0014109979984442368,0.0028333333333333335,2.8333333333333335,78.66666666666666,0.4431818181818182,0.09318181818181819,-5.042513636363636e-05,8.817195454545454e-05
Core4,SOLUSDT,crypto_a4_1h_001,440,-0.02938914361843741,-6.787331089708408e-05,-0.004641290333821171,0.0028414194850187265,-0.02663462445177074,-0.00028714750000000003,0.003041666666666667,3.041666666666667,80.66666666666666,0.26590909090909093,0.2840909090909091,1.8630522727272728e-05,5.9672295454545446e-05
FundingCore,SOLUSDT,funding_rate_h6,440,-0.026478321963811533,-6.11508590388257e-05,-0.004641290333821171,0.002841419485018726,-0.025625263872902444,-0.0004583055454545455,0.0013113636363636366,1.3113636363636365,77.0,0.2681818181818182,0.25681818181818183,1.8630522727272728e-05,5.9672295454545446e-05
Core4,DOGEUSDT,crypto_a4_1h_003,440,-0.02603463429663942,-6.0126176204709975e-05,-0.003739427467305156,0.0034819828415497173,-0.02412289740942285,-0.0006160408905612112,0.002527777777777778,2.527777777777778,133.33333333333331,0.32272727272727275,0.5863636363636363,2.4555954545454548e-05,4.9309999999999994e-05
FundingCore,LINKUSDT,funding_rate_h6,440,-0.02601622479470373,-6.008366003395781e-05,-0.003768101711983902,0.004983026565760366,-0.025075475249249184,-0.00048197772727272736,0.0014227272727272728,1.4227272727272728,80.0,0.0659090909090909,0.47954545454545455,5.052131818181818e-05,7.082900000000001e-05
FundingCore,ADAUSDT,funding_rate_h12,440,-0.021171145385380466,-4.95811367339121e-05,-0.004005270200589439,0.005310141866110076,-0.021263625400531973,-0.001362176984848485,0.00126969696969697,1.2696969696969698,82.66666666666666,0.12727272727272726,0.43636363636363634,3.7741e-05,6.309959090909093e-05
FundingCore,LINKUSDT,funding_rate_h12,440,-0.02105211979224495,-4.930238827223642e-05,-0.005354263175562274,0.004331763641346651,-0.020800274064972216,-0.0011708815454545456,0.0014227272727272728,1.4227272727272728,80.0,0.0659090909090909,0.47954545454545455,5.052131818181818e-05,7.082900000000001e-05
FundingCore,BNBUSDT,funding_rate_h12,440,-0.020861886955639976,-4.885687811625287e-05,-0.0037844284404166526,0.002296007004767125,-0.020257142501094522,-0.0004346494848484849,0.0010393939393939396,1.0393939393939395,42.66666666666666,0.05454545454545454,0.23636363636363636,3.6978545454545454e-05,3.6978545454545454e-05
FundingCore,AVAXUSDT,funding_persistence_h12,440,-0.02022993379150211,-4.737689412529768e-05,-0.0046541906757464595,0.004098895981558007,-0.018618671897562708,-0.0005751017424242425,0.0022696969696969697,2.26969696969697,128.0,0.29318181818181815,0.5795454545454546,2.3983568181818185e-05,7.088475e-05
Core4,ETHUSDT,crypto_a4_1h_003,440,-0.02003669993984833,-4.627413381027328e-05,-0.0020930903356247378,0.0019745762873640597,-0.018743852995403886,-0.0001515975,0.0014444444444444446,1.4444444444444446,46.99999999999999,0.27045454545454545,0.05,1.6671454545454546e-05,4.4191090909090915e-05
FundingCore,BNBUSDT,funding_persistence_h6,440,-0.019227560588070004,-4.440545170454966e-05,-0.0020025035647389857,0.002541977271732628,-0.018540483800191215,-0.0003871656363636364,0.0010742424242424244,1.0742424242424242,56.0,0.0,0.38181818181818183,3.6978545454545454e-05,3.6978545454545454e-05
Core4,ADAUSDT,crypto_a4_1h_001,440,-0.018526630488919203,-4.278667549403973e-05,-0.004612820281486829,0.004260344827586207,-0.015271129377808087,-0.0004389433333333334,0.0036944444444444446,3.6944444444444446,73.33333333333333,0.16818181818181818,0.33181818181818185,3.7741e-05,6.309959090909093e-05
FundingCore,ADAUSDT,funding_rate_h6,440,-0.017489263477320258,-4.039090872360337e-05,-0.004612820281486829,0.0025213358911754372,-0.01696356896216874,-0.0007440024545454547,0.00126969696969697,1.2696969696969698,82.66666666666666,0.12727272727272726,0.43636363636363634,3.7741e-05,6.309959090909093e-05
Core4,BNBUSDT,crypto_a4_1h_003,440,-0.017179740497251177,-3.96760750513884e-05,-0.0027935797132727777,0.002541977271732628,-0.016575079386140067,-0.0007147833333333334,0.0013194444444444445,1.3194444444444446,107.0,0.04318181818181818,0.6863636363636364,3.6978545454545454e-05,3.6978545454545454e-05
FundingCore,BNBUSDT,funding_rate_h6,440,-0.01657666902067705,-3.828330027869988e-05,-0.003047541505388485,0.0016000369894482724,-0.015760585172192202,-0.00022331009090909094,0.0010393939393939396,1.0393939393939395,42.66666666666666,0.05454545454545454,0.23636363636363636,3.6978545454545454e-05,3.6978545454545454e-05
FundingCore,SOLUSDT,funding_persistence_h12,440,-0.015885423058063758,-3.720239592052402e-05,-0.0032073231518526366,0.0028191769111496987,-0.014789181906548602,-4.088006060606063e-05,0.0011371212121212121,1.1371212121212122,30.666666666666664,0.15454545454545454,0.05454545454545454,1.8630522727272728e-05,5.9672295454545446e-05
FundingCore,ETHUSDT,funding_rate_h12,440,-0.015500573523665021,-3.6301108954719016e-05,-0.00286826650131542,0.0030044143596126543,-0.015853666326695326,-0.0011227897727272727,0.0008530303030303031,0.853030303030303,72.33333333333334,0.275,0.21818181818181817,1.6671454545454546e-05,4.4191090909090915e-05
Core4,XRPUSDT,crypto_a4_1h_001,440,-0.014922729013643048,-3.446357739871373e-05,-0.005040252832274124,0.0022379735312859704,-0.011873728905780387,-7.599989213734023e-05,0.003125,3.1250000000000004,59.0,0.2636363636363636,0.13863636363636364,1.3409272727272728e-05,4.237499999999999e-05
Core4,AVAXUSDT,crypto_a4_1h_004,440,-0.013439258731765711,-3.147367384488457e-05,-0.00465419067574646,0.004057229314891341,-0.009036735120654598,0.0002080791666666667,0.004194444444444445,4.194444444444445,105.33333333333334,0.32954545454545453,0.3886363636363636,2.3983568181818185e-05,7.088475e-05
FundingCore,DOGEUSDT,funding_rate_h6,440,-0.011913397868329168,-2.7513620943023483e-05,-0.0026032177530055604,0.0034819828415497164,-0.010692530504692802,-0.00014049627272727275,0.0013613636363636365,1.3613636363636363,74.66666666666666,0.2590909090909091,0.25,2.4555954545454548e-05,4.9309999999999994e-05
Core4,ETHUSDT,crypto_a4_1h_004,440,-0.011871021598435557,-2.7800987349966175e-05,-0.0026292442928724682,0.0028638675443634974,-0.008995163265102224,-0.0009296972222222223,0.0038873667183647992,3.887366718364799,66.33333333333333,0.28863636363636364,0.16363636363636364,1.6671454545454546e-05,4.4191090909090915e-05
Core4,SOLUSDT,crypto_a4_1h_004,440,-0.011590295392903648,-2.7143548929516738e-05,-0.004862811238815265,0.004482915855667227,-0.007903629559570314,-0.0006050008333333334,0.004291666666666667,4.291666666666667,87.0,0.30454545454545456,0.28863636363636364,1.8630522727272728e-05,5.9672295454545446e-05
Core4,ADAUSDT,crypto_a4_1h_004,440,-0.011140182392089621,-2.6089420121989745e-05,-0.004005270200589439,0.005310141866110077,-0.0078058715587562815,-0.0010545780555555556,0.004388888888888889,4.388888888888889,90.33333333333334,0.19318181818181818,0.42272727272727273,3.7741e-05,6.309959090909093e-05
FundingCore,SOLUSDT,funding_persistence_h6,440,-0.006850309658825706,-1.582057657927415e-05,-0.0034988607973538938,0.002120044052863442,-0.0056503467194317656,6.284172727272729e-05,0.0011371212121212121,1.1371212121212122,30.666666666666664,0.15454545454545454,0.05454545454545454,1.8630522727272728e-05,5.9672295454545446e-05
FundingCore,ETHUSDT,funding_rate_h6,440,-0.004681843556341991,-1.081257172365356e-05,-0.002376784396508321,0.0028437750771957127,-0.004567856586645022,-0.00065571,0.0007696969696969698,0.7696969696969698,74.33333333333334,0.275,0.2318181818181818,1.6671454545454546e-05,4.4191090909090915e-05
Core4,SUIUSDT,crypto_a4_1h_004,440,-0.003860870270818816,-9.041850751332121e-06,-0.007060437924001236,0.023523447033026616,-0.0008513455485965995,-0.0002543641666666667,0.0033457000516981324,3.3457000516981323,96.66666666666666,0.2863636363636364,0.37272727272727274,2.994852272727273e-05,4.9686795454545445e-05
FundingCore,AVAXUSDT,funding_rate_h6,440,-0.0009088642593937955,-2.098993670655417e-06,-0.0033049817990264754,0.003362300848334351,0.0009053273466668114,-5.550536363636362e-05,0.00186969696969697,1.8696969696969699,99.66666666666667,0.2727272727272727,0.4068181818181818,2.3983568181818185e-05,7.088475e-05
Core4,SUIUSDT,crypto_a4_1h_003,440,0.0003192835162956892,7.37375326317989e-07,-0.005591678749551061,0.018837053249792637,0.003302588468073194,-1.669504822249179e-05,0.0030000000000000005,3.0000000000000004,85.0,0.2681818181818182,0.31136363636363634,2.994852272727273e-05,4.9686795454545445e-05
Core4,ETHUSDT,crypto_a4_1h_002,440,0.0005075230953088946,1.1885786775383949e-06,-0.0026292442928724682,0.0030044143596126543,0.0033346905953088946,-0.0011172769444444447,0.004026255607253688,4.026255607253688,73.66666666666666,0.2590909090909091,0.2431818181818182,1.6671454545454546e-05,4.4191090909090915e-05
Core4,BNBUSDT,crypto_a4_1h_004,440,0.0016694794736043543,3.909787994389588e-06,-0.002779714139545962,0.0023206656952828404,0.005483961695826578,-0.00015774000000000004,0.0039722222222222225,3.9722222222222223,27.333333333333332,0.06136363636363636,0.125,3.6978545454545454e-05,3.6978545454545454e-05
FundingCore,XRPUSDT,funding_persistence_h12,440,0.0024882965563093338,5.8273924035347395e-06,-0.0018493853144182187,0.002945624040880501,0.0029572032229760003,5.224000000000001e-05,0.0004166666666666667,0.4166666666666667,10.666666666666666,0.06818181818181818,0.004545454545454545,1.3409272727272728e-05,4.237499999999999e-05
FundingCore,LTCUSDT,funding_rate_h6,440,0.002501890794189841,5.778038785657832e-06,-0.001649177698814508,0.0024556207625041435,0.00368381270328075,7.055827272727276e-05,0.0011113636363636365,1.1113636363636363,47.666666666666664,0.2681818181818182,0.056818181818181816,2.1705590909090908e-05,4.244109090909091e-05
FundingCore,XRPUSDT,funding_persistence_h6,440,0.0029838587242973324,6.891128693527327e-06,-0.0012189645905167567,0.001430693124525942,0.0034171703909639996,1.6645000000000004e-05,0.0004166666666666667,0.4166666666666667,10.666666666666666,0.06818181818181818,0.004545454545454545,1.3409272727272728e-05,4.237499999999999e-05
Core4,ETHUSDT,crypto_a4_1h_001,440,0.0037490132745528616,8.658229271484668e-06,-0.0021787190301326277,0.002843775077195713,0.006066433237779322,-0.0006353352755243907,0.0029527552387508507,2.952755238750851,75.33333333333334,0.2840909090909091,0.22954545454545455,1.6671454545454546e-05,4.4191090909090915e-05
Core4,ADAUSDT,crypto_a4_1h_002,440,0.004971822168620688,1.1643611636114022e-05,-0.004005270200589439,0.0052684751994434105,0.009780644113065139,-0.0009134002777777779,0.005722222222222223,5.722222222222222,64.66666666666666,0.12954545454545455,0.31136363636363634,3.7741e-05,6.309959090909093e-05
Core4,SOLUSDT,crypto_a4_1h_003,440,0.006632878265813006,1.531842555615013e-05,-0.0034988607973538938,0.0022032604638625134,0.008112358592992287,7.670254940150216e-05,0.001402777777777778,1.402777777777778,41.666666666666664,0.21363636363636362,0.07045454545454545,1.8630522727272728e-05,5.9672295454545446e-05
Core4,BCHUSDT,crypto_a4_1h_003,440,0.006750615663029042,1.5590336404224116e-05,-0.0019700660308399607,0.004544651608851567,0.007296333163029042,-0.0006209491666666668,0.0011666666666666668,1.1666666666666667,51.666666666666664,0.3522727272727273,0.0,-5.042513636363636e-05,8.817195454545454e-05
Core4,LTCUSDT,crypto_a4_1h_001,440,0.006923356037889318,1.5989274914294036e-05,-0.0018729733196511014,0.00204635063542012,0.009480118283567356,-6.823775432196241e-05,0.002625,2.625,50.0,0.21363636363636362,0.12727272727272726,2.1705590909090908e-05,4.244109090909091e-05
FundingCore,XRPUSDT,funding_rate_h6,440,0.007424257431166758,1.714609106505025e-05,-0.005040252832274124,0.0031145549500454094,0.008589792734197061,-1.2495000000000007e-05,0.0011780303030303032,1.1780303030303032,48.0,0.2545454545454545,0.07272727272727272,1.3409272727272728e-05,4.237499999999999e-05
FundingCore,ETHUSDT,funding_persistence_h12,440,0.007672431909755803,1.796822461301125e-05,-0.00286826650131542,0.002863867544363497,0.0075066961521800465,-0.0011778569696969698,0.0010954545454545455,1.0954545454545455,95.33333333333333,0.35454545454545455,0.29545454545454547,1.6671454545454546e-05,4.4191090909090915e-05
Core4,BTCUSDT,crypto_a4_1h_003,440,0.008618467383100755,1.9904081716168027e-05,-0.0014861167355692388,0.0016811830697471626,0.0094936518275452,-6.925999999999998e-05,0.0009444444444444445,0.9444444444444445,44.66666666666666,0.2727272727272727,0.031818181818181815,2.867590909090909e-06,3.529054545454546e-05
FundingCore,AVAXUSDT,funding_persistence_h6,440,0.010713206419710821,2.4741816211803283e-05,-0.004158038326266314,0.003362300848334351,0.0125492642984987,-0.00035030575757575763,0.0021863636363636365,2.1863636363636365,130.0,0.3068181818181818,0.5795454545454546,2.3983568181818185e-05,7.088475e-05
FundingCore,BTCUSDT,funding_rate_h12,440,0.011065461348843933,2.5914429388393287e-05,-0.0025502876855373344,0.0024847181927786545,0.011645551682177265,-0.0007517278484848486,0.0014151515151515153,1.4151515151515153,73.0,0.35454545454545455,0.1431818181818182,2.867590909090909e-06,3.529054545454546e-05
Core4,BNBUSDT,crypto_a4_1h_002,440,0.011086212638084045,2.596302725546615e-05,-0.0036305573378508293,0.003682992567829151,0.01527356347141738,-0.00014598250000000005,0.004333333333333334,4.333333333333334,97.33333333333333,0.25,0.41363636363636364,3.6978545454545454e-05,3.6978545454545454e-05
Core4,BNBUSDT,crypto_a4_1h_001,440,0.012781253825843972,2.9517907219039196e-05,-0.002002503564738986,0.0017632527965503468,0.015916737488653215,-0.00015466083333333337,0.0032901444961425767,3.290144496142577,61.0,0.11363636363636363,0.30227272727272725,3.6978545454545454e-05,3.6978545454545454e-05
Core4,BTCUSDT,crypto_a4_1h_002,440,0.01312255022661101,3.073196774381969e-05,-0.0025919543522040017,0.0018757306565751507,0.015908349393277676,-0.0005197563888888889,0.0033873667183647992,3.387366718364799,63.66666666666666,0.3431818181818182,0.09090909090909091,2.867590909090909e-06,3.529054545454546e-05
Core4,XRPUSDT,crypto_a4_1h_003,440,0.013157968065201253,3.0387917009702665e-05,-0.004781273427605522,0.0031145549500454094,0.01542701717939131,-0.00010196833837630203,0.002371017452566358,2.371017452566358,74.33333333333333,0.3613636363636364,0.14545454545454545,1.3409272727272728e-05,4.237499999999999e-05
FundingCore,ETHUSDT,funding_persistence_h6,440,0.014678536607089612,3.3899622649167694e-05,-0.002283371275226987,0.0030044069476769203,0.015020770091938097,-0.0006698877272727273,0.0010121212121212122,1.0121212121212122,97.33333333333333,0.35454545454545455,0.3090909090909091,1.6671454545454546e-05,4.4191090909090915e-05
Core4,BTCUSDT,crypto_a4_1h_001,440,0.014772393406240028,3.4116382000554334e-05,-0.0021184049880430427,0.0017215710917372696,0.01683845862285485,-0.0004283566888026922,0.0024944219054175176,2.4944219054175174,80.33333333333333,0.4090909090909091,0.13863636363636364,2.867590909090909e-06,3.529054545454546e-05
Core4,LTCUSDT,crypto_a4_1h_003,440,0.015176385159675832,3.504938835952848e-05,-0.0016773717724033145,0.002012487511675431,0.016582907989151744,0.00011637833333333336,0.0012901444961425767,1.2901444961425765,30.999999999999996,0.15227272727272728,0.05909090909090909,2.1705590909090908e-05,4.244109090909091e-05
Core4,AVAXUSDT,crypto_a4_1h_003,440,0.015494568124522205,3.5784221996587076e-05,-0.004158038326266314,0.003362300848334351,0.019724839718631867,2.4398637685878893e-05,0.004205872956423782,4.205872956423781,55.66666666666666,0.23636363636363636,0.1431818181818182,2.3983568181818185e-05,7.088475e-05
FundingCore,LTCUSDT,funding_persistence_h6,440,0.01783673873217428,4.119339199116462e-05,-0.0014300784381083241,0.0017075877494838237,0.018696174717022767,4.8072348484848505e-05,0.0008113636363636364,0.8113636363636364,15.666666666666664,0.09545454545454546,0.011363636363636364,2.1705590909090908e-05,4.244109090909091e-05
Core4,XRPUSDT,crypto_a4_1h_002,440,0.017943979814419284,4.202337193072432e-05,-0.005095150028459878,0.0058780223723179275,0.022800942314419283,-3.1926388888888904e-05,0.0049707000516981325,4.970700051698133,59.666666666666664,0.2772727272727273,0.12954545454545455,1.3409272727272728e-05,4.237499999999999e-05
FundingCore,BTCUSDT,funding_persistence_h6,440,0.0190596171283121,4.401759152035127e-05,-0.0014518992143319385,0.0020174196836965953,0.020205736749524222,-0.0002902440151515152,0.0014363636363636364,1.4363636363636365,59.0,0.31136363636363634,0.09090909090909091,2.867590909090909e-06,3.529054545454546e-05
FundingCore,BTCUSDT,funding_persistence_h12,440,0.01952444780151641,4.572470211127965e-05,-0.0016790615292871622,0.001988746358578525,0.020392242650001256,-0.0005685687878787879,0.0015196969696969697,1.5196969696969698,57.0,0.31136363636363634,0.07727272727272727,2.867590909090909e-06,3.529054545454546e-05
Core4,AVAXUSDT,crypto_a4_1h_001,440,0.01993404528426656,4.603705608375649e-05,-0.0033049817990264754,0.00407470499293298,0.02362954167315545,-0.00015172583333333334,0.003847222222222223,3.8472222222222223,79.66666666666666,0.29545454545454547,0.24772727272727274,2.3983568181818185e-05,7.088475e-05
Core4,XRPUSDT,crypto_a4_1h_004,440,0.02208785768049177,5.1728003935577914e-05,-0.003960848505777499,0.0058780223723179275,0.02558455045826955,2.4470555555555564e-05,0.0035540333850314658,3.554033385031466,44.0,0.225,0.075,1.3409272727272728e-05,4.237499999999999e-05
FundingCore,BTCUSDT,funding_rate_h6,440,0.023079746672733506,5.3301955364280616e-05,-0.0021184049880430427,0.0020174196836965953,0.02399068094546078,-0.0004208839090909091,0.0013318181818181818,1.331818181818182,75.0,0.35454545454545455,0.15681818181818183,2.867590909090909e-06,3.529054545454546e-05
Core4,BTCUSDT,crypto_a4_1h_004,440,0.025459592200240355,5.962433770548093e-05,-0.0019667444703043773,0.0018757306565751507,0.02819140053357369,-0.00030985833333333336,0.003041666666666667,3.041666666666667,37.99999999999999,0.2409090909090909,0.01818181818181818,2.867590909090909e-06,3.529054545454546e-05
FundingCore,LTCUSDT,funding_persistence_h12,440,0.026670596568967114,6.246041351046163e-05,-0.0009508827049670905,0.0018679183520852085,0.027542707402300446,0.00014408053030303032,0.0008113636363636364,0.8113636363636364,15.666666666666664,0.09545454545454546,0.011363636363636364,2.1705590909090908e-05,4.244109090909091e-05
FundingCore,XRPUSDT,funding_rate_h12,440,0.02893584872206065,6.776545368164087e-05,-0.004334349650187114,0.005878022372317926,0.030183066146303075,6.91871212121212e-05,0.0012613636363636364,1.2613636363636365,46.0,0.2409090909090909,0.07272727272727272,1.3409272727272728e-05,4.237499999999999e-05
Core4,LTCUSDT,crypto_a4_1h_004,440,0.03260419188768156,7.63564212826266e-05,-0.0023156221300907115,0.003040737587985254,0.036719092443237115,3.156722222222222e-05,0.004165144496142577,4.1651444961425765,40.99999999999999,0.18181818181818182,0.09772727272727273,2.1705590909090908e-05,4.244109090909091e-05
Core4,LTCUSDT,crypto_a4_1h_002,440,0.03400075628029578,7.962706388828052e-05,-0.002902958140597345,0.003040737587985254,0.038625721835851334,6.941e-05,0.0046373667183647995,4.637366718364799,36.666666666666664,0.16590909090909092,0.08409090909090909,2.1705590909090908e-05,4.244109090909091e-05
FundingCore,LTCUSDT,funding_rate_h12,440,0.042955708350373316,0.00010059884859572205,-0.0021207181958235663,0.003040737587985254,0.04429782442613089,0.00023075243939393945,0.0011946969696969697,1.1946969696969698,45.666666666666664,0.2545454545454545,0.056818181818181816,2.1705590909090908e-05,4.244109090909091e-05
