candidate_id,objective_family,expression,fields,operator_signature,skeleton_key,orientation_from_train,train_oriented_spread,pre_may_sign_pattern,pre_may_positive_splits,pre_may_negative_splits,pre_may_missing_splits,validation_oriented_spread,test_oriented_spread,recent_oriented_spread,validation_oriented_tstat,test_oriented_tstat,recent_oriented_tstat,validation_oriented_nonoverlap_min_tstat,test_oriented_nonoverlap_min_tstat,recent_oriented_nonoverlap_min_tstat,one_bar_recent_oriented_spread,one_bar_recent_retention,cost10_recent_proxy,max_control_ratio_premay,max_control_variant,max_control_split,may_oriented_spread,may_stress_clean,x7_decision,failure_root
a7al2x3_23f49936bc301294,F1_OI_basis_premium_interaction,"Sub(ZScore(Delta(open_interest_last,168)),ZScore(Mean(mark_index_basis_bps,168)))",open_interest_last|mark_index_basis_bps,Delta|Mean|Sub|ZScore,skeleton-30d3ba252910d42c,1.0,0.0036761291108943,+/-/-,1,2,0,0.0016234973606624,-0.0059400900782133,-0.0043274129480795,3.423581284102363,-9.158485008284648,-2.761286099694036,0.2252780114082521,-2.524426903883888,-0.8788309677854652,-0.0042096254736157,0.9727810874818236,-0.0063274129480795,2.008089243341019,wrong_lag_stale_168h,validation_2025H1,-0.0071081955358168,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,pre_may_direction_unstable
a7al2x3_4529f2a727b6c66c,F1_OI_basis_premium_interaction,"Sub(Rank(Mean(Delta(open_interest_last,168),168)),Rank(Mean(mark_index_basis_bps,168)))",open_interest_last|mark_index_basis_bps,Delta|Mean|Rank|Sub,skeleton-361d7cd1c0a8b369,1.0,0.0015666851006656,+/-/-,1,2,0,0.0022666272355414,-0.0027877173740272,-0.0023264164715795,4.293932141032599,-3.066678771138144,-2.183398147091715,0.3724668753828569,-1.3309523573424524,-0.9444400581815998,-0.0021314782908244,0.9162066710167556,-0.0043264164715795,1.4890810564610544,wrong_lag_stale_168h,recent_oos_2026JanApr,-0.0034986686578335,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,pre_may_direction_unstable
a7al2x3_35d4fbc6ca2699b6,F1_OI_basis_premium_interaction,"Add(ZScore(Delta(open_interest_last,168)),Neg(Rank(Mean(mark_index_basis_bps,336))))",open_interest_last|mark_index_basis_bps,Add|Delta|Mean|Neg|Rank|ZScore,skeleton-0f63c80be98e501f,1.0,0.0034889373184515,+/-/-,1,2,0,0.0022531183874891,-0.0063472460696551,-0.0029728839140413,4.7538801446035945,-8.758170270556889,-1.8519058607366092,0.4448703145814221,-2.3246948014469577,-0.6673134619484667,-0.0028118839626358,0.9458438485791264,-0.0049728839140413,2.18585862431897,wrong_lag_future_24h,validation_2025H1,-0.0019089579634922,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,pre_may_direction_unstable
a7al2x3_c4069bf78415ab2e,F1_OI_basis_premium_interaction,"Add(ZScore(Delta(open_interest_last,24)),Neg(Rank(Mean(mark_index_basis_bps,24))))",open_interest_last|mark_index_basis_bps,Add|Delta|Mean|Neg|Rank|ZScore,skeleton-0f63c80be98e501f,1.0,0.0056840639155709,+/-/-,1,2,0,0.0012585043981563,-0.0046506780649088,-0.0077489407492106,2.586140534000902,-6.060389487872453,-6.136363587413654,-0.5069474294781606,-3.195258375815179,-2.7687303971123987,-0.0081266684156597,1.0487457161790248,-0.0097489407492106,4.163735524042696,wrong_lag_future_24h,recent_oos_2026JanApr,-0.0020657648977529,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,pre_may_direction_unstable
a7al2x3_4059c8d99e2021eb,F1_OI_basis_premium_interaction,"Add(ZScore(Delta(open_interest_last,168)),Neg(Rank(Mean(mark_index_basis_bps,24))))",open_interest_last|mark_index_basis_bps,Add|Delta|Mean|Neg|Rank|ZScore,skeleton-0f63c80be98e501f,1.0,0.0062159335965627,+/-/-,1,2,0,0.0013744689726815,-0.005431175036754,-0.0086151077430601,2.7478779357840835,-7.512922763056896,-6.127221915966614,-0.6389668697580063,-2.4072427374048067,-1.843821698035628,-0.0086926937605409,1.009005809305554,-0.0106151077430601,2.8778693127754815,wrong_lag_future_24h,recent_oos_2026JanApr,-0.0018537054485082,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,pre_may_direction_unstable
a7al2x3_9733cada7099c087,F1_OI_basis_premium_interaction,"Add(ZScore(Delta(open_interest_last,24)),Neg(Rank(Mean(mark_index_basis_bps,336))))",open_interest_last|mark_index_basis_bps,Add|Delta|Mean|Neg|Rank|ZScore,skeleton-0f63c80be98e501f,1.0,0.0049784010517336,+/-/-,1,2,0,0.0026536771064873,-0.0037663213010444,-0.0011077531936295,5.6967225081976895,-4.733313039869723,-0.752658500602752,0.4834876741966111,-1.4883821837100994,-0.7478356305047614,-0.0012147170504955,1.0965592854808552,-0.0031077531936295,10.338423218954029,wrong_lag_future_24h,recent_oos_2026JanApr,-0.0026202249482156,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,pre_may_direction_unstable
a7al2x3_dcf6359c32accfb4,F2_OI_funding_crowding_interaction,"Mul(Clip(ZScore(Mean(funding_rate_abs_168h,168))),Sign(Delta(open_interest_last,168)))",open_interest_last|funding_rate_abs_168h,Clip|Delta|Mean|Mul|Sign|ZScore,skeleton-2f4edf4dd2dd7cdd,1.0,,NA/NA/NA,0,0,3,,,,,,,,,,,,,,,,,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,metric_missing_or_sparse_smoke_window
a7al2x3_0bd3d497403b3991,F2_OI_funding_crowding_interaction,"Add(ZScore(Delta(open_interest_last,168)),Neg(ZScore(Mean(funding_rate_abs_168h,168))))",open_interest_last|funding_rate_abs_168h,Add|Delta|Mean|Neg|ZScore,skeleton-35edb41b49f7651a,1.0,,NA/NA/NA,0,0,3,,,,,,,,,,,,,,,,,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,metric_missing_or_sparse_smoke_window
a7al2x3_49318bc4563b3038,F2_OI_funding_crowding_interaction,"Sub(Rank(Mean(Delta(open_interest_last,168),168)),Rank(Mean(funding_rate_abs_168h,168)))",open_interest_last|funding_rate_abs_168h,Delta|Mean|Rank|Sub,skeleton-361d7cd1c0a8b369,1.0,,NA/NA/NA,0,0,3,,,,,,,,,,,,,,,,,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,metric_missing_or_sparse_smoke_window
a7al2x3_2a3e04a7ef01524d,F2_OI_funding_crowding_interaction,"Mul(Rank(Delta(open_interest_last,168)),Abs(ZScore(Mean(funding_rate_abs_168h,168))))",open_interest_last|funding_rate_abs_168h,Abs|Delta|Mean|Mul|Rank|ZScore,skeleton-5efd121098fbebb2,1.0,,NA/NA/NA,0,0,3,,,,,,,,,,,,,,,,,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,metric_missing_or_sparse_smoke_window
a7al2x3_03902ab9f8781dff,F2_OI_funding_crowding_interaction,"Mul(Clip(ZScore(Mean(funding_rate_abs_168h,168))),Sign(Delta(open_interest_last,336)))",open_interest_last|funding_rate_abs_168h,Clip|Delta|Mean|Mul|Sign|ZScore,skeleton-2f4edf4dd2dd7cdd,1.0,,NA/NA/NA,0,0,3,,,,,,,,,,,,,,,,,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,metric_missing_or_sparse_smoke_window
a7al2x3_9794f9f4dde82087,F2_OI_funding_crowding_interaction,"Mul(Clip(ZScore(Mean(funding_rate_abs_168h,24))),Sign(Delta(open_interest_last,24)))",open_interest_last|funding_rate_abs_168h,Clip|Delta|Mean|Mul|Sign|ZScore,skeleton-2f4edf4dd2dd7cdd,1.0,,NA/NA/NA,0,0,3,,,,,,,,,,,,,,,,,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,metric_missing_or_sparse_smoke_window
a7al2x3_4ffc6837ac0783ef,F2_OI_funding_crowding_interaction,"Mul(Clip(ZScore(Mean(funding_rate_abs_168h,24))),Sign(Delta(open_interest_last,168)))",open_interest_last|funding_rate_abs_168h,Clip|Delta|Mean|Mul|Sign|ZScore,skeleton-2f4edf4dd2dd7cdd,1.0,,NA/NA/NA,0,0,3,,,,,,,,,,,,,,,,,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,metric_missing_or_sparse_smoke_window
a7al2x3_3453ef7a612e7a2f,F2_OI_funding_crowding_interaction,"Mul(Clip(ZScore(Mean(funding_rate_abs_168h,336))),Sign(Delta(open_interest_last,24)))",open_interest_last|funding_rate_abs_168h,Clip|Delta|Mean|Mul|Sign|ZScore,skeleton-2f4edf4dd2dd7cdd,1.0,,NA/NA/NA,0,0,3,,,,,,,,,,,,,,,,,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,metric_missing_or_sparse_smoke_window
a7al2x3_93725c2d40077dd9,F3_positioning_divergence,"Mul(Sign(Delta(top_long_short_account_ratio_last,168)),Rank(Delta(index_close,12)))",top_long_short_account_ratio_last|index_close,Delta|Mul|Rank|Sign,skeleton-57a021ebecabcc57,-1.0,0.0005418653823258,-/-/-,0,3,0,-9.332930171284728e-05,-0.0022550889532139,-0.0070720923826425,-0.1822904596998901,-3.381215347283133,-6.6674645820047,1.7597015630878423,0.0668295320291418,0.0682137172725675,-0.0067414951685555,0.9532532670389876,-0.0090720923826425,140.094652177364,wrong_lag_future_24h,validation_2025H1,-0.0032206226922021,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,pre_may_direction_unstable
a7al2x3_afebb1f45f8929ea,F3_positioning_divergence,"Sub(Rank(Mean(top_long_short_account_ratio_last,168)),Rank(Mean(global_long_short_account_ratio_last,168)))",top_long_short_account_ratio_last|global_long_short_account_ratio_last,Mean|Rank|Sub,skeleton-612ffe194eccb811,-1.0,0.0019780033739148,-/+/-,1,2,0,-0.0001174891959381,0.000987799355232,-0.0013913456618582,-0.4215271017890794,2.003360105305253,-1.7590293940321184,0.8044719360211007,2.1489128278425027,0.1468669590556946,-0.0014648657475281,1.052840992490472,-0.0033913456618582,17.446544401158732,symbol_shuffle,validation_2025H1,-0.0025041982456959,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,pre_may_direction_unstable
a7al2x3_0cff1969d14056bc,F3_positioning_divergence,"Sub(ZScore(Mean(top_long_short_account_ratio_last,168)),ZScore(Mean(global_long_short_account_ratio_last,12)))",top_long_short_account_ratio_last|global_long_short_account_ratio_last,Mean|Sub|ZScore,skeleton-7762e3f46e546cc2,-1.0,0.0049486287642699,+/+/+,3,0,0,0.0015939447446979,0.0028063034835433,0.0097776531521166,3.4005247467337183,4.520847261798791,9.24291257307144,1.917101113076192,1.9791128932427509,2.5926700390316557,0.0097783747143795,1.000073797081127,0.0077776531521166,5.778991052529197,wrong_lag_future_24h,validation_2025H1,-0.0009450804946067,False,HOLD_A7AL2X7_CONTROL_DOMINATED,matched_control_dominated
a7al2x3_5d6c524b5728d76d,F3_positioning_divergence,"Sub(Rank(Delta(top_long_short_account_ratio_last,168)),Rank(Delta(global_long_short_account_ratio_last,12)))",top_long_short_account_ratio_last|global_long_short_account_ratio_last,Delta|Rank|Sub,skeleton-8ad46b9059e6381f,-1.0,0.0014012690354104,+/-/-,1,2,0,0.0003809445264835,-0.001264151884295,-0.004800624754878,0.8835642213021709,-2.540173085406744,-4.511422824774329,1.8906857380025968,0.63696984913772,-0.0154815897546682,-0.0047526488295235,0.9900063163016958,-0.006800624754878,4.2102909605450645,symbol_shuffle,validation_2025H1,0.0030174612848334,True,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,pre_may_direction_unstable
a7al2x3_90f96f99f826374d,F3_positioning_divergence,"Mul(Sign(Delta(top_long_short_account_ratio_last,24)),Rank(Delta(index_close,12)))",top_long_short_account_ratio_last|index_close,Delta|Mul|Rank|Sign,skeleton-57a021ebecabcc57,1.0,0.0012174304141988,+/+/+,3,0,0,0.0021646572387643,0.0001176174881017,0.0039981658853658,4.491913595744931,0.173142234059815,3.828017642779469,-0.6622299975826182,-1.6020332393316252,-0.8232234784412501,0.0037282064495469,0.9324791808146297,0.0019981658853658,81.07155134034849,wrong_lag_future_24h,test_2025H2,0.0041457821703442,True,HOLD_A7AL2X7_CONTROL_DOMINATED,matched_control_dominated
a7al2x3_6f9b57cfb28def3d,F3_positioning_divergence,"Mul(Sign(Delta(top_long_short_account_ratio_last,336)),Rank(Delta(index_close,12)))",top_long_short_account_ratio_last|index_close,Delta|Mul|Rank|Sign,skeleton-57a021ebecabcc57,1.0,0.0008742430694936,-/+/+,2,1,0,-0.001125645918258,0.001895730212614,0.0079155419373757,-2.2375517185057365,2.911994994239276,6.920620195391194,-1.397845456064672,-0.6299215310817025,-0.4435530491074882,0.007765219721929,0.98100923264181,0.0059155419373757,12.513057568528072,wrong_lag_future_24h,validation_2025H1,0.000673109792589,True,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,pre_may_direction_unstable
a7al2x3_da77f7acad8f2253,F3_positioning_divergence,"Mul(Sign(Delta(top_long_short_account_ratio_last,48)),Rank(Delta(index_close,12)))",top_long_short_account_ratio_last|index_close,Delta|Mul|Rank|Sign,skeleton-57a021ebecabcc57,1.0,0.0004483967338934,+/+/+,3,0,0,0.0002550113950331,7.908480452585128e-05,0.0068725242887479,0.5460308061611252,0.1166795067021362,6.114508416788459,-1.276845822388056,-1.1497317428087226,-0.3274609339409858,0.006614339228875,0.9624322812077047,0.0048725242887479,102.38988656421587,wrong_lag_future_24h,test_2025H2,0.0002070036112261,True,HOLD_A7AL2X7_CONTROL_DOMINATED,matched_control_dominated
a7al2x3_8cd55bb4dcd9ea8d,F3_positioning_divergence,"Mul(Sign(Delta(top_long_short_account_ratio_last,72)),Rank(Delta(index_close,12)))",top_long_short_account_ratio_last|index_close,Delta|Mul|Rank|Sign,skeleton-57a021ebecabcc57,-1.0,0.0016932869585247,-/+/-,1,2,0,-0.0003950356327207,0.0002162682344454,-0.0077644382028951,-0.7927955462461238,0.3125095671480141,-7.932353352568322,1.6843174558480842,1.2898009746318742,-0.3161909831734339,-0.006967759430153,0.8973938935536836,-0.0097644382028951,44.48230303436834,wrong_lag_future_24h,test_2025H2,0.000693213158524,True,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,pre_may_direction_unstable
a7al2x3_1fd71f89fcb97240,F4_OI_taker_flow_interaction,"Mul(Clip(ZScore(Mean(kline_taker_buy_quote_share,12))),Sign(Delta(open_interest_last,12)))",open_interest_last|kline_taker_buy_quote_share,Clip|Delta|Mean|Mul|Sign|ZScore,skeleton-2f4edf4dd2dd7cdd,-1.0,0.001204484492827,-/-/+,1,2,0,-0.0006332128059137,-9.89246940148918e-05,0.0011430780702616,-1.6708071077995934,-0.2057833258227844,1.7046346389295317,2.6881048356405906,1.255242941429732,2.389291678889809,0.0011904199579317,1.0414161454950015,-0.0008569219297383,12.839813733666865,wrong_lag_future_24h,test_2025H2,0.0007896963294056,True,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,pre_may_direction_unstable
a7al2x3_a551e0d946a6abf3,F4_OI_taker_flow_interaction,"Sub(ZScore(Delta(open_interest_last,12)),ZScore(Mean(kline_taker_buy_quote_share,12)))",open_interest_last|kline_taker_buy_quote_share,Delta|Mean|Sub|ZScore,skeleton-30d3ba252910d42c,-1.0,0.0006716028364756,-/+/+,2,1,0,-0.000565645000141,0.0012183875188821,0.0009980189233219,-1.4740911682781628,2.364769409508784,1.2387909959164516,1.19282277238184,2.5496751805760884,1.6885219162935303,0.0007834400877582,0.7849952234878717,-0.001001981076678,10.649279293554432,wrong_lag_future_24h,recent_oos_2026JanApr,2.5557942730627465e-05,True,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,pre_may_direction_unstable
a7al2x3_9d7989b8d4655bf1,F4_OI_taker_flow_interaction,"Mul(Sign(Delta(open_interest_last,12)),Rank(Delta(kline_taker_buy_quote_share,12)))",open_interest_last|kline_taker_buy_quote_share,Delta|Mul|Rank|Sign,skeleton-57a021ebecabcc57,1.0,0.0002751059006907,+/-/-,1,2,0,0.0006123244714354,-0.0008987163405641,-0.0014878504370841,1.4164220428060037,-1.7747227139111676,-1.6914705070111185,-1.4323569537784289,-2.4258757996229066,-2.8000834977017446,-0.0016274336841873,1.0938153752716948,-0.0034878504370841,4.657426571019457,wrong_lag_future_24h,recent_oos_2026JanApr,-0.0004492282474919,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,pre_may_direction_unstable
a7al2x3_e5af54998a54bc71,F4_OI_taker_flow_interaction,"Add(ZScore(Delta(open_interest_last,12)),Neg(Rank(Delta(kline_taker_buy_quote_share,12))))",open_interest_last|kline_taker_buy_quote_share,Add|Delta|Neg|Rank|ZScore,skeleton-ae37e2737f6e97ed,1.0,0.0006746609838162,+/+/-,2,1,0,0.0003281636214206,0.0015868800711833,-0.0008328826086235,0.7759468258512757,2.5727781794668845,-0.8526507084761674,-2.3668287647605086,-1.5835231441982136,-1.5158813169536909,-0.0013136863139226,1.5772766777946312,-0.0028328826086235,6.126591521946956,wrong_lag_future_24h,recent_oos_2026JanApr,-0.0009407554637875,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,pre_may_direction_unstable
a7al2x3_694ea01b8dc33dd4,F4_OI_taker_flow_interaction,"Mul(Clip(ZScore(Mean(kline_taker_buy_quote_share,168))),Sign(Delta(open_interest_last,12)))",open_interest_last|kline_taker_buy_quote_share,Clip|Delta|Mean|Mul|Sign|ZScore,skeleton-2f4edf4dd2dd7cdd,-1.0,0.0021313612407599,-/+/+,2,1,0,-0.0011473603415845,0.0004080016415435,0.0002791966190652,-2.8322873796144523,0.6073921082240258,0.2757451429986582,1.311979279615524,1.8631930460238533,1.4063607281830446,0.0001518501053938,0.5438823217208761,-0.0017208033809347,10.177162036314977,wrong_lag_future_24h,test_2025H2,0.0006908017944619,True,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,pre_may_direction_unstable
a7al2x3_d44b1d21d537c838,F4_OI_taker_flow_interaction,"Mul(Clip(ZScore(Mean(kline_taker_buy_quote_share,12))),Sign(Delta(open_interest_last,24)))",open_interest_last|kline_taker_buy_quote_share,Clip|Delta|Mean|Mul|Sign|ZScore,skeleton-2f4edf4dd2dd7cdd,-1.0,0.0013008971780687,-/-/+,1,2,0,-0.0002848434613006,-0.0007517254081766,0.0010885728273576,-0.7301300864594586,-1.4733016513882429,1.4305436184364233,1.5272458549092325,0.6967630989847013,1.7099040116459692,0.0009453840978311,0.8684619660458766,-0.0009114271726423,10.764717736882947,wrong_lag_future_24h,validation_2025H1,0.0014520103321345,True,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,pre_may_direction_unstable
a7al2x3_907e3c49019029cc,F4_OI_taker_flow_interaction,"Mul(Clip(ZScore(Mean(kline_taker_buy_quote_share,12))),Sign(Delta(open_interest_last,336)))",open_interest_last|kline_taker_buy_quote_share,Clip|Delta|Mean|Mul|Sign|ZScore,skeleton-2f4edf4dd2dd7cdd,-1.0,0.0028262804744084,+/-/-,1,2,0,0.0007816077624636,-0.0001571210661305,-0.000791677214832,2.185174591986529,-0.3119041799930879,-1.0980753720501442,2.2114013108994133,1.013415015490297,1.000717110054469,-0.0006033065985719,0.7620613392289259,-0.002791677214832,25.435482453203758,wrong_lag_future_24h,test_2025H2,-0.0002226309382213,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,pre_may_direction_unstable
a7al2x3_7f6ff1bafbd2c316,F4_OI_taker_flow_interaction,"Mul(Clip(ZScore(Mean(kline_taker_buy_quote_share,12))),Sign(Delta(open_interest_last,48)))",open_interest_last|kline_taker_buy_quote_share,Clip|Delta|Mean|Mul|Sign|ZScore,skeleton-2f4edf4dd2dd7cdd,-1.0,0.0002312300498388,+/-/-,1,2,0,0.0007982796738742,-0.0026820026255869,-0.0008537100581312,2.0650579882824336,-5.2855227357246655,-1.2695607123946453,2.116895346109575,0.1257223506159779,2.1132665313177394,-0.0008372680918376,0.9807405732930077,-0.0028537100581312,3.9952300756035206,symbol_shuffle,recent_oos_2026JanApr,0.0009042234248731,True,HOLD_A7AL2X7_PRE_MAY_UNSTABLE,pre_may_direction_unstable
