blueprint_id,source_candidate_id,track_id,selector_tier,blueprint_family,variant_name,seed_field,interaction_field,field_family,feature_role,label_family,label_horizon_h,expression,skeleton,skeleton_key,production_key,static_ok,blocked_terms,uses_may,authorizes_numeric_replay,authorizes_formula_search
a7ag1_7c6de843262b284f94,a7af1_queue_031,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,div_rank,mark_index_basis_bps,realized_vol_168h,basis_premium,raw_relative_signal_candidate,L1_cross_sectional_relative_return,1,"SafeDiv(Delta(mark_index_basis_bps,24),Add(Abs(CSRank(realized_vol_168h)),0.01))","SafeDiv(Delta(FIELD,),Add(Abs(CSRank(FIELDFIELD)),))",f848051eb175,f234bf6383ef,True,,False,False,False
a7ag1_5642aed2548d973f34,a7af1_queue_031,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,mul_delta,mark_index_basis_bps,realized_vol_168h,basis_premium,raw_relative_signal_candidate,L1_cross_sectional_relative_return,1,"Mul(Delta(mark_index_basis_bps,24),ZScore(Delta(realized_vol_168h,24),168))","Mul(Delta(FIELD,),ZScore(Delta(FIELDFIELD,),))",f1b4ac3afa8e,bd5915a3730c,True,,False,False,False
a7ag1_d9d93f8f71f73847ef,a7af1_queue_031,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,mul_rank,mark_index_basis_bps,liquidity_rank_active_universe,basis_premium,raw_relative_signal_candidate,L1_cross_sectional_relative_return,1,"Mul(Delta(mark_index_basis_bps,24),CSRank(liquidity_rank_active_universe))","Mul(Delta(FIELD,),CSRank(FIELD))",ce7aff9206dc,0abd9770af50,True,,False,False,False
a7ag1_bcc325a2aa3057154a,a7af1_queue_031,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,sub_rank,mark_index_basis_bps,liquidity_rank_active_universe,basis_premium,raw_relative_signal_candidate,L1_cross_sectional_relative_return,1,"Sub(Delta(mark_index_basis_bps,24),CSRank(liquidity_rank_active_universe))","Sub(Delta(FIELD,),CSRank(FIELD))",991e7002320e,8728a36b8e72,True,,False,False,False
a7ag1_8bd8adbc3ca111bff7,a7af1_queue_031,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,div_rank,mark_index_basis_bps,liquidity_rank_active_universe,basis_premium,raw_relative_signal_candidate,L1_cross_sectional_relative_return,1,"SafeDiv(Delta(mark_index_basis_bps,24),Add(Abs(CSRank(liquidity_rank_active_universe)),0.01))","SafeDiv(Delta(FIELD,),Add(Abs(CSRank(FIELD)),))",fd0e972f2ff5,cca1342797cf,True,,False,False,False
a7ag1_baa539903cd7b0b547,a7af1_queue_031,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,mul_delta,mark_index_basis_bps,liquidity_rank_active_universe,basis_premium,raw_relative_signal_candidate,L1_cross_sectional_relative_return,1,"Mul(Delta(mark_index_basis_bps,24),ZScore(Delta(liquidity_rank_active_universe,24),168))","Mul(Delta(FIELD,),ZScore(Delta(FIELD,),))",af6290dc5099,12e55f2c9566,True,,False,False,False
a7ag1_f143d772e51ff6c4e6,a7af1_queue_031,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,mul_rank,mark_index_basis_bps,trade_count,basis_premium,raw_relative_signal_candidate,L1_cross_sectional_relative_return,1,"Mul(Delta(mark_index_basis_bps,24),CSRank(trade_count))","Mul(Delta(FIELD,),CSRank(FIELD))",ce7aff9206dc,a8c1e54a673f,True,,False,False,False
a7ag1_6f1db6b57a41f37103,a7af1_queue_031,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,sub_rank,mark_index_basis_bps,trade_count,basis_premium,raw_relative_signal_candidate,L1_cross_sectional_relative_return,1,"Sub(Delta(mark_index_basis_bps,24),CSRank(trade_count))","Sub(Delta(FIELD,),CSRank(FIELD))",991e7002320e,5dc09e208f3a,True,,False,False,False
a7ag1_95f18723ad9b290d07,a7af1_queue_031,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,div_rank,mark_index_basis_bps,trade_count,basis_premium,raw_relative_signal_candidate,L1_cross_sectional_relative_return,1,"SafeDiv(Delta(mark_index_basis_bps,24),Add(Abs(CSRank(trade_count)),0.01))","SafeDiv(Delta(FIELD,),Add(Abs(CSRank(FIELD)),))",fd0e972f2ff5,fb7181adfd89,True,,False,False,False
a7ag1_7dc01b4839d8d08cc4,a7af1_queue_031,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,mul_delta,mark_index_basis_bps,trade_count,basis_premium,raw_relative_signal_candidate,L1_cross_sectional_relative_return,1,"Mul(Delta(mark_index_basis_bps,24),ZScore(Delta(trade_count,24),168))","Mul(Delta(FIELD,),ZScore(Delta(FIELD,),))",af6290dc5099,5afc896a11b1,True,,False,False,False
a7ag1_8177f79b8419348e4c,a7af1_queue_030,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,single_seed_transform,rank,mark_index_basis_bps,,basis_premium,raw_relative_signal_candidate,L0_raw_forward_return,1,"CSRank(Delta(mark_index_basis_bps,24))","CSRank(Delta(FIELD,))",8b958b1792df,26e1b693862c,True,,False,False,False
a7ag1_052de37010c83f2e99,a7af1_queue_030,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,single_seed_transform,zscore_168h,mark_index_basis_bps,,basis_premium,raw_relative_signal_candidate,L0_raw_forward_return,1,"ZScore(Delta(mark_index_basis_bps,24),168)","ZScore(Delta(FIELD,),)",b936f4b28f1a,bd9fbe578c79,True,,False,False,False
a7ag1_f734647f381dbe1392,a7af1_queue_030,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,single_seed_transform,tsrank_168h,mark_index_basis_bps,,basis_premium,raw_relative_signal_candidate,L0_raw_forward_return,1,"TSRank(Delta(mark_index_basis_bps,24),168)","TSRank(Delta(FIELD,),)",dcecd9c52ca6,fa2bdf3c2c11,True,,False,False,False
a7ag1_e6da2bfc7e446103f5,a7af1_queue_030,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,single_seed_transform,winsor_rank,mark_index_basis_bps,,basis_premium,raw_relative_signal_candidate,L0_raw_forward_return,1,"Winsor(CSRank(Delta(mark_index_basis_bps,24)),0.01,0.99)","Winsor(CSRank(Delta(FIELD,)),,)",acbbefffa710,e1d8b09079b1,True,,False,False,False
a7ag1_6c05b280e3100164c5,a7af1_queue_030,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,mul_rank,mark_index_basis_bps,realized_vol_24h,basis_premium,raw_relative_signal_candidate,L0_raw_forward_return,1,"Mul(Delta(mark_index_basis_bps,24),CSRank(realized_vol_24h))","Mul(Delta(FIELD,),CSRank(FIELDFIELD))",2a637f242373,8549a9324a75,True,,False,False,False
a7ag1_3d787b0046782ad31d,a7af1_queue_030,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,sub_rank,mark_index_basis_bps,realized_vol_24h,basis_premium,raw_relative_signal_candidate,L0_raw_forward_return,1,"Sub(Delta(mark_index_basis_bps,24),CSRank(realized_vol_24h))","Sub(Delta(FIELD,),CSRank(FIELDFIELD))",dfc506bdd709,e0a47f51b994,True,,False,False,False
a7ag1_8c1ec96efe5a18a8fc,a7af1_queue_030,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,div_rank,mark_index_basis_bps,realized_vol_24h,basis_premium,raw_relative_signal_candidate,L0_raw_forward_return,1,"SafeDiv(Delta(mark_index_basis_bps,24),Add(Abs(CSRank(realized_vol_24h)),0.01))","SafeDiv(Delta(FIELD,),Add(Abs(CSRank(FIELDFIELD)),))",f848051eb175,054842e76531,True,,False,False,False
a7ag1_dcb62fd133810f57af,a7af1_queue_030,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,mul_delta,mark_index_basis_bps,realized_vol_24h,basis_premium,raw_relative_signal_candidate,L0_raw_forward_return,1,"Mul(Delta(mark_index_basis_bps,24),ZScore(Delta(realized_vol_24h,24),168))","Mul(Delta(FIELD,),ZScore(Delta(FIELDFIELD,),))",f1b4ac3afa8e,e4ec739c9e58,True,,False,False,False
a7ag1_92e6002a80f4bf876c,a7af1_queue_030,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,mul_rank,mark_index_basis_bps,realized_vol_168h,basis_premium,raw_relative_signal_candidate,L0_raw_forward_return,1,"Mul(Delta(mark_index_basis_bps,24),CSRank(realized_vol_168h))","Mul(Delta(FIELD,),CSRank(FIELDFIELD))",2a637f242373,88bc21b3dfc9,True,,False,False,False
a7ag1_52c5f1bec5071a296e,a7af1_queue_030,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,sub_rank,mark_index_basis_bps,realized_vol_168h,basis_premium,raw_relative_signal_candidate,L0_raw_forward_return,1,"Sub(Delta(mark_index_basis_bps,24),CSRank(realized_vol_168h))","Sub(Delta(FIELD,),CSRank(FIELDFIELD))",dfc506bdd709,13b899bb7cdd,True,,False,False,False
a7ag1_9d095a4a09297e2c5a,a7af1_queue_030,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,div_rank,mark_index_basis_bps,realized_vol_168h,basis_premium,raw_relative_signal_candidate,L0_raw_forward_return,1,"SafeDiv(Delta(mark_index_basis_bps,24),Add(Abs(CSRank(realized_vol_168h)),0.01))","SafeDiv(Delta(FIELD,),Add(Abs(CSRank(FIELDFIELD)),))",f848051eb175,f234bf6383ef,True,,False,False,False
a7ag1_17314ff99e3a3c9200,a7af1_queue_030,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,mul_delta,mark_index_basis_bps,realized_vol_168h,basis_premium,raw_relative_signal_candidate,L0_raw_forward_return,1,"Mul(Delta(mark_index_basis_bps,24),ZScore(Delta(realized_vol_168h,24),168))","Mul(Delta(FIELD,),ZScore(Delta(FIELDFIELD,),))",f1b4ac3afa8e,bd5915a3730c,True,,False,False,False
a7ag1_5721c3970ef077c8ce,a7af1_queue_030,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,mul_rank,mark_index_basis_bps,liquidity_rank_active_universe,basis_premium,raw_relative_signal_candidate,L0_raw_forward_return,1,"Mul(Delta(mark_index_basis_bps,24),CSRank(liquidity_rank_active_universe))","Mul(Delta(FIELD,),CSRank(FIELD))",ce7aff9206dc,0abd9770af50,True,,False,False,False
a7ag1_4cb8a83803c734fc6c,a7af1_queue_030,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,sub_rank,mark_index_basis_bps,liquidity_rank_active_universe,basis_premium,raw_relative_signal_candidate,L0_raw_forward_return,1,"Sub(Delta(mark_index_basis_bps,24),CSRank(liquidity_rank_active_universe))","Sub(Delta(FIELD,),CSRank(FIELD))",991e7002320e,8728a36b8e72,True,,False,False,False
a7ag1_b3e635fcd24ee6e61c,a7af1_queue_030,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,div_rank,mark_index_basis_bps,liquidity_rank_active_universe,basis_premium,raw_relative_signal_candidate,L0_raw_forward_return,1,"SafeDiv(Delta(mark_index_basis_bps,24),Add(Abs(CSRank(liquidity_rank_active_universe)),0.01))","SafeDiv(Delta(FIELD,),Add(Abs(CSRank(FIELD)),))",fd0e972f2ff5,cca1342797cf,True,,False,False,False
a7ag1_b3e4d2381637f8ce52,a7af1_queue_030,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,mul_delta,mark_index_basis_bps,liquidity_rank_active_universe,basis_premium,raw_relative_signal_candidate,L0_raw_forward_return,1,"Mul(Delta(mark_index_basis_bps,24),ZScore(Delta(liquidity_rank_active_universe,24),168))","Mul(Delta(FIELD,),ZScore(Delta(FIELD,),))",af6290dc5099,12e55f2c9566,True,,False,False,False
a7ag1_0168af2ea0d2a9cb90,a7af1_queue_030,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,mul_rank,mark_index_basis_bps,trade_count,basis_premium,raw_relative_signal_candidate,L0_raw_forward_return,1,"Mul(Delta(mark_index_basis_bps,24),CSRank(trade_count))","Mul(Delta(FIELD,),CSRank(FIELD))",ce7aff9206dc,a8c1e54a673f,True,,False,False,False
a7ag1_dbb0192da50fd0ac1a,a7af1_queue_030,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,sub_rank,mark_index_basis_bps,trade_count,basis_premium,raw_relative_signal_candidate,L0_raw_forward_return,1,"Sub(Delta(mark_index_basis_bps,24),CSRank(trade_count))","Sub(Delta(FIELD,),CSRank(FIELD))",991e7002320e,5dc09e208f3a,True,,False,False,False
a7ag1_7428e2930383dbaf32,a7af1_queue_030,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,div_rank,mark_index_basis_bps,trade_count,basis_premium,raw_relative_signal_candidate,L0_raw_forward_return,1,"SafeDiv(Delta(mark_index_basis_bps,24),Add(Abs(CSRank(trade_count)),0.01))","SafeDiv(Delta(FIELD,),Add(Abs(CSRank(FIELD)),))",fd0e972f2ff5,fb7181adfd89,True,,False,False,False
a7ag1_3b6c0f5b8128aab03e,a7af1_queue_030,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,mul_delta,mark_index_basis_bps,trade_count,basis_premium,raw_relative_signal_candidate,L0_raw_forward_return,1,"Mul(Delta(mark_index_basis_bps,24),ZScore(Delta(trade_count,24),168))","Mul(Delta(FIELD,),ZScore(Delta(FIELD,),))",af6290dc5099,5afc896a11b1,True,,False,False,False
a7ag1_09dbfb6160a1bdb008,a7af1_queue_034,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,single_seed_transform,rank,mark_index_basis_bps,,basis_premium,raw_relative_signal_candidate,L5_vol_adjusted_return,1,"CSRank(Delta(mark_index_basis_bps,24))","CSRank(Delta(FIELD,))",8b958b1792df,26e1b693862c,True,,False,False,False
a7ag1_6c98361a5fb6707ad3,a7af1_queue_034,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,single_seed_transform,zscore_168h,mark_index_basis_bps,,basis_premium,raw_relative_signal_candidate,L5_vol_adjusted_return,1,"ZScore(Delta(mark_index_basis_bps,24),168)","ZScore(Delta(FIELD,),)",b936f4b28f1a,bd9fbe578c79,True,,False,False,False
a7ag1_a14bcd78bf6ad02c27,a7af1_queue_034,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,single_seed_transform,tsrank_168h,mark_index_basis_bps,,basis_premium,raw_relative_signal_candidate,L5_vol_adjusted_return,1,"TSRank(Delta(mark_index_basis_bps,24),168)","TSRank(Delta(FIELD,),)",dcecd9c52ca6,fa2bdf3c2c11,True,,False,False,False
a7ag1_95b6aca871e661e4ad,a7af1_queue_034,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,single_seed_transform,winsor_rank,mark_index_basis_bps,,basis_premium,raw_relative_signal_candidate,L5_vol_adjusted_return,1,"Winsor(CSRank(Delta(mark_index_basis_bps,24)),0.01,0.99)","Winsor(CSRank(Delta(FIELD,)),,)",acbbefffa710,e1d8b09079b1,True,,False,False,False
a7ag1_aa614a3d2250555ace,a7af1_queue_034,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,mul_rank,mark_index_basis_bps,realized_vol_24h,basis_premium,raw_relative_signal_candidate,L5_vol_adjusted_return,1,"Mul(Delta(mark_index_basis_bps,24),CSRank(realized_vol_24h))","Mul(Delta(FIELD,),CSRank(FIELDFIELD))",2a637f242373,8549a9324a75,True,,False,False,False
a7ag1_94e91a9790bdb6b0f4,a7af1_queue_034,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,sub_rank,mark_index_basis_bps,realized_vol_24h,basis_premium,raw_relative_signal_candidate,L5_vol_adjusted_return,1,"Sub(Delta(mark_index_basis_bps,24),CSRank(realized_vol_24h))","Sub(Delta(FIELD,),CSRank(FIELDFIELD))",dfc506bdd709,e0a47f51b994,True,,False,False,False
a7ag1_4803a3f274d060bd8c,a7af1_queue_034,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,div_rank,mark_index_basis_bps,realized_vol_24h,basis_premium,raw_relative_signal_candidate,L5_vol_adjusted_return,1,"SafeDiv(Delta(mark_index_basis_bps,24),Add(Abs(CSRank(realized_vol_24h)),0.01))","SafeDiv(Delta(FIELD,),Add(Abs(CSRank(FIELDFIELD)),))",f848051eb175,054842e76531,True,,False,False,False
a7ag1_270c544291277c210a,a7af1_queue_034,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,mul_delta,mark_index_basis_bps,realized_vol_24h,basis_premium,raw_relative_signal_candidate,L5_vol_adjusted_return,1,"Mul(Delta(mark_index_basis_bps,24),ZScore(Delta(realized_vol_24h,24),168))","Mul(Delta(FIELD,),ZScore(Delta(FIELDFIELD,),))",f1b4ac3afa8e,e4ec739c9e58,True,,False,False,False
a7ag1_53961f208d2d1ab498,a7af1_queue_034,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,mul_rank,mark_index_basis_bps,realized_vol_168h,basis_premium,raw_relative_signal_candidate,L5_vol_adjusted_return,1,"Mul(Delta(mark_index_basis_bps,24),CSRank(realized_vol_168h))","Mul(Delta(FIELD,),CSRank(FIELDFIELD))",2a637f242373,88bc21b3dfc9,True,,False,False,False
a7ag1_8a824748e68551f84e,a7af1_queue_034,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,sub_rank,mark_index_basis_bps,realized_vol_168h,basis_premium,raw_relative_signal_candidate,L5_vol_adjusted_return,1,"Sub(Delta(mark_index_basis_bps,24),CSRank(realized_vol_168h))","Sub(Delta(FIELD,),CSRank(FIELDFIELD))",dfc506bdd709,13b899bb7cdd,True,,False,False,False
a7ag1_7c82ecfd0550798363,a7af1_queue_034,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,div_rank,mark_index_basis_bps,realized_vol_168h,basis_premium,raw_relative_signal_candidate,L5_vol_adjusted_return,1,"SafeDiv(Delta(mark_index_basis_bps,24),Add(Abs(CSRank(realized_vol_168h)),0.01))","SafeDiv(Delta(FIELD,),Add(Abs(CSRank(FIELDFIELD)),))",f848051eb175,f234bf6383ef,True,,False,False,False
a7ag1_5601f53abe75c5663c,a7af1_queue_034,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,mul_delta,mark_index_basis_bps,realized_vol_168h,basis_premium,raw_relative_signal_candidate,L5_vol_adjusted_return,1,"Mul(Delta(mark_index_basis_bps,24),ZScore(Delta(realized_vol_168h,24),168))","Mul(Delta(FIELD,),ZScore(Delta(FIELDFIELD,),))",f1b4ac3afa8e,bd5915a3730c,True,,False,False,False
a7ag1_6f1952e6a6caa680a6,a7af1_queue_034,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,mul_rank,mark_index_basis_bps,liquidity_rank_active_universe,basis_premium,raw_relative_signal_candidate,L5_vol_adjusted_return,1,"Mul(Delta(mark_index_basis_bps,24),CSRank(liquidity_rank_active_universe))","Mul(Delta(FIELD,),CSRank(FIELD))",ce7aff9206dc,0abd9770af50,True,,False,False,False
a7ag1_088c20684a1eb350a0,a7af1_queue_034,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,sub_rank,mark_index_basis_bps,liquidity_rank_active_universe,basis_premium,raw_relative_signal_candidate,L5_vol_adjusted_return,1,"Sub(Delta(mark_index_basis_bps,24),CSRank(liquidity_rank_active_universe))","Sub(Delta(FIELD,),CSRank(FIELD))",991e7002320e,8728a36b8e72,True,,False,False,False
a7ag1_23be06acf8a3476424,a7af1_queue_034,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,div_rank,mark_index_basis_bps,liquidity_rank_active_universe,basis_premium,raw_relative_signal_candidate,L5_vol_adjusted_return,1,"SafeDiv(Delta(mark_index_basis_bps,24),Add(Abs(CSRank(liquidity_rank_active_universe)),0.01))","SafeDiv(Delta(FIELD,),Add(Abs(CSRank(FIELD)),))",fd0e972f2ff5,cca1342797cf,True,,False,False,False
a7ag1_d9171dae1ec8c4597d,a7af1_queue_034,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,mul_delta,mark_index_basis_bps,liquidity_rank_active_universe,basis_premium,raw_relative_signal_candidate,L5_vol_adjusted_return,1,"Mul(Delta(mark_index_basis_bps,24),ZScore(Delta(liquidity_rank_active_universe,24),168))","Mul(Delta(FIELD,),ZScore(Delta(FIELD,),))",af6290dc5099,12e55f2c9566,True,,False,False,False
a7ag1_d2ad77210a9af34127,a7af1_queue_034,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,mul_rank,mark_index_basis_bps,trade_count,basis_premium,raw_relative_signal_candidate,L5_vol_adjusted_return,1,"Mul(Delta(mark_index_basis_bps,24),CSRank(trade_count))","Mul(Delta(FIELD,),CSRank(FIELD))",ce7aff9206dc,a8c1e54a673f,True,,False,False,False
a7ag1_7262e462930bfd56e6,a7af1_queue_034,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,sub_rank,mark_index_basis_bps,trade_count,basis_premium,raw_relative_signal_candidate,L5_vol_adjusted_return,1,"Sub(Delta(mark_index_basis_bps,24),CSRank(trade_count))","Sub(Delta(FIELD,),CSRank(FIELD))",991e7002320e,5dc09e208f3a,True,,False,False,False
a7ag1_b1462c36093af2d84e,a7af1_queue_034,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,div_rank,mark_index_basis_bps,trade_count,basis_premium,raw_relative_signal_candidate,L5_vol_adjusted_return,1,"SafeDiv(Delta(mark_index_basis_bps,24),Add(Abs(CSRank(trade_count)),0.01))","SafeDiv(Delta(FIELD,),Add(Abs(CSRank(FIELD)),))",fd0e972f2ff5,fb7181adfd89,True,,False,False,False
a7ag1_00194c67682f721c5e,a7af1_queue_034,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,mul_delta,mark_index_basis_bps,trade_count,basis_premium,raw_relative_signal_candidate,L5_vol_adjusted_return,1,"Mul(Delta(mark_index_basis_bps,24),ZScore(Delta(trade_count,24),168))","Mul(Delta(FIELD,),ZScore(Delta(FIELD,),))",af6290dc5099,5afc896a11b1,True,,False,False,False
a7ag1_6790a10a1e6af6122e,a7af1_queue_000,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,single_seed_transform,rank,trade_return_1h,,price_return,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,1,CSRank(trade_return_1h),CSRank(FIELDFIELD),b5c1ac518295,85ca3d71404e,True,,False,False,False
a7ag1_cd5dace7b8dcc465a5,a7af1_queue_000,G1_neutralized_alpha_diagnostic,T1_beta_neutral_alpha_diagnostic,single_seed_transform,zscore_168h,trade_return_1h,,price_return,beta_or_neutralized_signal_candidate,L2_BTC_ETH_beta_residual_return,1,"ZScore(trade_return_1h,168)","ZScore(FIELDFIELD,)",3ea464855ca6,68e672ada114,True,,False,False,False
