track_id,skeleton_key,count
G1_neutralized_alpha_diagnostic,e2b9a1040662,2
G1_neutralized_alpha_diagnostic,f1b4ac3afa8e,2
G1_neutralized_alpha_diagnostic,f5a2ebb44ff5,2
G1_neutralized_alpha_diagnostic,f848051eb175,2
G1_neutralized_alpha_diagnostic,03527c011778,1
G1_neutralized_alpha_diagnostic,291d7f7b1c7e,1
G1_neutralized_alpha_diagnostic,3436aa265a44,1
G1_neutralized_alpha_diagnostic,3f2025ba5f0c,1
G1_neutralized_alpha_diagnostic,4702a3e23740,1
G1_neutralized_alpha_diagnostic,4a6f40997955,1
G1_neutralized_alpha_diagnostic,4f840c01d927,1
G1_neutralized_alpha_diagnostic,522561e54028,1
G1_neutralized_alpha_diagnostic,53c61e3d69b1,1
G1_neutralized_alpha_diagnostic,579a8f190716,1
G1_neutralized_alpha_diagnostic,6b60bbb3e7e1,1
G1_neutralized_alpha_diagnostic,8938810f4eaf,1
G1_neutralized_alpha_diagnostic,8b958b1792df,1
G1_neutralized_alpha_diagnostic,991e7002320e,1
G1_neutralized_alpha_diagnostic,9e24573bd7ef,1
G1_neutralized_alpha_diagnostic,aacb3e71994b,1
G1_neutralized_alpha_diagnostic,aafb14ceda8c,1
G1_neutralized_alpha_diagnostic,acbbefffa710,1
G1_neutralized_alpha_diagnostic,af6290dc5099,1
G1_neutralized_alpha_diagnostic,b936f4b28f1a,1
G1_neutralized_alpha_diagnostic,bd496bd895b8,1
G1_neutralized_alpha_diagnostic,bd5f86439fed,1
G1_neutralized_alpha_diagnostic,bf51815af053,1
G1_neutralized_alpha_diagnostic,c05d48514b09,1
G1_neutralized_alpha_diagnostic,cc35d2ecde8b,1
G1_neutralized_alpha_diagnostic,ce7aff9206dc,1
G1_neutralized_alpha_diagnostic,d7105647d706,1
G1_neutralized_alpha_diagnostic,dcecd9c52ca6,1
G1_neutralized_alpha_diagnostic,e2f7743c845a,1
G1_neutralized_alpha_diagnostic,efde73928b93,1
G1_neutralized_alpha_diagnostic,f670fefd75dc,1
G1_neutralized_alpha_diagnostic,fd0e972f2ff5,1
G2_downside_risk_defense,059364bfcd69,8
G2_downside_risk_defense,2a131caa6993,8
G2_downside_risk_defense,414b09b8a011,8
G2_downside_risk_defense,4b2285b6c7fe,8
G2_downside_risk_defense,801934fedab6,8
G2_downside_risk_defense,9239eb89dc08,8
G2_downside_risk_defense,d8c4d4e4947f,8
G2_downside_risk_defense,d8d76d7e1e6e,8
G2_downside_risk_defense,4702a3e23740,6
G2_downside_risk_defense,4f840c01d927,6
G2_downside_risk_defense,991e7002320e,6
G2_downside_risk_defense,aafb14ceda8c,6
G2_downside_risk_defense,af6290dc5099,6
G2_downside_risk_defense,ce7aff9206dc,6
G2_downside_risk_defense,f670fefd75dc,6
G2_downside_risk_defense,fd0e972f2ff5,6
G2_downside_risk_defense,1f8f40056065,4
G2_downside_risk_defense,2a637f242373,4
G2_downside_risk_defense,7cec62405567,4
G2_downside_risk_defense,ca93f0caf936,4
G2_downside_risk_defense,cef27d4e4c98,4
G2_downside_risk_defense,dfc506bdd709,4
G2_downside_risk_defense,f1b4ac3afa8e,4
G2_downside_risk_defense,f848051eb175,4
G2_downside_risk_defense,9e24573bd7ef,3
G2_downside_risk_defense,bd5f86439fed,3
G2_downside_risk_defense,e2f7743c845a,3
G2_downside_risk_defense,efde73928b93,3
G2_downside_risk_defense,03527c011778,2
G2_downside_risk_defense,115d8645925d,2
G2_downside_risk_defense,1871676b1ee3,2
G2_downside_risk_defense,291d7f7b1c7e,2
G2_downside_risk_defense,29e4156b8e9c,2
G2_downside_risk_defense,3436aa265a44,2
G2_downside_risk_defense,3ea464855ca6,2
G2_downside_risk_defense,3f2025ba5f0c,2
G2_downside_risk_defense,522561e54028,2
G2_downside_risk_defense,579a8f190716,2
G2_downside_risk_defense,6b60bbb3e7e1,2
G2_downside_risk_defense,763c8c8cd22e,2
G2_downside_risk_defense,8b958b1792df,2
G2_downside_risk_defense,942aae2eb94e,2
G2_downside_risk_defense,9b3b3d4cfdb9,2
G2_downside_risk_defense,aacb3e71994b,2
G2_downside_risk_defense,acbbefffa710,2
G2_downside_risk_defense,b5c1ac518295,2
G2_downside_risk_defense,b936f4b28f1a,2
G2_downside_risk_defense,bd496bd895b8,2
G2_downside_risk_defense,bf51815af053,2
G2_downside_risk_defense,c05d48514b09,2
G2_downside_risk_defense,cc35d2ecde8b,2
G2_downside_risk_defense,d18a3ec4db05,2
G2_downside_risk_defense,dcecd9c52ca6,2
G2_downside_risk_defense,df5093826312,2
G2_downside_risk_defense,e2b9a1040662,2
G2_downside_risk_defense,f5a2ebb44ff5,2
G2_downside_risk_defense,4a6f40997955,1
G2_downside_risk_defense,53c61e3d69b1,1
G2_downside_risk_defense,8938810f4eaf,1
G2_downside_risk_defense,d7105647d706,1
